domain,task,model,rep_a,rep_b,n_pairs,n12_a_right_b_wrong,n21_a_wrong_b_right,mcnemar_p,p_fdr_bh
drugs,binary_0,llama3_70b,fe_gpt_schema,hybrid_full_gpt,100,7,7,1.0,1.0
drugs,binary_0,llama3_70b,fe_gpt_schema,hybrid_gpt,100,13,9,0.5234670639038086,0.9348737850888633
drugs,binary_0,llama3_70b,fe_gpt_schema,hybrid_manual_gpt,100,9,11,0.8238029479980469,1.0
drugs,binary_0,llama3_70b,fe_gpt_schema,manual_fe,100,6,7,1.0,1.0
drugs,binary_0,llama3_70b,fe_manual_format,gpt_free,100,6,9,0.6072387695312499,0.9998900758119547
drugs,binary_0,llama3_70b,fe_manual_format,gpt_law,100,7,15,0.13380050659179688,0.5530011763266467
drugs,binary_0,llama3_70b,fe_manual_format,hybrid_full_gpt,100,6,12,0.237884521484375,0.68586865234375
drugs,binary_0,llama3_70b,fe_manual_format,hybrid_gpt,100,7,9,0.803619384765625,1.0
drugs,binary_0,llama3_70b,fe_manual_format,hybrid_manual_gpt,100,5,13,0.09625244140625,0.4725912274973126
drugs,binary_0,llama3_70b,fe_manual_format,manual_fe,100,10,17,0.24778856337070465,0.6944245586220992
drugs,binary_0,llama3_70b,gpt_free,gpt_law,100,6,11,0.332305908203125,0.7797073523203532
drugs,binary_0,llama3_70b,gpt_free,hybrid_full_gpt,100,7,10,0.629058837890625,1.0
drugs,binary_0,llama3_70b,gpt_free,hybrid_gpt,100,8,7,1.0,1.0
drugs,binary_0,llama3_70b,gpt_free,hybrid_manual_gpt,100,7,12,0.359283447265625,0.8014679996464015
drugs,binary_0,llama3_70b,gpt_free,manual_fe,100,11,15,0.557197093963623,0.9599131580520542
drugs,binary_0,llama3_70b,gpt_law,hybrid_full_gpt,100,10,8,0.8145294189453125,1.0
drugs,binary_0,llama3_70b,gpt_law,hybrid_gpt,100,14,8,0.28627872467041016,0.7174801997245179
drugs,binary_0,llama3_70b,gpt_law,hybrid_manual_gpt,100,10,10,1.0,1.0
drugs,binary_0,llama3_70b,gpt_law,manual_fe,100,8,7,1.0,1.0
drugs,binary_0,llama3_70b,hybrid_full_gpt,hybrid_gpt,100,11,7,0.480682373046875,0.9127393427086078
drugs,binary_0,llama3_70b,hybrid_full_gpt,hybrid_manual_gpt,100,6,8,0.79052734375,1.0
drugs,binary_0,llama3_70b,hybrid_full_gpt,manual_fe,100,9,10,1.0,1.0
drugs,binary_0,llama3_70b,hybrid_gpt,hybrid_manual_gpt,100,6,12,0.237884521484375,0.68586865234375
drugs,binary_0,llama3_70b,hybrid_gpt,manual_fe,100,11,16,0.44206833839416504,0.8869833426447995
drugs,binary_0,llama3_70b,hybrid_manual_gpt,manual_fe,100,9,8,1.0,1.0
drugs,binary_0,mistral,facts,fe_gpt_schema,100,9,7,0.803619384765625,1.0
drugs,binary_0,mistral,facts,hybrid_gpt,100,9,6,0.6072387695312499,0.9998900758119547
drugs,binary_0,mistral,facts,manual_fe,100,10,8,0.8145294189453125,1.0
drugs,binary_0,mistral,fe_gpt_schema,hybrid_gpt,100,8,7,1.0,1.0
drugs,binary_0,mistral,fe_gpt_schema,manual_fe,100,9,9,1.0,1.0
drugs,binary_0,mistral,hybrid_gpt,manual_fe,100,6,7,1.0,1.0
drugs,binary_0,qwen3_235b,facts,fe_gpt_schema,100,5,3,0.7265625,1.0
drugs,binary_0,qwen3_235b,facts,fe_manual_format,100,11,0,0.0009765625,0.02550384963768116
drugs,binary_0,qwen3_235b,facts,gpt_free,100,7,5,0.7744140625,1.0
drugs,binary_0,qwen3_235b,facts,gpt_law,100,1,2,1.0,1.0
drugs,binary_0,qwen3_235b,facts,hybrid_full_gpt,100,7,6,1.0,1.0
drugs,binary_0,qwen3_235b,facts,hybrid_gpt,100,5,2,0.453125,0.8869833426447995
drugs,binary_0,qwen3_235b,facts,hybrid_manual_gpt,100,6,7,1.0,1.0
drugs,binary_0,qwen3_235b,facts,manual_fe,100,5,7,0.7744140625,1.0
drugs,binary_0,qwen3_235b,fe_gpt_schema,fe_manual_format,100,13,4,0.049041748046875,0.36367584354102367
drugs,binary_0,qwen3_235b,fe_gpt_schema,gpt_free,100,6,6,1.0,1.0
drugs,binary_0,qwen3_235b,fe_gpt_schema,gpt_law,100,4,7,0.548828125,0.9537013319672131
drugs,binary_0,qwen3_235b,fe_gpt_schema,hybrid_full_gpt,100,5,6,1.0,1.0
drugs,binary_0,qwen3_235b,fe_gpt_schema,hybrid_gpt,100,5,4,1.0,1.0
drugs,binary_0,qwen3_235b,fe_gpt_schema,hybrid_manual_gpt,100,5,8,0.5810546875,0.9840794613486842
drugs,binary_0,qwen3_235b,fe_gpt_schema,manual_fe,100,4,8,0.3876953125,0.8228821591578327
drugs,binary_0,qwen3_235b,fe_manual_format,gpt_free,100,5,14,0.063568115234375,0.39170862749169433
drugs,binary_0,qwen3_235b,fe_manual_format,gpt_law,100,1,13,0.0018310546875,0.04127515012557369
drugs,binary_0,qwen3_235b,fe_manual_format,hybrid_full_gpt,100,6,16,0.052478790283203125,0.3708501180013021
drugs,binary_0,qwen3_235b,fe_manual_format,hybrid_gpt,100,4,12,0.076812744140625,0.420719042375095
drugs,binary_0,qwen3_235b,fe_manual_format,hybrid_manual_gpt,100,6,18,0.022655844688415527,0.24301090552693322
drugs,binary_0,qwen3_235b,fe_manual_format,manual_fe,100,3,16,0.004425048828125,0.07249034534801137
drugs,binary_0,qwen3_235b,gpt_free,gpt_law,100,4,7,0.548828125,0.9537013319672131
drugs,binary_0,qwen3_235b,gpt_free,hybrid_full_gpt,100,4,5,1.0,1.0
drugs,binary_0,qwen3_235b,gpt_free,hybrid_gpt,100,3,2,1.0,1.0
drugs,binary_0,qwen3_235b,gpt_free,hybrid_manual_gpt,100,4,7,0.548828125,0.9537013319672131
drugs,binary_0,qwen3_235b,gpt_free,manual_fe,100,6,10,0.454498291015625,0.8869833426447995
drugs,binary_0,qwen3_235b,gpt_law,hybrid_full_gpt,100,7,5,0.7744140625,1.0
drugs,binary_0,qwen3_235b,gpt_law,hybrid_gpt,100,6,2,0.2890625,0.7174801997245179
drugs,binary_0,qwen3_235b,gpt_law,hybrid_manual_gpt,100,6,6,1.0,1.0
drugs,binary_0,qwen3_235b,gpt_law,manual_fe,100,6,7,1.0,1.0
drugs,binary_0,qwen3_235b,hybrid_full_gpt,hybrid_gpt,100,7,5,0.7744140625,1.0
drugs,binary_0,qwen3_235b,hybrid_full_gpt,hybrid_manual_gpt,100,4,6,0.75390625,1.0
drugs,binary_0,qwen3_235b,hybrid_full_gpt,manual_fe,100,6,9,0.6072387695312499,0.9998900758119547
drugs,binary_0,qwen3_235b,hybrid_gpt,hybrid_manual_gpt,100,3,7,0.34375,0.7928074853190658
drugs,binary_0,qwen3_235b,hybrid_gpt,manual_fe,100,6,11,0.332305908203125,0.7797073523203532
drugs,binary_0,qwen3_235b,hybrid_manual_gpt,manual_fe,100,6,7,1.0,1.0
drugs,binary_0,qwen_hf,facts,fe_gpt_schema,100,8,8,1.0,1.0
drugs,binary_0,qwen_hf,facts,fe_manual_format,100,9,3,0.14599609375,0.5621473524305556
drugs,binary_0,qwen_hf,facts,gpt_free,100,4,5,1.0,1.0
drugs,binary_0,qwen_hf,facts,gpt_law,100,4,6,0.75390625,1.0
drugs,binary_0,qwen_hf,facts,hybrid_full_gpt,100,7,8,1.0,1.0
drugs,binary_0,qwen_hf,facts,hybrid_gpt,100,6,7,1.0,1.0
drugs,binary_0,qwen_hf,facts,hybrid_manual_gpt,100,3,4,1.0,1.0
drugs,binary_0,qwen_hf,facts,manual_fe,100,6,9,0.6072387695312499,0.9998900758119547
drugs,binary_0,qwen_hf,fe_gpt_schema,fe_manual_format,100,14,8,0.28627872467041016,0.7174801997245179
drugs,binary_0,qwen_hf,fe_gpt_schema,gpt_free,100,5,6,1.0,1.0
drugs,binary_0,qwen_hf,fe_gpt_schema,gpt_law,100,3,5,0.7265625,1.0
drugs,binary_0,qwen_hf,fe_gpt_schema,hybrid_full_gpt,100,2,3,1.0,1.0
drugs,binary_0,qwen_hf,fe_gpt_schema,hybrid_gpt,100,4,5,1.0,1.0
drugs,binary_0,qwen_hf,fe_gpt_schema,hybrid_manual_gpt,100,7,8,1.0,1.0
drugs,binary_0,qwen_hf,fe_gpt_schema,manual_fe,100,7,10,0.629058837890625,1.0
drugs,binary_0,qwen_hf,fe_manual_format,gpt_free,100,3,10,0.09228515625,0.4710987296388102
drugs,binary_0,qwen_hf,fe_manual_format,gpt_law,100,3,11,0.057373046875,0.39029337064173997
drugs,binary_0,qwen_hf,fe_manual_format,hybrid_full_gpt,100,6,13,0.1670684814453125,0.593525105738081
drugs,binary_0,qwen_hf,fe_manual_format,hybrid_gpt,100,5,12,0.143463134765625,0.5620012366253396
drugs,binary_0,qwen_hf,fe_manual_format,hybrid_manual_gpt,100,4,11,0.11846923828124999,0.5300837916063975
drugs,binary_0,qwen_hf,fe_manual_format,manual_fe,100,6,15,0.0783538818359375,0.4278596820253314
drugs,binary_0,qwen_hf,gpt_free,gpt_law,100,3,4,1.0,1.0
drugs,binary_0,qwen_hf,gpt_free,hybrid_full_gpt,100,4,4,1.0,1.0
drugs,binary_0,qwen_hf,gpt_free,hybrid_gpt,100,2,2,1.0,1.0
drugs,binary_0,qwen_hf,gpt_free,hybrid_manual_gpt,100,4,4,1.0,1.0
drugs,binary_0,qwen_hf,gpt_free,manual_fe,100,6,8,0.79052734375,1.0
drugs,binary_0,qwen_hf,gpt_law,hybrid_full_gpt,100,4,3,1.0,1.0
drugs,binary_0,qwen_hf,gpt_law,hybrid_gpt,100,4,3,1.0,1.0
drugs,binary_0,qwen_hf,gpt_law,hybrid_manual_gpt,100,5,4,1.0,1.0
drugs,binary_0,qwen_hf,gpt_law,manual_fe,100,8,9,1.0,1.0
drugs,binary_0,qwen_hf,hybrid_full_gpt,hybrid_gpt,100,4,4,1.0,1.0
drugs,binary_0,qwen_hf,hybrid_full_gpt,hybrid_manual_gpt,100,6,6,1.0,1.0
drugs,binary_0,qwen_hf,hybrid_full_gpt,manual_fe,100,7,9,0.803619384765625,1.0
drugs,binary_0,qwen_hf,hybrid_gpt,hybrid_manual_gpt,100,5,5,1.0,1.0
drugs,binary_0,qwen_hf,hybrid_gpt,manual_fe,100,6,8,0.79052734375,1.0
drugs,binary_0,qwen_hf,hybrid_manual_gpt,manual_fe,100,3,5,0.7265625,1.0
drugs,binary_1,gemini_25_pro,facts,fe_gpt_schema,100,5,12,0.143463134765625,0.5620012366253396
drugs,binary_1,gemini_25_pro,facts,fe_manual_format,100,7,12,0.359283447265625,0.8014679996464015
drugs,binary_1,gemini_25_pro,facts,gpt_free,100,4,9,0.266845703125,0.7003962701459333
drugs,binary_1,gemini_25_pro,facts,gpt_law,100,4,9,0.266845703125,0.7003962701459333
drugs,binary_1,gemini_25_pro,facts,hybrid_full_gpt,100,9,7,0.803619384765625,1.0
drugs,binary_1,gemini_25_pro,facts,hybrid_gpt,100,13,8,0.38331031799316406,0.8228821591578327
drugs,binary_1,gemini_25_pro,facts,hybrid_manual_gpt,100,6,11,0.332305908203125,0.7797073523203532
drugs,binary_1,gemini_25_pro,facts,manual_fe,100,6,16,0.052478790283203125,0.3708501180013021
drugs,binary_1,gemini_25_pro,fe_gpt_schema,fe_manual_format,100,6,4,0.75390625,1.0
drugs,binary_1,gemini_25_pro,fe_gpt_schema,gpt_free,100,7,5,0.7744140625,1.0
drugs,binary_1,gemini_25_pro,fe_gpt_schema,gpt_law,100,6,4,0.75390625,1.0
drugs,binary_1,gemini_25_pro,fe_gpt_schema,hybrid_full_gpt,100,16,7,0.0931396484375,0.4725912274973126
drugs,binary_1,gemini_25_pro,fe_gpt_schema,hybrid_gpt,100,21,9,0.042773945257067694,0.3319149859408115
drugs,binary_1,gemini_25_pro,fe_gpt_schema,hybrid_manual_gpt,100,7,5,0.7744140625,1.0
drugs,binary_1,gemini_25_pro,fe_gpt_schema,manual_fe,100,6,9,0.6072387695312499,0.9998900758119547
drugs,binary_1,gemini_25_pro,fe_manual_format,gpt_free,100,7,7,1.0,1.0
drugs,binary_1,gemini_25_pro,fe_manual_format,gpt_law,100,5,5,1.0,1.0
drugs,binary_1,gemini_25_pro,fe_manual_format,hybrid_full_gpt,100,15,8,0.21003961563110352,0.656760834008737
drugs,binary_1,gemini_25_pro,fe_manual_format,hybrid_gpt,100,20,10,0.09873714670538905,0.4725912274973126
drugs,binary_1,gemini_25_pro,fe_manual_format,hybrid_manual_gpt,100,4,4,1.0,1.0
drugs,binary_1,gemini_25_pro,fe_manual_format,manual_fe,100,4,9,0.266845703125,0.7003962701459333
drugs,binary_1,gemini_25_pro,gpt_free,gpt_law,100,5,5,1.0,1.0
drugs,binary_1,gemini_25_pro,gpt_free,hybrid_full_gpt,100,11,4,0.11846923828124999,0.5300837916063975
drugs,binary_1,gemini_25_pro,gpt_free,hybrid_gpt,100,16,6,0.052478790283203125,0.3708501180013021
drugs,binary_1,gemini_25_pro,gpt_free,hybrid_manual_gpt,100,5,5,1.0,1.0
drugs,binary_1,gemini_25_pro,gpt_free,manual_fe,100,7,12,0.359283447265625,0.8014679996464015
drugs,binary_1,gemini_25_pro,gpt_law,hybrid_full_gpt,100,12,5,0.143463134765625,0.5620012366253396
drugs,binary_1,gemini_25_pro,gpt_law,hybrid_gpt,100,17,7,0.06391465663909912,0.39170862749169433
drugs,binary_1,gemini_25_pro,gpt_law,hybrid_manual_gpt,100,6,6,1.0,1.0
drugs,binary_1,gemini_25_pro,gpt_law,manual_fe,100,6,11,0.332305908203125,0.7797073523203532
drugs,binary_1,gemini_25_pro,hybrid_full_gpt,hybrid_gpt,100,10,7,0.629058837890625,1.0
drugs,binary_1,gemini_25_pro,hybrid_full_gpt,hybrid_manual_gpt,100,5,12,0.143463134765625,0.5620012366253396
drugs,binary_1,gemini_25_pro,hybrid_full_gpt,manual_fe,100,9,21,0.042773945257067694,0.3319149859408115
drugs,binary_1,gemini_25_pro,hybrid_gpt,hybrid_manual_gpt,100,9,19,0.08715855330228806,0.46058566877044893
drugs,binary_1,gemini_25_pro,hybrid_gpt,manual_fe,100,10,25,0.016673847800120715,0.19397943946206644
drugs,binary_1,gemini_25_pro,hybrid_manual_gpt,manual_fe,100,4,9,0.266845703125,0.7003962701459333
drugs,binary_1,gemini_3_flash,facts,fe_gpt_schema,100,12,3,0.03515625,0.30632402378888357
drugs,binary_1,gemini_3_flash,facts,fe_manual_format,100,6,3,0.5078125,0.9206017354124748
drugs,binary_1,gemini_3_flash,facts,gpt_free,100,5,3,0.7265625,1.0
drugs,binary_1,gemini_3_flash,facts,gpt_law,100,5,2,0.453125,0.8869833426447995
drugs,binary_1,gemini_3_flash,facts,hybrid_full_gpt,100,44,10,3.3856859533720747e-06,0.00019680664799924123
drugs,binary_1,gemini_3_flash,facts,hybrid_gpt,100,8,1,0.0390625,0.32588252314814814
drugs,binary_1,gemini_3_flash,facts,hybrid_manual_gpt,100,5,1,0.21875,0.6736161957346267
drugs,binary_1,gemini_3_flash,facts,manual_fe,100,6,9,0.6072387695312499,0.9998900758119547
drugs,binary_1,gemini_3_flash,fe_gpt_schema,fe_manual_format,100,5,11,0.210113525390625,0.656760834008737
drugs,binary_1,gemini_3_flash,fe_gpt_schema,gpt_free,100,2,9,0.0654296875,0.39170862749169433
drugs,binary_1,gemini_3_flash,fe_gpt_schema,gpt_law,100,5,11,0.210113525390625,0.656760834008737
drugs,binary_1,gemini_3_flash,fe_gpt_schema,hybrid_full_gpt,100,35,10,0.00024708778460080794,0.008730435055895214
drugs,binary_1,gemini_3_flash,fe_gpt_schema,hybrid_gpt,100,6,8,0.79052734375,1.0
drugs,binary_1,gemini_3_flash,fe_gpt_schema,hybrid_manual_gpt,100,4,9,0.266845703125,0.7003962701459333
drugs,binary_1,gemini_3_flash,fe_gpt_schema,manual_fe,100,3,15,0.007537841796875,0.11133763047515369
drugs,binary_1,gemini_3_flash,fe_manual_format,gpt_free,100,3,4,1.0,1.0
drugs,binary_1,gemini_3_flash,fe_manual_format,gpt_law,100,5,5,1.0,1.0
drugs,binary_1,gemini_3_flash,fe_manual_format,hybrid_full_gpt,100,40,9,9.263546409954415e-06,0.000490967959727584
drugs,binary_1,gemini_3_flash,fe_manual_format,hybrid_gpt,100,8,4,0.3876953125,0.8228821591578327
drugs,binary_1,gemini_3_flash,fe_manual_format,hybrid_manual_gpt,100,4,3,1.0,1.0
drugs,binary_1,gemini_3_flash,fe_manual_format,manual_fe,100,3,9,0.14599609375,0.5621473524305556
drugs,binary_1,gemini_3_flash,gpt_free,gpt_law,100,4,3,1.0,1.0
drugs,binary_1,gemini_3_flash,gpt_free,hybrid_full_gpt,100,40,8,3.3052667092192682e-06,0.00019680664799924123
drugs,binary_1,gemini_3_flash,gpt_free,hybrid_gpt,100,6,1,0.125,0.5350356294536817
drugs,binary_1,gemini_3_flash,gpt_free,hybrid_manual_gpt,100,3,1,0.625,1.0
drugs,binary_1,gemini_3_flash,gpt_free,manual_fe,100,4,9,0.266845703125,0.7003962701459333
drugs,binary_1,gemini_3_flash,gpt_law,hybrid_full_gpt,100,39,8,5.539621596994947e-06,0.00031194994118077796
drugs,binary_1,gemini_3_flash,gpt_law,hybrid_gpt,100,7,3,0.34375,0.7928074853190658
drugs,binary_1,gemini_3_flash,gpt_law,hybrid_manual_gpt,100,3,2,1.0,1.0
drugs,binary_1,gemini_3_flash,gpt_law,manual_fe,100,4,10,0.1795654296875,0.6179329675572519
drugs,binary_1,gemini_3_flash,hybrid_full_gpt,hybrid_gpt,100,10,37,9.848878492846323e-05,0.0042256378676450174
drugs,binary_1,gemini_3_flash,hybrid_full_gpt,hybrid_manual_gpt,100,10,40,2.3861331676755526e-05,0.0011943922133753739
drugs,binary_1,gemini_3_flash,hybrid_full_gpt,manual_fe,100,7,44,1.2115257419509362e-07,8.0858125444281e-06
drugs,binary_1,gemini_3_flash,hybrid_gpt,hybrid_manual_gpt,100,2,5,0.453125,0.8869833426447995
drugs,binary_1,gemini_3_flash,hybrid_gpt,manual_fe,100,3,13,0.021270751953125,0.23230239405776515
drugs,binary_1,gemini_3_flash,hybrid_manual_gpt,manual_fe,100,3,10,0.09228515625,0.4710987296388102
drugs,binary_1,gemma3_27b,facts,fe_gpt_schema,100,10,7,0.629058837890625,1.0
drugs,binary_1,gemma3_27b,facts,fe_manual_format,100,3,2,1.0,1.0
drugs,binary_1,gemma3_27b,facts,gpt_free,100,9,5,0.4239501953125,0.8650338374651395
drugs,binary_1,gemma3_27b,facts,gpt_law,100,5,2,0.453125,0.8869833426447995
drugs,binary_1,gemma3_27b,facts,hybrid_full_gpt,100,12,5,0.143463134765625,0.5620012366253396
drugs,binary_1,gemma3_27b,facts,hybrid_gpt,100,8,3,0.2265625,0.6736161957346267
drugs,binary_1,gemma3_27b,facts,hybrid_manual_gpt,100,11,8,0.6476058959960938,1.0
drugs,binary_1,gemma3_27b,facts,manual_fe,100,6,9,0.6072387695312499,0.9998900758119547
drugs,binary_1,gemma3_27b,fe_gpt_schema,fe_manual_format,100,6,8,0.79052734375,1.0
drugs,binary_1,gemma3_27b,fe_gpt_schema,gpt_free,100,11,10,1.0,1.0
drugs,binary_1,gemma3_27b,fe_gpt_schema,gpt_law,100,10,10,1.0,1.0
drugs,binary_1,gemma3_27b,fe_gpt_schema,hybrid_full_gpt,100,12,8,0.5034446716308594,0.9206017354124748
drugs,binary_1,gemma3_27b,fe_gpt_schema,hybrid_gpt,100,9,7,0.803619384765625,1.0
drugs,binary_1,gemma3_27b,fe_gpt_schema,hybrid_manual_gpt,100,10,10,1.0,1.0
drugs,binary_1,gemma3_27b,fe_gpt_schema,manual_fe,100,3,9,0.14599609375,0.5621473524305556
drugs,binary_1,gemma3_27b,fe_manual_format,gpt_free,100,9,6,0.6072387695312499,0.9998900758119547
drugs,binary_1,gemma3_27b,fe_manual_format,gpt_law,100,6,4,0.75390625,1.0
drugs,binary_1,gemma3_27b,fe_manual_format,hybrid_full_gpt,100,11,5,0.210113525390625,0.656760834008737
drugs,binary_1,gemma3_27b,fe_manual_format,hybrid_gpt,100,7,3,0.34375,0.7928074853190658
drugs,binary_1,gemma3_27b,fe_manual_format,hybrid_manual_gpt,100,11,9,0.8238029479980469,1.0
drugs,binary_1,gemma3_27b,fe_manual_format,manual_fe,100,5,9,0.4239501953125,0.8650338374651395
drugs,binary_1,gemma3_27b,gpt_free,gpt_law,100,9,10,1.0,1.0
drugs,binary_1,gemma3_27b,gpt_free,hybrid_full_gpt,100,9,6,0.6072387695312499,0.9998900758119547
drugs,binary_1,gemma3_27b,gpt_free,hybrid_gpt,100,9,8,1.0,1.0
drugs,binary_1,gemma3_27b,gpt_free,hybrid_manual_gpt,100,9,10,1.0,1.0
drugs,binary_1,gemma3_27b,gpt_free,manual_fe,100,6,13,0.1670684814453125,0.593525105738081
drugs,binary_1,gemma3_27b,gpt_law,hybrid_full_gpt,100,10,6,0.454498291015625,0.8869833426447995
drugs,binary_1,gemma3_27b,gpt_law,hybrid_gpt,100,7,5,0.7744140625,1.0
drugs,binary_1,gemma3_27b,gpt_law,hybrid_manual_gpt,100,8,8,1.0,1.0
drugs,binary_1,gemma3_27b,gpt_law,manual_fe,100,6,12,0.237884521484375,0.68586865234375
drugs,binary_1,gemma3_27b,hybrid_full_gpt,hybrid_gpt,100,7,9,0.803619384765625,1.0
drugs,binary_1,gemma3_27b,hybrid_full_gpt,hybrid_manual_gpt,100,5,9,0.4239501953125,0.8650338374651395
drugs,binary_1,gemma3_27b,hybrid_full_gpt,manual_fe,100,5,15,0.04138946533203125,0.3314836290147569
drugs,binary_1,gemma3_27b,hybrid_gpt,hybrid_manual_gpt,100,8,10,0.8145294189453125,1.0
drugs,binary_1,gemma3_27b,hybrid_gpt,manual_fe,100,6,14,0.11531829833984375,0.5234346942277038
drugs,binary_1,gemma3_27b,hybrid_manual_gpt,manual_fe,100,7,13,0.26317596435546875,0.7003962701459333
drugs,binary_1,gpt4,facts,fe_gpt_schema,100,3,5,0.7265625,1.0
drugs,binary_1,gpt4,facts,fe_legacy_from_structured,98,7,6,1.0,1.0
drugs,binary_1,gpt4,facts,fe_manual_format,13,1,1,1.0,1.0
drugs,binary_1,gpt4,facts,gpt_free,100,3,4,1.0,1.0
drugs,binary_1,gpt4,facts,gpt_law,100,8,5,0.5810546875,0.9840794613486842
drugs,binary_1,gpt4,facts,hybrid_full_gpt,100,7,4,0.548828125,0.9537013319672131
drugs,binary_1,gpt4,facts,hybrid_gpt,100,12,6,0.237884521484375,0.68586865234375
drugs,binary_1,gpt4,facts,hybrid_manual_gpt,100,2,4,0.6875,1.0
drugs,binary_1,gpt4,facts,manual_fe,100,8,12,0.5034446716308594,0.9206017354124748
drugs,binary_1,gpt4,fe_gpt_schema,fe_legacy_from_structured,98,8,5,0.5810546875,0.9840794613486842
drugs,binary_1,gpt4,fe_gpt_schema,fe_manual_format,13,2,1,1.0,1.0
drugs,binary_1,gpt4,fe_gpt_schema,gpt_free,100,7,6,1.0,1.0
drugs,binary_1,gpt4,fe_gpt_schema,gpt_law,100,12,7,0.359283447265625,0.8014679996464015
drugs,binary_1,gpt4,fe_gpt_schema,hybrid_full_gpt,100,9,4,0.266845703125,0.7003962701459333
drugs,binary_1,gpt4,fe_gpt_schema,hybrid_gpt,100,15,7,0.13380050659179688,0.5530011763266467
drugs,binary_1,gpt4,fe_gpt_schema,hybrid_manual_gpt,100,5,5,1.0,1.0
drugs,binary_1,gpt4,fe_gpt_schema,manual_fe,100,9,11,0.8238029479980469,1.0
drugs,binary_1,gpt4,fe_legacy_from_structured,fe_manual_format,13,0,0,1.0,1.0
drugs,binary_1,gpt4,fe_legacy_from_structured,gpt_free,98,6,8,0.79052734375,1.0
drugs,binary_1,gpt4,fe_legacy_from_structured,gpt_law,98,10,8,0.8145294189453125,1.0
drugs,binary_1,gpt4,fe_legacy_from_structured,hybrid_full_gpt,98,6,4,0.75390625,1.0
drugs,binary_1,gpt4,fe_legacy_from_structured,hybrid_gpt,98,13,9,0.5234670639038086,0.9348737850888633
drugs,binary_1,gpt4,fe_legacy_from_structured,hybrid_manual_gpt,98,4,7,0.548828125,0.9537013319672131
drugs,binary_1,gpt4,fe_legacy_from_structured,manual_fe,98,5,10,0.30175781249999994,0.7334179177463186
drugs,binary_1,gpt4,fe_manual_format,gpt_free,13,1,1,1.0,1.0
drugs,binary_1,gpt4,fe_manual_format,gpt_law,13,0,0,1.0,1.0
drugs,binary_1,gpt4,fe_manual_format,hybrid_full_gpt,13,1,0,1.0,1.0
drugs,binary_1,gpt4,fe_manual_format,hybrid_gpt,13,2,0,0.5,0.9206017354124748
drugs,binary_1,gpt4,fe_manual_format,hybrid_manual_gpt,13,1,2,1.0,1.0
drugs,binary_1,gpt4,fe_manual_format,manual_fe,13,0,3,0.25,0.69629057187017
drugs,binary_1,gpt4,gpt_free,gpt_law,100,9,5,0.4239501953125,0.8650338374651395
drugs,binary_1,gpt4,gpt_free,hybrid_full_gpt,100,9,5,0.4239501953125,0.8650338374651395
drugs,binary_1,gpt4,gpt_free,hybrid_gpt,100,13,6,0.1670684814453125,0.593525105738081
drugs,binary_1,gpt4,gpt_free,hybrid_manual_gpt,100,4,5,1.0,1.0
drugs,binary_1,gpt4,gpt_free,manual_fe,100,8,11,0.6476058959960938,1.0
drugs,binary_1,gpt4,gpt_law,hybrid_full_gpt,100,7,7,1.0,1.0
drugs,binary_1,gpt4,gpt_law,hybrid_gpt,100,8,5,0.5810546875,0.9840794613486842
drugs,binary_1,gpt4,gpt_law,hybrid_manual_gpt,100,7,12,0.359283447265625,0.8014679996464015
drugs,binary_1,gpt4,gpt_law,manual_fe,100,8,15,0.21003961563110352,0.656760834008737
drugs,binary_1,gpt4,hybrid_full_gpt,hybrid_gpt,100,11,8,0.6476058959960938,1.0
drugs,binary_1,gpt4,hybrid_full_gpt,hybrid_manual_gpt,100,3,8,0.2265625,0.6736161957346267
drugs,binary_1,gpt4,hybrid_full_gpt,manual_fe,100,4,11,0.11846923828124999,0.5300837916063975
drugs,binary_1,gpt4,hybrid_gpt,hybrid_manual_gpt,100,6,14,0.11531829833984375,0.5234346942277038
drugs,binary_1,gpt4,hybrid_gpt,manual_fe,100,10,20,0.09873714670538905,0.4725912274973126
drugs,binary_1,gpt4,hybrid_manual_gpt,manual_fe,100,7,9,0.803619384765625,1.0
drugs,binary_1,gpt51_thinking,facts,fe_gpt_schema,100,8,4,0.3876953125,0.8228821591578327
drugs,binary_1,gpt51_thinking,facts,fe_manual_format,100,16,8,0.15158963203430176,0.5690927435954412
drugs,binary_1,gpt51_thinking,facts,gpt_free,100,2,1,1.0,1.0
drugs,binary_1,gpt51_thinking,facts,gpt_law,100,3,2,1.0,1.0
drugs,binary_1,gpt51_thinking,facts,hybrid_full_gpt,100,11,7,0.480682373046875,0.9127393427086078
drugs,binary_1,gpt51_thinking,facts,hybrid_gpt,100,3,0,0.25,0.69629057187017
drugs,binary_1,gpt51_thinking,facts,hybrid_manual_gpt,100,9,9,1.0,1.0
drugs,binary_1,gpt51_thinking,facts,manual_fe,100,7,11,0.480682373046875,0.9127393427086078
drugs,binary_1,gpt51_thinking,fe_gpt_schema,fe_manual_format,100,10,6,0.454498291015625,0.8869833426447995
drugs,binary_1,gpt51_thinking,fe_gpt_schema,gpt_free,100,5,8,0.5810546875,0.9840794613486842
drugs,binary_1,gpt51_thinking,fe_gpt_schema,gpt_law,100,6,9,0.6072387695312499,0.9998900758119547
drugs,binary_1,gpt51_thinking,fe_gpt_schema,hybrid_full_gpt,100,7,7,1.0,1.0
drugs,binary_1,gpt51_thinking,fe_gpt_schema,hybrid_gpt,100,7,8,1.0,1.0
