domain,task,model,rep_a,rep_b,n_pairs,n12_a_right_b_wrong,n21_a_wrong_b_right,mcnemar_p,p_fdr_bh
drugs,binary_1,gpt51_thinking,fe_gpt_schema,hybrid_manual_gpt,100,6,10,0.454498291015625,0.8869833426447995
drugs,binary_1,gpt51_thinking,fe_gpt_schema,manual_fe,100,5,13,0.09625244140625,0.4725912274973126
drugs,binary_1,gpt51_thinking,fe_manual_format,gpt_free,100,9,16,0.2295229434967041,0.6736161957346267
drugs,binary_1,gpt51_thinking,fe_manual_format,gpt_law,100,10,17,0.24778856337070465,0.6944245586220992
drugs,binary_1,gpt51_thinking,fe_manual_format,hybrid_full_gpt,100,8,12,0.5034446716308594,0.9206017354124748
drugs,binary_1,gpt51_thinking,fe_manual_format,hybrid_gpt,100,11,16,0.44206833839416504,0.8869833426447995
drugs,binary_1,gpt51_thinking,fe_manual_format,hybrid_manual_gpt,100,5,13,0.09625244140625,0.4725912274973126
drugs,binary_1,gpt51_thinking,fe_manual_format,manual_fe,100,8,20,0.03569813817739487,0.30632402378888357
drugs,binary_1,gpt51_thinking,gpt_free,gpt_law,100,3,3,1.0,1.0
drugs,binary_1,gpt51_thinking,gpt_free,hybrid_full_gpt,100,11,8,0.6476058959960938,1.0
drugs,binary_1,gpt51_thinking,gpt_free,hybrid_gpt,100,4,2,0.6875,1.0
drugs,binary_1,gpt51_thinking,gpt_free,hybrid_manual_gpt,100,9,10,1.0,1.0
drugs,binary_1,gpt51_thinking,gpt_free,manual_fe,100,6,11,0.332305908203125,0.7797073523203532
drugs,binary_1,gpt51_thinking,gpt_law,hybrid_full_gpt,100,12,9,0.6636238098144531,1.0
drugs,binary_1,gpt51_thinking,gpt_law,hybrid_gpt,100,3,1,0.625,1.0
drugs,binary_1,gpt51_thinking,gpt_law,hybrid_manual_gpt,100,9,10,1.0,1.0
drugs,binary_1,gpt51_thinking,gpt_law,manual_fe,100,5,10,0.30175781249999994,0.7334179177463186
drugs,binary_1,gpt51_thinking,hybrid_full_gpt,hybrid_gpt,100,10,11,1.0,1.0
drugs,binary_1,gpt51_thinking,hybrid_full_gpt,hybrid_manual_gpt,100,4,8,0.3876953125,0.8228821591578327
drugs,binary_1,gpt51_thinking,hybrid_full_gpt,manual_fe,100,8,16,0.15158963203430176,0.5690927435954412
drugs,binary_1,gpt51_thinking,hybrid_gpt,hybrid_manual_gpt,100,9,12,0.6636238098144531,1.0
drugs,binary_1,gpt51_thinking,hybrid_gpt,manual_fe,100,5,12,0.143463134765625,0.5620012366253396
drugs,binary_1,gpt51_thinking,hybrid_manual_gpt,manual_fe,100,8,12,0.5034446716308594,0.9206017354124748
drugs,binary_1,gpt52,facts,fe_gpt_schema,100,4,2,0.6875,1.0
drugs,binary_1,gpt52,facts,fe_manual_format,100,3,2,1.0,1.0
drugs,binary_1,gpt52,facts,gpt_free,100,12,4,0.076812744140625,0.420719042375095
drugs,binary_1,gpt52,facts,gpt_law,100,13,4,0.049041748046875,0.36367584354102367
drugs,binary_1,gpt52,facts,hybrid_full_gpt,100,5,0,0.0625,0.39170862749169433
drugs,binary_1,gpt52,facts,hybrid_gpt,100,9,2,0.0654296875,0.39170862749169433
drugs,binary_1,gpt52,facts,hybrid_manual_gpt,100,2,3,1.0,1.0
drugs,binary_1,gpt52,facts,manual_fe,100,4,8,0.3876953125,0.8228821591578327
drugs,binary_1,gpt52,fe_gpt_schema,fe_manual_format,100,3,4,1.0,1.0
drugs,binary_1,gpt52,fe_gpt_schema,gpt_free,100,14,8,0.28627872467041016,0.7174801997245179
drugs,binary_1,gpt52,fe_gpt_schema,gpt_law,100,14,7,0.18924713134765625,0.6223053479716726
drugs,binary_1,gpt52,fe_gpt_schema,hybrid_full_gpt,100,5,2,0.453125,0.8869833426447995
drugs,binary_1,gpt52,fe_gpt_schema,hybrid_gpt,100,9,4,0.266845703125,0.7003962701459333
drugs,binary_1,gpt52,fe_gpt_schema,hybrid_manual_gpt,100,2,5,0.453125,0.8869833426447995
drugs,binary_1,gpt52,fe_gpt_schema,manual_fe,100,3,9,0.14599609375,0.5621473524305556
drugs,binary_1,gpt52,fe_manual_format,gpt_free,100,14,7,0.18924713134765625,0.6223053479716726
drugs,binary_1,gpt52,fe_manual_format,gpt_law,100,15,7,0.13380050659179688,0.5530011763266467
drugs,binary_1,gpt52,fe_manual_format,hybrid_full_gpt,100,7,3,0.34375,0.7928074853190658
drugs,binary_1,gpt52,fe_manual_format,hybrid_gpt,100,7,1,0.0703125,0.4060557129241194
drugs,binary_1,gpt52,fe_manual_format,hybrid_manual_gpt,100,2,4,0.6875,1.0
drugs,binary_1,gpt52,fe_manual_format,manual_fe,100,4,9,0.266845703125,0.7003962701459333
drugs,binary_1,gpt52,gpt_free,gpt_law,100,6,5,1.0,1.0
drugs,binary_1,gpt52,gpt_free,hybrid_full_gpt,100,8,11,0.6476058959960938,1.0
drugs,binary_1,gpt52,gpt_free,hybrid_gpt,100,7,8,1.0,1.0
drugs,binary_1,gpt52,gpt_free,hybrid_manual_gpt,100,5,14,0.063568115234375,0.39170862749169433
drugs,binary_1,gpt52,gpt_free,manual_fe,100,5,17,0.01690053939819336,0.19397943946206644
drugs,binary_1,gpt52,gpt_law,hybrid_full_gpt,100,7,11,0.480682373046875,0.9127393427086078
drugs,binary_1,gpt52,gpt_law,hybrid_gpt,100,7,9,0.803619384765625,1.0
drugs,binary_1,gpt52,gpt_law,hybrid_manual_gpt,100,5,15,0.04138946533203125,0.3314836290147569
drugs,binary_1,gpt52,gpt_law,manual_fe,100,5,18,0.010622024536132812,0.1468264170645075
drugs,binary_1,gpt52,hybrid_full_gpt,hybrid_gpt,100,8,6,0.79052734375,1.0
drugs,binary_1,gpt52,hybrid_full_gpt,hybrid_manual_gpt,100,1,7,0.0703125,0.4060557129241194
drugs,binary_1,gpt52,hybrid_full_gpt,manual_fe,100,4,13,0.049041748046875,0.36367584354102367
drugs,binary_1,gpt52,hybrid_gpt,hybrid_manual_gpt,100,1,9,0.021484375,0.23322195030120482
drugs,binary_1,gpt52,hybrid_gpt,manual_fe,100,1,12,0.00341796875,0.05810546875
drugs,binary_1,gpt52,hybrid_manual_gpt,manual_fe,100,4,7,0.548828125,0.9537013319672131
drugs,binary_1,gpt5mini,facts,fe_gpt_schema,100,5,7,0.7744140625,1.0
drugs,binary_1,gpt5mini,facts,fe_manual_format,100,5,5,1.0,1.0
drugs,binary_1,gpt5mini,facts,gpt_free,100,7,5,0.7744140625,1.0
drugs,binary_1,gpt5mini,facts,gpt_law,100,5,5,1.0,1.0
drugs,binary_1,gpt5mini,facts,hybrid_full_gpt,100,5,5,1.0,1.0
drugs,binary_1,gpt5mini,facts,hybrid_gpt,100,8,6,0.79052734375,1.0
drugs,binary_1,gpt5mini,facts,hybrid_manual_gpt,100,3,6,0.5078125,0.9206017354124748
drugs,binary_1,gpt5mini,facts,manual_fe,100,8,13,0.38331031799316406,0.8228821591578327
drugs,binary_1,gpt5mini,fe_gpt_schema,fe_manual_format,100,10,8,0.8145294189453125,1.0
drugs,binary_1,gpt5mini,fe_gpt_schema,gpt_free,100,11,7,0.480682373046875,0.9127393427086078
drugs,binary_1,gpt5mini,fe_gpt_schema,gpt_law,100,10,8,0.8145294189453125,1.0
drugs,binary_1,gpt5mini,fe_gpt_schema,hybrid_full_gpt,100,6,4,0.75390625,1.0
drugs,binary_1,gpt5mini,fe_gpt_schema,hybrid_gpt,100,8,4,0.3876953125,0.8228821591578327
drugs,binary_1,gpt5mini,fe_gpt_schema,hybrid_manual_gpt,100,7,8,1.0,1.0
drugs,binary_1,gpt5mini,fe_gpt_schema,manual_fe,100,9,12,0.6636238098144531,1.0
drugs,binary_1,gpt5mini,fe_manual_format,gpt_free,100,7,5,0.7744140625,1.0
drugs,binary_1,gpt5mini,fe_manual_format,gpt_law,100,7,7,1.0,1.0
drugs,binary_1,gpt5mini,fe_manual_format,hybrid_full_gpt,100,8,8,1.0,1.0
drugs,binary_1,gpt5mini,fe_manual_format,hybrid_gpt,100,10,8,0.8145294189453125,1.0
drugs,binary_1,gpt5mini,fe_manual_format,hybrid_manual_gpt,100,5,8,0.5810546875,0.9840794613486842
drugs,binary_1,gpt5mini,fe_manual_format,manual_fe,100,10,15,0.42435622215270996,0.8650338374651395
drugs,binary_1,gpt5mini,gpt_free,gpt_law,100,6,8,0.79052734375,1.0
drugs,binary_1,gpt5mini,gpt_free,hybrid_full_gpt,100,6,8,0.79052734375,1.0
drugs,binary_1,gpt5mini,gpt_free,hybrid_gpt,100,11,11,1.0,1.0
drugs,binary_1,gpt5mini,gpt_free,hybrid_manual_gpt,100,4,9,0.266845703125,0.7003962701459333
drugs,binary_1,gpt5mini,gpt_free,manual_fe,100,8,15,0.21003961563110352,0.656760834008737
drugs,binary_1,gpt5mini,gpt_law,hybrid_full_gpt,100,4,4,1.0,1.0
drugs,binary_1,gpt5mini,gpt_law,hybrid_gpt,100,10,8,0.8145294189453125,1.0
drugs,binary_1,gpt5mini,gpt_law,hybrid_manual_gpt,100,4,7,0.548828125,0.9537013319672131
drugs,binary_1,gpt5mini,gpt_law,manual_fe,100,9,14,0.4048728942871094,0.8467147419323148
drugs,binary_1,gpt5mini,hybrid_full_gpt,hybrid_gpt,100,8,6,0.79052734375,1.0
drugs,binary_1,gpt5mini,hybrid_full_gpt,hybrid_manual_gpt,100,3,6,0.5078125,0.9206017354124748
drugs,binary_1,gpt5mini,hybrid_full_gpt,manual_fe,100,8,13,0.38331031799316406,0.8228821591578327
drugs,binary_1,gpt5mini,hybrid_gpt,hybrid_manual_gpt,100,6,11,0.332305908203125,0.7797073523203532
drugs,binary_1,gpt5mini,hybrid_gpt,manual_fe,100,10,17,0.24778856337070465,0.6944245586220992
drugs,binary_1,gpt5mini,hybrid_manual_gpt,manual_fe,100,8,10,0.8145294189453125,1.0
drugs,binary_1,llama3_70b,facts,fe_gpt_schema,100,9,13,0.5234670639038086,0.9348737850888633
drugs,binary_1,llama3_70b,facts,fe_manual_format,100,12,18,0.36159460805356514,0.8014679996464015
drugs,binary_1,llama3_70b,facts,gpt_free,100,9,8,1.0,1.0
drugs,binary_1,llama3_70b,facts,gpt_law,100,8,14,0.28627872467041016,0.7174801997245179
drugs,binary_1,llama3_70b,facts,hybrid_full_gpt,100,11,22,0.08014331245794892,0.43368843558325515
drugs,binary_1,llama3_70b,facts,hybrid_gpt,100,11,18,0.26493089646101,0.7003962701459333
drugs,binary_1,llama3_70b,facts,hybrid_manual_gpt,100,10,25,0.016673847800120715,0.19397943946206644
drugs,binary_1,llama3_70b,facts,manual_fe,100,10,24,0.024306510109454393,0.2474594984024679
drugs,binary_1,llama3_70b,fe_gpt_schema,fe_manual_format,100,15,17,0.860050065908581,1.0
drugs,binary_1,llama3_70b,fe_gpt_schema,gpt_free,100,15,10,0.42435622215270996,0.8650338374651395
drugs,binary_1,llama3_70b,fe_gpt_schema,gpt_law,100,12,14,0.8450189828872681,1.0
drugs,binary_1,llama3_70b,fe_gpt_schema,hybrid_full_gpt,100,11,18,0.26493089646101,0.7003962701459333
drugs,binary_1,llama3_70b,fe_gpt_schema,hybrid_gpt,100,14,17,0.720100131817162,1.0
drugs,binary_1,llama3_70b,fe_gpt_schema,hybrid_manual_gpt,100,11,22,0.08014331245794892,0.43368843558325515
drugs,binary_1,llama3_70b,fe_gpt_schema,manual_fe,100,11,21,0.11018416518345475,0.5130539164356214
drugs,binary_1,llama3_70b,fe_manual_format,gpt_free,100,19,12,0.28104151505976915,0.7174801997245179
drugs,binary_1,llama3_70b,fe_manual_format,gpt_law,100,13,13,1.0,1.0
drugs,binary_1,llama3_70b,fe_manual_format,hybrid_full_gpt,100,7,12,0.359283447265625,0.8014679996464015
drugs,binary_1,llama3_70b,fe_manual_format,hybrid_gpt,100,9,10,1.0,1.0
drugs,binary_1,llama3_70b,fe_manual_format,hybrid_manual_gpt,100,5,14,0.063568115234375,0.39170862749169433
drugs,binary_1,llama3_70b,fe_manual_format,manual_fe,100,7,15,0.13380050659179688,0.5530011763266467
drugs,binary_1,llama3_70b,gpt_free,gpt_law,100,7,14,0.18924713134765625,0.6223053479716726
drugs,binary_1,llama3_70b,gpt_free,hybrid_full_gpt,100,12,24,0.06524533522315325,0.39170862749169433
drugs,binary_1,llama3_70b,gpt_free,hybrid_gpt,100,10,18,0.1849333420395851,0.6223053479716726
drugs,binary_1,llama3_70b,gpt_free,hybrid_manual_gpt,100,10,26,0.011330984183587134,0.15152272421536409
drugs,binary_1,llama3_70b,gpt_free,manual_fe,100,12,27,0.023702702470473014,0.24695124820044095
drugs,binary_1,llama3_70b,gpt_law,hybrid_full_gpt,100,9,14,0.4048728942871094,0.8467147419323148
drugs,binary_1,llama3_70b,gpt_law,hybrid_gpt,100,12,13,1.0,1.0
drugs,binary_1,llama3_70b,gpt_law,hybrid_manual_gpt,100,12,21,0.16275565745308995,0.593525105738081
drugs,binary_1,llama3_70b,gpt_law,manual_fe,100,9,17,0.16863754391670227,0.593525105738081
drugs,binary_1,llama3_70b,hybrid_full_gpt,hybrid_gpt,100,11,7,0.480682373046875,0.9127393427086078
drugs,binary_1,llama3_70b,hybrid_full_gpt,hybrid_manual_gpt,100,9,13,0.5234670639038086,0.9348737850888633
drugs,binary_1,llama3_70b,hybrid_full_gpt,manual_fe,100,9,12,0.6636238098144531,1.0
drugs,binary_1,llama3_70b,hybrid_gpt,hybrid_manual_gpt,100,5,13,0.09625244140625,0.4725912274973126
drugs,binary_1,llama3_70b,hybrid_gpt,manual_fe,100,9,16,0.2295229434967041,0.6736161957346267
drugs,binary_1,llama3_70b,hybrid_manual_gpt,manual_fe,100,8,7,1.0,1.0
drugs,binary_1,mistral,facts,fe_gpt_schema,100,11,12,1.0,1.0
drugs,binary_1,mistral,facts,hybrid_gpt,100,7,12,0.359283447265625,0.8014679996464015
drugs,binary_1,mistral,facts,manual_fe,100,7,12,0.359283447265625,0.8014679996464015
drugs,binary_1,mistral,fe_gpt_schema,hybrid_gpt,100,10,14,0.5412561893463135,0.9537013319672131
drugs,binary_1,mistral,fe_gpt_schema,manual_fe,100,8,12,0.5034446716308594,0.9206017354124748
drugs,binary_1,mistral,hybrid_gpt,manual_fe,100,11,11,1.0,1.0
drugs,binary_1,qwen3_235b,facts,fe_gpt_schema,100,10,7,0.629058837890625,1.0
drugs,binary_1,qwen3_235b,facts,fe_manual_format,100,13,5,0.09625244140625,0.4725912274973126
drugs,binary_1,qwen3_235b,facts,gpt_free,100,10,1,0.01171875,0.15414005474452555
drugs,binary_1,qwen3_235b,facts,gpt_law,100,6,4,0.75390625,1.0
drugs,binary_1,qwen3_235b,facts,hybrid_full_gpt,100,14,4,0.0308837890625,0.2960244036735372
drugs,binary_1,qwen3_235b,facts,hybrid_gpt,100,15,2,0.002349853515625,0.049237628315770346
drugs,binary_1,qwen3_235b,facts,hybrid_manual_gpt,100,3,3,1.0,1.0
drugs,binary_1,qwen3_235b,facts,manual_fe,100,6,10,0.454498291015625,0.8869833426447995
drugs,binary_1,qwen3_235b,fe_gpt_schema,fe_manual_format,100,12,7,0.359283447265625,0.8014679996464015
drugs,binary_1,qwen3_235b,fe_gpt_schema,gpt_free,100,14,8,0.28627872467041016,0.7174801997245179
drugs,binary_1,qwen3_235b,fe_gpt_schema,gpt_law,100,9,10,1.0,1.0
drugs,binary_1,qwen3_235b,fe_gpt_schema,hybrid_full_gpt,100,9,2,0.0654296875,0.39170862749169433
drugs,binary_1,qwen3_235b,fe_gpt_schema,hybrid_gpt,100,17,7,0.06391465663909912,0.39170862749169433
drugs,binary_1,qwen3_235b,fe_gpt_schema,hybrid_manual_gpt,100,8,11,0.6476058959960938,1.0
drugs,binary_1,qwen3_235b,fe_gpt_schema,manual_fe,100,5,12,0.143463134765625,0.5620012366253396
drugs,binary_1,qwen3_235b,fe_manual_format,gpt_free,100,10,9,1.0,1.0
drugs,binary_1,qwen3_235b,fe_manual_format,gpt_law,100,9,15,0.30745625495910645,0.7397011634663683
drugs,binary_1,qwen3_235b,fe_manual_format,hybrid_full_gpt,100,9,7,0.803619384765625,1.0
drugs,binary_1,qwen3_235b,fe_manual_format,hybrid_gpt,100,14,9,0.4048728942871094,0.8467147419323148
drugs,binary_1,qwen3_235b,fe_manual_format,hybrid_manual_gpt,100,5,13,0.09625244140625,0.4725912274973126
drugs,binary_1,qwen3_235b,fe_manual_format,manual_fe,100,5,17,0.01690053939819336,0.19397943946206644
drugs,binary_1,qwen3_235b,gpt_free,gpt_law,100,5,12,0.143463134765625,0.5620012366253396
drugs,binary_1,qwen3_235b,gpt_free,hybrid_full_gpt,100,10,9,1.0,1.0
drugs,binary_1,qwen3_235b,gpt_free,hybrid_gpt,100,10,6,0.454498291015625,0.8869833426447995
drugs,binary_1,qwen3_235b,gpt_free,hybrid_manual_gpt,100,3,12,0.03515625,0.30632402378888357
drugs,binary_1,qwen3_235b,gpt_free,manual_fe,100,4,17,0.007197380065917969,0.10718742875028248
drugs,binary_1,qwen3_235b,gpt_law,hybrid_full_gpt,100,15,7,0.13380050659179688,0.5530011763266467
drugs,binary_1,qwen3_235b,gpt_law,hybrid_gpt,100,17,6,0.03468966484069824,0.30632402378888357
drugs,binary_1,qwen3_235b,gpt_law,hybrid_manual_gpt,100,6,8,0.79052734375,1.0
drugs,binary_1,qwen3_235b,gpt_law,manual_fe,100,8,14,0.28627872467041016,0.7174801997245179
drugs,binary_1,qwen3_235b,hybrid_full_gpt,hybrid_gpt,100,11,8,0.6476058959960938,1.0
drugs,binary_1,qwen3_235b,hybrid_full_gpt,hybrid_manual_gpt,100,4,14,0.0308837890625,0.2960244036735372
drugs,binary_1,qwen3_235b,hybrid_full_gpt,manual_fe,100,3,17,0.0025768280029296875,0.04988418047886498
drugs,binary_1,qwen3_235b,hybrid_gpt,hybrid_manual_gpt,100,4,17,0.007197380065917969,0.10718742875028248
drugs,binary_1,qwen3_235b,hybrid_gpt,manual_fe,100,5,22,0.0015137195587158203,0.035891087431656685
drugs,binary_1,qwen3_235b,hybrid_manual_gpt,manual_fe,100,8,12,0.5034446716308594,0.9206017354124748
drugs,binary_1,qwen_hf,facts,fe_gpt_schema,100,11,7,0.480682373046875,0.9127393427086078
drugs,binary_1,qwen_hf,facts,fe_manual_format,100,8,4,0.3876953125,0.8228821591578327
drugs,binary_1,qwen_hf,facts,gpt_free,100,9,4,0.266845703125,0.7003962701459333
drugs,binary_1,qwen_hf,facts,gpt_law,100,9,2,0.0654296875,0.39170862749169433
drugs,binary_1,qwen_hf,facts,hybrid_full_gpt,100,17,5,0.01690053939819336,0.19397943946206644
drugs,binary_1,qwen_hf,facts,hybrid_gpt,100,14,3,0.012725830078125,0.16263791348071807
drugs,binary_1,qwen_hf,facts,hybrid_manual_gpt,100,7,4,0.548828125,0.9537013319672131
drugs,binary_1,qwen_hf,facts,manual_fe,100,6,6,1.0,1.0
drugs,binary_1,qwen_hf,fe_gpt_schema,fe_manual_format,100,9,9,1.0,1.0
drugs,binary_1,qwen_hf,fe_gpt_schema,gpt_free,100,8,7,1.0,1.0
drugs,binary_1,qwen_hf,fe_gpt_schema,gpt_law,100,10,7,0.629058837890625,1.0
drugs,binary_1,qwen_hf,fe_gpt_schema,hybrid_full_gpt,100,10,2,0.03857421875,0.3248165522780374
drugs,binary_1,qwen_hf,fe_gpt_schema,hybrid_gpt,100,14,7,0.18924713134765625,0.6223053479716726
drugs,binary_1,qwen_hf,fe_gpt_schema,hybrid_manual_gpt,100,7,8,1.0,1.0
drugs,binary_1,qwen_hf,fe_gpt_schema,manual_fe,100,8,12,0.5034446716308594,0.9206017354124748
drugs,binary_1,qwen_hf,fe_manual_format,gpt_free,100,7,6,1.0,1.0
drugs,binary_1,qwen_hf,fe_manual_format,gpt_law,100,10,7,0.629058837890625,1.0
drugs,binary_1,qwen_hf,fe_manual_format,hybrid_full_gpt,100,14,6,0.11531829833984375,0.5234346942277038
drugs,binary_1,qwen_hf,fe_manual_format,hybrid_gpt,100,13,6,0.1670684814453125,0.593525105738081
drugs,binary_1,qwen_hf,fe_manual_format,hybrid_manual_gpt,100,7,8,1.0,1.0
drugs,binary_1,qwen_hf,fe_manual_format,manual_fe,100,7,11,0.480682373046875,0.9127393427086078
drugs,binary_1,qwen_hf,gpt_free,gpt_law,100,8,6,0.79052734375,1.0
drugs,binary_1,qwen_hf,gpt_free,hybrid_full_gpt,100,12,5,0.143463134765625,0.5620012366253396
drugs,binary_1,qwen_hf,gpt_free,hybrid_gpt,100,10,4,0.1795654296875,0.6179329675572519
drugs,binary_1,qwen_hf,gpt_free,hybrid_manual_gpt,100,5,7,0.7744140625,1.0
drugs,binary_1,qwen_hf,gpt_free,manual_fe,100,7,12,0.359283447265625,0.8014679996464015
drugs,binary_1,qwen_hf,gpt_law,hybrid_full_gpt,100,9,4,0.266845703125,0.7003962701459333
drugs,binary_1,qwen_hf,gpt_law,hybrid_gpt,100,9,5,0.4239501953125,0.8650338374651395
drugs,binary_1,qwen_hf,gpt_law,hybrid_manual_gpt,100,4,8,0.3876953125,0.8228821591578327
drugs,binary_1,qwen_hf,gpt_law,manual_fe,100,5,12,0.143463134765625,0.5620012366253396
drugs,binary_1,qwen_hf,hybrid_full_gpt,hybrid_gpt,100,10,11,1.0,1.0
drugs,binary_1,qwen_hf,hybrid_full_gpt,hybrid_manual_gpt,100,5,14,0.063568115234375,0.39170862749169433
drugs,binary_1,qwen_hf,hybrid_full_gpt,manual_fe,100,4,16,0.01181793212890625,0.15431821519050046
drugs,binary_1,qwen_hf,hybrid_gpt,hybrid_manual_gpt,100,3,11,0.057373046875,0.39029337064173997
drugs,binary_1,qwen_hf,hybrid_gpt,manual_fe,100,6,17,0.03468966484069824,0.30632402378888357
drugs,binary_1,qwen_hf,hybrid_manual_gpt,manual_fe,100,7,10,0.629058837890625,1.0
weapon,binary_0,gemini_25_pro,facts,fe_gpt_schema,141,10,13,0.6776394844055176,1.0
weapon,binary_0,gemini_25_pro,facts,fe_manual_format,141,10,16,0.32693958282470703,0.7751909582238449
weapon,binary_0,gemini_25_pro,facts,fe_my_gpt_extracted,141,12,17,0.45825831964612007,0.8869833426447995
weapon,binary_0,gemini_25_pro,facts,gpt_free,141,17,11,0.34492845088243484,0.7928074853190658
weapon,binary_0,gemini_25_pro,facts,gpt_law,141,22,9,0.029449373483657837,0.28531059686855603
weapon,binary_0,gemini_25_pro,facts,gpt_manual_features,141,20,17,0.7428293587290682,1.0
weapon,binary_0,gemini_25_pro,facts,hybrid_full_gpt,141,19,14,0.48685024166479707,0.9196060120335056
weapon,binary_0,gemini_25_pro,facts,hybrid_gpt,141,9,15,0.30745625495910645,0.7397011634663683
weapon,binary_0,gemini_25_pro,facts,hybrid_manual_gpt,141,15,13,0.8505540192127228,1.0
weapon,binary_0,gemini_25_pro,facts,manual_fe,141,12,17,0.45825831964612007,0.8869833426447995
weapon,binary_0,gemini_25_pro,fe_gpt_schema,fe_manual_format,141,11,14,0.6900379657745361,1.0
weapon,binary_0,gemini_25_pro,fe_gpt_schema,fe_my_gpt_extracted,141,13,15,0.8505540192127228,1.0
weapon,binary_0,gemini_25_pro,fe_gpt_schema,gpt_free,141,21,12,0.16275565745308995,0.593525105738081
weapon,binary_0,gemini_25_pro,fe_gpt_schema,gpt_law,141,26,10,0.011330984183587134,0.15152272421536409
weapon,binary_0,gemini_25_pro,fe_gpt_schema,gpt_manual_features,141,21,15,0.4050322461407632,0.8467147419323148
weapon,binary_0,gemini_25_pro,fe_gpt_schema,hybrid_full_gpt,141,19,11,0.20048842206597334,0.6405676180192978
weapon,binary_0,gemini_25_pro,fe_gpt_schema,hybrid_gpt,141,11,14,0.6900379657745361,1.0
weapon,binary_0,gemini_25_pro,fe_gpt_schema,hybrid_manual_gpt,141,17,12,0.45825831964612007,0.8869833426447995
weapon,binary_0,gemini_25_pro,fe_gpt_schema,manual_fe,141,12,14,0.8450189828872681,1.0
weapon,binary_0,gemini_25_pro,fe_manual_format,fe_my_gpt_extracted,141,10,9,1.0,1.0
weapon,binary_0,gemini_25_pro,fe_manual_format,gpt_free,141,22,10,0.050102459732443094,0.36405093724944537
weapon,binary_0,gemini_25_pro,fe_manual_format,gpt_law,141,26,7,0.0013187271542847157,0.03346966664818391
weapon,binary_0,gemini_25_pro,fe_manual_format,gpt_manual_features,141,19,10,0.13604594767093658,0.5533968345440806
weapon,binary_0,gemini_25_pro,fe_manual_format,hybrid_full_gpt,141,18,7,0.043285250663757324,0.3319149859408115
weapon,binary_0,gemini_25_pro,fe_manual_format,hybrid_gpt,141,10,10,1.0,1.0
weapon,binary_0,gemini_25_pro,fe_manual_format,hybrid_manual_gpt,141,16,8,0.15158963203430176,0.5690927435954412
weapon,binary_0,gemini_25_pro,fe_manual_format,manual_fe,141,9,8,1.0,1.0
weapon,binary_0,gemini_25_pro,fe_my_gpt_extracted,gpt_free,141,21,10,0.07075554598122835,0.4060557129241194
weapon,binary_0,gemini_25_pro,fe_my_gpt_extracted,gpt_law,141,24,6,0.0014309063553810122,0.03484450341076465
weapon,binary_0,gemini_25_pro,fe_my_gpt_extracted,gpt_manual_features,141,14,6,0.11531829833984375,0.5234346942277038
weapon,binary_0,gemini_25_pro,fe_my_gpt_extracted,hybrid_full_gpt,141,15,5,0.04138946533203125,0.3314836290147569
weapon,binary_0,gemini_25_pro,fe_my_gpt_extracted,hybrid_gpt,141,12,13,1.0,1.0
weapon,binary_0,gemini_25_pro,fe_my_gpt_extracted,hybrid_manual_gpt,141,16,9,0.2295229434967041,0.6736161957346267
weapon,binary_0,gemini_25_pro,fe_my_gpt_extracted,manual_fe,141,11,11,1.0,1.0
weapon,binary_0,gemini_25_pro,gpt_free,gpt_law,141,12,5,0.143463134765625,0.5620012366253396
weapon,binary_0,gemini_25_pro,gpt_free,gpt_manual_features,141,15,18,0.7283324808813632,1.0
weapon,binary_0,gemini_25_pro,gpt_free,hybrid_full_gpt,141,11,12,1.0,1.0
weapon,binary_0,gemini_25_pro,gpt_free,hybrid_gpt,141,9,21,0.042773945257067694,0.3319149859408115
weapon,binary_0,gemini_25_pro,gpt_free,hybrid_manual_gpt,141,14,18,0.5966148958541453,0.998280828405102
weapon,binary_0,gemini_25_pro,gpt_free,manual_fe,141,12,23,0.08953107893466952,0.46227794911253434
weapon,binary_0,gemini_25_pro,gpt_law,gpt_manual_features,141,14,24,0.14330665429588407,0.5620012366253396
weapon,binary_0,gemini_25_pro,gpt_law,hybrid_full_gpt,141,8,16,0.15158963203430176,0.5690927435954412
weapon,binary_0,gemini_25_pro,gpt_law,hybrid_gpt,141,8,27,0.0018782254774123432,0.04127515012557369
weapon,binary_0,gemini_25_pro,gpt_law,hybrid_manual_gpt,141,13,24,0.09887174959294498,0.4725912274973126
weapon,binary_0,gemini_25_pro,gpt_law,manual_fe,141,8,26,0.0029350556433200836,0.05236604226992862
weapon,binary_0,gemini_25_pro,gpt_manual_features,hybrid_full_gpt,141,16,14,0.8555355519056321,1.0
weapon,binary_0,gemini_25_pro,gpt_manual_features,hybrid_gpt,141,12,21,0.16275565745308995,0.593525105738081
weapon,binary_0,gemini_25_pro,gpt_manual_features,hybrid_manual_gpt,141,14,15,1.0,1.0
weapon,binary_0,gemini_25_pro,gpt_manual_features,manual_fe,141,11,19,0.20048842206597334,0.6405676180192978
weapon,binary_0,gemini_25_pro,hybrid_full_gpt,hybrid_gpt,141,8,19,0.052238985896110535,0.3708501180013021
weapon,binary_0,gemini_25_pro,hybrid_full_gpt,hybrid_manual_gpt,141,14,17,0.720100131817162,1.0
weapon,binary_0,gemini_25_pro,hybrid_full_gpt,manual_fe,141,10,20,0.09873714670538905,0.4725912274973126
