domain,rep,model,metric,n,observed,baseline_mean,baseline_std,baseline_ci_lo,baseline_ci_hi,improvement,p_value,significantly_better,n_shuffles
drugs,Manual,gpt5mini,AP_b1,100,0.921381143621599,0.5153282852507804,0.04450216542920685,0.435876358946413,0.6106650124019835,0.4060528583708185,0.0,True,1000
drugs,Manual,gpt5mini,QWK_Oracle,100,0.8581997533908754,-0.00023427866831080203,0.10141264849500727,-0.19019728729963006,0.2046855733662145,0.8584340320591862,0.0,True,1000
drugs,Manual,gpt5mini,QWK_CV,100,0.8409785932721713,-0.0004770642201834834,0.10139720276362359,-0.19877675840978593,0.20519877675840953,0.8414556574923547,0.0,True,1000
drugs,Manual,gemini_3_flash,F1_Oracle_b0,100,0.8985507246376812,0.34240579710144925,0.06390559549026073,0.2318840579710145,0.463768115942029,0.5561449275362319,0.0,True,1000
drugs,Manual,gemini_3_flash,F1_Oracle_b1,100,0.8723404255319149,0.4678723404255319,0.052549315043525405,0.3617021276595745,0.5531914893617021,0.40446808510638305,0.0,True,1000
drugs,Manual,gemini_3_flash,F1_CV_b0,100,0.8405797101449275,0.342463768115942,0.06398939636381794,0.2318840579710145,0.463768115942029,0.4981159420289855,0.0,True,1000
drugs,Manual,gemini_3_flash,F1_CV_b1,100,0.8723404255319149,0.4678723404255319,0.052549315043525405,0.3617021276595745,0.5531914893617021,0.40446808510638305,0.0,True,1000
drugs,Manual,gemini_3_flash,AP_b0,100,0.9525634771145607,0.37197849678888584,0.04659635346131564,0.2969864276317614,0.47043473016150383,0.5805849803256748,0.0,True,1000
drugs,Manual,gemini_3_flash,AP_b1,100,0.92291009126569,0.5180540015310298,0.04525938435631193,0.43731315719080893,0.6139923476828251,0.40485608973466025,0.0,True,1000
drugs,Manual,gemini_3_flash,QWK_Oracle,100,0.8713235294117647,-0.0005024509803920503,0.10049644840019284,-0.19485294117647056,0.2095588235294118,0.8718259803921568,0.0,True,1000
drugs,Manual,gemini_3_flash,QWK_CV,100,0.8541033434650456,-0.0003404255319148972,0.10074426878212929,-0.20364741641337392,0.20972644376899696,0.8544437689969605,0.0,True,1000
drugs,GPT-Schema,gpt51_thinking,F1_Oracle_b0,100,0.8607594936708861,0.3877721518987342,0.06030518542114115,0.27848101265822783,0.5063291139240507,0.4729873417721519,0.0,True,1000
drugs,GPT-Schema,gpt51_thinking,F1_Oracle_b1,100,0.8316831683168316,0.5040198019801981,0.04904309277059329,0.4158415841584158,0.594059405940594,0.3276633663366335,0.0,True,1000
drugs,GPT-Schema,gpt51_thinking,F1_CV_b0,100,0.8461538461538461,0.38364102564102565,0.05971651185630328,0.2564102564102564,0.48717948717948717,0.4625128205128205,0.0,True,1000
drugs,GPT-Schema,gpt51_thinking,F1_CV_b1,100,0.8041237113402062,0.48422680412371144,0.0518838729934633,0.3711340206185567,0.5979381443298969,0.3198969072164948,0.0,True,1000
drugs,GPT-Schema,gpt51_thinking,AP_b0,100,0.9392378041062251,0.3747996509584584,0.04675800122159374,0.2973205997538729,0.4794468017783299,0.5644381531477667,0.0,True,1000
drugs,GPT-Schema,gpt51_thinking,AP_b1,100,0.9029605980019839,0.5194087195813581,0.045624033644891974,0.43661269749561255,0.6130963117274394,0.38355187842062577,0.0,True,1000
drugs,GPT-Schema,gpt51_thinking,QWK_Oracle,100,0.8056300268096515,-0.002144772117962562,0.09913146340652026,-0.1863270777479893,0.2024128686327077,0.8077747989276141,0.0,True,1000
drugs,GPT-Schema,gpt51_thinking,QWK_CV,100,0.7326543602800764,-0.0025843411839591175,0.0997080936516999,-0.19669000636537226,0.1979630808402293,0.7352387014640355,0.0,True,1000
drugs,GPT-Schema,gemma3_27b,F1_Oracle_b0,100,0.8333333333333334,0.40676190476190477,0.05656748317064411,0.30952380952380953,0.5238095238095238,0.4265714285714286,0.0,True,1000
drugs,GPT-Schema,gemma3_27b,F1_Oracle_b1,100,0.8461538461538461,0.5207884615384615,0.048972141896434625,0.4230769230769231,0.6153846153846154,0.32536538461538467,0.0,True,1000
drugs,GPT-Schema,gemma3_27b,F1_CV_b0,100,0.7894736842105263,0.37652631578947365,0.06168586439442747,0.2631578947368421,0.5,0.4129473684210527,0.0,True,1000
drugs,GPT-Schema,gemma3_27b,F1_CV_b1,100,0.8235294117647058,0.5107254901960785,0.049616732498880975,0.4117647058823529,0.6078431372549019,0.31280392156862735,0.0,True,1000
