domain,metric,category,value,detail
drugs,F1_Oracle_b1,Emb-on-GPT-Free: mean,0.7769951769951771,mean across 3 embedding models
drugs,QWK_CV,Emb-on-GPT-Free: mean,0.5301438356147363,mean across 3 embedding models
drugs,QWK_Oracle,Emb-on-GPT-Free: mean,0.6150338158198246,mean across 3 embedding models
drugs,AP_b0,Emb-on-GPT-Law: mean,0.6792726994710442,mean across 3 embedding models
drugs,AP_b1,Emb-on-GPT-Law: mean,0.7700478272523826,mean across 3 embedding models
drugs,F1_CV_b0,Emb-on-GPT-Law: mean,0.6156319231610854,mean across 3 embedding models
drugs,F1_CV_b1,Emb-on-GPT-Law: mean,0.7342253705890069,mean across 3 embedding models
drugs,F1_Oracle_b0,Emb-on-GPT-Law: mean,0.6800545859369388,mean across 3 embedding models
drugs,F1_Oracle_b1,Emb-on-GPT-Law: mean,0.7512030640806803,mean across 3 embedding models
drugs,QWK_CV,Emb-on-GPT-Law: mean,0.4392970128506373,mean across 3 embedding models
drugs,QWK_Oracle,Emb-on-GPT-Law: mean,0.5392045034397442,mean across 3 embedding models
drugs,AP_b0,Emb-on-GPT-Schema: mean,0.7915740362352399,mean across 3 embedding models
drugs,AP_b1,Emb-on-GPT-Schema: mean,0.8129433013792862,mean across 3 embedding models
drugs,F1_CV_b0,Emb-on-GPT-Schema: mean,0.6178646242471851,mean across 3 embedding models
drugs,F1_CV_b1,Emb-on-GPT-Schema: mean,0.6771400488302518,mean across 3 embedding models
drugs,F1_Oracle_b0,Emb-on-GPT-Schema: mean,0.6991972164581107,mean across 3 embedding models
drugs,F1_Oracle_b1,Emb-on-GPT-Schema: mean,0.7141089512398883,mean across 3 embedding models
drugs,QWK_CV,Emb-on-GPT-Schema: mean,0.5058507239993174,mean across 3 embedding models
drugs,QWK_Oracle,Emb-on-GPT-Schema: mean,0.5804916699829727,mean across 3 embedding models
drugs,AP_b0,Emb-on-Hybrid-Full: mean,0.7684765871775272,mean across 3 embedding models
drugs,AP_b1,Emb-on-Hybrid-Full: mean,0.7902047786912679,mean across 3 embedding models
drugs,F1_CV_b0,Emb-on-Hybrid-Full: mean,0.7368263926384925,mean across 3 embedding models
drugs,F1_CV_b1,Emb-on-Hybrid-Full: mean,0.710516536603493,mean across 3 embedding models
drugs,F1_Oracle_b0,Emb-on-Hybrid-Full: mean,0.7649667405764967,mean across 3 embedding models
drugs,F1_Oracle_b1,Emb-on-Hybrid-Full: mean,0.7516843557025311,mean across 3 embedding models
drugs,QWK_CV,Emb-on-Hybrid-Full: mean,0.5219512691741518,mean across 3 embedding models
drugs,QWK_Oracle,Emb-on-Hybrid-Full: mean,0.6168609707292951,mean across 3 embedding models
drugs,AP_b0,Emb-on-Hybrid-Manual: mean,0.6967409077353605,mean across 3 embedding models
drugs,AP_b1,Emb-on-Hybrid-Manual: mean,0.7899734973769874,mean across 3 embedding models
drugs,F1_CV_b0,Emb-on-Hybrid-Manual: mean,0.715152007713521,mean across 3 embedding models
drugs,F1_CV_b1,Emb-on-Hybrid-Manual: mean,0.7161498907672806,mean across 3 embedding models
drugs,F1_Oracle_b0,Emb-on-Hybrid-Manual: mean,0.7497889107796228,mean across 3 embedding models
drugs,F1_Oracle_b1,Emb-on-Hybrid-Manual: mean,0.751156820700526,mean across 3 embedding models
drugs,QWK_CV,Emb-on-Hybrid-Manual: mean,0.4828710446876044,mean across 3 embedding models
drugs,QWK_Oracle,Emb-on-Hybrid-Manual: mean,0.5915739866542964,mean across 3 embedding models
drugs,AP_b0,Emb-on-Manual: mean,0.8298149134328253,mean across 3 embedding models
drugs,AP_b1,Emb-on-Manual: mean,0.8559461142252599,mean across 3 embedding models
drugs,F1_CV_b0,Emb-on-Manual: mean,0.7395635459068295,mean across 3 embedding models
drugs,F1_CV_b1,Emb-on-Manual: mean,0.7448216519765184,mean across 3 embedding models
drugs,F1_Oracle_b0,Emb-on-Manual: mean,0.7756020800189627,mean across 3 embedding models
drugs,F1_Oracle_b1,Emb-on-Manual: mean,0.8121933621933621,mean across 3 embedding models
drugs,QWK_CV,Emb-on-Manual: mean,0.6216174790974224,mean across 3 embedding models
drugs,QWK_Oracle,Emb-on-Manual: mean,0.7093470558642081,mean across 3 embedding models
drugs,AP_b0,Emb-on-Raw-Facts: mean,0.7732889655475782,mean across 3 embedding models
drugs,AP_b1,Emb-on-Raw-Facts: mean,0.8243100440661694,mean across 3 embedding models
drugs,F1_CV_b0,Emb-on-Raw-Facts: mean,0.7512861534600664,mean across 3 embedding models
drugs,F1_CV_b1,Emb-on-Raw-Facts: mean,0.7327818472678286,mean across 3 embedding models
drugs,F1_Oracle_b0,Emb-on-Raw-Facts: mean,0.7918493416640192,mean across 3 embedding models
drugs,F1_Oracle_b1,Emb-on-Raw-Facts: mean,0.7725682865738888,mean across 3 embedding models
drugs,QWK_CV,Emb-on-Raw-Facts: mean,0.6196656811090242,mean across 3 embedding models
drugs,QWK_Oracle,Emb-on-Raw-Facts: mean,0.6672524263094216,mean across 3 embedding models
weapon,AP_b0,Emb-on-GPT-Free: mean,0.5404939252661377,mean across 3 embedding models
weapon,AP_b1,Emb-on-GPT-Free: mean,0.6744955413166109,mean across 3 embedding models
weapon,F1_CV_b0,Emb-on-GPT-Free: mean,0.5563732563732563,mean across 3 embedding models
weapon,F1_CV_b1,Emb-on-GPT-Free: mean,0.6880601081143087,mean across 3 embedding models
weapon,F1_Oracle_b0,Emb-on-GPT-Free: mean,0.6263670124861512,mean across 3 embedding models
weapon,F1_Oracle_b1,Emb-on-GPT-Free: mean,0.716204674275953,mean across 3 embedding models
weapon,QWK_CV,Emb-on-GPT-Free: mean,0.39691321871774426,mean across 3 embedding models
weapon,QWK_Oracle,Emb-on-GPT-Free: mean,0.4646125315437131,mean across 3 embedding models
weapon,AP_b0,Emb-on-GPT-Law: mean,0.5548037953192918,mean across 3 embedding models
weapon,AP_b1,Emb-on-GPT-Law: mean,0.6890377767922186,mean across 3 embedding models
weapon,F1_CV_b0,Emb-on-GPT-Law: mean,0.5722919705473473,mean across 3 embedding models
weapon,F1_CV_b1,Emb-on-GPT-Law: mean,0.6751699320209742,mean across 3 embedding models
weapon,F1_Oracle_b0,Emb-on-GPT-Law: mean,0.600019868233873,mean across 3 embedding models
weapon,F1_Oracle_b1,Emb-on-GPT-Law: mean,0.7011062841636987,mean across 3 embedding models
weapon,QWK_CV,Emb-on-GPT-Law: mean,0.2742340121833908,mean across 3 embedding models
weapon,QWK_Oracle,Emb-on-GPT-Law: mean,0.40791732271004566,mean across 3 embedding models
weapon,AP_b0,Emb-on-GPT-Schema: mean,0.5207941976565226,mean across 3 embedding models
weapon,AP_b1,Emb-on-GPT-Schema: mean,0.6596407411134474,mean across 3 embedding models
weapon,F1_CV_b0,Emb-on-GPT-Schema: mean,0.4920459319555257,mean across 3 embedding models
weapon,F1_CV_b1,Emb-on-GPT-Schema: mean,0.6130110062893082,mean across 3 embedding models
weapon,F1_Oracle_b0,Emb-on-GPT-Schema: mean,0.5552009694076947,mean across 3 embedding models
weapon,F1_Oracle_b1,Emb-on-GPT-Schema: mean,0.6563890680754816,mean across 3 embedding models
weapon,QWK_CV,Emb-on-GPT-Schema: mean,0.2534286743748592,mean across 3 embedding models
weapon,QWK_Oracle,Emb-on-GPT-Schema: mean,0.34367943308876225,mean across 3 embedding models
weapon,AP_b0,Emb-on-Hybrid-Full: mean,0.521408017784785,mean across 3 embedding models
weapon,AP_b1,Emb-on-Hybrid-Full: mean,0.6394117882133843,mean across 3 embedding models
weapon,F1_CV_b0,Emb-on-Hybrid-Full: mean,0.5291478426575261,mean across 3 embedding models
weapon,F1_CV_b1,Emb-on-Hybrid-Full: mean,0.6493952638880175,mean across 3 embedding models
weapon,F1_Oracle_b0,Emb-on-Hybrid-Full: mean,0.5574971924253572,mean across 3 embedding models
weapon,F1_Oracle_b1,Emb-on-Hybrid-Full: mean,0.6739296231024804,mean across 3 embedding models
weapon,QWK_CV,Emb-on-Hybrid-Full: mean,0.22226263478200114,mean across 3 embedding models
weapon,QWK_Oracle,Emb-on-Hybrid-Full: mean,0.33654825993599524,mean across 3 embedding models
weapon,AP_b0,Emb-on-Hybrid-Manual: mean,0.4803828776753378,mean across 3 embedding models
weapon,AP_b1,Emb-on-Hybrid-Manual: mean,0.6506011137909662,mean across 3 embedding models
weapon,F1_CV_b0,Emb-on-Hybrid-Manual: mean,0.5609836342046367,mean across 3 embedding models
weapon,F1_CV_b1,Emb-on-Hybrid-Manual: mean,0.6478381126352795,mean across 3 embedding models
weapon,F1_Oracle_b0,Emb-on-Hybrid-Manual: mean,0.601531884938784,mean across 3 embedding models
weapon,F1_Oracle_b1,Emb-on-Hybrid-Manual: mean,0.6828740968868358,mean across 3 embedding models
weapon,QWK_CV,Emb-on-Hybrid-Manual: mean,0.3428184157455081,mean across 3 embedding models
weapon,QWK_Oracle,Emb-on-Hybrid-Manual: mean,0.40016543807773136,mean across 3 embedding models
weapon,AP_b0,Emb-on-Manual: mean,0.6716397119596405,mean across 3 embedding models
weapon,AP_b1,Emb-on-Manual: mean,0.7514320905434974,mean across 3 embedding models
weapon,F1_CV_b0,Emb-on-Manual: mean,0.5661819391117695,mean across 3 embedding models
weapon,F1_CV_b1,Emb-on-Manual: mean,0.6811516309549354,mean across 3 embedding models
weapon,F1_Oracle_b0,Emb-on-Manual: mean,0.6341694285619519,mean across 3 embedding models
weapon,F1_Oracle_b1,Emb-on-Manual: mean,0.7175819630724155,mean across 3 embedding models
weapon,QWK_CV,Emb-on-Manual: mean,0.42704935764836316,mean across 3 embedding models
weapon,QWK_Oracle,Emb-on-Manual: mean,0.5208191680174471,mean across 3 embedding models
weapon,AP_b0,Emb-on-Raw-Facts: mean,0.5481809022372549,mean across 3 embedding models
weapon,AP_b1,Emb-on-Raw-Facts: mean,0.6632733125031157,mean across 3 embedding models
weapon,F1_CV_b0,Emb-on-Raw-Facts: mean,0.523730509956081,mean across 3 embedding models
weapon,F1_CV_b1,Emb-on-Raw-Facts: mean,0.6450838377308966,mean across 3 embedding models
weapon,F1_Oracle_b0,Emb-on-Raw-Facts: mean,0.5768193183313594,mean across 3 embedding models
weapon,F1_Oracle_b1,Emb-on-Raw-Facts: mean,0.6818888867551323,mean across 3 embedding models
weapon,QWK_CV,Emb-on-Raw-Facts: mean,0.2710594832611403,mean across 3 embedding models
weapon,QWK_Oracle,Emb-on-Raw-Facts: mean,0.3871560107414886,mean across 3 embedding models
