domain,metric,category,value,detail
weapon,AP_b0,Emb-on-Hybrid-Manual: OpenAI 3-large,0.422140033187278,cosine on Hybrid-Manual features
weapon,AP_b1,Emb-on-Hybrid-Manual: OpenAI 3-large,0.6197484976218488,cosine on Hybrid-Manual features
weapon,QWK_Oracle,Emb-on-Hybrid-Manual: OpenAI 3-large,0.3561643835616437,cosine on Hybrid-Manual features
weapon,QWK_CV,Emb-on-Hybrid-Manual: OpenAI 3-large,0.2454421768707483,cosine on Hybrid-Manual features
drugs,F1_Oracle_b0,Emb-on-Hybrid-Full: OpenAI 3-large,0.6585365853658537,cosine on Hybrid-Full features
drugs,F1_Oracle_b1,Emb-on-Hybrid-Full: OpenAI 3-large,0.7175572519083969,cosine on Hybrid-Full features
drugs,F1_CV_b0,Emb-on-Hybrid-Full: OpenAI 3-large,0.6067415730337079,cosine on Hybrid-Full features
drugs,F1_CV_b1,Emb-on-Hybrid-Full: OpenAI 3-large,0.6666666666666666,cosine on Hybrid-Full features
drugs,AP_b0,Emb-on-Hybrid-Full: OpenAI 3-large,0.6540636600115345,cosine on Hybrid-Full features
drugs,AP_b1,Emb-on-Hybrid-Full: OpenAI 3-large,0.6904441911870166,cosine on Hybrid-Full features
drugs,QWK_Oracle,Emb-on-Hybrid-Full: OpenAI 3-large,0.4501940491591203,cosine on Hybrid-Full features
drugs,QWK_CV,Emb-on-Hybrid-Full: OpenAI 3-large,0.3356164383561644,cosine on Hybrid-Full features
weapon,F1_Oracle_b0,Emb-on-Hybrid-Full: OpenAI 3-large,0.5161290322580645,cosine on Hybrid-Full features
weapon,F1_Oracle_b1,Emb-on-Hybrid-Full: OpenAI 3-large,0.6424870466321243,cosine on Hybrid-Full features
weapon,F1_CV_b0,Emb-on-Hybrid-Full: OpenAI 3-large,0.4743589743589743,cosine on Hybrid-Full features
weapon,F1_CV_b1,Emb-on-Hybrid-Full: OpenAI 3-large,0.6086956521739131,cosine on Hybrid-Full features
weapon,AP_b0,Emb-on-Hybrid-Full: OpenAI 3-large,0.4853885033449363,cosine on Hybrid-Full features
weapon,AP_b1,Emb-on-Hybrid-Full: OpenAI 3-large,0.5801894372090732,cosine on Hybrid-Full features
weapon,QWK_Oracle,Emb-on-Hybrid-Full: OpenAI 3-large,0.2300650445675741,cosine on Hybrid-Full features
weapon,QWK_CV,Emb-on-Hybrid-Full: OpenAI 3-large,0.1140647655872402,cosine on Hybrid-Full features
drugs,F1_Oracle_b0,Emb-on-Manual: mE5-large-instruct,0.7901234567901234,cosine on Manual features
drugs,F1_Oracle_b1,Emb-on-Manual: mE5-large-instruct,0.8333333333333334,cosine on Manual features
drugs,F1_CV_b0,Emb-on-Manual: mE5-large-instruct,0.775,cosine on Manual features
drugs,F1_CV_b1,Emb-on-Manual: mE5-large-instruct,0.7524752475247525,cosine on Manual features
drugs,AP_b0,Emb-on-Manual: mE5-large-instruct,0.8386644554464724,cosine on Manual features
drugs,AP_b1,Emb-on-Manual: mE5-large-instruct,0.8871597543832896,cosine on Manual features
drugs,QWK_Oracle,Emb-on-Manual: mE5-large-instruct,0.7546419098143237,cosine on Manual features
drugs,QWK_CV,Emb-on-Manual: mE5-large-instruct,0.6673596673596673,cosine on Manual features
weapon,F1_Oracle_b0,Emb-on-Manual: mE5-large-instruct,0.6355140186915887,cosine on Manual features
weapon,F1_Oracle_b1,Emb-on-Manual: mE5-large-instruct,0.7108433734939759,cosine on Manual features
weapon,F1_CV_b0,Emb-on-Manual: mE5-large-instruct,0.5818181818181818,cosine on Manual features
weapon,F1_CV_b1,Emb-on-Manual: mE5-large-instruct,0.6623376623376623,cosine on Manual features
weapon,AP_b0,Emb-on-Manual: mE5-large-instruct,0.6352243611304853,cosine on Manual features
weapon,AP_b1,Emb-on-Manual: mE5-large-instruct,0.7452031496004978,cosine on Manual features
weapon,QWK_Oracle,Emb-on-Manual: mE5-large-instruct,0.4777777777777777,cosine on Manual features
weapon,QWK_CV,Emb-on-Manual: mE5-large-instruct,0.332342253055831,cosine on Manual features
drugs,F1_Oracle_b0,Emb-on-GPT-Schema: mE5-large-instruct,0.7096774193548387,cosine on GPT-Schema features
drugs,F1_Oracle_b1,Emb-on-GPT-Schema: mE5-large-instruct,0.7321428571428571,cosine on GPT-Schema features
drugs,F1_CV_b0,Emb-on-GPT-Schema: mE5-large-instruct,0.625,cosine on GPT-Schema features
drugs,F1_CV_b1,Emb-on-GPT-Schema: mE5-large-instruct,0.6964285714285714,cosine on GPT-Schema features
drugs,AP_b0,Emb-on-GPT-Schema: mE5-large-instruct,0.80823921006348,cosine on GPT-Schema features
drugs,AP_b1,Emb-on-GPT-Schema: mE5-large-instruct,0.8330705471970659,cosine on GPT-Schema features
drugs,QWK_Oracle,Emb-on-GPT-Schema: mE5-large-instruct,0.6164199192462988,cosine on GPT-Schema features
drugs,QWK_CV,Emb-on-GPT-Schema: mE5-large-instruct,0.5666666666666667,cosine on GPT-Schema features
weapon,F1_Oracle_b0,Emb-on-GPT-Schema: mE5-large-instruct,0.5882352941176471,cosine on GPT-Schema features
weapon,F1_Oracle_b1,Emb-on-GPT-Schema: mE5-large-instruct,0.6829268292682927,cosine on GPT-Schema features
weapon,F1_CV_b0,Emb-on-GPT-Schema: mE5-large-instruct,0.5391304347826087,cosine on GPT-Schema features
weapon,F1_CV_b1,Emb-on-GPT-Schema: mE5-large-instruct,0.6415094339622641,cosine on GPT-Schema features
weapon,AP_b0,Emb-on-GPT-Schema: mE5-large-instruct,0.5717420793166812,cosine on GPT-Schema features
weapon,AP_b1,Emb-on-GPT-Schema: mE5-large-instruct,0.7088593837832503,cosine on GPT-Schema features
weapon,QWK_Oracle,Emb-on-GPT-Schema: mE5-large-instruct,0.4110275689223058,cosine on GPT-Schema features
weapon,QWK_CV,Emb-on-GPT-Schema: mE5-large-instruct,0.3181590795397698,cosine on GPT-Schema features
drugs,F1_Oracle_b0,Emb-on-GPT-Free: mE5-large-instruct,0.810126582278481,cosine on GPT-Free features
drugs,F1_Oracle_b1,Emb-on-GPT-Free: mE5-large-instruct,0.8282828282828283,cosine on GPT-Free features
drugs,F1_CV_b0,Emb-on-GPT-Free: mE5-large-instruct,0.7948717948717948,cosine on GPT-Free features
drugs,F1_CV_b1,Emb-on-GPT-Free: mE5-large-instruct,0.8,cosine on GPT-Free features
drugs,AP_b0,Emb-on-GPT-Free: mE5-large-instruct,0.7496017596236336,cosine on GPT-Free features
drugs,AP_b1,Emb-on-GPT-Free: mE5-large-instruct,0.8117475500902953,cosine on GPT-Free features
drugs,QWK_Oracle,Emb-on-GPT-Free: mE5-large-instruct,0.725700655933214,cosine on GPT-Free features
drugs,QWK_CV,Emb-on-GPT-Free: mE5-large-instruct,0.6723229959040373,cosine on GPT-Free features
weapon,F1_Oracle_b0,Emb-on-GPT-Free: mE5-large-instruct,0.6551724137931034,cosine on GPT-Free features
weapon,F1_Oracle_b1,Emb-on-GPT-Free: mE5-large-instruct,0.7407407407407407,cosine on GPT-Free features
weapon,F1_CV_b0,Emb-on-GPT-Free: mE5-large-instruct,0.5818181818181818,cosine on GPT-Free features
weapon,F1_CV_b1,Emb-on-GPT-Free: mE5-large-instruct,0.7142857142857143,cosine on GPT-Free features
weapon,AP_b0,Emb-on-GPT-Free: mE5-large-instruct,0.5486277353751599,cosine on GPT-Free features
weapon,AP_b1,Emb-on-GPT-Free: mE5-large-instruct,0.6876120171192911,cosine on GPT-Free features
weapon,QWK_Oracle,Emb-on-GPT-Free: mE5-large-instruct,0.5230354737314773,cosine on GPT-Free features
weapon,QWK_CV,Emb-on-GPT-Free: mE5-large-instruct,0.465615257656336,cosine on GPT-Free features
drugs,F1_Oracle_b0,Emb-on-GPT-Law: mE5-large-instruct,0.7647058823529411,cosine on GPT-Law features
drugs,F1_Oracle_b1,Emb-on-GPT-Law: mE5-large-instruct,0.7735849056603774,cosine on GPT-Law features
drugs,F1_CV_b0,Emb-on-GPT-Law: mE5-large-instruct,0.7536231884057971,cosine on GPT-Law features
drugs,F1_CV_b1,Emb-on-GPT-Law: mE5-large-instruct,0.7619047619047619,cosine on GPT-Law features
drugs,AP_b0,Emb-on-GPT-Law: mE5-large-instruct,0.7317307831829598,cosine on GPT-Law features
drugs,AP_b1,Emb-on-GPT-Law: mE5-large-instruct,0.8007732270347421,cosine on GPT-Law features
drugs,QWK_Oracle,Emb-on-GPT-Law: mE5-large-instruct,0.6471329552614997,cosine on GPT-Law features
drugs,QWK_CV,Emb-on-GPT-Law: mE5-large-instruct,0.5596330275229358,cosine on GPT-Law features
weapon,F1_Oracle_b0,Emb-on-GPT-Law: mE5-large-instruct,0.6290322580645161,cosine on GPT-Law features
weapon,F1_Oracle_b1,Emb-on-GPT-Law: mE5-large-instruct,0.7189542483660131,cosine on GPT-Law features
weapon,F1_CV_b0,Emb-on-GPT-Law: mE5-large-instruct,0.6031746031746031,cosine on GPT-Law features
weapon,F1_CV_b1,Emb-on-GPT-Law: mE5-large-instruct,0.6802721088435374,cosine on GPT-Law features
weapon,AP_b0,Emb-on-GPT-Law: mE5-large-instruct,0.5571973578729583,cosine on GPT-Law features
weapon,AP_b1,Emb-on-GPT-Law: mE5-large-instruct,0.7285727728201139,cosine on GPT-Law features
weapon,QWK_Oracle,Emb-on-GPT-Law: mE5-large-instruct,0.4690336897316925,cosine on GPT-Law features
weapon,QWK_CV,Emb-on-GPT-Law: mE5-large-instruct,0.3707984204950399,cosine on GPT-Law features
drugs,F1_Oracle_b0,Emb-on-Raw-Facts: mE5-large-instruct,0.8157894736842105,cosine on Raw-Facts features
drugs,F1_Oracle_b1,Emb-on-Raw-Facts: mE5-large-instruct,0.7959183673469388,cosine on Raw-Facts features
drugs,F1_CV_b0,Emb-on-Raw-Facts: mE5-large-instruct,0.7792207792207793,cosine on Raw-Facts features
drugs,F1_CV_b1,Emb-on-Raw-Facts: mE5-large-instruct,0.75,cosine on Raw-Facts features
drugs,AP_b0,Emb-on-Raw-Facts: mE5-large-instruct,0.7882153133523488,cosine on Raw-Facts features
drugs,AP_b1,Emb-on-Raw-Facts: mE5-large-instruct,0.8370719356690961,cosine on Raw-Facts features
drugs,QWK_Oracle,Emb-on-Raw-Facts: mE5-large-instruct,0.7124026363091671,cosine on Raw-Facts features
drugs,QWK_CV,Emb-on-Raw-Facts: mE5-large-instruct,0.6623222748815166,cosine on Raw-Facts features
weapon,F1_Oracle_b0,Emb-on-Raw-Facts: mE5-large-instruct,0.6029411764705882,cosine on Raw-Facts features
weapon,F1_Oracle_b1,Emb-on-Raw-Facts: mE5-large-instruct,0.686046511627907,cosine on Raw-Facts features
weapon,F1_CV_b0,Emb-on-Raw-Facts: mE5-large-instruct,0.5645161290322581,cosine on Raw-Facts features
weapon,F1_CV_b1,Emb-on-Raw-Facts: mE5-large-instruct,0.6477272727272727,cosine on Raw-Facts features
weapon,AP_b0,Emb-on-Raw-Facts: mE5-large-instruct,0.541935744993344,cosine on Raw-Facts features
weapon,AP_b1,Emb-on-Raw-Facts: mE5-large-instruct,0.6859127646092298,cosine on Raw-Facts features
weapon,QWK_Oracle,Emb-on-Raw-Facts: mE5-large-instruct,0.4032615026208503,cosine on Raw-Facts features
weapon,QWK_CV,Emb-on-Raw-Facts: mE5-large-instruct,0.2427955525300656,cosine on Raw-Facts features
drugs,F1_Oracle_b0,Emb-on-Hybrid-Manual: mE5-large-instruct,0.8235294117647058,cosine on Hybrid-Manual features
drugs,F1_Oracle_b1,Emb-on-Hybrid-Manual: mE5-large-instruct,0.7850467289719626,cosine on Hybrid-Manual features
drugs,F1_CV_b0,Emb-on-Hybrid-Manual: mE5-large-instruct,0.759493670886076,cosine on Hybrid-Manual features
drugs,F1_CV_b1,Emb-on-Hybrid-Manual: mE5-large-instruct,0.7476635514018691,cosine on Hybrid-Manual features
drugs,AP_b0,Emb-on-Hybrid-Manual: mE5-large-instruct,0.8082883208308931,cosine on Hybrid-Manual features
drugs,AP_b1,Emb-on-Hybrid-Manual: mE5-large-instruct,0.8577561645886561,cosine on Hybrid-Manual features
drugs,QWK_Oracle,Emb-on-Hybrid-Manual: mE5-large-instruct,0.7299077733860342,cosine on Hybrid-Manual features
drugs,QWK_CV,Emb-on-Hybrid-Manual: mE5-large-instruct,0.6717005909389364,cosine on Hybrid-Manual features
weapon,F1_Oracle_b0,Emb-on-Hybrid-Manual: mE5-large-instruct,0.5985401459854015,cosine on Hybrid-Manual features
weapon,F1_Oracle_b1,Emb-on-Hybrid-Manual: mE5-large-instruct,0.7006369426751592,cosine on Hybrid-Manual features
weapon,F1_CV_b0,Emb-on-Hybrid-Manual: mE5-large-instruct,0.582089552238806,cosine on Hybrid-Manual features
weapon,F1_CV_b1,Emb-on-Hybrid-Manual: mE5-large-instruct,0.6875,cosine on Hybrid-Manual features
weapon,AP_b0,Emb-on-Hybrid-Manual: mE5-large-instruct,0.4878317135740307,cosine on Hybrid-Manual features
weapon,AP_b1,Emb-on-Hybrid-Manual: mE5-large-instruct,0.6651095635555733,cosine on Hybrid-Manual features
weapon,QWK_Oracle,Emb-on-Hybrid-Manual: mE5-large-instruct,0.4236917013356689,cosine on Hybrid-Manual features
weapon,QWK_CV,Emb-on-Hybrid-Manual: mE5-large-instruct,0.4236917013356689,cosine on Hybrid-Manual features
drugs,F1_Oracle_b0,Emb-on-Hybrid-Full: mE5-large-instruct,0.8571428571428571,cosine on Hybrid-Full features
drugs,F1_Oracle_b1,Emb-on-Hybrid-Full: mE5-large-instruct,0.7961165048543689,cosine on Hybrid-Full features
drugs,F1_CV_b0,Emb-on-Hybrid-Full: mE5-large-instruct,0.8405797101449275,cosine on Hybrid-Full features
drugs,F1_CV_b1,Emb-on-Hybrid-Full: mE5-large-instruct,0.7692307692307693,cosine on Hybrid-Full features
drugs,AP_b0,Emb-on-Hybrid-Full: mE5-large-instruct,0.8545012848067597,cosine on Hybrid-Full features
drugs,AP_b1,Emb-on-Hybrid-Full: mE5-large-instruct,0.8615648958853452,cosine on Hybrid-Full features
drugs,QWK_Oracle,Emb-on-Hybrid-Full: mE5-large-instruct,0.7617554858934169,cosine on Hybrid-Full features
drugs,QWK_CV,Emb-on-Hybrid-Full: mE5-large-instruct,0.7225647348951911,cosine on Hybrid-Full features
weapon,F1_Oracle_b0,Emb-on-Hybrid-Full: mE5-large-instruct,0.6122448979591837,cosine on Hybrid-Full features
weapon,F1_Oracle_b1,Emb-on-Hybrid-Full: mE5-large-instruct,0.7228915662650602,cosine on Hybrid-Full features
weapon,F1_CV_b0,Emb-on-Hybrid-Full: mE5-large-instruct,0.6027397260273972,cosine on Hybrid-Full features
weapon,F1_CV_b1,Emb-on-Hybrid-Full: mE5-large-instruct,0.7151515151515152,cosine on Hybrid-Full features
weapon,AP_b0,Emb-on-Hybrid-Full: mE5-large-instruct,0.5177619542512724,cosine on Hybrid-Full features
weapon,AP_b1,Emb-on-Hybrid-Full: mE5-large-instruct,0.6843024592391067,cosine on Hybrid-Full features
weapon,QWK_Oracle,Emb-on-Hybrid-Full: mE5-large-instruct,0.4417069951605806,cosine on Hybrid-Full features
weapon,QWK_CV,Emb-on-Hybrid-Full: mE5-large-instruct,0.3083149374540103,cosine on Hybrid-Full features
drugs,F1_Oracle_b0,Emb-on-Manual: BGE-M3,0.7761194029850746,cosine on Manual features
drugs,F1_Oracle_b1,Emb-on-Manual: BGE-M3,0.7818181818181819,cosine on Manual features
drugs,F1_CV_b0,Emb-on-Manual: BGE-M3,0.7164179104477612,cosine on Manual features
drugs,F1_CV_b1,Emb-on-Manual: BGE-M3,0.7272727272727273,cosine on Manual features
drugs,AP_b0,Emb-on-Manual: BGE-M3,0.8279545689570892,cosine on Manual features
drugs,AP_b1,Emb-on-Manual: BGE-M3,0.8344784059616763,cosine on Manual features
drugs,QWK_Oracle,Emb-on-Manual: BGE-M3,0.6701164294954722,cosine on Manual features
drugs,QWK_CV,Emb-on-Manual: BGE-M3,0.5792241946088099,cosine on Manual features
weapon,F1_Oracle_b0,Emb-on-Manual: BGE-M3,0.6363636363636364,cosine on Manual features
weapon,F1_Oracle_b1,Emb-on-Manual: BGE-M3,0.7375,cosine on Manual features
weapon,F1_CV_b0,Emb-on-Manual: BGE-M3,0.5360824742268041,cosine on Manual features
weapon,F1_CV_b1,Emb-on-Manual: BGE-M3,0.7225806451612903,cosine on Manual features
weapon,AP_b0,Emb-on-Manual: BGE-M3,0.7066703810383168,cosine on Manual features
weapon,AP_b1,Emb-on-Manual: BGE-M3,0.7536544255584009,cosine on Manual features
weapon,QWK_Oracle,Emb-on-Manual: BGE-M3,0.5666476949345476,cosine on Manual features
weapon,QWK_CV,Emb-on-Manual: BGE-M3,0.5047085201793723,cosine on Manual features
drugs,F1_Oracle_b0,Emb-on-GPT-Schema: BGE-M3,0.7037037037037037,cosine on GPT-Schema features
drugs,F1_Oracle_b1,Emb-on-GPT-Schema: BGE-M3,0.7154471544715447,cosine on GPT-Schema features
drugs,F1_CV_b0,Emb-on-GPT-Schema: BGE-M3,0.631578947368421,cosine on GPT-Schema features
drugs,F1_CV_b1,Emb-on-GPT-Schema: BGE-M3,0.6942148760330579,cosine on GPT-Schema features
drugs,AP_b0,Emb-on-GPT-Schema: BGE-M3,0.7920332600639062,cosine on GPT-Schema features
drugs,AP_b1,Emb-on-GPT-Schema: BGE-M3,0.8076214147421112,cosine on GPT-Schema features
drugs,QWK_Oracle,Emb-on-GPT-Schema: BGE-M3,0.5721583652618135,cosine on GPT-Schema features
drugs,QWK_CV,Emb-on-GPT-Schema: BGE-M3,0.4810379241516966,cosine on GPT-Schema features
weapon,F1_Oracle_b0,Emb-on-GPT-Schema: BGE-M3,0.5737704918032787,cosine on GPT-Schema features
weapon,F1_Oracle_b1,Emb-on-GPT-Schema: BGE-M3,0.6551724137931034,cosine on GPT-Schema features
weapon,F1_CV_b0,Emb-on-GPT-Schema: BGE-M3,0.4873949579831932,cosine on GPT-Schema features
weapon,F1_CV_b1,Emb-on-GPT-Schema: BGE-M3,0.6037735849056604,cosine on GPT-Schema features
weapon,AP_b0,Emb-on-GPT-Schema: BGE-M3,0.5167573833088727,cosine on GPT-Schema features
weapon,AP_b1,Emb-on-GPT-Schema: BGE-M3,0.6585516542577871,cosine on GPT-Schema features
weapon,QWK_Oracle,Emb-on-GPT-Schema: BGE-M3,0.3452899181612399,cosine on GPT-Schema features
weapon,QWK_CV,Emb-on-GPT-Schema: BGE-M3,0.2113655325855196,cosine on GPT-Schema features
drugs,F1_Oracle_b0,Emb-on-GPT-Free: BGE-M3,0.8108108108108109,cosine on GPT-Free features
drugs,F1_Oracle_b1,Emb-on-GPT-Free: BGE-M3,0.8,cosine on GPT-Free features
drugs,F1_CV_b0,Emb-on-GPT-Free: BGE-M3,0.75,cosine on GPT-Free features
drugs,F1_CV_b1,Emb-on-GPT-Free: BGE-M3,0.76,cosine on GPT-Free features
drugs,AP_b0,Emb-on-GPT-Free: BGE-M3,0.8273023471017567,cosine on GPT-Free features
drugs,AP_b1,Emb-on-GPT-Free: BGE-M3,0.8424973874592023,cosine on GPT-Free features
drugs,QWK_Oracle,Emb-on-GPT-Free: BGE-M3,0.7093712930011862,cosine on GPT-Free features
drugs,QWK_CV,Emb-on-GPT-Free: BGE-M3,0.623921085080148,cosine on GPT-Free features
weapon,F1_Oracle_b0,Emb-on-GPT-Free: BGE-M3,0.6037735849056604,cosine on GPT-Free features
weapon,F1_Oracle_b1,Emb-on-GPT-Free: BGE-M3,0.7160493827160493,cosine on GPT-Free features
weapon,F1_CV_b0,Emb-on-GPT-Free: BGE-M3,0.5,cosine on GPT-Free features
weapon,F1_CV_b1,Emb-on-GPT-Free: BGE-M3,0.691358024691358,cosine on GPT-Free features
weapon,AP_b0,Emb-on-GPT-Free: BGE-M3,0.560699493361676,cosine on GPT-Free features
weapon,AP_b1,Emb-on-GPT-Free: BGE-M3,0.6774718179709514,cosine on GPT-Free features
weapon,QWK_Oracle,Emb-on-GPT-Free: BGE-M3,0.4802365049819337,cosine on GPT-Free features
weapon,QWK_CV,Emb-on-GPT-Free: BGE-M3,0.4549691123875583,cosine on GPT-Free features
drugs,F1_Oracle_b0,Emb-on-GPT-Law: BGE-M3,0.6857142857142857,cosine on GPT-Law features
drugs,F1_Oracle_b1,Emb-on-GPT-Law: BGE-M3,0.7540983606557377,cosine on GPT-Law features
drugs,F1_CV_b0,Emb-on-GPT-Law: BGE-M3,0.6097560975609756,cosine on GPT-Law features
drugs,F1_CV_b1,Emb-on-GPT-Law: BGE-M3,0.743801652892562,cosine on GPT-Law features
drugs,AP_b0,Emb-on-GPT-Law: BGE-M3,0.693944606582634,cosine on GPT-Law features
drugs,AP_b1,Emb-on-GPT-Law: BGE-M3,0.7839960912370056,cosine on GPT-Law features
drugs,QWK_Oracle,Emb-on-GPT-Law: BGE-M3,0.5683453237410071,cosine on GPT-Law features
drugs,QWK_CV,Emb-on-GPT-Law: BGE-M3,0.5006485084306096,cosine on GPT-Law features
weapon,F1_Oracle_b0,Emb-on-GPT-Law: BGE-M3,0.6181818181818182,cosine on GPT-Law features
weapon,F1_Oracle_b1,Emb-on-GPT-Law: BGE-M3,0.7065868263473054,cosine on GPT-Law features
weapon,F1_CV_b0,Emb-on-GPT-Law: BGE-M3,0.6055045871559633,cosine on GPT-Law features
weapon,F1_CV_b1,Emb-on-GPT-Law: BGE-M3,0.6748466257668712,cosine on GPT-Law features
weapon,AP_b0,Emb-on-GPT-Law: BGE-M3,0.616504779245802,cosine on GPT-Law features
weapon,AP_b1,Emb-on-GPT-Law: BGE-M3,0.7188070421365178,cosine on GPT-Law features
weapon,QWK_Oracle,Emb-on-GPT-Law: BGE-M3,0.4563393059650713,cosine on GPT-Law features
weapon,QWK_CV,Emb-on-GPT-Law: BGE-M3,0.3279205041202133,cosine on GPT-Law features
drugs,F1_Oracle_b0,Emb-on-Raw-Facts: BGE-M3,0.8169014084507042,cosine on Raw-Facts features
drugs,F1_Oracle_b1,Emb-on-Raw-Facts: BGE-M3,0.7962962962962963,cosine on Raw-Facts features
drugs,F1_CV_b0,Emb-on-Raw-Facts: BGE-M3,0.75,cosine on Raw-Facts features
drugs,F1_CV_b1,Emb-on-Raw-Facts: BGE-M3,0.7567567567567568,cosine on Raw-Facts features
drugs,AP_b0,Emb-on-Raw-Facts: BGE-M3,0.8252490616846204,cosine on Raw-Facts features
drugs,AP_b1,Emb-on-Raw-Facts: BGE-M3,0.8467610519093627,cosine on Raw-Facts features
drugs,QWK_Oracle,Emb-on-Raw-Facts: BGE-M3,0.6915484268969772,cosine on Raw-Facts features
drugs,QWK_CV,Emb-on-Raw-Facts: BGE-M3,0.6232439335887612,cosine on Raw-Facts features
weapon,F1_Oracle_b0,Emb-on-Raw-Facts: BGE-M3,0.5906040268456376,cosine on Raw-Facts features
weapon,F1_Oracle_b1,Emb-on-Raw-Facts: BGE-M3,0.7167630057803468,cosine on Raw-Facts features
weapon,F1_CV_b0,Emb-on-Raw-Facts: BGE-M3,0.4957264957264957,cosine on Raw-Facts features
weapon,F1_CV_b1,Emb-on-Raw-Facts: BGE-M3,0.6941176470588235,cosine on Raw-Facts features
weapon,AP_b0,Emb-on-Raw-Facts: BGE-M3,0.6055982056818153,cosine on Raw-Facts features
weapon,AP_b1,Emb-on-Raw-Facts: BGE-M3,0.7032593468890929,cosine on Raw-Facts features
weapon,QWK_Oracle,Emb-on-Raw-Facts: BGE-M3,0.4545454545454546,cosine on Raw-Facts features
weapon,QWK_CV,Emb-on-Raw-Facts: BGE-M3,0.3447665412701924,cosine on Raw-Facts features
drugs,F1_Oracle_b0,Emb-on-Hybrid-Manual: BGE-M3,0.7894736842105263,cosine on Hybrid-Manual features
drugs,F1_Oracle_b1,Emb-on-Hybrid-Manual: BGE-M3,0.7563025210084033,cosine on Hybrid-Manual features
drugs,F1_CV_b0,Emb-on-Hybrid-Manual: BGE-M3,0.7792207792207793,cosine on Hybrid-Manual features
drugs,F1_CV_b1,Emb-on-Hybrid-Manual: BGE-M3,0.7394957983193278,cosine on Hybrid-Manual features
drugs,AP_b0,Emb-on-Hybrid-Manual: BGE-M3,0.7039204516911645,cosine on Hybrid-Manual features
drugs,AP_b1,Emb-on-Hybrid-Manual: BGE-M3,0.7942617244110819,cosine on Hybrid-Manual features
drugs,QWK_Oracle,Emb-on-Hybrid-Manual: BGE-M3,0.6204933586337761,cosine on Hybrid-Manual features
drugs,QWK_CV,Emb-on-Hybrid-Manual: BGE-M3,0.4753678822776712,cosine on Hybrid-Manual features
weapon,F1_Oracle_b0,Emb-on-Hybrid-Manual: BGE-M3,0.6206896551724138,cosine on Hybrid-Manual features
weapon,F1_Oracle_b1,Emb-on-Hybrid-Manual: BGE-M3,0.6666666666666666,cosine on Hybrid-Manual features
weapon,F1_CV_b0,Emb-on-Hybrid-Manual: BGE-M3,0.576271186440678,cosine on Hybrid-Manual features
weapon,F1_CV_b1,Emb-on-Hybrid-Manual: BGE-M3,0.6179775280898876,cosine on Hybrid-Manual features
weapon,AP_b0,Emb-on-Hybrid-Manual: BGE-M3,0.5311768862647047,cosine on Hybrid-Manual features
weapon,AP_b1,Emb-on-Hybrid-Manual: BGE-M3,0.6669452801954765,cosine on Hybrid-Manual features
weapon,QWK_Oracle,Emb-on-Hybrid-Manual: BGE-M3,0.4206402293358815,cosine on Hybrid-Manual features
weapon,QWK_CV,Emb-on-Hybrid-Manual: BGE-M3,0.359321369030107,cosine on Hybrid-Manual features
drugs,F1_Oracle_b0,Emb-on-Hybrid-Full: BGE-M3,0.7792207792207793,cosine on Hybrid-Full features
drugs,F1_Oracle_b1,Emb-on-Hybrid-Full: BGE-M3,0.7413793103448276,cosine on Hybrid-Full features
drugs,F1_CV_b0,Emb-on-Hybrid-Full: BGE-M3,0.7631578947368421,cosine on Hybrid-Full features
drugs,F1_CV_b1,Emb-on-Hybrid-Full: BGE-M3,0.6956521739130435,cosine on Hybrid-Full features
drugs,AP_b0,Emb-on-Hybrid-Full: BGE-M3,0.7968648167142874,cosine on Hybrid-Full features
drugs,AP_b1,Emb-on-Hybrid-Full: BGE-M3,0.8186052490014419,cosine on Hybrid-Full features
drugs,QWK_Oracle,Emb-on-Hybrid-Full: BGE-M3,0.6386333771353482,cosine on Hybrid-Full features
drugs,QWK_CV,Emb-on-Hybrid-Full: BGE-M3,0.5076726342710998,cosine on Hybrid-Full features
weapon,F1_Oracle_b0,Emb-on-Hybrid-Full: BGE-M3,0.5441176470588235,cosine on Hybrid-Full features
weapon,F1_Oracle_b1,Emb-on-Hybrid-Full: BGE-M3,0.6564102564102564,cosine on Hybrid-Full features
weapon,F1_CV_b0,Emb-on-Hybrid-Full: BGE-M3,0.5103448275862069,cosine on Hybrid-Full features
weapon,F1_CV_b1,Emb-on-Hybrid-Full: BGE-M3,0.6243386243386243,cosine on Hybrid-Full features
weapon,AP_b0,Emb-on-Hybrid-Full: BGE-M3,0.5610735957581463,cosine on Hybrid-Full features
weapon,AP_b1,Emb-on-Hybrid-Full: BGE-M3,0.6537434681919729,cosine on Hybrid-Full features
weapon,QWK_Oracle,Emb-on-Hybrid-Full: BGE-M3,0.337872740079831,cosine on Hybrid-Full features
weapon,QWK_CV,Emb-on-Hybrid-Full: BGE-M3,0.2444082013047529,cosine on Hybrid-Full features
drugs,AP_b0,Emb-on-GPT-Free: mean,0.7168248318641682,mean across 3 embedding models
drugs,AP_b1,Emb-on-GPT-Free: mean,0.7756367837461992,mean across 3 embedding models
drugs,F1_CV_b0,Emb-on-GPT-Free: mean,0.7043512043512044,mean across 3 embedding models
drugs,F1_CV_b1,Emb-on-GPT-Free: mean,0.7461904761904762,mean across 3 embedding models
drugs,F1_Oracle_b0,Emb-on-GPT-Free: mean,0.7486457976964306,mean across 3 embedding models
