verdict,variant,err_low,err_high
תפ_4415-02-18,baseline (median),45.0,66.0
תפ_65763-12-19,baseline (median),1.0,2.0
תפ_59329-02-18,baseline (median),9.0,15.0
תפ_12819-08-15,baseline (median),5.0,6.0
תפ_59602-07-15,baseline (median),9.0,12.0
תפ_10469-04-19,baseline (median),1.0,6.0
תפ_20754-04-17,baseline (median),1.0,0.0
תפ_27735-02-21,baseline (median),15.0,24.0
תפ_16471-02-12,baseline (median),9.0,6.0
תפ_38869-11-24,baseline (median),6.0,6.0
תפ_27471-07-16,baseline (median),3.0,12.0
תפ_1968-08-15,baseline (median),3.0,12.0
עפג_59106-03-14,baseline (median),9.0,12.0
תפ_42230-07-18,baseline (median),9.0,16.0
תפ_19936-08-19,baseline (median),3.0,6.0
תפ_45136-02-13,baseline (median),1.0,6.0
תפ_31007-07-16,baseline (median),1.0,6.0
תפ_46497-09-16,baseline (median),15.0,30.0
תפ_13249-10-22,baseline (median),9.0,18.0
תפ_37454-03-20,baseline (median),45.0,66.0
תפ_16952-12-21,baseline (median),5.0,12.0
תפ_22325-12-13,baseline (median),3.0,0.0
תפ_35116-09-24,baseline (median),9.0,12.0
תפ_12708-04-14,baseline (median),9.0,16.0
תפ_38176-10-14,baseline (median),27.0,48.0
תפ_56018-10-19,baseline (median),5.0,14.0
תפ_11199-09-21,baseline (median),33.0,60.0
תפ_34706-09-19,baseline (median),6.0,6.0
תפ_3507-03-14,baseline (median),15.0,24.0
תפק_57763-10-17,baseline (median),9.0,16.0
תפ_36033-05-22,baseline (median),5.0,12.0
תפ_51354-01-19,baseline (median),3.0,0.0
תפ_56285-05-24,baseline (median),21.0,36.0
תפ_520-05-14,baseline (median),0.0,0.0
תפ_47378-06-15,baseline (median),9.0,12.0
תפ_59586-01-14,baseline (median),3.0,12.0
תפ_4702-01-22,baseline (median),15.0,26.0
תפ_36797-07-23,baseline (median),0.0,0.0
תפ_19469-12-19,baseline (median),0.0,4.0
תפ_44449-10-19,baseline (median),3.0,0.0
תפ_25277-02-13,baseline (median),3.0,6.0
תפ_44540-10-20,baseline (median),21.0,42.0
תפ_8442-02-18,baseline (median),3.0,0.0
תפ_38910-11-23,baseline (median),0.0,4.0
תפ_6384-03-24,baseline (median),6.0,14.0
תפ_9222-03-23,baseline (median),3.0,6.0
תפ_57822-06-13,baseline (median),9.0,16.0
תפ_12652-08-20,baseline (median),9.0,19.0
תפ_39333-05-22,baseline (median),1.0,6.0
תפ_31425-08-20,baseline (median),15.0,48.0
תפ_34771-07-20,baseline (median),3.0,6.0
תפ_68645-11-20,baseline (median),11.0,12.0
תפ_57939-01-21,baseline (median),3.0,6.0
תפ_22639-07-22,baseline (median),9.0,12.0
תפ_61258-11-21,baseline (median),0.0,0.0
תפ_15747-08-22,baseline (median),15.0,48.0
תפ_8900-11-22,baseline (median),3.0,12.0
תפ_27295-12-17,baseline (median),3.0,6.0
תפ_49187-12-11,baseline (median),6.0,21.0
תפ_11220-12-18,baseline (median),15.0,36.0
תפ_16715-12-20,baseline (median),3.0,6.0
תפ_58167-11-10,baseline (median),8.0,9.0
תפ_20796-10-23,baseline (median),9.0,18.0
תפ_60183-03-21,baseline (median),13.0,24.0
תפ_23612-08-18,baseline (median),27.0,46.0
תפ_1490-07-12,baseline (median),11.0,48.0
תפ_46700-07-22,baseline (median),21.0,36.0
תפ_28315-05-23,baseline (median),7.0,12.0
תפ_29457-07-16,baseline (median),15.0,30.0
תפ_58021-11-17,baseline (median),6.0,12.0
תפ_50079-03-13,baseline (median),39.0,72.0
תפ_44505-08-14,baseline (median),1.0,0.0
תפ_21503-07-23,baseline (median),3.0,0.0
תפ_54351-11-21,baseline (median),3.0,6.0
תפ_43360-01-19,baseline (median),8.0,19.0
תפ_12469-10-16,baseline (median),3.0,6.0
תפ_38591-06-14,baseline (median),3.0,12.0
תפ_27683-01-21,baseline (median),9.0,10.0
תפ_21056-10-19,baseline (median),3.0,12.0
תפ_28157-02-23,baseline (median),3.0,8.0
תפ_5072-11-21,baseline (median),3.0,6.0
תפ_35907-11-14,baseline (median),1.0,4.0
תפ_44772-02-13,baseline (median),2.0,8.0
תפ_4207-11-19,baseline (median),9.0,9.0
תפ_48394-03-21,baseline (median),15.0,24.0
תפ_49305-06-16,baseline (median),27.0,36.0
תפ_60947-11-18,baseline (median),3.0,0.0
תפ_51797-01-21,baseline (median),20.0,25.0
תפ_29013-01-17,baseline (median),3.0,0.0
תפ_1872-10-15,baseline (median),33.0,36.0
תפ_42456-02-18,baseline (median),3.0,12.0
תפ_3745-09-16,baseline (median),6.0,24.0
תפ_29550-06-13,baseline (median),0.0,4.0
תפ_43875-08-17,baseline (median),9.0,14.0
תפ_6944-03-22,baseline (median),21.0,30.0
תפ_3491-09-16,baseline (median),7.0,14.0
תפ_35074-05-17,baseline (median),3.0,0.0
תפ_20538-12-22,baseline (median),3.0,0.0
תפ_54179-08-22,baseline (median),1.0,0.0
תפ_8440-07-20,baseline (median),1.0,4.0
תפ_67545-11-21,baseline (median),3.0,0.0
תפ_57680-10-15,baseline (median),3.0,6.0
תפ_69899-11-20,baseline (median),9.0,6.0
תפ_4261-09-22,baseline (median),9.0,12.0
תפ_6992-06-18,baseline (median),1.0,0.0
תפ_43174-12-23,baseline (median),11.0,16.0
תפ_58282-05-20,baseline (median),11.0,24.0
תפ_66306-03-19,baseline (median),1.0,0.0
תפ_64772-05-22,baseline (median),1.0,4.0
תפ_59800-05-22,baseline (median),3.0,6.0
תפ_39880-12-20,baseline (median),1.0,0.0
תפ_33809-02-24,baseline (median),11.0,16.0
תפ_56714-02-16,baseline (median),0.0,0.0
תפ_15457-09-18,baseline (median),11.0,24.0
תפ_34866-09-22,baseline (median),3.0,0.0
תפ_27467-02-18,baseline (median),6.0,9.0
תפ_61861-11-15,baseline (median),1.0,0.0
תפ_24431-04-20,baseline (median),21.0,36.0
תפ_12010-07-24,baseline (median),3.0,6.0
תפ_15668-04-14,baseline (median),6.0,9.0
תפ_19408-11-14,baseline (median),1.0,6.0
תפ_56775-10-22,baseline (median),0.0,0.0
תפ_26004-12-23,baseline (median),21.0,36.0
עפ_4592-15,baseline (median),15.0,48.0
תפ_43575-05-18,baseline (median),3.0,0.0
תפ_28766-04-22,baseline (median),3.0,0.0
תפ_26856-05-16,baseline (median),9.0,16.0
תפ_8917-06-22,baseline (median),6.0,6.0
תפ_42712-02-12,baseline (median),27.0,60.0
תפ_56726-02-23,baseline (median),0.0,0.0
תפ_35676-08-21,baseline (median),3.0,0.0
תפ_37810-09-13,baseline (median),31.0,36.0
תפ_13905-12-23,baseline (median),1.0,2.0
תפ_57341-02-23,baseline (median),9.0,12.0
תפ_12906-08-16,baseline (median),3.0,6.0
תפ_66922-03-22,baseline (median),3.0,6.0
תפ_37533-12-15,baseline (median),3.0,6.0
תפ_37111-12-15,baseline (median),5.0,6.0
תפח_27442-01-18,baseline (median),1.0,48.0
תפ_7430-02-18,baseline (median),2.0,4.0
תפ_15023-05-20,baseline (median),2.0,4.0
תפ_19883-06-19,baseline (median),9.0,12.0
תפ_880-02-22,baseline (median),15.0,36.0
תפ_45599-07-14,baseline (median),3.0,0.0
תפ_43525-01-21,baseline (median),1.0,6.0
תפ_37838-12-13,baseline (median),27.0,36.0
תפ_42164-10-19,baseline (median),11.0,16.0
תפ_68958-01-19,baseline (median),12.0,24.0
תפ_37783-11-13,baseline (median),6.0,24.0
תפ_10111-08-17,baseline (median),3.0,2.0
תפ_40994-08-16,baseline (median),3.0,12.0
תפ_41368-09-22,baseline (median),0.0,0.0
תפ_22426-12-15,baseline (median),3.0,12.0
תפ_41933-08-22,baseline (median),1.0,0.0
תפ_41339-06-20,baseline (median),0.0,12.0
תפ_2043-04-21,baseline (median),1.0,6.0
תפ_17316-10-16,baseline (median),3.0,24.0
תפ_332-10-16,baseline (median),15.0,36.0
תפ_44604-11-22,baseline (median),3.0,0.0
תפ_14998-08-16,baseline (median),9.0,12.0
תפ_45232-07-18,baseline (median),3.0,0.0
תפ_48938-01-15,baseline (median),1.0,6.0
תפ_15535-02-20,baseline (median),1.0,9.0
תפ_28451-09-17,baseline (median),6.0,14.0
תפ_49923-08-18,baseline (median),3.0,0.0
תפ_16595-03-21,baseline (median),0.0,0.0
תפ_59699-09-23,baseline (median),2.0,0.0
תפ_60154-02-19,baseline (median),4.0,6.0
תפ_37780-12-18,baseline (median),4.0,6.0
תפ_31596-11-20,baseline (median),9.0,12.0
תפ_30558-12-21,baseline (median),0.0,4.0
תפ_33522-09-21,baseline (median),0.0,0.0
תפ_5188-10-21,baseline (median),1.0,0.0
תפ_7660-03-20,baseline (median),3.0,12.0
תפ_9850-08-22,baseline (median),6.0,15.0
תפ_5968-07-16,baseline (median),6.0,12.0
תפ_60385-08-16,baseline (median),3.0,10.0
תפ_34108-01-23,baseline (median),1.0,0.0
תפ_21284-10-19,baseline (median),0.0,0.0
תפ_17677-04-17,baseline (median),13.0,22.0
תפ_51991-06-16,baseline (median),0.0,0.0
תפ_55857-12-19,baseline (median),0.0,6.0
תפ_59503-07-15,baseline (median),3.0,14.0
תפ_56624-12-19,baseline (median),9.0,12.0
תפ_1969-02-17,baseline (median),3.0,0.0
תפ_28931-09-20,baseline (median),0.0,4.0
תפ_64660-01-22,baseline (median),24.0,36.0
תפ_22715-06-17,baseline (median),1.0,0.0
תפ_29401-11-12,baseline (median),1.0,0.0
תפ_52781-10-18,baseline (median),4.0,12.0
תפ_44694-10-18,baseline (median),3.0,0.0
תפ_1788-06-17,baseline (median),3.0,6.0
תפ_55925-11-17,baseline (median),15.0,36.0
תפ_22978-11-21,baseline (median),0.0,4.0
תפ_57614-05-23,baseline (median),9.0,15.0
תפ_4435-11-17,baseline (median),45.0,66.0
תפ_12699-03-18,baseline (median),15.0,24.0
תפ_27593-03-13,baseline (median),3.0,12.0
תפ_36709-11-15,baseline (median),1.0,0.0
תפ_13583-12-21,baseline (median),9.0,14.0
תפ_47879-06-13,baseline (median),18.0,30.0
גמר_1463-10-23,baseline (median),3.0,4.0
תפ_67472-09-19,baseline (median),0.0,0.0
תפ_23577-02-19,baseline (median),6.0,6.0
תפ_32956-11-20,baseline (median),15.0,24.0
תפ_25147-05-20,baseline (median),5.0,10.0
תפ_11406-06-20,baseline (median),4.0,12.0
תפ_13780-01-13,baseline (median),3.0,0.0
תפ_39034-01-18,baseline (median),1.0,12.0
תפ_20538-11-17,baseline (median),9.0,12.0
תפ_44387-11-19,baseline (median),3.0,6.0
תפ_11191-03-24,baseline (median),1.0,6.0
תפ_44503-01-23,baseline (median),1.0,8.0
תפ_76834-01-19,baseline (median),1.0,0.0
תפ_50969-06-22,baseline (median),3.0,0.0
תפ_72132-02-19,baseline (median),3.0,12.0
תפ_20319-10-13,baseline (median),3.0,6.0
תפ_59572-07-15,baseline (median),2.0,10.0
תפ_32175-07-22,baseline (median),39.0,60.0
תפ_65573-01-18,baseline (median),11.0,18.0
תפ_31925-05-20,baseline (median),27.0,42.0
תפ_55487-03-15,baseline (median),9.0,12.0
תפ_12265-09-24,baseline (median),7.0,12.0
תפ_2232-08-15,baseline (median),3.0,12.0
תפ_54370-07-12,baseline (median),3.0,9.0
תפ_33160-04-17,baseline (median),5.0,0.0
תפ_60842-12-14,baseline (median),39.0,84.0
תפ_10231-07-14,baseline (median),9.0,12.0
תפ_6659-02-21,baseline (median),6.0,12.0
תפ_57334-05-13,baseline (median),2.0,6.0
תפ_11392-02-14,baseline (median),11.0,16.0
תפ_35683-04-18,baseline (median),11.0,24.0
תפ_57140-12-17,baseline (median),9.0,18.0
תפ_52882-04-15,baseline (median),21.0,46.0
תפ_35389-01-21,baseline (median),21.0,30.0
תפ_25537-07-24,baseline (median),2.0,2.0
תפ_47301-07-16,baseline (median),1.0,0.0
תפ_58075-11-22,baseline (median),3.0,12.0
תפ_64384-03-16,baseline (median),6.0,6.0
תפ_47302-02-13,baseline (median),1.0,6.0
תפ_59067-03-21,baseline (median),1.0,3.0
תפ_29731-05-21,baseline (median),13.0,24.0
תפ_65828-06-20,baseline (median),2.0,10.0
תפ_59578-12-21,baseline (median),9.0,18.0
תפ_40331-03-18,baseline (median),3.0,9.0
תפ_67009-02-23,baseline (median),6.0,12.0
תפ_47714-01-17,baseline (median),21.0,36.0
תפ_22347-09-17,baseline (median),9.0,15.0
תפ_17081-12-16,baseline (median),0.0,4.0
תפ_38531-11-18,baseline (median),9.0,6.0
תפ_59205-02-18,baseline (median),1.0,6.0
תפ_19988-08-19,baseline (median),9.0,12.0
תפ_57459-06-20,baseline (median),6.0,10.0
תפ_1659-04-17,baseline (median),9.0,6.0
תפ_23320-10-15,baseline (median),1.0,6.0
תפ_16014-01-22,baseline (median),0.0,0.0
תפ_24079-11-19,baseline (median),1.0,2.0
תפ_53517-08-15,baseline (median),3.0,6.0
תפ_1127-05-20,baseline (median),27.0,36.0
תפ_4855-06-21,baseline (median),9.0,12.0
תפ_50497-04-17,baseline (median),3.0,0.0
תפ_51139-10-18,baseline (median),3.0,12.0
תפ_36886-11-17,baseline (median),1.0,0.0
תפ_69561-01-23,baseline (median),3.0,0.0
תפ_15972-03-24,baseline (median),0.0,6.0
תפ_18218-11-19,baseline (median),39.0,48.0
תפ_52720-11-19,baseline (median),15.0,24.0
תפ_66982-09-16,baseline (median),6.0,19.0
תפ_47987-12-22,baseline (median),21.0,36.0
תפ_15481-02-22,baseline (median),9.0,19.0
תפ_10902-08-22,baseline (median),3.0,3.0
תפ_13927-04-13,baseline (median),1.0,16.0
תפ_37694-03-15,baseline (median),7.0,12.0
תפ_20589-02-18,baseline (median),1.0,6.0
תפ_17715-07-18,baseline (median),19.0,28.0
תפ_55462-06-20,baseline (median),9.0,15.0
תפ_40892-01-24,baseline (median),11.0,18.0
תפ_19218-01-16,baseline (median),3.0,0.0
תפ_1470-07-16,baseline (median),0.0,0.0
תפ_63737-05-24,baseline (median),0.0,2.0
תפ_24689-03-15,baseline (median),3.0,4.0
תפ_40186-04-19,baseline (median),1.0,6.0
תפ_49376-01-24,baseline (median),29.0,44.0
תפ_50359-12-17,baseline (median),6.0,14.0
תפ_52589-10-20,baseline (median),27.0,36.0
תפ_56389-09-14,baseline (median),9.0,12.0
תפ_1197-06-19,baseline (median),9.0,18.0
תפ_48247-07-15,baseline (median),8.0,12.0
תפ_41088-05-20,baseline (median),3.0,4.0
תפ_46424-05-24,baseline (median),1.0,0.0
תפ_15425-02-14,baseline (median),3.0,6.0
תפ_26792-04-16,baseline (median),27.0,36.0
תפ_3851-11-21,baseline (median),7.0,14.0
תפ_32587-07-18,baseline (median),11.0,16.0
תפ_63213-06-20,baseline (median),15.0,36.0
תפ_33429-03-15,baseline (median),9.0,12.0
תפ_29832-08-15,baseline (median),3.0,10.0
תפ_7244-01-24,baseline (median),6.0,6.0
תפ_54340-08-19,baseline (median),0.0,4.0
תפ_68419-10-21,baseline (median),2.0,4.0
תפ_27961-04-18,baseline (median),3.0,6.0
תפ_30013-04-21,baseline (median),1.0,0.0
תפ_47874-04-19,baseline (median),3.0,6.0
תפ_52165-12-17,baseline (median),3.0,12.0
תפ_4488-09-18,baseline (median),1.0,2.0
תפ_34334-04-15,baseline (median),3.0,4.0
תפ_36801-10-22,baseline (median),11.0,26.0
תפ_66139-03-16,baseline (median),1.0,4.0
תפ_16646-09-14,baseline (median),1.0,8.0
תפ_10152-09-17,baseline (median),2.0,10.0
תפ_20615-02-13,baseline (median),9.0,16.0
תפ_7027-07-19,baseline (median),15.0,26.0
תפ_35051-10-21,baseline (median),3.0,12.0
תפ_33495-01-21,baseline (median),3.0,6.0
תפ_51038-08-23,baseline (median),1.0,4.0
תפ_39308-05-15,baseline (median),3.0,0.0
תפ_13504-12-09,baseline (median),9.0,20.0
תפ_36367-09-19,baseline (median),0.0,4.0
תפ_327-04-17,baseline (median),1.0,2.0
תפ_23015-03-15,baseline (median),9.0,14.0
תפ_39568-06-21,baseline (median),1.0,0.0
תפ_30279-08-14,baseline (median),21.0,26.0
תפ_20513-06-20,baseline (median),16.0,21.0
תפ_28106-09-14,baseline (median),3.0,0.0
תפ_39629-08-18,baseline (median),11.0,30.0
תפ_16143-03-18,baseline (median),3.0,4.0
תפ_56754-10-20,baseline (median),9.0,0.0
תפ_48224-08-18,baseline (median),0.0,0.0
תפ_45055-01-22,baseline (median),19.0,34.0
תפ_57006-11-23,baseline (median),9.0,12.0
תפ_67342-07-18,baseline (median),9.0,36.0
תפ_46315-12-23,baseline (median),21.0,22.0
תפ_32841-01-17,baseline (median),3.0,8.0
תפ_32541-01-21,baseline (median),5.0,9.0
תפ_29380-02-18,baseline (median),9.0,18.0
תפ_60682-03-14,baseline (median),3.0,0.0
תפ_26521-10-19,baseline (median),19.0,16.0
תפ_70546-07-17,baseline (median),3.0,4.0
תפ_27952-06-19,baseline (median),3.0,0.0
תפ_50998-12-18,baseline (median),3.0,6.0
תפ_49244-01-22,baseline (median),3.0,6.0
תפ_60476-05-13,baseline (median),1.0,3.0
תפ_20051-12-17,baseline (median),15.0,24.0
תפ_42806-07-18,baseline (median),4.0,6.0
תפ_60270-11-21,baseline (median),9.0,24.0
תפ_8066-09-21,baseline (median),15.0,24.0
תפ_43794-10-18,baseline (median),15.0,36.0
תפ_69004-03-24,baseline (median),5.0,12.0
תפ_29577-11-16,baseline (median),3.0,12.0
תפ_25474-11-15,baseline (median),1.0,4.0
פל_9037-11-12,baseline (median),9.0,24.0
תפ_52438-02-24,baseline (median),31.0,36.0
תפ_36054-05-17,baseline (median),1.0,0.0
תפ_26868-10-20,baseline (median),3.0,6.0
תפ_16723-07-14,baseline (median),4.0,14.0
תפ_36933-03-17,baseline (median),21.0,36.0
תפ_21629-02-23,baseline (median),9.0,0.0
תפ_12202-10-14,baseline (median),3.0,6.0
תפ_6678-12-20,baseline (median),3.0,12.0
תפ_23443-04-21,baseline (median),7.0,6.0
תפ_7684-08-22,baseline (median),7.0,16.0
תפ_38014-02-22,baseline (median),7.0,12.0
תפ_34832-04-19,baseline (median),3.0,0.0
תפ_5391-02-20,baseline (median),15.0,30.0
תפ_57318-09-16,baseline (median),1.0,6.0
תפ_49845-08-20,baseline (median),5.0,6.0
תפ_51165-08-19,baseline (median),3.0,2.0
תפ_13605-03-16,baseline (median),3.0,6.0
תפ_36602-08-20,baseline (median),3.0,0.0
תפ_14611-12-21,baseline (median),9.0,12.0
תפ_13223-02-22,baseline (median),6.0,6.0
תפ_2217-07-15,baseline (median),9.0,6.0
תפ_57384-09-16,baseline (median),21.0,36.0
תפ_9773-05-19,baseline (median),8.0,18.0
תפ_21355-08-18,baseline (median),3.0,6.0
תפ_23836-05-13,baseline (median),9.0,6.0
תפ_29453-05-22,baseline (median),9.0,15.0
תפ_46057-01-19,baseline (median),15.0,30.0
תפ_14751-12-20,baseline (median),3.0,0.0
תפ_25137-02-20,baseline (median),3.0,9.0
תפ_59199-09-19,baseline (median),9.0,16.0
תפ_68905-01-24,baseline (median),6.0,6.0
תפ_59117-03-21,baseline (median),3.0,0.0
תפ_14786-03-20,baseline (median),1.0,10.0
תפ_10603-12-18,baseline (median),16.0,26.0
תפ_15392-04-17,baseline (median),24.0,30.0
תפ_57164-07-22,baseline (median),1.0,6.0
תפ_5405-01-17,baseline (median),3.0,6.0
תפ_44015-11-21,baseline (median),9.0,12.0
תפ_29522-12-16,baseline (median),15.0,30.0
תפ_40276-11-17,baseline (median),0.0,6.0
תפ_17642-11-20,baseline (median),33.0,48.0
תפ_16599-08-18,baseline (median),9.0,6.0
תפ_51006-11-21,baseline (median),0.0,0.0
תפ_32879-04-19,baseline (median),4.0,6.0
תפ_23038-10-15,baseline (median),3.0,6.0
תפ_21719-01-15,baseline (median),9.0,12.0
תפ_8566-09-14,baseline (median),8.0,6.0
תפ_9860-10-15,baseline (median),3.0,6.0
תפ_15965-12-21,baseline (median),11.0,24.0
תפ_18353-12-19,baseline (median),3.0,6.0
תפ_39690-02-21,baseline (median),3.0,6.0
תפ_31419-11-20,baseline (median),19.0,26.0
תפ_24358-07-20,baseline (median),9.0,18.0
תפ_11720-07-16,baseline (median),15.0,18.0
תפ_56059-07-17,baseline (median),6.0,8.0
תפ_1870-04-16,baseline (median),1.0,6.0
תפ_17410-08-13,baseline (median),0.0,6.0
תפ_38435-11-17,baseline (median),3.0,0.0
תפ_35670-09-18,baseline (median),3.0,6.0
תפ_63287-04-21,baseline (median),14.0,27.0
תפ_39953-08-24,baseline (median),9.0,12.0
תפ_6988-08-22,baseline (median),9.0,16.0
תפ_47396-07-19,baseline (median),3.0,6.0
תפ_22140-04-18,baseline (median),39.0,60.0
תפ_35566-04-18,baseline (median),9.0,12.0
תפ_16387-08-16,baseline (median),6.0,12.0
תפ_6110-09-17,baseline (median),3.0,12.0
תפ_58966-01-18,baseline (median),45.0,66.0
תפ_50263-01-13,baseline (median),1.0,6.0
תפ_37305-11-20,baseline (median),9.0,16.0
תפ_20967-02-14,baseline (median),3.0,0.0
תפ_3332-07-16,baseline (median),3.0,0.0
תפ_33146-01-21,baseline (median),6.0,12.0
תפ_32486-11-20,baseline (median),1.0,4.0
תפ_54696-06-17,baseline (median),39.0,60.0
תפ_30433-04-11,baseline (median),4.0,6.0
תפ_27255-08-16,baseline (median),1.0,0.0
תפ_14442-08-21,baseline (median),9.0,12.0
תפ_15063-11-20,baseline (median),11.0,26.0
תפ_56595-07-18,baseline (median),3.0,6.0
תפ_42313-05-17,baseline (median),3.0,0.0
תפ_5341-07-19,baseline (median),9.0,12.0
תפ_11969-01-18,baseline (median),17.0,24.0
תפ_15707-04-23,baseline (median),3.0,0.0
תפ_22109-07-14,baseline (median),9.0,9.0
תפ_60028-09-23,baseline (median),1.0,4.0
תפ_52417-01-13,baseline (median),3.0,0.0
תפ_44422-01-17,baseline (median),3.0,6.0
תפ_31276-05-19,baseline (median),3.0,12.0
תפ_66437-07-20,baseline (median),21.0,36.0
תפ_3107-09-12,baseline (median),3.0,0.0
תפ_33382-01-16,baseline (median),0.0,0.0
תפ_19327-12-16,baseline (median),7.0,0.0
תפ_47304-02-18,baseline (median),3.0,6.0
תפ_14663-06-22,baseline (median),1.0,0.0
תפ_18049-07-20,baseline (median),9.0,18.0
תפ_42707-08-21,baseline (median),5.0,12.0
תפ_34752-02-21,baseline (median),0.0,0.0
תפ_28180-09-12,baseline (median),27.0,72.0
תפ_41946-07-16,baseline (median),3.0,0.0
תפ_49269-08-21,baseline (median),9.0,12.0
תפ_54047-01-13,baseline (median),9.0,6.0
תפ_20853-12-22,baseline (median),3.0,10.0
תפ_37473-01-20,baseline (median),3.0,0.0
תפ_9109-02-16,baseline (median),51.0,72.0
תפ_45102-06-19,baseline (median),1.0,4.0
תפ_39787-11-13,baseline (median),21.0,26.0
תפ_16052-05-23,baseline (median),3.0,0.0
תפ_23864-07-18,baseline (median),3.0,9.0
תפ_57910-06-24,baseline (median),13.0,22.0
תפ_36558-10-12,baseline (median),1.0,6.0
תפ_33180-08-16,baseline (median),51.0,84.0
תפ_17959-03-18,baseline (median),9.0,12.0
תפ_19932-03-17,baseline (median),3.0,6.0
תפ_988-03-20,baseline (median),4.0,6.0
תפ_11370-07-16,baseline (median),7.0,6.0
תפ_57613-12-21,baseline (median),46.0,72.0
תפ_6840-09-18,baseline (median),3.0,8.0
תפ_68051-09-16,baseline (median),3.0,6.0
תפ_14236-12-21,baseline (median),3.0,12.0
תפ_47757-02-18,baseline (median),27.0,36.0
תפ_55489-01-21,baseline (median),9.0,12.0
תפ_61962-06-20,baseline (median),1.0,6.0
תפ_62318-07-17,baseline (median),3.0,10.0
תפ_46662-04-15,baseline (median),15.0,24.0
תפ_61065-07-18,baseline (median),21.0,36.0
תפ_34358-07-11,baseline (median),5.0,6.0
תפ_716-05-22,baseline (median),9.0,12.0
תפ_44427-10-18,baseline (median),3.0,0.0
תפ_26685-11-18,baseline (median),9.0,16.0
תפ_58269-02-19,baseline (median),5.0,10.0
תפ_8123-04-14,baseline (median),9.0,12.0
תפ_30637-02-21,baseline (median),63.0,84.0
תפ_802-01-20,baseline (median),3.0,12.0
תפ_1418-12-17,baseline (median),3.0,12.0
תפ_58325-11-15,baseline (median),1.0,4.0
תפ_28496-07-14,baseline (median),9.0,12.0
תפ_7788-09-19,baseline (median),4.0,10.0
תפ_34635-11-22,baseline (median),11.0,16.0
תפ_30538-02-19,baseline (median),9.0,30.0
תפ_8858-10-19,baseline (median),9.0,12.0
תפ_28725-02-20,baseline (median),3.0,6.0
תפ_9665-12-11,baseline (median),1.0,6.0
תפ_60349-11-16,baseline (median),3.0,24.0
תפ_55366-02-17,baseline (median),11.0,26.0
תפ_30311-12-17,baseline (median),3.0,6.0
תפ_31827-10-19,baseline (median),9.0,12.0
תפ_53492-11-13,baseline (median),9.0,14.0
תפ_21678-03-18,baseline (median),9.0,15.0
תפ_9804-01-24,baseline (median),9.0,12.0
תפ_54957-01-21,baseline (median),3.0,6.0
תפ_34925-03-14,baseline (median),9.0,18.0
תפ_21384-01-23,baseline (median),9.0,18.0
תפ_27149-12-21,baseline (median),3.0,10.0
תפ_59017-02-21,baseline (median),6.0,15.0
תפ_60454-06-16,baseline (median),1.0,6.0
תפ_39924-02-16,baseline (median),3.0,16.0
תפ_27542-11-14,baseline (median),6.0,12.0
תפ_56588-03-21,baseline (median),0.0,0.0
תפ_21137-11-23,baseline (median),21.0,24.0
תפ_2599-09-17,baseline (median),27.0,60.0
תפ_56878-01-14,baseline (median),3.0,6.0
תפ_26596-01-24,baseline (median),11.0,26.0
תפ_9056-06-12,baseline (median),3.0,12.0
תפ_44503-10-13,baseline (median),3.0,0.0
תפ_54408-10-19,baseline (median),15.0,16.0
תפ_59541-10-18,baseline (median),0.0,6.0
תפ_41803-01-16,baseline (median),3.0,6.0
תפ_9582-10-20,baseline (median),1.0,4.0
תפ_56431-02-24,baseline (median),21.0,36.0
תפ_51488-07-23,baseline (median),6.0,12.0
תפ_28087-12-15,baseline (median),9.0,6.0
תפ_39297-02-18,baseline (median),1.0,0.0
תפ_56473-06-16,baseline (median),6.0,6.0
תפ_22211-06-15,baseline (median),1.0,6.0
תפ_51140-08-23,baseline (median),6.0,18.0
תפ_4078-07-23,baseline (median),4.0,12.0
תפ_39201-05-18,baseline (median),3.0,2.0
תפ_24959-03-23,baseline (median),7.0,12.0
תפ_50662-03-17,baseline (median),9.0,16.0
תפ_45516-08-21,baseline (median),3.0,0.0
תפ_75514-07-24,baseline (median),47.0,64.0
תפ_51036-08-15,baseline (median),7.0,12.0
תפ_72418-01-20,baseline (median),9.0,19.0
תפ_8843-02-15,baseline (median),19.0,28.0
תפ_49932-08-21,baseline (median),1.0,6.0
תפ_15783-08-22,baseline (median),6.0,16.0
תפ_41801-01-21,baseline (median),4.0,12.0
תפ_54783-11-19,baseline (median),1.0,0.0
תפ_23283-07-23,baseline (median),5.0,6.0
תפ_23613-02-22,baseline (median),3.0,6.0
תפ_32494-01-21,baseline (median),0.0,4.0
תפ_62710-06-17,baseline (median),9.0,12.0
תפ_18336-12-19,baseline (median),7.0,12.0
תפ_68578-08-21,baseline (median),9.0,12.0
תפ_62673-03-24,baseline (median),15.0,16.0
תפ_3688-07-15,baseline (median),3.0,6.0
תפ_19425-03-21,baseline (median),1.0,0.0
תפ_37335-04-14,baseline (median),7.0,4.0
תפ_56159-05-13,baseline (median),9.0,12.0
תפ_37803-08-20,baseline (median),9.0,16.0
תפ_56838-06-15,baseline (median),7.0,18.0
תפ_40770-01-16,baseline (median),6.0,8.0
תפ_50360-06-20,baseline (median),5.0,6.0
תפ_38450-09-20,baseline (median),3.0,6.0
תפ_25085-02-19,baseline (median),4.0,12.0
תפ_66939-01-17,baseline (median),9.0,12.0
תפ_58615-06-16,baseline (median),9.0,4.0
