verdict,variant,err_low,err_high
תפ_22971-02-22,v3 sim≥50 softmax,19.462458656352933,31.898601707307776
תפ_63303-06-22,v3 sim≥50 softmax,0.7053845126982417,0.0
תפ_28779-02-12,v3 sim≥50 softmax,3.999999999999999,4.999999999999998
תפ_1219-06-23,v3 sim≥50 softmax,6.0,68.0
תפ_64581-08-23,v3 sim≥50 softmax,11.912463175521253,18.44637596503037
תפ_10347-10-23,v3 sim≥50 softmax,6.295888337292787,7.360958126484796
תפ_35179-09-14,v3 sim≥50 softmax,0.3089305301670695,0.9267915905012138
תפ_63000-01-18,v3 sim≥50 softmax,6.050719476124156,12.586863668033388
תפח_49705-06-20,v3 sim≥50 softmax,131.99999999999997,120.0
תפ_59804-01-17,v3 sim≥50 softmax,1.7982898929431421,0.12335505566677796
תפ_13471-01-22,v3 sim≥50 softmax,3.0,11.089701839745079
תפח_24510-09-15,v3 sim≥50 softmax,31.818376451519534,53.04567350795948
תפח_47805-04-13,v3 sim≥50 softmax,12.0,35.999999999999986
תפ_17860-01-19,v3 sim≥50 softmax,3.068775092749684,3.3292462118495934
תפ_11027-10-23,v3 sim≥50 softmax,3.0,12.000000000000004
תפ_57218-12-15,v3 sim≥50 softmax,1.7743165761733408,6.207985470935299
תפ_69640-10-18,v3 sim≥50 softmax,24.187075497893545,33.59867694914446
תפ_60792-07-18,v3 sim≥50 softmax,1.7429726245415083,0.8735949573092725
עפ_7952-15,v3 sim≥50 softmax,27.0,36.0
תפ_15710-09-21,v3 sim≥50 softmax,6.5771997467684855,10.537716512339372
עפג_8650-04-15,v3 sim≥50 softmax,3.0,3.552713678800501e-15
תפח_34989-04-17,v3 sim≥50 softmax,39.91326158018706,56.20593014579465
תפ_27625-02-21,v3 sim≥50 softmax,2.3123084263001203,0.31597323328521654
תפ_26087-05-16,v3 sim≥50 softmax,14.648375114107356,12.27689136883896
תפ_54083-05-20,v3 sim≥50 softmax,3.5378828427399878,8.924234314520021
תפח_26481-08-13,v3 sim≥50 softmax,24.0,36.0
תפ_1589-02-16,v3 sim≥50 softmax,2.6225206598601787,10.264350563327078
תפ_15148-03-12,v3 sim≥50 softmax,0.8310069967130076,1.5740410328418974
תפ_65070-08-21,v3 sim≥50 softmax,43.51300544611057,51.53502904211105
תפ_57283-05-21,v3 sim≥50 softmax,23.971408531452752,22.925273129812723
תפ_69110-11-20,v3 sim≥50 softmax,2.8484686290400383,4.386351471780031
תפ_13481-02-13,v3 sim≥50 softmax,4.666666666666664,11.333333333333329
תפ_31216-01-22,v3 sim≥50 softmax,7.770285330484995,5.463004049995455
תפ_43844-05-15,v3 sim≥50 softmax,4.0,4.0
תפ_12376-04-20,v3 sim≥50 softmax,2.1715314354853597,3.6458265120111477
תפ_14786-08-19,v3 sim≥50 softmax,1.5378828427399895,3.552713678800501e-15
תפ_32339-12-19,v3 sim≥50 softmax,5.841419405496417,0.7507591905838282
תפ_14836-08-12,v3 sim≥50 softmax,0.8766498847670752,1.1244916431145562
תפ_43643-10-15,v3 sim≥50 softmax,3.9999999999999982,23.999999999999993
תפ_52515-03-20,v3 sim≥50 softmax,4.050728221957947,7.622509695561291
תפ_5795-07-14,v3 sim≥50 softmax,6.162035674536696,16.53145608416267
תפ_48598-11-20,v3 sim≥50 softmax,3.552713678800501e-15,12.0
תפ_26347-11-23,v3 sim≥50 softmax,17.302831678336588,1.9225580483383595
תפ_46550-12-16,v3 sim≥50 softmax,2.4410248466023585,2.1191590505748863
תפ_26985-11-21,v3 sim≥50 softmax,30.0,0.0
תפ_45994-08-21,v3 sim≥50 softmax,8.0,30.0
תפ_41599-03-22,v3 sim≥50 softmax,4.425875222688708,0.26473527187616597
תפ_40240-09-12,v3 sim≥50 softmax,0.726389472510057,4.099484986791751
תפ_31498-01-16,v3 sim≥50 softmax,30.43087567616098,49.33340026741429
תפ_44381-05-20,v3 sim≥50 softmax,2.3485215096770364,0.595192985064017
תפ_61452-12-22,v3 sim≥50 softmax,14.0,8.0
תפ_24154-01-12,v3 sim≥50 softmax,2.394011738872436,4.189520543026774
תפ_23648-12-19,v3 sim≥50 softmax,11.284782467867295,23.642391233933644
תפ_24044-06-22,v3 sim≥50 softmax,5.240578318268877,5.26626522325374
תפ_56677-02-23,v3 sim≥50 softmax,2.6426924979646564,3.4452152281795776
תפ_20477-02-20,v3 sim≥50 softmax,11.254789328481351,14.634945708994358
תפ_37083-11-14,v3 sim≥50 softmax,6.290539190628065,3.0491171323399087
תפ_50986-12-16,v3 sim≥50 softmax,9.307890417246767,4.9453846004270545
תפ_57474-03-19,v3 sim≥50 softmax,8.0,0.0
תפ_61087-12-18,v3 sim≥50 softmax,8.904657891073189,6.0
תפ_4338-04-13,v3 sim≥50 softmax,3.0603436441272187,2.269476841808938
תפ_37722-09-23,v3 sim≥50 softmax,10.429727887274048,8.256261732625646
תפ_7813-06-22,v3 sim≥50 softmax,3.0,12.0
תפ_38687-04-20,v3 sim≥50 softmax,0.9510641652218226,1.2543274126754298
תפ_38368-09-21,v3 sim≥50 softmax,1.081173407467535,3.517608102392046
תפ_30684-06-21,v3 sim≥50 softmax,12.864651578565955,2.7009472878627605
תפ_20770-11-22,v3 sim≥50 softmax,8.500417047830608,6.112246291649836
תפ_24215-06-13,v3 sim≥50 softmax,1.0754667801465736,5.619460960718747
תפ_36381-05-15,v3 sim≥50 softmax,7.025916337300419,7.931411731897676
תפ_18039-10-21,v3 sim≥50 softmax,2.2359617504982054,12.784263260788222
תפ_29984-08-16,v3 sim≥50 softmax,49.74639455194415,65.12680272402791
תפ_28615-08-17,v3 sim≥50 softmax,3.6929387777415883,3.734490726143406
תפ_14885-06-24,v3 sim≥50 softmax,2.6224593312018536,4.357215318412987
תפ_50998-03-23,v3 sim≥50 softmax,30.0,18.0
תפ_51145-02-15,v3 sim≥50 softmax,0.0,0.0
תפ_1756-04-15,v3 sim≥50 softmax,45.0,80.0
תפ_39808-05-23,v3 sim≥50 softmax,6.0000000000000036,7.105427357601002e-15
תפח_26637-09-13,v3 sim≥50 softmax,3.9320947109197135,17.946980753016675
תפ_25546-11-23,v3 sim≥50 softmax,1.7392114225545967,2.7420278492014845
תפ_54202-01-23,v3 sim≥50 softmax,12.19464239667979,17.72456687802692
תפ_11104-07-19,v3 sim≥50 softmax,12.41864497756977,14.127967466354654
תפ_40076-02-19,v3 sim≥50 softmax,3.9241418199787574,11.544850919872538
תפ_67387-08-23,v3 sim≥50 softmax,4.781090552148282,6.626167794495842
תפ_24548-06-13,v3 sim≥50 softmax,6.720619217038163,12.03456853297427
תפ_3884-10-23,v3 sim≥50 softmax,11.573692256798429,14.861770457078677
תפ_23253-12-15,v3 sim≥50 softmax,10.0,12.0
תפ_21139-04-17,v3 sim≥50 softmax,2.9332351431015447,2.1335297137969107
תפ_35019-12-13,v3 sim≥50 softmax,0.1192029220221178,2.622464284486586
תפ_39183-11-13,v3 sim≥50 softmax,1.8380267586349603,2.3631772611020807
תפ_45226-12-22,v3 sim≥50 softmax,1.1188794963777156,4.318027490905756
תפ_17030-02-22,v3 sim≥50 softmax,1.8102965072897348,5.336037775514072
תפ_67580-11-19,v3 sim≥50 softmax,4.000000000000002,11.999999999999996
תפ_68529-11-21,v3 sim≥50 softmax,16.728571689492423,26.589916304049027
תפ_51170-10-23,v3 sim≥50 softmax,6.123090300973814,6.593845484951309
תפ_14991-07-15,v3 sim≥50 softmax,99.99999999999999,84.0
תפ_30575-03-20,v3 sim≥50 softmax,8.054491655071502,2.8430174790527047
תפ_50819-09-11,v3 sim≥50 softmax,2.0,4.0
תפ_63505-01-17,v3 sim≥50 softmax,1.570933249928907,6.008554265351069
תפ_57539-11-15,v3 sim≥50 softmax,4.0,4.0
תפ_58812-10-17,v3 sim≥50 softmax,3.0,0.0
תפ_22526-02-21,v3 sim≥50 softmax,0.4376841223937262,9.991308157363378
תפ_47048-02-20,v3 sim≥50 softmax,53.93916164737692,36.64496874752301
תפ_1158-05-20,v3 sim≥50 softmax,16.0,24.000000000000004
תפ_33342-01-14,v3 sim≥50 softmax,5.0,2.6666666666666643
תפ_14411-11-21,v3 sim≥50 softmax,2.04367452827978,2.293730744343364
תפ_40922-11-15,v3 sim≥50 softmax,1.7203062264686508,12.0
תפ_4411-07-19,v3 sim≥50 softmax,11.728013974895504,12.983589896149851
תפ_55035-10-18,v3 sim≥50 softmax,0.0,7.051482536448667
תפ_37047-07-20,v3 sim≥50 softmax,6.638825578269511,13.48323872033454
תפח_1103-06,v3 sim≥50 softmax,76.10361103789802,98.63711391172075
תפ_30340-08-20,v3 sim≥50 softmax,12.380741908566304,15.651353063838457
תפ_24163-04-15,v3 sim≥50 softmax,6.0,0.0
תפ_61759-02-19,v3 sim≥50 softmax,7.94578394763974,5.032193489026689
תפ_63018-05-18,v3 sim≥50 softmax,1.9105822170131361,4.340315439782216
עפ_5681-23,v3 sim≥50 softmax,0.017528015668386132,5.4373898666907365
תפ_3622-10-13,v3 sim≥50 softmax,1.9454549513972434,4.288590374871763
תפ_3549-03-13,v3 sim≥50 softmax,0.0,1.0
תפ_12035-06-20,v3 sim≥50 softmax,13.551754199326446,21.76556362181794
תפ_1316-04-19,v3 sim≥50 softmax,12.695110583622196,21.978084285285078
תפ_18957-11-20,v3 sim≥50 softmax,0.9999999999999982,2.1931757358900086
תפ_14115-07-19,v3 sim≥50 softmax,3.6156198454077,2.6402552685168033
תפ_36328-09-15,v3 sim≥50 softmax,1.384550801341021,6.820704923432999
תפ_48905-12-20,v3 sim≥50 softmax,2.0,10.0
תפ_17856-11-21,v3 sim≥50 softmax,5.0,20.0
תפ_398-09-16,v3 sim≥50 softmax,1.3916209369627204,3.9301799590266384
תפ_13864-11-15,v3 sim≥50 softmax,24.0,24.0
תפח_1307-09-13,v3 sim≥50 softmax,11.675233523606813,6.81191619098297
תפ_59260-03-16,v3 sim≥50 softmax,7.401592917737631,13.379042560933229
תפ_24614-07-23,v3 sim≥50 softmax,6.224593312018545,3.7347559872111304
תפ_36369-08-17,v3 sim≥50 softmax,6.0,14.0
תפח_39974-12-12,v3 sim≥50 softmax,51.3646147682138,52.89229832065128
תפ_34514-06-14,v3 sim≥50 softmax,12.0,6.000000000000007
תפ_19384-05-16,v3 sim≥50 softmax,3.691576124913304,12.427081254193823
תפ_7942-05-18,v3 sim≥50 softmax,8.813059181002775,8.25217123516451
תפ_12791-05-20,v3 sim≥50 softmax,1.5629806688595416,1.2550349780525778
תפ_46930-03-22,v3 sim≥50 softmax,17.917838060823733,7.729253810045321
תפ_56031-10-19,v3 sim≥50 softmax,24.0,40.0
תפח_41585-03-16,v3 sim≥50 softmax,7.813004989840302,0.02879125877754518
תפ_51607-08-21,v3 sim≥50 softmax,26.0,30.0
תפ_6136-07-14,v3 sim≥50 softmax,8.636735862345393,12.900824278239078
תפ_26654-06-14,v3 sim≥50 softmax,2.0,6.0
תפ_17776-11-21,v3 sim≥50 softmax,4.104081060108939,2.4054303183423116
תפ_59004-08-23,v3 sim≥50 softmax,4.113223198629857,0.8976089345300551
תפ_42223-07-16,v3 sim≥50 softmax,0.9830596662074065,0.3117177419067332
עפ_5613-20,v3 sim≥50 softmax,2.06652976223919,0.46756131271681767
תפ_46546-02-21,v3 sim≥50 softmax,2.2652440127888767,14.939023948844508
תפ_49734-12-22,v3 sim≥50 softmax,16.757260610351324,11.280638678459226
תפ_6904-12-14,v3 sim≥50 softmax,3.688085772558761,6.118297951340281
תפ_15387-01-21,v3 sim≥50 softmax,5.169785467800317,14.319509017653154
תפ_2108-08-21,v3 sim≥50 softmax,6.0,36.0
תפ_57965-03-15,v3 sim≥50 softmax,1.7763568394002505e-15,3.0
תפ_53669-03-22,v3 sim≥50 softmax,6.0,6.0
תפ_21113-08-12,v3 sim≥50 softmax,0.8662962173172204,0.48127567628733914
תפ_7467-12-20,v3 sim≥50 softmax,19.15905441534009,15.227297056439937
תפ_22417-12-21,v3 sim≥50 softmax,1.177794142816408,0.8222058571835831
תפ_52789-09-22,v3 sim≥50 softmax,8.104323914164603,12.095557158381027
תפח_30145-08-13,v3 sim≥50 softmax,102.0,132.0
תפ_9355-10-19,v3 sim≥50 softmax,1.004125888723216,0.43918081355865013
תפ_30433-06-22,v3 sim≥50 softmax,1.4549310915754479,4.542022856515899
תפ_9211-05-21,v3 sim≥50 softmax,0.5980099347010874,7.043066808456576
תפ_17655-10-22,v3 sim≥50 softmax,7.329790196982234,9.895496554225772
תפ_7108-02-16,v3 sim≥50 softmax,13.335469307063612,13.058842525366146
תפ_43245-08-20,v3 sim≥50 softmax,12.40773333008714,20.794880347184353
תפ_36704-02-22,v3 sim≥50 softmax,12.0,11.999999999999986
תפ_43597-08-21,v3 sim≥50 softmax,4.282770653314195,3.6129788292154643
תפ_40256-11-14,v3 sim≥50 softmax,4.728350654297486,4.662714267575886
תפ_3986-06-22,v3 sim≥50 softmax,2.0,0.0
תפ_51296-08-21,v3 sim≥50 softmax,39.35223015123011,60.31810883068019
תפ_12480-04-16,v3 sim≥50 softmax,41.548466529857,45.50596800458749
תפ_10650-11-21,v3 sim≥50 softmax,3.397866019183308,11.999999999999993
תפ_51038-02-17,v3 sim≥50 softmax,16.009126633008997,21.363755443363324
תפ_26549-09-21,v3 sim≥50 softmax,4.723121301782687,2.9841568631036637
תפ_51912-09-23,v3 sim≥50 softmax,15.1383536015149,14.155702820667827
תפ_56739-09-20,v3 sim≥50 softmax,4.0,2.0
תפ_64119-05-21,v3 sim≥50 softmax,0.2652440127888731,1.8877033439907294
תפ_63953-01-24,v3 sim≥50 softmax,6.0,12.0
תפ_47870-03-22,v3 sim≥50 softmax,4.755081337596291,9.734755987211127
תפ_40492-12-14,v3 sim≥50 softmax,8.881784197001252e-16,2.489837324807418
עפ_2422-14,v3 sim≥50 softmax,9.085373064850224,13.10678655541237
תפ_25639-03-21,v3 sim≥50 softmax,13.997200097301882,21.65247578441918
תפ_12681-12-17,v3 sim≥50 softmax,9.0,12.0
תפ_2101-10-19,v3 sim≥50 softmax,2.6427846815870186,3.7754066879814516
תפ_17304-12-17,v3 sim≥50 softmax,21.807510330664734,23.287491983255094
תפ_8684-06-16,v3 sim≥50 softmax,13.606202672059908,20.961683046794782
תפ_44620-01-22,v3 sim≥50 softmax,0.014316173975380764,4.774472147884282
תפ_16446-10-14,v3 sim≥50 softmax,36.0,48.0
תפ_58027-12-21,v3 sim≥50 softmax,4.548137238122401,7.288823428734368
תפ_64950-06-16,v3 sim≥50 softmax,48.0,44.99999999999999
תפ_7165-06-15,v3 sim≥50 softmax,8.000000000000004,18.652503149252787
תפ_9983-05-16,v3 sim≥50 softmax,1.2500580606113392,10.81889387310612
תפ_44962-08-23,v3 sim≥50 softmax,2.333333333333334,0.3333333333333357
תפ_22588-03-22,v3 sim≥50 softmax,0.19875961394190078,1.1086338793366757
תפ_10549-06-15,v3 sim≥50 softmax,11.999999999999993,12.0
תפ_46267-08-23,v3 sim≥50 softmax,9.311453540367253,3.864467283038877
תפ_17948-09-17,v3 sim≥50 softmax,27.0,36.0
תפ_4612-07-22,v3 sim≥50 softmax,6.016096892171902,3.707166362004841
תפ_52223-10-23,v3 sim≥50 softmax,2.3320202093281353,3.2665048637425187
תפ_4102-11-20,v3 sim≥50 softmax,3.9150564416830385,8.395959118441567
תפ_18484-07-23,v3 sim≥50 softmax,55.53313083262836,63.36771278393051
תפ_41276-06-17,v3 sim≥50 softmax,5.58925643908743,11.193168366633174
תפ_37065-10-15,v3 sim≥50 softmax,11.390464230934661,6.123371623163891
תפ_35106-03-18,v3 sim≥50 softmax,12.0,12.000000000000014
תפ_57729-11-19,v3 sim≥50 softmax,5.5,14.000000000000004
תפ_23992-11-21,v3 sim≥50 softmax,1.9997284860304791,2.4633957389421113
תפ_24748-11-21,v3 sim≥50 softmax,4.092753247646119,9.377535715513417
תפ_59796-01-22,v3 sim≥50 softmax,26.096691917848936,29.397794611899286
עפ_2564-19,v3 sim≥50 softmax,9.89920374614212,2.4868512823308038
תפ_58773-08-21,v3 sim≥50 softmax,1.6980330439210505,14.5005757489524
עפג_2024-04-21,v3 sim≥50 softmax,1.0051119395546593,3.643940372186556
עפ_2596-18,v3 sim≥50 softmax,16.99331923813008,13.810893714323718
תפ_51209-04-23,v3 sim≥50 softmax,8.0,6.0
תפ_16835-07-16,v3 sim≥50 softmax,14.244759750977888,27.45670130859498
תפ_48621-05-22,v3 sim≥50 softmax,42.0,24.0
תפ_59422-07-14,v3 sim≥50 softmax,36.0,24.0
תפ_41775-01-11,v3 sim≥50 softmax,6.999999999999998,18.0
תפ_31334-11-15,v3 sim≥50 softmax,15.77340079475205,10.528080953702464
תפ_19417-11-16,v3 sim≥50 softmax,3.2689414213699948,1.6136485282199722
תפ_7196-03-21,v3 sim≥50 softmax,23.86304221158955,36.27160172050999
תפ_57914-10-13,v3 sim≥50 softmax,6.0,20.772702943560056
תפ_39727-12-20,v3 sim≥50 softmax,9.330436052454452,25.593046525890685
תפ_47284-06-18,v3 sim≥50 softmax,1.5140604770716557,2.0090238854682667
תפ_54104-07-12,v3 sim≥50 softmax,34.725148473830274,41.58518806685168
תפ_11134-01-19,v3 sim≥50 softmax,7.791375798748888,12.644591283477823
תפ_14684-07-24,v3 sim≥50 softmax,3.582240532902741,8.417759467097255
תפ_44840-06-16,v3 sim≥50 softmax,15.430019796510706,28.0
תפ_40536-10-20,v3 sim≥50 softmax,1.3392411325447249,1.463999109341792
עפ_1505-14,v3 sim≥50 softmax,2.2949341351913226,0.6391565917525206
תפ_12606-07-22,v3 sim≥50 softmax,17.145652596398115,16.76811688088469
תפ_39193-12-15,v3 sim≥50 softmax,3.1773673577041066,6.765830548857124
תפ_27405-05-22,v3 sim≥50 softmax,25.000000000000004,27.0
עפ_3877-16,v3 sim≥50 softmax,3.2898635799466547,6.858991224348735
תפ_26036-08-21,v3 sim≥50 softmax,2.0040713305450844,10.240809356515491
תפ_70231-02-19,v3 sim≥50 softmax,20.970194744087443,27.1259654578798
תפ_9384-04-20,v3 sim≥50 softmax,1.342488898388421,0.7801337015849121
תפ_12411-02-21,v3 sim≥50 softmax,10.0,2.000000000000007
תפ_9785-12-15,v3 sim≥50 softmax,5.4505794552211615,16.695234752378223
תפ_63305-08-22,v3 sim≥50 softmax,9.09412181249498,2.641492194079582
תפ_1783-04-23,v3 sim≥50 softmax,2.2535157533321524,4.809863185000886
תפח_34398-05-11,v3 sim≥50 softmax,50.93902394884451,43.46951197442226
תפ_53784-12-13,v3 sim≥50 softmax,7.999999999999998,18.0
תפ_3510-06-15,v3 sim≥50 softmax,12.0,18.0
תפ_9986-02-22,v3 sim≥50 softmax,0.0,3.552713678800501e-15
תפ_35295-09-23,v3 sim≥50 softmax,7.513569951822923,0.7439170798647297
תפ_2312-01-21,v3 sim≥50 softmax,2.0,6.0
תפ_5275-07-21,v3 sim≥50 softmax,29.41438609350952,17.31563884849095
תפ_39071-12-15,v3 sim≥50 softmax,3.6532741177709216,0.4799111766563833
תפ_31034-06-17,v3 sim≥50 softmax,0.973224305999592,2.895283721118922
תפ_14802-02-23,v3 sim≥50 softmax,0.394475244777583,8.559166940199027
תפ_62062-06-20,v3 sim≥50 softmax,0.2697014329298071,0.8091042987894284
תפ_55664-02-14,v3 sim≥50 softmax,0.0,0.0
תפ_20451-09-20,v3 sim≥50 softmax,2.419634687240327,0.6030502692517317
תפ_32227-11-20,v3 sim≥50 softmax,0.0,12.0
תפ_37175-07-20,v3 sim≥50 softmax,3.9065470020444053,15.493696134807294
תפ_1203-08-19,v3 sim≥50 softmax,14.953719505964886,17.83061593096936
תפ_16191-10-12,v3 sim≥50 softmax,1.7763568394002505e-15,12.0
תפ_38340-03-19,v3 sim≥50 softmax,8.77487251528504,4.825579090360236
תפ_40118-06-21,v3 sim≥50 softmax,3.110354679233957,25.9939539049645
תפ_60429-12-21,v3 sim≥50 softmax,1.399021636216876,1.0492662271626543
עפ_6496-21,v3 sim≥50 softmax,35.76777119405787,15.701694166850586
תפ_58852-03-21,v3 sim≥50 softmax,9.0,3.552713678800501e-15
תפ_34669-01-23,v3 sim≥50 softmax,17.094678123347133,0.7634315453003495
תפ_4325-02-21,v3 sim≥50 softmax,12.0,0.0
תפ_21029-10-19,v3 sim≥50 softmax,5.0,3.552713678800501e-15
תפ_983-05-15,v3 sim≥50 softmax,2.147079923715303,1.8226716559268183
תפ_26164-01-21,v3 sim≥50 softmax,0.408642386132966,1.335556295039332
עפ_2880-23,v3 sim≥50 softmax,14.531182432960314,18.460784190379016
תפ_12615-11-21,v3 sim≥50 softmax,6.519581767081231,8.697501342501798
תפח_44105-09-19,v3 sim≥50 softmax,65.99999999999997,42.0
תפ_16161-04-21,v3 sim≥50 softmax,11.191874744953395,13.336315571408193
תפ_61106-05-20,v3 sim≥50 softmax,3.0450987330796266,1.4924933050332783
תפ_58770-07-22,v3 sim≥50 softmax,24.0,20.0
תפ_50487-06-22,v3 sim≥50 softmax,0.4190130262155307,15.064969224540917
תפ_52479-01-18,v3 sim≥50 softmax,0.9870392178886895,1.8431753143109901
תפ_69261-01-23,v3 sim≥50 softmax,6.0,36.0
תפ_32659-05-18,v3 sim≥50 softmax,0.30333837769485683,7.608443981607131
תפ_20012-01-16,v3 sim≥50 softmax,1.0,18.0
תפ_57267-09-20,v3 sim≥50 softmax,0.18379774114629654,2.4243017320568967
תפ_12401-05-22,v3 sim≥50 softmax,5.895536461980413,0.7158031038973363
תפח_2642-04-19,v3 sim≥50 softmax,132.0,180.0
תפ_33552-09-16,v3 sim≥50 softmax,0.35648371437777726,5.818876422763751
תפ_35473-12-21,v3 sim≥50 softmax,3.9830968103835076,23.710714386308638
תפ_52964-03-22,v3 sim≥50 softmax,13.274764831770948,4.613906749198591
תפ_15376-06-13,v3 sim≥50 softmax,0.0,6.0
תפ_1716-11-22,v3 sim≥50 softmax,2.0,0.0
תפ_17237-02-12,v3 sim≥50 softmax,10.394017270081989,31.51604116318161
תפ_20307-05-20,v3 sim≥50 softmax,0.7649965888588852,1.9743646154320373
תפ_62958-09-17,v3 sim≥50 softmax,31.339127895091096,53.47477905312752
תפ_4734-12-22,v3 sim≥50 softmax,7.833261458743316,24.582947659981436
תפ_14810-04-16,v3 sim≥50 softmax,0.0,12.0
תפ_524-11-23,v3 sim≥50 softmax,1.0,10.582610385592467
תפ_53169-10-13,v3 sim≥50 softmax,9.282623569940883,6.652409557748214
תפ_57220-05-15,v3 sim≥50 softmax,24.0,24.0
תפ_41271-08-14,v3 sim≥50 softmax,1.7074170850865364,7.493989949450722
תפ_229-08-16,v3 sim≥50 softmax,58.2284423693207,76.35760876606636
עפ_5602-22,v3 sim≥50 softmax,10.155868944599714,5.760607122617138
תפח_15153-09-18,v3 sim≥50 softmax,55.863514717800285,76.63621766136035
תפ_36111-05-22,v3 sim≥50 softmax,4.1713125962927435,3.4254222786315367
תפ_39234-11-13,v3 sim≥50 softmax,0.0,0.0
תפ_40983-10-20,v3 sim≥50 softmax,0.0,0.0
עפ_4456-21,v3 sim≥50 softmax,2.334217330343556,26.358795696262348
תפ_69945-03-23,v3 sim≥50 softmax,10.910298160254921,18.151716360042485
תפ_30003-03-22,v3 sim≥50 softmax,8.262751051171065,9.209422147746778
תפ_70062-03-23,v3 sim≥50 softmax,7.117875381306753,8.36649255410562
תפ_50916-06-16,v3 sim≥50 softmax,13.0,12.0
תפ_29911-03-15,v3 sim≥50 softmax,10.384144331957955,2.7883196889593265
תפ_52091-02-20,v3 sim≥50 softmax,0.0,2.553344899130046
תפח_793-07-14,v3 sim≥50 softmax,96.0,132.0
תפ_42118-11-23,v3 sim≥50 softmax,15.999999999999998,26.0
תפ_21748-05-16,v3 sim≥50 softmax,0.5378828427399913,1.6136485282199686
תפ_41694-03-20,v3 sim≥50 softmax,6.0,12.0
תפ_6985-07-22,v3 sim≥50 softmax,11.541019915674696,4.99482457109071
תפ_15744-02-20,v3 sim≥50 softmax,14.33135713378794,14.543298691405028
תפ_48057-03-21,v3 sim≥50 softmax,4.0,8.0
תפ_23532-07-18,v3 sim≥50 softmax,12.0,12.0
תפ_34579-05-20,v3 sim≥50 softmax,11.0,4.0
תפ_58505-11-19,v3 sim≥50 softmax,14.846772400921246,25.95396257682539
תפ_3772-01-16,v3 sim≥50 softmax,1.1366239311200594,4.254600933371883
תפ_59298-02-24,v3 sim≥50 softmax,10.0,12.0
תפ_29529-07-20,v3 sim≥50 softmax,0.5691443309254467,0.6126297703705319
תפ_16370-02-20,v3 sim≥50 softmax,2.360874118648802,8.231273289623552
תפ_20154-07-20,v3 sim≥50 softmax,0.715217532132705,8.476811688088475
תפ_44157-08-16,v3 sim≥50 softmax,6.0,12.0
תפ_39831-02-22,v3 sim≥50 softmax,30.715217532132705,26.0
עפ_907-14,v3 sim≥50 softmax,1.6136485282199686,3.2272970564399373
תפ_17941-11-18,v3 sim≥50 softmax,2.392052601650306,0.034081753439032525
תפ_20387-03-23,v3 sim≥50 softmax,8.807431838381405,16.826805234379904
תפ_21459-01-16,v3 sim≥50 softmax,2.0,0.9999999999999929
תפ_13502-02-12,v3 sim≥50 softmax,1.6224593312018545,19.469511974422257
תפ_25631-03-22,v3 sim≥50 softmax,31.83344610298232,5.963288741948915
תפ_23872-02-19,v3 sim≥50 softmax,5.779863810993946,4.787137618891016
תפ_54879-08-16,v3 sim≥50 softmax,1.096587867945006,2.1931757358900157
תפ_5779-09-21,v3 sim≥50 softmax,2.6532769146426354,4.805609025239512
תפ_37871-05-19,v3 sim≥50 softmax,13.462839740964796,4.081523087882061
תפ_54202-12-21,v3 sim≥50 softmax,7.223679289463014,11.64143875656027
תפ_33458-08-14,v3 sim≥50 softmax,0.9189053746923648,7.209249377052373
תפח_63752-10-15,v3 sim≥50 softmax,20.0,24.0
תפ_40313-09-15,v3 sim≥50 softmax,2.7802224164428875,0.9830747560945099
תפ_46366-09-19,v3 sim≥50 softmax,6.343696006175968,13.931213018228704
תפ_19610-08-21,v3 sim≥50 softmax,6.017382003188075,9.26130436889283
תפ_45798-02-16,v3 sim≥50 softmax,2.0,0.0
תפ_68368-12-19,v3 sim≥50 softmax,3.084243704053364,3.3114802134815307
תפ_5214-02-24,v3 sim≥50 softmax,2.7473879549960714,13.8655477305184
תפ_56328-06-22,v3 sim≥50 softmax,6.433822015019896,16.68547552680004
תפ_34344-01-15,v3 sim≥50 softmax,0.0,0.0
תפ_50406-08-15,v3 sim≥50 softmax,7.0,6.0
תפ_47668-06-16,v3 sim≥50 softmax,4.664425818370731,9.974819435152192
תפ_27929-03-19,v3 sim≥50 softmax,20.8806465615784,28.256298338900265
תפ_3295-04-18,v3 sim≥50 softmax,0.3283350807408212,6.633848509581412
תפ_42197-05-22,v3 sim≥50 softmax,0.3298710622516712,0.7539052979757699
תפח_10713-11-21,v3 sim≥50 softmax,84.5829335443023,60.0
תפ_12543-08-23,v3 sim≥50 softmax,4.0,2.0
תפ_35186-03-18,v3 sim≥50 softmax,2.7572971276501974,8.396488042093601
תפ_58524-11-19,v3 sim≥50 softmax,22.6328609039452,33.66339750268162
תפ_3006-01-14,v3 sim≥50 softmax,3.0000000000000018,3.0
תפ_33577-04-12,v3 sim≥50 softmax,4.905446857161863,14.189106285676274
תפ_28845-04-22,v3 sim≥50 softmax,8.265244012788873,8.408535923266761
תפ_51207-09-12,v3 sim≥50 softmax,14.53788284273999,30.882589949589963
תפ_35007-04-13,v3 sim≥50 softmax,7.431403149834818,6.052690020843805
תפ_1715-07-21,v3 sim≥50 softmax,7.0,2.0
תפ_3451-02-14,v3 sim≥50 softmax,2.689422156886362,1.8446914391330225
תפ_51228-09-11,v3 sim≥50 softmax,0.0,0.0
תפ_42697-05-18,v3 sim≥50 softmax,2.4557760913520603,16.28158904742795
