domain,rep_a,rep_b,metric,n_models,mean_a,mean_b,diff_a_minus_b,wilcoxon_W,p_value,p_fdr_bh,sig_005
drugs,fe_gpt_schema,manual_fe,F1_strict_oracle,8,0.8334949073837226,0.903217786555526,-0.06972287917180342,0.0,0.0078125,0.041015625,True
drugs,gpt_free,gpt_law,F1_strict_oracle,8,0.8744909010129281,0.856264334539796,0.018226566473132144,3.5,0.046875,0.08948863636363635,False
drugs,gpt_free,hybrid_full_gpt,F1_strict_oracle,8,0.8744909010129281,0.8805920529470361,-0.0061011519341079845,13.0,0.546875,0.6380208333333334,False
drugs,gpt_free,hybrid_manual_gpt,F1_strict_oracle,8,0.8744909010129281,0.8745518009128781,-6.089989994995104e-05,15.0,0.7421875,0.779296875,False
drugs,gpt_free,manual_fe,F1_strict_oracle,8,0.8744909010129281,0.903217786555526,-0.028726885542597835,0.0,0.0078125,0.041015625,True
drugs,gpt_law,hybrid_full_gpt,F1_strict_oracle,8,0.856264334539796,0.8805920529470361,-0.02432771840724013,3.0,0.0390625,0.08203125,False
drugs,gpt_law,hybrid_manual_gpt,F1_strict_oracle,8,0.856264334539796,0.8745518009128781,-0.018287466373082095,1.0,0.015625,0.0546875,False
drugs,gpt_law,manual_fe,F1_strict_oracle,8,0.856264334539796,0.903217786555526,-0.04695345201572998,0.0,0.0078125,0.041015625,True
drugs,hybrid_full_gpt,hybrid_manual_gpt,F1_strict_oracle,8,0.8805920529470361,0.8745518009128781,0.0060402520341580335,14.0,0.640625,0.7080592105263158,False
drugs,hybrid_full_gpt,manual_fe,F1_strict_oracle,8,0.8805920529470361,0.903217786555526,-0.02262573360848985,4.0,0.0546875,0.095703125,False
drugs,hybrid_manual_gpt,manual_fe,F1_strict_oracle,8,0.8745518009128781,0.903217786555526,-0.028665985642647884,0.0,0.0078125,0.041015625,True
weapon,facts,fe_gpt_schema,F1_strict_oracle,8,0.7540385587647656,0.6119045345053039,0.14213402425946164,0.0,0.0078125,0.02734375,True
weapon,facts,gpt_free,F1_strict_oracle,8,0.7540385587647656,0.7254492614897929,0.028589297274972614,4.0,0.0546875,0.08203125,False
weapon,facts,gpt_law,F1_strict_oracle,8,0.7540385587647656,0.7295281373054241,0.024510421459341458,4.0,0.0546875,0.08203125,False
weapon,facts,hybrid_full_gpt,F1_strict_oracle,8,0.7540385587647656,0.756908030311551,-0.002869471546785407,17.0,0.9453125,0.9453125,False
weapon,facts,hybrid_manual_gpt,F1_strict_oracle,8,0.7540385587647656,0.7209798937923761,0.03305866497238941,3.5,0.046875,0.08203125,False
weapon,facts,manual_fe,F1_strict_oracle,8,0.7540385587647656,0.7650982166153197,-0.011059657850554183,12.5,0.5,0.5526315789473684,False
weapon,fe_gpt_schema,gpt_free,F1_strict_oracle,8,0.6119045345053039,0.7254492614897929,-0.11354472698448903,0.0,0.0078125,0.02734375,True
weapon,fe_gpt_schema,gpt_law,F1_strict_oracle,8,0.6119045345053039,0.7295281373054241,-0.11762360280012019,0.0,0.0078125,0.02734375,True
weapon,fe_gpt_schema,hybrid_full_gpt,F1_strict_oracle,8,0.6119045345053039,0.756908030311551,-0.14500349580624705,0.0,0.0078125,0.02734375,True
weapon,fe_gpt_schema,hybrid_manual_gpt,F1_strict_oracle,8,0.6119045345053039,0.7209798937923761,-0.10907535928707224,0.0,0.0078125,0.02734375,True
weapon,fe_gpt_schema,manual_fe,F1_strict_oracle,8,0.6119045345053039,0.7650982166153197,-0.15319368211001583,0.0,0.0078125,0.02734375,True
weapon,gpt_free,gpt_law,F1_strict_oracle,8,0.7254492614897929,0.7295281373054241,-0.0040788758156311555,10.0,0.3125,0.41015625,False
weapon,gpt_free,hybrid_full_gpt,F1_strict_oracle,8,0.7254492614897929,0.756908030311551,-0.03145876882175802,4.0,0.0546875,0.08203125,False
weapon,gpt_free,hybrid_manual_gpt,F1_strict_oracle,8,0.7254492614897929,0.7209798937923761,0.004469367697416793,14.0,0.640625,0.6726562500000001,False
weapon,gpt_free,manual_fe,F1_strict_oracle,8,0.7254492614897929,0.7650982166153197,-0.0396489551255268,2.0,0.0234375,0.0703125,False
weapon,gpt_law,hybrid_full_gpt,F1_strict_oracle,8,0.7295281373054241,0.756908030311551,-0.027379893006126865,5.0,0.078125,0.109375,False
weapon,gpt_law,hybrid_manual_gpt,F1_strict_oracle,8,0.7295281373054241,0.7209798937923761,0.008548243513047948,11.0,0.3828125,0.4728860294117647,False
weapon,gpt_law,manual_fe,F1_strict_oracle,8,0.7295281373054241,0.7650982166153197,-0.03557007930989564,4.0,0.0546875,0.08203125,False
weapon,hybrid_full_gpt,hybrid_manual_gpt,F1_strict_oracle,8,0.756908030311551,0.7209798937923761,0.035928136519174814,4.0,0.0546875,0.08203125,False
weapon,hybrid_full_gpt,manual_fe,F1_strict_oracle,8,0.756908030311551,0.7650982166153197,-0.008190186303768776,12.0,0.4609375,0.5377604166666667,False
weapon,hybrid_manual_gpt,manual_fe,F1_strict_oracle,8,0.7209798937923761,0.7650982166153197,-0.04411832282294359,3.0,0.0390625,0.08203125,False
