src,tgt,src_domain,tgt_domain,src_in_set,tgt_in_set
תפ_4435-07-19,תפ_16958-01-14,drugs,drugs,True,True
תפ_4435-07-19,תפ_53517-08-15,drugs,drugs,True,True
תפ_4435-07-19,תפ_74036-12-19,drugs,drugs,True,True
תפ_4435-07-19,תפ_8843-02-15,drugs,drugs,True,True
תפ_22211-06-15,תפ_37002-02-16,drugs,drugs,True,True
תפ_22211-06-15,תפ_7568-04-14,drugs,drugs,True,True
תפ_22211-06-15,תפ_2415-12-13,drugs,drugs,True,True
תפ_22211-06-15,תפ_44601-05-14,drugs,drugs,True,True
תפ_22211-06-15,תפ_36431-04-15,drugs,drugs,True,True
תפ_14474-03-20,תפ_3001-08-12,drugs,drugs,True,True
תפ_13053-08-19,תפ_70274-07-20,drugs,drugs,True,True
תפ_58505-11-19,תפ_20425-02-20,drugs,weapon,True,True
תפ_58505-11-19,תפ_35684-04-18,drugs,weapon,True,True
תפ_58505-11-19,תפ_50551-03-18,drugs,weapon,True,True
תפ_58505-11-19,תפ_15105-08-14,drugs,weapon,True,True
תפ_58505-11-19,תפ_1108-05-15,drugs,drugs,True,True
תפ_58505-11-19,תפ_55035-10-18,drugs,drugs,True,True
תפ_33183-03-18,תפ_36431-04-15,drugs,drugs,True,True
תפ_33183-03-18,תפ_44601-05-14,drugs,drugs,True,True
תפ_33183-03-18,תפ_63092-12-13,drugs,drugs,True,True
תפ_15783-08-22,תפ_20767-09-16,drugs,drugs,True,True
תפ_15783-08-22,תפ_19988-08-19,drugs,drugs,True,True
תפ_15783-08-22,תפ_50729-04-21,drugs,drugs,True,True
תפ_15783-08-22,תפ_41902-03-21,drugs,drugs,True,True
תפ_15783-08-22,תפ_31271-01-23,drugs,drugs,True,True
תפ_5341-07-19,תפ_64418-09-16,drugs,drugs,True,True
תפ_5341-07-19,תפ_41968-09-17,drugs,drugs,True,True
תפ_5341-07-19,תפ_16759-07-17,drugs,drugs,True,True
תפ_5341-07-19,תפ_48512-04-15,drugs,drugs,True,True
תפ_5341-07-19,תפ_16969-03-15,drugs,drugs,True,True
תפ_5341-07-19,תפ_21679-04-15,drugs,drugs,True,True
תפ_5341-07-19,תפ_5119-09-13,drugs,drugs,True,True
תפ_28292-09-20,תפ_11370-07-16,drugs,drugs,True,True
תפ_28292-09-20,תפ_30278-05-12,drugs,drugs,True,True
תפ_1484-03-24,תפ_49625-04-17,drugs,drugs,True,True
תפ_1484-03-24,תפ_40327-10-19,drugs,drugs,True,True
תפ_1484-03-24,תפ_39513-02-21,drugs,drugs,True,True
תפ_1484-03-24,תפ_13048-04-21,drugs,drugs,True,True
תפ_1484-03-24,תפ_10812-12-21,drugs,drugs,True,True
תפ_1484-03-24,תפ_69612-01-23,drugs,drugs,True,True
תפ_15747-08-22,עפ_6029-03,drugs,drugs,True,True
תפ_15747-08-22,תפ_46978-01-22,drugs,drugs,True,True
תפ_15747-08-22,תפ_5649-09-21,drugs,drugs,True,True
תפ_15747-08-22,תפ_41833-08-23,drugs,drugs,True,True
תפ_15747-08-22,תפ_26620-12-16,drugs,drugs,True,True
תפ_44882-08-13,תפ_17410-08-13,drugs,drugs,True,True
תפ_1990-11-22,תפ_63413-01-22,drugs,drugs,True,True
תפ_1990-11-22,תפ_46786-04-18,drugs,drugs,True,True
תפ_1990-11-22,תפ_58966-01-18,drugs,drugs,True,True
תפ_1990-11-22,תפ_55287-02-17,drugs,drugs,True,True
תפ_1990-11-22,תפ_37958-02-19,drugs,drugs,True,True
תפ_1990-11-22,תפ_11608-07-16,drugs,drugs,True,True
תפ_1352-08-22,תפ_42761-01-18,drugs,drugs,True,True
תפ_1352-08-22,תפ_22537-01-18,drugs,drugs,True,True
תפ_1352-08-22,תפ_13718-09-16,drugs,drugs,True,True
תפ_1352-08-22,תפ_19902-12-16,drugs,drugs,True,True
תפ_1352-08-22,תפ_67527-03-18,drugs,drugs,True,True
תפ_42806-07-18,תפ_40484-05-16,drugs,drugs,True,True
תפ_42806-07-18,תפ_50497-04-17,drugs,drugs,True,True
תפ_42806-07-18,תפ_1969-02-17,drugs,drugs,True,True
תפ_42806-07-18,תפ_38435-11-17,drugs,drugs,True,True
תפ_42806-07-18,תפ_29577-11-16,drugs,drugs,True,True
תפ_42806-07-18,תפ_2200-02-18,drugs,drugs,True,True
תפ_29373-12-23,תפ_55035-10-18,drugs,drugs,True,True
תפ_29373-12-23,תפ_44501-11-16,drugs,drugs,True,True
תפ_5486-09-21,תפ_51797-01-21,drugs,drugs,True,True
תפ_5486-09-21,תפ_30039-04-20,drugs,drugs,True,True
תפ_15263-09-18,תפ_39299-11-18,drugs,drugs,True,True
תפ_15263-09-18,תפ_46497-09-16,drugs,drugs,True,True
תפ_15263-09-18,תפ_17098-06-12,drugs,drugs,True,True
תפ_15263-09-18,תפ_48281-08-18,drugs,drugs,True,True
תפ_15263-09-18,תפ_22160-02-14,drugs,drugs,True,True
תפ_21666-04-17,תפ_1788-06-17,drugs,drugs,True,True
תפ_21666-04-17,תפ_1969-02-17,drugs,drugs,True,True
תפ_12241-08-20,תפ_49034-02-19,drugs,drugs,True,True
תפ_60295-03-22,עפ_6029-03,drugs,drugs,True,True
תפ_8633-04-15,עפ_6029-03,drugs,drugs,True,True
תפ_47874-04-19,עפ_6029-03,drugs,drugs,True,True
תפ_47874-04-19,תפ_10316-06-13,drugs,drugs,True,True
תפ_47874-04-19,תפ_1872-10-15,drugs,drugs,True,True
תפ_47874-04-19,תפ_37551-01-16,drugs,drugs,True,True
תפ_47378-06-15,תפ_8123-04-14,drugs,drugs,True,True
תפ_47378-06-15,תפ_59586-01-14,drugs,drugs,True,True
תפ_39324-07-17,תפ_17917-05-14,drugs,drugs,True,True
תפ_39324-07-17,תפ_6800-09-13,drugs,drugs,True,True
תפ_27992-01-24,תפ_1352-08-22,drugs,drugs,True,True
תפ_27992-01-24,תפ_73652-01-18,drugs,drugs,True,True
תפ_27992-01-24,תפ_35274-02-19,drugs,drugs,True,True
תפ_27992-01-24,תפ_42361-08-23,drugs,drugs,True,True
תפ_27992-01-24,תפ_29707-03-22,drugs,drugs,True,True
תפ_27992-01-24,תפ_46267-08-23,drugs,weapon,True,True
תפ_29216-07-16,עפ_6029-03,drugs,drugs,True,True
תפ_29216-07-16,תפ_53517-08-15,drugs,drugs,True,True
תפ_29216-07-16,תפ_29504-09-13,drugs,drugs,True,True
תפ_29216-07-16,תפ_54487-02-16,drugs,drugs,True,True
תפ_22140-04-18,תפ_620-01-17,drugs,drugs,True,True
תפ_22140-04-18,תפ_737-10-13,drugs,drugs,True,True
תפ_22140-04-18,תפ_19902-12-16,drugs,drugs,True,True
תפ_22140-04-18,תפ_33745-01-13,drugs,drugs,True,True
תפ_22140-04-18,תפ_26620-12-16,drugs,drugs,True,True
תפ_22140-04-18,תפ_6788-06-16,drugs,drugs,True,True
תפ_30637-02-21,תפ_37958-02-19,drugs,drugs,True,True
תפ_30637-02-21,תפ_11720-07-16,drugs,drugs,True,True
תפ_30637-02-21,תפ_40239-09-17,drugs,drugs,True,True
תפ_30637-02-21,תפ_30538-02-19,drugs,drugs,True,True
תפ_30637-02-21,תפ_52882-04-15,drugs,drugs,True,True
תפ_30637-02-21,תפ_50059-04-15,drugs,drugs,True,True
תפ_30637-02-21,תפ_1108-05-15,drugs,drugs,True,True
תפ_4878-05-23,תפ_21530-01-20,drugs,drugs,True,True
תפ_4878-05-23,תפ_68386-11-20,drugs,drugs,True,True
תפ_4878-05-23,תפק_6666-09-19,drugs,drugs,True,True
תפ_4878-05-23,תפ_2908-05-17,drugs,drugs,True,True
תפ_4878-05-23,תפ_9369-01-13,drugs,drugs,True,True
תפ_6793-04-23,תפ_53220-09-24,drugs,weapon,True,True
תפ_6793-04-23,תפ_26182-10-14,drugs,weapon,True,True
תפ_6793-04-23,תפ_18228-09-22,drugs,weapon,True,True
תפ_6793-04-23,תפ_65412-06-23,drugs,weapon,True,True
תפ_42704-01-20,תפ_14829-07-16,drugs,drugs,True,True
תפ_42704-01-20,תפ_59087-01-18,drugs,drugs,True,True
תפ_42704-01-20,תפ_16419-02-21,drugs,drugs,True,True
תפ_42704-01-20,תפ_40331-03-18,drugs,drugs,True,True
תפ_6788-06-16,תפ_27277-01-15,drugs,weapon,True,True
תפ_6788-06-16,תפ_7498-11-14,drugs,weapon,True,True
תפ_6788-06-16,תפ_23513-03-14,drugs,weapon,True,True
תפ_46939-09-23,תפ_10875-12-21,drugs,weapon,True,True
תפ_46939-09-23,תפ_44540-10-20,drugs,drugs,True,True
תפ_46939-09-23,תפ_44129-09-19,drugs,drugs,True,True
תפ_20339-09-19,תפ_54134-05-18,drugs,drugs,True,True
תפ_20339-09-19,תפ_40331-03-18,drugs,drugs,True,True
תפ_34561-01-23,תפ_7867-04-22,drugs,drugs,True,True
תפ_34561-01-23,תפ_37495-01-20,drugs,drugs,True,True
תפ_34561-01-23,תפ_3750-08-20,drugs,drugs,True,True
תפ_34561-01-23,תפ_49034-02-19,drugs,drugs,True,True
תפ_16715-12-20,תפ_4355-10-20,drugs,weapon,True,True
תפ_11969-01-18,תפ_32704-10-14,drugs,drugs,True,True
תפ_10150-06-13,עפ_6029-03,drugs,drugs,True,True
תפ_17023-12-18,תפ_26709-06-14,drugs,drugs,True,True
תפ_17023-12-18,תפ_51933-05-12,drugs,drugs,True,True
תפ_17023-12-18,תפ_12111-12-12,drugs,drugs,True,True
תפ_21127-08-21,תפ_43983-05-19,drugs,drugs,True,True
תפ_57043-06-16,תפ_17917-05-14,drugs,drugs,True,True
תפ_57043-06-16,תפ_6800-09-13,drugs,drugs,True,True
תפ_30013-04-21,תפ_2816-11-22,drugs,drugs,True,True
תפ_30013-04-21,תפ_51006-11-21,drugs,drugs,True,True
תפ_4488-05-22,תפ_65963-10-21,drugs,drugs,True,True
תפ_4488-05-22,תפ_15059-08-20,drugs,drugs,True,True
תפ_4488-05-22,תפ_5775-02-18,drugs,drugs,True,True
תפ_2444-01-21,תפ_34210-08-18,drugs,drugs,True,True
תפ_3688-07-15,תפ_27542-11-14,drugs,drugs,True,True
תפ_3688-07-15,תפ_30494-12-11,drugs,drugs,True,True
תפ_33916-02-22,תפ_25458-11-18,drugs,drugs,True,True
תפ_33916-02-22,תפ_17677-04-17,drugs,drugs,True,True
תפ_33916-02-22,תפ_45480-02-19,drugs,drugs,True,True
תפ_69325-10-21,תפ_13939-07-18,drugs,drugs,True,True
תפ_47304-02-18,עפ_6029-03,drugs,drugs,True,True
תפ_47304-02-18,תפ_33848-05-14,drugs,drugs,True,True
תפ_47304-02-18,תפ_59572-07-15,drugs,drugs,True,True
תפ_47304-02-18,תפ_46090-03-14,drugs,drugs,True,True
תפ_47396-07-19,תפ_44091-11-15,drugs,drugs,True,True
תפ_47396-07-19,תפ_57043-06-16,drugs,drugs,True,True
תפ_33839-04-18,תפ_1969-02-17,drugs,drugs,True,True
תפ_19391-11-24,תפ_13861-04-17,drugs,drugs,True,True
תפ_32835-09-21,תפ_21806-01-19,drugs,drugs,True,True
תפ_31419-11-20,תפ_17677-04-17,drugs,drugs,True,True
תפ_31419-11-20,תפ_4460-04-18,drugs,drugs,True,True
תפ_31419-11-20,תפ_43394-11-19,drugs,drugs,True,True
תפ_31419-11-20,תפ_8843-02-15,drugs,drugs,True,True
תפ_61158-05-20,תפ_39500-07-20,drugs,weapon,True,True
תפ_61158-05-20,תפ_38687-04-20,drugs,weapon,True,True
תפ_61158-05-20,תפ_52416-06-20,drugs,weapon,True,True
תפ_61158-05-20,תפ_41522-05-18,drugs,weapon,True,True
תפ_61158-05-20,תפ_14115-07-19,drugs,weapon,True,True
תפ_61158-05-20,תפ_22160-02-14,drugs,drugs,True,True
תפ_13598-05-23,תפ_14553-12-23,drugs,drugs,True,True
תפ_13598-05-23,תפ_20638-04-22,drugs,drugs,True,True
תפ_13598-05-23,תפ_8066-09-21,drugs,drugs,True,True
תפ_13598-05-23,תפ_25458-11-18,drugs,drugs,True,True
תפ_48479-07-22,עפ_6029-03,drugs,drugs,True,True
תפ_28496-07-14,תפ_16209-03-13,drugs,drugs,True,True
תפ_28496-07-14,תפ_58167-11-10,drugs,drugs,True,True
תפ_28496-07-14,תפ_60476-05-13,drugs,drugs,True,True
תפ_28496-07-14,תפ_25379-05-14,drugs,drugs,True,True
תפ_28496-07-14,תפ_61235-05-13,drugs,drugs,True,True
תפ_28496-07-14,תפ_30494-12-11,drugs,drugs,True,True
תפ_28496-07-14,תפ_59586-01-14,drugs,drugs,True,True
תפ_28496-07-14,תפ_29090-08-15,drugs,drugs,True,True
תפ_28496-07-14,תפ_47378-06-15,drugs,drugs,True,True
תפ_28496-07-14,תפ_13289-03-15,drugs,drugs,True,True
תפ_28496-07-14,תפ_33125-01-14,drugs,drugs,True,True
תפ_29005-11-20,תפ_10300-06-20,drugs,weapon,True,True
תפ_26126-03-22,תפ_15059-08-20,drugs,drugs,True,True
תפ_26126-03-22,תפ_25859-10-19,drugs,drugs,True,True
תפ_26298-07-23,תפ_14474-03-20,drugs,drugs,True,True
תפ_10812-12-21,תפ_39513-02-21,drugs,drugs,True,True
תפ_10812-12-21,תפ_49625-04-17,drugs,drugs,True,True
תפ_10812-12-21,תפ_13048-04-21,drugs,drugs,True,True
תפ_10812-12-21,תפ_40327-10-19,drugs,drugs,True,True
תפ_10812-12-21,תפ_51797-01-21,drugs,drugs,True,True
תפ_54732-03-18,תפ_18510-10-14,drugs,drugs,True,True
תפ_54732-03-18,תפ_54826-08-16,drugs,drugs,True,True
תפ_9460-10-19,תפ_24689-03-15,drugs,drugs,True,True
תפ_39953-08-24,תפ_41687-01-22,drugs,drugs,True,True
תפ_39953-08-24,תפ_51811-03-21,drugs,drugs,True,True
תפ_38435-11-17,תפ_40484-05-16,drugs,drugs,True,True
תפ_38435-11-17,תפ_50497-04-17,drugs,drugs,True,True
תפ_38435-11-17,תפ_1969-02-17,drugs,drugs,True,True
תפ_16540-08-21,עפ_6029-03,drugs,drugs,True,True
תפ_28371-03-17,תפ_1788-06-17,drugs,drugs,True,True
תפ_28371-03-17,תפ_1969-02-17,drugs,drugs,True,True
תפ_40082-02-22,תפ_42197-05-22,drugs,weapon,True,True
תפ_40082-02-22,תפ_42106-01-22,drugs,weapon,True,True
תפ_40082-02-22,תפ_21806-01-19,drugs,drugs,True,True
תפ_36827-11-15,תפ_48938-01-15,drugs,drugs,True,True
תפ_36827-11-15,תפ_55163-03-15,drugs,drugs,True,True
תפ_36827-11-15,תפ_8633-04-15,drugs,drugs,True,True
תפ_36827-11-15,תפ_23322-02-16,drugs,drugs,True,True
תפ_36827-11-15,תפ_16980-01-14,drugs,drugs,True,True
תפ_15787-01-17,תפ_620-01-17,drugs,drugs,True,True
תפ_15787-01-17,תפ_737-10-13,drugs,drugs,True,True
תפ_15787-01-17,תפ_19902-12-16,drugs,drugs,True,True
תפ_15787-01-17,תפ_607-10-13,drugs,drugs,True,True
תפ_15787-01-17,תפ_33745-01-13,drugs,drugs,True,True
תפ_13373-10-23,עפ_6029-03,drugs,drugs,True,True
תפ_13373-10-23,תפ_10139-03-21,drugs,drugs,True,True
תפ_39513-02-21,תפ_49625-04-17,drugs,drugs,True,True
תפ_52145-01-20,תפ_43875-08-17,drugs,drugs,True,True
תפ_52145-01-20,עפ_6029-03,drugs,drugs,True,True
תפ_52145-01-20,תפ_40639-10-17,drugs,drugs,True,True
תפ_8330-12-21,תפ_34271-10-18,drugs,drugs,True,True
תפ_4658-07-22,תפ_10812-12-21,drugs,drugs,True,True
תפ_4658-07-22,תפ_13048-04-21,drugs,drugs,True,True
תפ_4658-07-22,תפ_37495-01-20,drugs,drugs,True,True
תפ_4658-07-22,תפ_686-05-21,drugs,drugs,True,True
תפ_4658-07-22,תפ_51797-01-21,drugs,drugs,True,True
תפ_63652-05-24,תפ_53833-03-23,drugs,drugs,True,True
תפ_63652-05-24,תפ_34898-10-21,drugs,drugs,True,True
תפ_49510-11-23,תפ_76171-01-23,drugs,drugs,True,True
תפ_49510-11-23,תפ_9763-11-19,drugs,drugs,True,True
תפ_49510-11-23,תפ_28315-05-23,drugs,drugs,True,True
תפ_49510-11-23,תפ_59541-10-18,drugs,drugs,True,True
תפ_26685-11-18,עפ_6029-03,drugs,drugs,True,True
תפ_26685-11-18,תפ_43875-08-17,drugs,drugs,True,True
תפ_26685-11-18,תפ_30717-01-19,drugs,drugs,True,True
תפ_26685-11-18,תפ_48135-05-14,drugs,drugs,True,True
תפ_26685-11-18,תפ_36431-04-15,drugs,drugs,True,True
תפ_41833-08-23,תפ_1352-08-22,drugs,drugs,True,True
תפ_41833-08-23,תפ_47987-12-22,drugs,drugs,True,True
תפ_41833-08-23,תפ_38450-09-20,drugs,drugs,True,True
תפ_16603-06-16,תפ_21059-03-16,drugs,drugs,True,True
תפ_16603-06-16,תפ_16958-01-14,drugs,drugs,True,True
תפ_16603-06-16,תפ_63025-03-15,drugs,drugs,True,True
תפ_16603-06-16,תפ_15425-02-14,drugs,drugs,True,True
תפ_16603-06-16,תפ_3001-08-12,drugs,drugs,True,True
תפ_64660-01-22,תפ_16690-05-19,drugs,drugs,True,True
תפ_61181-02-19,תפ_41968-09-17,drugs,drugs,True,True
תפ_61181-02-19,תפ_20767-09-16,drugs,drugs,True,True
תפ_22537-01-18,תפ_41280-09-16,drugs,drugs,True,True
תפ_22537-01-18,תפ_620-01-17,drugs,drugs,True,True
תפ_22537-01-18,תפ_737-10-13,drugs,drugs,True,True
תפ_22537-01-18,תפ_22433-05-18,drugs,drugs,True,True
תפ_22537-01-18,תפ_33745-01-13,drugs,drugs,True,True
תפ_22537-01-18,תפ_4435-11-17,drugs,drugs,True,True
תפ_53373-04-13,עפ_6029-03,drugs,drugs,True,True
תפ_53373-04-13,תפ_51123-01-12,drugs,drugs,True,True
תפ_53373-04-13,תפ_37340-06-12,drugs,drugs,True,True
תפ_13956-08-14,תפ_4001-11-12,drugs,drugs,True,True
תפ_16826-04-18,תפ_42761-01-18,drugs,drugs,True,True
תפ_16826-04-18,תפ_19902-12-16,drugs,drugs,True,True
תפ_16826-04-18,תפ_4435-11-17,drugs,drugs,True,True
תפ_16826-04-18,תפ_22433-05-18,drugs,drugs,True,True
תפ_16826-04-18,תפ_22140-04-18,drugs,drugs,True,True
תפ_63696-02-18,עפ_6029-03,drugs,drugs,True,True
תפ_63696-02-18,תפ_68051-09-16,drugs,drugs,True,True
תפ_63696-02-18,תפ_19218-01-16,drugs,drugs,True,True
תפ_17642-11-20,תפ_45195-11-20,drugs,drugs,True,True
תפ_17642-11-20,תפ_44540-10-20,drugs,drugs,True,True
תפ_17642-11-20,תפ_44129-09-19,drugs,drugs,True,True
תפ_17642-11-20,תפ_43983-05-19,drugs,drugs,True,True
תפ_17642-11-20,תפ_6322-04-16,drugs,drugs,True,True
תפ_29520-01-21,עפ_6029-03,drugs,drugs,True,True
תפ_29520-01-21,תפ_59971-01-17,drugs,drugs,True,True
תפ_15208-11-20,תפ_48568-10-15,drugs,drugs,True,True
תפ_57910-06-24,תפ_28847-09-20,drugs,drugs,True,True
תפ_57910-06-24,תפ_28397-10-19,drugs,drugs,True,True
תפ_57910-06-24,תפ_17677-04-17,drugs,drugs,True,True
תפ_60394-12-12,עפ_6029-03,drugs,drugs,True,True
תפ_19412-05-18,תפ_40639-10-17,drugs,drugs,True,True
תפ_19412-05-18,תפ_56059-07-17,drugs,drugs,True,True
תפ_19412-05-18,תפ_39589-07-13,drugs,drugs,True,True
תפ_19412-05-18,תפ_21605-07-13,drugs,drugs,True,True
תפ_34210-08-18,תפ_63584-03-18,drugs,drugs,True,True
תפ_34210-08-18,תפ_19591-11-15,drugs,drugs,True,True
תפ_25133-03-17,תפ_43195-09-15,drugs,drugs,True,True
תפ_25133-03-17,תפ_42543-06-14,drugs,drugs,True,True
תפ_25133-03-17,תפ_51933-05-12,drugs,drugs,True,True
תפ_25133-03-17,תפ_37340-06-12,drugs,drugs,True,True
תפ_25133-03-17,תפ_12111-12-12,drugs,drugs,True,True
תפ_25133-03-17,תפ_24156-11-12,drugs,drugs,True,True
תפ_25133-03-17,תפ_53219-03-14,drugs,drugs,True,True
תפ_39308-05-15,עפ_6029-03,drugs,drugs,True,True
תפ_47589-10-22,תפ_74740-06-20,drugs,drugs,True,True
תפ_47589-10-22,תפ_44181-01-17,drugs,drugs,True,True
תפ_47589-10-22,תפ_50520-12-17,drugs,drugs,True,True
תפ_47589-10-22,תפ_71968-02-19,drugs,drugs,True,True
תפ_14786-03-20,תפ_44279-06-21,drugs,drugs,True,True
תפ_13748-03-15,תפ_29504-09-13,drugs,drugs,True,True
תפ_51797-01-21,תפ_17677-04-17,drugs,drugs,True,True
תפ_51797-01-21,תפ_4460-04-18,drugs,drugs,True,True
תפ_51797-01-21,תפ_43394-11-19,drugs,drugs,True,True
תפ_51797-01-21,תפ_30039-04-20,drugs,drugs,True,True
תפ_51797-01-21,תפ_8843-02-15,drugs,drugs,True,True
תפ_3024-03-24,תפ_8633-04-15,drugs,drugs,True,True
תפ_3024-03-24,תפ_809-09-18,drugs,drugs,True,True
תפ_3024-03-24,תפ_53961-10-19,drugs,drugs,True,True
תפ_19988-08-19,תפ_39829-08-21,drugs,drugs,True,True
תפ_19988-08-19,תפ_13053-08-19,drugs,drugs,True,True
תפ_429-03-17,עפ_6029-03,drugs,drugs,True,True
תפ_44427-10-18,תפ_63255-11-16,drugs,drugs,True,True
תפ_44427-10-18,תפ_1276-05-15,drugs,drugs,True,True
תפ_57425-01-22,עפ_6029-03,drugs,drugs,True,True
תפ_57425-01-22,תפ_55185-02-20,drugs,weapon,True,True
תפ_57425-01-22,תפ_24748-11-21,drugs,weapon,True,True
תפ_57425-01-22,תפ_19242-04-17,drugs,weapon,True,True
תפ_57425-01-22,תפ_11220-12-18,drugs,drugs,True,True
תפ_57425-01-22,תפ_19468-03-18,drugs,drugs,True,True
תפ_34197-11-21,תפ_52504-10-20,drugs,drugs,True,True
תפ_34197-11-21,תפ_19005-11-20,drugs,drugs,True,True
תפ_34197-11-21,תפ_9532-10-18,drugs,drugs,True,True
תפ_34197-11-21,תפ_30876-03-17,drugs,drugs,True,True
תפ_33947-10-15,תפ_44091-11-15,drugs,drugs,True,True
תפ_33947-10-15,תפ_5119-09-13,drugs,drugs,True,True
תפ_27085-10-15,תפ_18510-10-14,drugs,drugs,True,True
תפ_27085-10-15,תפ_9460-10-19,drugs,drugs,True,True
תפ_27085-10-15,תפ_5778-09-20,drugs,drugs,True,True
תפ_60101-01-17,תפ_26709-06-14,drugs,drugs,True,True
תפ_60101-01-17,תפ_21873-05-14,drugs,drugs,True,True
תד_7172-07-20,תפ_60379-07-18,drugs,weapon,True,True
תד_7172-07-20,תפ_45417-03-14,drugs,weapon,True,True
תפ_4460-04-18,תפ_46662-04-15,drugs,drugs,True,True
תפ_4460-04-18,תפ_17677-04-17,drugs,drugs,True,True
תפ_4460-04-18,תפ_16958-01-14,drugs,drugs,True,True
תפ_4460-04-18,תפ_30876-03-17,drugs,drugs,True,True
תפ_4460-04-18,תפ_2679-03-18,drugs,drugs,True,True
תפ_1338-12-20,תפ_47987-12-22,drugs,drugs,True,True
תפ_54208-06-22,תפ_35274-02-19,drugs,drugs,True,True
תפ_54208-06-22,תפ_30408-02-19,drugs,drugs,True,True
תפ_32243-08-21,תפ_27735-02-21,drugs,drugs,True,True
תפ_61370-10-20,תפ_44914-01-17,drugs,drugs,True,True
תפ_61370-10-20,תפ_17610-09-15,drugs,drugs,True,True
תפ_61370-10-20,תפ_25474-11-15,drugs,drugs,True,True
תפ_59009-05-21,עפ_6029-03,drugs,drugs,True,True
תפ_59009-05-21,תפ_43983-05-19,drugs,drugs,True,True
תפ_59009-05-21,תפ_12194-06-23,drugs,drugs,True,True
תפ_30964-11-18,תפ_2908-05-17,drugs,drugs,True,True
תפ_30964-11-18,תפ_40238-09-19,drugs,drugs,True,True
תפ_39019-05-15,עפ_6029-03,drugs,drugs,True,True
תפ_39019-05-15,תפ_39308-05-15,drugs,drugs,True,True
תפ_39019-05-15,תפ_48167-02-13,drugs,drugs,True,True
תפ_39019-05-15,תפ_17822-05-15,drugs,drugs,True,True
תפ_20197-01-22,תפ_25458-11-18,drugs,drugs,True,True
תפ_20197-01-22,תפ_17677-04-17,drugs,drugs,True,True
תפ_20197-01-22,תפ_45480-02-19,drugs,drugs,True,True
תפ_17667-07-19,תפ_54648-02-17,drugs,drugs,True,True
תפ_17667-07-19,תפ_17404-07-18,drugs,drugs,True,True
תפ_17667-07-19,תפ_11608-07-16,drugs,drugs,True,True
תפ_12265-09-24,תפ_66114-01-23,drugs,drugs,True,True
תפ_12265-09-24,תפ_27961-04-18,drugs,drugs,True,True
תפ_49875-05-23,עפ_6029-03,drugs,drugs,True,True
תפ_49875-05-23,תפ_318-01-21,drugs,drugs,True,True
תפ_49875-05-23,תפ_38450-09-20,drugs,drugs,True,True
תפ_40331-03-18,תפ_40639-10-17,drugs,drugs,True,True
תפ_40331-03-18,תפ_56059-07-17,drugs,drugs,True,True
תפ_40331-03-18,תפ_39589-07-13,drugs,drugs,True,True
תפ_40331-03-18,תפ_21605-07-13,drugs,drugs,True,True
תפ_26943-07-17,תפ_49401-08-15,drugs,drugs,True,True
תפ_26943-07-17,תפ_33125-01-14,drugs,drugs,True,True
תפ_39034-01-18,תפ_17781-08-14,drugs,drugs,True,True
תפ_39034-01-18,עפ_6029-03,drugs,drugs,True,True
תפ_39034-01-18,תפ_37551-01-16,drugs,drugs,True,True
תפ_39034-01-18,תפ_1969-02-17,drugs,drugs,True,True
תפ_39034-01-18,תפ_33382-01-16,drugs,drugs,True,True
תפ_39034-01-18,תפ_59602-07-15,drugs,drugs,True,True
תפ_69281-11-20,תפ_49034-02-19,drugs,drugs,True,True
תפ_69281-11-20,תפ_14488-04-19,drugs,drugs,True,True
תפ_69281-11-20,תפ_16958-01-14,drugs,drugs,True,True
תפ_69281-11-20,תפ_53517-08-15,drugs,drugs,True,True
תפ_7800-05-21,תפ_47627-07-15,drugs,drugs,True,True
תפ_7800-05-21,תפ_8843-02-15,drugs,drugs,True,True
תפ_7800-05-21,תפ_2008-09-16,drugs,drugs,True,True
תפק_70755-06-20,תפ_48281-08-18,drugs,drugs,True,True
תפק_70755-06-20,תפ_64206-07-21,drugs,drugs,True,True
תפ_34353-03-17,תפ_26709-06-14,drugs,drugs,True,True
תפ_34353-03-17,תפ_21873-05-14,drugs,drugs,True,True
תפ_15172-01-16,תפ_15425-02-14,drugs,drugs,True,True
תפ_15172-01-16,תפ_17043-07-13,drugs,drugs,True,True
תפ_15172-01-16,תפ_13065-08-15,drugs,drugs,True,True
תפ_16389-10-13,עפ_6029-03,drugs,drugs,True,True
תפ_16389-10-13,תפ_39589-07-13,drugs,drugs,True,True
תפ_61202-03-22,תפ_716-05-22,drugs,drugs,True,True
תפ_61202-03-22,תפ_68942-01-19,drugs,drugs,True,True
תפ_61202-03-22,תפ_40440-10-12,drugs,drugs,True,True
תפ_61202-03-22,תפ_65963-10-21,drugs,drugs,True,True
תפ_61202-03-22,תפ_58605-05-19,drugs,drugs,True,True
תפ_46967-02-21,עפ_6029-03,drugs,drugs,True,True
תפ_6918-02-19,תפ_27890-10-18,drugs,drugs,True,True
תפ_6918-02-19,תפ_19965-12-18,drugs,drugs,True,True
תפ_24895-03-20,תפ_49156-08-15,drugs,drugs,True,True
תפ_24895-03-20,תפ_31993-05-22,drugs,drugs,True,True
תפ_24895-03-20,תפ_21280-11-18,drugs,drugs,True,True
תפ_24895-03-20,תפ_65985-03-17,drugs,drugs,True,True
תפ_20513-06-20,עפ_6029-03,drugs,drugs,True,True
תפ_20513-06-20,תפ_809-09-18,drugs,drugs,True,True
