src,tgt,domain
תפ_13781-01-24,תפ_11267-01-18,drugs
תפ_13781-01-24,תפ_40639-10-17,drugs
תפ_13781-01-24,תפ_34271-10-18,drugs
תפ_13781-01-24,תפ_27952-06-19,drugs
תפ_48152-02-20,תפ_1169-07-20,drugs
תפ_48152-02-20,תפ_56691-03-21,drugs
תפ_48152-02-20,עפ_6029-03,drugs
תפ_48152-02-20,תפ_39880-12-20,drugs
תפ_48152-02-20,תפ_6918-02-19,drugs
תפ_48152-02-20,תפ_11406-06-20,drugs
תפ_48152-02-20,תפ_47067-01-16,drugs
תפ_48152-02-20,תפ_56668-06-17,drugs
תפ_48152-02-20,תפ_45708-01-17,drugs
תפ_48152-02-20,תפ_9346-07-12,drugs
תפ_48152-02-20,תפ_58167-11-10,drugs
תפ_31892-08-21,תפ_32879-04-19,drugs
תפ_31892-08-21,תפ_30618-02-18,drugs
תפ_31892-08-21,תפ_33947-10-15,drugs
תפ_31892-08-21,תפ_22715-06-17,drugs
תפ_31892-08-21,תפ_27890-10-18,drugs
תפ_31892-08-21,תפ_27506-03-21,drugs
תפ_64418-09-16,תפ_16759-07-17,drugs
תפ_64418-09-16,תפ_41968-09-17,drugs
תפ_64418-09-16,תפ_16969-03-15,drugs
תפ_64418-09-16,תפ_13365-08-13,drugs
תפ_19908-10-21,תפ_11446-09-21,drugs
תפ_19908-10-21,תפ_14488-04-19,drugs
תפ_19908-10-21,תפ_20051-12-17,drugs
תפ_26494-03-13,תפ_20928-07-12,drugs
תפ_40055-03-18,תפ_54205-05-15,drugs
תפ_40055-03-18,תפ_40063-03-18,drugs
תפ_40055-03-18,עפ_6029-03,drugs
תפ_40055-03-18,תפ_29550-06-13,drugs
תפ_40055-03-18,תפ_44601-05-14,drugs
תפ_40055-03-18,תפ_36431-04-15,drugs
תפ_40055-03-18,תפ_30717-01-19,drugs
תפ_40055-03-18,תפ_58591-08-18,drugs
תפ_12708-04-14,עפ_6029-03,drugs
תפ_12708-04-14,תפ_16749-08-12,drugs
תפ_37764-03-21,תפ_19005-11-20,drugs
תפ_37764-03-21,תפ_37551-01-16,drugs
תפ_37764-03-21,תפ_36724-02-20,drugs
תפ_37764-03-21,תפ_69278-05-18,drugs
תפ_37764-03-21,עפ_6029-03,drugs
תפ_37764-03-21,תפ_14313-09-19,drugs
תפ_37764-03-21,תפ_30039-04-20,drugs
תפ_37764-03-21,תפ_33338-02-20,drugs
תפ_37764-03-21,תפ_52785-01-20,drugs
תפ_37764-03-21,תפ_28847-09-20,drugs
תפ_37764-03-21,תפ_74036-12-19,drugs
תפ_37764-03-21,תפ_33200-05-20,drugs
תפ_37764-03-21,תפ_34787-05-20,drugs
תפ_23613-02-22,תפ_49156-08-15,drugs
תפ_23613-02-22,תפ_22426-12-15,drugs
תפ_23613-02-22,תפ_48568-10-15,drugs
תפ_23613-02-22,תפ_7414-01-15,drugs
תפ_23613-02-22,תפ_52781-10-18,drugs
תפ_23613-02-22,תפ_44914-01-17,drugs
תפ_23613-02-22,תפ_17610-09-15,drugs
תפ_23613-02-22,תפ_46051-06-15,drugs
תפ_15457-09-18,תפ_11608-07-16,drugs
תפ_15457-09-18,תפ_17410-08-13,drugs
תפ_15457-09-18,תפ_5775-02-18,drugs
תפ_15457-09-18,תפ_33888-10-14,drugs
תפ_15457-09-18,תפ_6788-06-16,drugs
תפ_10603-12-18,תפ_33666-05-15,drugs
תפ_49932-08-21,תפ_43875-08-17,drugs
תפ_49932-08-21,עפ_6029-03,drugs
תפ_49932-08-21,תפ_17959-03-18,drugs
תפ_49932-08-21,תפ_32879-04-19,drugs
תפ_49932-08-21,תפ_40331-03-18,drugs
תפ_49932-08-21,תפ_7420-05-19,drugs
תפ_49932-08-21,תפ_22715-06-17,drugs
תפ_49932-08-21,תפ_46914-06-18,drugs
תפ_49932-08-21,תפ_53375-03-18,drugs
תפ_49932-08-21,תפ_56059-07-17,drugs
תפ_49932-08-21,תפ_4127-11-17,drugs
תפ_3526-04-21,תפ_43875-08-17,drugs
תפ_3526-04-21,עפ_6029-03,drugs
תפ_3526-04-21,תפ_17959-03-18,drugs
תפ_3526-04-21,תפ_7420-05-19,drugs
תפ_3526-04-21,תפ_40331-03-18,drugs
תפ_3526-04-21,תפ_48135-05-14,drugs
תפ_3526-04-21,תפ_46914-06-18,drugs
תפ_3526-04-21,תפ_53375-03-18,drugs
תפ_3526-04-21,תפ_56059-07-17,drugs
תפ_3526-04-21,תפ_36431-04-15,drugs
תפ_3526-04-21,תפ_4127-11-17,drugs
תפ_40239-09-17,עפ_6029-03,drugs
תפ_40239-09-17,תפ_11608-07-16,drugs
תפ_40239-09-17,תפ_22062-04-13,drugs
תפ_26928-08-19,תפ_4435-07-19,drugs
תפ_26928-08-19,תפ_40331-03-18,drugs
תפ_26928-08-19,תפ_16958-01-14,drugs
תפ_26928-08-19,תפ_14488-04-19,drugs
תפ_26928-08-19,תפ_53517-08-15,drugs
תפ_26928-08-19,תפ_25835-05-18,drugs
תפ_26928-08-19,תפ_8843-02-15,drugs
תפ_26928-08-19,תפ_56059-07-17,drugs
תפ_26928-08-19,תפ_49034-02-19,drugs
תפ_62070-05-20,תפ_26709-06-14,drugs
תפ_55331-06-21,תפ_13939-07-18,drugs
תפ_55331-06-21,תפ_2717-07-16,drugs
תפ_55331-06-21,עפ_6029-03,drugs
תפ_55331-06-21,תפ_43875-08-17,drugs
תפ_55331-06-21,תפ_25835-05-18,drugs
תפ_55331-06-21,תפ_40639-10-17,drugs
תפ_55331-06-21,תפ_67471-06-18,drugs
תפ_55331-06-21,תפ_70374-11-20,drugs
תפ_55331-06-21,תפ_25474-11-15,drugs
תפ_55331-06-21,תפ_17610-09-15,drugs
תפ_55331-06-21,תפ_44914-01-17,drugs
תפ_53298-06-20,תפ_5341-07-19,drugs
תפ_53298-06-20,תפ_19505-01-18,drugs
תפ_1187-04-22,תפ_73906-12-20,drugs
תפ_1187-04-22,תפ_36724-02-20,drugs
תפ_1187-04-22,תפ_30039-04-20,drugs
תפ_1187-04-22,תפ_32956-11-20,drugs
תפ_1187-04-22,תפ_46662-04-15,drugs
תפ_1187-04-22,תפ_3919-12-20,drugs
תפ_1187-04-22,תפ_37764-03-21,drugs
תפ_1187-04-22,תפ_8843-02-15,drugs
תפ_7027-07-19,תפ_33666-05-15,drugs
תפ_7027-07-19,עפ_6029-03,drugs
תפ_7027-07-19,תפ_48135-05-14,drugs
תפ_7027-07-19,תפ_67029-11-18,drugs
תפ_7027-07-19,תפ_35074-05-17,drugs
תפ_7027-07-19,תפ_36431-04-15,drugs
תפ_70374-11-20,תפ_20685-11-16,drugs
תפ_70374-11-20,תפ_43875-08-17,drugs
תפ_70374-11-20,עפ_6029-03,drugs
תפ_70374-11-20,תפ_53788-02-16,drugs
תפ_70374-11-20,תפ_25835-05-18,drugs
תפ_70374-11-20,תפ_21678-03-18,drugs
תפ_70374-11-20,תפ_40639-10-17,drugs
תפ_50860-02-20,תפ_55741-12-18,drugs
תפ_50860-02-20,עפ_6029-03,drugs
תפ_50860-02-20,תפ_33495-01-21,drugs
תפ_50860-02-20,תפ_47012-03-17,drugs
תפ_50860-02-20,תפ_30618-02-18,drugs
תפ_50860-02-20,תפ_29892-08-17,drugs
תפ_50860-02-20,תפ_29090-08-15,drugs
תפ_50860-02-20,תפ_45133-06-19,drugs
תפ_32546-04-16,תפ_39297-02-18,drugs
תפ_32546-04-16,תפ_50105-10-12,drugs
תפ_32546-04-16,תפ_22160-02-14,drugs
תפ_32546-04-16,תפ_46051-06-15,drugs
תפ_809-09-18,עפ_6029-03,drugs
תפ_809-09-18,תפ_39299-11-18,drugs
תפ_809-09-18,תפ_24514-09-15,drugs
תפ_52781-10-18,תפ_23282-05-17,drugs
תפ_52781-10-18,תפ_15277-01-16,drugs
תפ_52781-10-18,תפ_46051-06-15,drugs
תפ_52781-10-18,תפ_49156-08-15,drugs
תפ_52781-10-18,תפ_10316-06-13,drugs
תפ_52781-10-18,תפ_22426-12-15,drugs
תפ_52781-10-18,תפ_9369-01-13,drugs
תפ_52781-10-18,תפ_47874-04-19,drugs
תפ_52781-10-18,תפ_48281-08-18,drugs
תפ_52781-10-18,תפ_32546-04-16,drugs
תפ_52781-10-18,תפ_48568-10-15,drugs
תפ_52781-10-18,תפ_7414-01-15,drugs
תפ_52781-10-18,תפ_11384-03-15,drugs
תפ_52781-10-18,תפ_17610-09-15,drugs
תפ_52781-10-18,תפ_44914-01-17,drugs
תפ_63596-02-18,תפ_29401-11-12,drugs
תפ_63596-02-18,תפ_47627-07-15,drugs
תפ_63596-02-18,תפ_6132-03-16,drugs
תפ_63596-02-18,תפ_17462-06-14,drugs
תפ_63596-02-18,תפ_29504-09-13,drugs
תפ_63596-02-18,תפ_2008-09-16,drugs
תפ_63596-02-18,תפ_6800-09-13,drugs
תפ_63596-02-18,תפ_13432-04-12,drugs
תפ_63596-02-18,תפ_8843-02-15,drugs
תפ_63596-02-18,תפ_13336-05-15,drugs
תפ_18163-03-15,עפ_6029-03,drugs
תפ_23062-12-21,תפ_37495-01-20,drugs
תפ_23062-12-21,תפ_36724-02-20,drugs
תפ_23062-12-21,תפ_45012-03-20,drugs
תפ_23062-12-21,תפ_46662-04-15,drugs
תפ_23062-12-21,תפ_37764-03-21,drugs
תפ_23062-12-21,תפ_28847-09-20,drugs
תפ_23062-12-21,תפ_29731-05-21,drugs
תפ_23062-12-21,תפ_35389-01-21,drugs
תפ_42225-09-17,תפ_7871-06-14,drugs
תפ_42225-09-17,תפ_6929-10-15,drugs
תפ_42225-09-17,תפ_1470-07-16,drugs
תפ_42225-09-17,תפ_60882-12-14,drugs
תפ_42225-09-17,תפ_11384-03-15,drugs
תפ_42225-09-17,תפ_21679-04-15,drugs
תפ_27683-01-21,תפ_4435-07-19,drugs
תפ_27683-01-21,תפ_44279-06-21,drugs
תפ_27683-01-21,תפ_43875-08-17,drugs
תפ_27683-01-21,עפ_6029-03,drugs
תפ_27683-01-21,תפ_11267-01-18,drugs
תפ_27683-01-21,תפ_25835-05-18,drugs
תפ_27683-01-21,תפ_54873-07-15,drugs
תפ_27683-01-21,תפ_40639-10-17,drugs
תפ_63672-03-19,תפ_32879-04-19,drugs
תפ_63672-03-19,תפ_40331-03-18,drugs
תפ_63672-03-19,תפ_7420-05-19,drugs
תפ_63672-03-19,תפ_67029-11-18,drugs
תפ_63672-03-19,תפ_25835-05-18,drugs
תפ_63672-03-19,תפ_46914-06-18,drugs
תפ_63672-03-19,תפ_56059-07-17,drugs
תפ_63672-03-19,תפ_4127-11-17,drugs
תפ_66889-01-22,תפ_44015-11-21,drugs
תפ_66889-01-22,תפ_20538-12-22,drugs
תפ_66889-01-22,תפ_39829-08-21,drugs
תפ_66889-01-22,תפ_15091-06-21,drugs
תפ_66889-01-22,תפ_8330-12-21,drugs
תפ_66889-01-22,תפ_48135-05-14,drugs
תפ_66889-01-22,תפ_23613-02-22,drugs
תפ_66889-01-22,תפ_40199-07-20,drugs
תפ_66889-01-22,תפ_4719-02-23,drugs
תפ_66889-01-22,תפ_36431-04-15,drugs
תפ_66889-01-22,תפ_54068-08-20,drugs
תפ_11592-05-19,תפ_16603-06-16,drugs
תפ_11592-05-19,תפ_18510-10-14,drugs
תפ_11592-05-19,תפ_37340-06-12,drugs
תפ_11592-05-19,תפ_51123-01-12,drugs
תפק_11489-02-23,תפ_39201-05-18,drugs
תפק_11489-02-23,תפ_1187-04-22,drugs
תפק_11489-02-23,תפ_25458-11-18,drugs
תפק_11489-02-23,תפ_69278-05-18,drugs
תפק_11489-02-23,תפ_73652-01-18,drugs
תפק_11489-02-23,תפק_21392-04-21,drugs
תפק_11489-02-23,תפ_8843-02-15,drugs
תפק_11489-02-23,תפ_58591-08-18,drugs
תפ_52882-04-15,עפ_6029-03,drugs
תפ_52882-04-15,תפ_50059-04-15,drugs
תפ_52882-04-15,תפ_1108-05-15,drugs
תפ_39587-11-22,תפ_31701-07-21,drugs
תפ_39587-11-22,תפ_15253-08-18,drugs
תפ_33835-10-15,תפ_51933-05-12,drugs
תפ_33835-10-15,תפ_13365-08-13,drugs
תפ_33835-10-15,תפ_5119-09-13,drugs
תפ_33835-10-15,תפ_34607-03-17,drugs
תפ_33835-10-15,תפ_42543-06-14,drugs
תפ_33835-10-15,תפ_37340-06-12,drugs
תפ_33835-10-15,תפ_51123-01-12,drugs
תפ_33835-10-15,תפ_44091-11-15,drugs
תפ_15868-04-16,עפ_6029-03,drugs
תפ_66306-03-19,עפ_6029-03,drugs
תפ_66306-03-19,תפ_70274-07-20,drugs
תפ_58944-08-21,תפ_4435-07-19,drugs
תפ_58944-08-21,תפ_686-05-21,drugs
תפ_58944-08-21,עפ_6029-03,drugs
תפ_58944-08-21,תפ_16097-08-21,drugs
תפ_58944-08-21,תפ_30039-04-20,drugs
תפ_58944-08-21,תפ_51797-01-21,drugs
תפ_58944-08-21,תפ_14488-04-19,drugs
תפ_58944-08-21,תפ_60183-03-21,drugs
תפ_58944-08-21,תפ_28847-09-20,drugs
תפ_58944-08-21,תפ_49034-02-19,drugs
תפ_61820-08-21,תפ_51006-11-21,drugs
תפ_61820-08-21,תפ_53098-05-17,drugs
תפ_61820-08-21,תפ_56355-07-20,drugs
תפ_39424-11-22,תפ_4435-07-19,drugs
תפ_39424-11-22,תפ_20589-02-18,drugs
תפ_39424-11-22,עפ_6029-03,drugs
תפ_39424-11-22,תפ_67471-06-18,drugs
תפ_39424-11-22,תפ_53298-06-20,drugs
תפ_1681-12-15,עפ_6029-03,drugs
תפ_1681-12-15,תפ_63092-12-13,drugs
תפ_59117-03-21,עפ_6029-03,drugs
תפ_59117-03-21,תפ_21678-03-18,drugs
תפ_59117-03-21,תפ_40639-10-17,drugs
תפ_59117-03-21,תפ_43875-08-17,drugs
תפ_33658-01-18,עפ_6029-03,drugs
תפ_33658-01-18,תפ_49401-08-15,drugs
תפ_33658-01-18,תפ_2791-06-18,drugs
תפ_13583-12-21,תפ_17917-05-14,drugs
תפ_49055-02-18,עפ_6029-03,drugs
תפ_49055-02-18,תפ_20685-11-16,drugs
תפ_49055-02-18,תפ_21678-03-18,drugs
תפ_41189-09-15,תפ_29401-11-12,drugs
תפ_41189-09-15,תפ_3781-11-11,drugs
תפ_41189-09-15,תפ_51933-05-12,drugs
תפ_41189-09-15,עפ_6029-03,drugs
תפ_41189-09-15,תפ_53948-11-14,drugs
תפ_41189-09-15,תפ_18510-10-14,drugs
תפ_41189-09-15,תפ_42543-06-14,drugs
תפ_41189-09-15,תפ_37340-06-12,drugs
תפ_34497-06-22,תפ_50774-11-15,drugs
תפ_34497-06-22,תפ_26762-06-14,drugs
תפ_34497-06-22,תפ_6553-05-14,drugs
תפ_34497-06-22,תפ_39699-03-13,drugs
תפ_34497-06-22,תפ_3673-04-18,drugs
תפ_34497-06-22,תפ_26709-06-14,drugs
תפ_34497-06-22,תפ_21873-05-14,drugs
תפ_34497-06-22,תפ_49401-08-15,drugs
תפ_18510-10-14,תפ_10971-03-11,drugs
תפ_18510-10-14,תפ_37340-06-12,drugs
תפ_18510-10-14,תפ_51123-01-12,drugs
תפ_18510-10-14,תפ_24156-11-12,drugs
תפ_9369-01-13,עפ_6029-03,drugs
תפ_9369-01-13,תפ_12111-12-12,drugs
תפ_67471-06-18,תפ_20685-11-16,drugs
תפ_67471-06-18,תפ_36827-11-15,drugs
תפ_67471-06-18,תפ_59602-07-15,drugs
תפ_67471-06-18,תפ_10767-02-15,drugs
תפ_67471-06-18,תפ_44501-11-16,drugs
תפ_60450-12-23,תפ_6434-08-19,drugs
תפ_70627-11-17,תפ_48512-04-15,drugs
תפ_70627-11-17,תפ_17917-05-14,drugs
תפ_70627-11-17,תפ_13365-08-13,drugs
תפ_43632-05-17,תפ_39201-05-18,drugs
תפ_43632-05-17,תפ_3673-04-18,drugs
תפ_43632-05-17,תפ_53886-06-16,drugs
תפ_43632-05-17,תפ_19218-01-16,drugs
תפ_43632-05-17,תפ_54179-09-14,drugs
תפ_2200-02-18,תפ_40484-05-16,drugs
תפ_2200-02-18,תפ_1969-02-17,drugs
תפ_2200-02-18,תפ_50497-04-17,drugs
תפ_27417-07-23,תפ_21127-08-21,drugs
תפ_27417-07-23,תפ_50474-02-21,drugs
תפ_27417-07-23,תפ_45195-11-20,drugs
תפ_7786-05-16,תפ_13365-08-13,drugs
תפ_7786-05-16,תפ_5119-09-13,drugs
תפ_7786-05-16,תפ_4001-11-12,drugs
תפ_7786-05-16,תפ_48512-04-15,drugs
תפ_7786-05-16,תפ_44091-11-15,drugs
תפ_27103-01-18,תפ_13939-07-18,drugs
תפ_27103-01-18,תפ_9860-10-15,drugs
תפ_27103-01-18,תפ_10316-06-13,drugs
תפ_27103-01-18,תפ_40063-03-18,drugs
תפ_27103-01-18,תפ_20469-11-15,drugs
תפ_27103-01-18,עפ_6029-03,drugs
תפ_27103-01-18,תפ_43875-08-17,drugs
תפ_27103-01-18,תפ_36827-11-15,drugs
תפ_27103-01-18,תפ_19408-11-14,drugs
תפ_27103-01-18,תפ_48281-08-18,drugs
תפ_27103-01-18,תפ_37694-03-15,drugs
תפ_27103-01-18,תפ_45708-01-17,drugs
תפ_27103-01-18,תפ_35074-05-17,drugs
תפ_49808-06-16,תפ_1108-05-15,drugs
תפ_49808-06-16,תפ_18163-03-15,drugs
תפ_49808-06-16,תפ_41105-10-10,drugs
תפ_49808-06-16,תפ_26709-06-14,drugs
תפ_49808-06-16,תפ_26717-06-14,drugs
תפ_49808-06-16,תפ_46039-04-17,drugs
תפ_49808-06-16,תפ_21873-05-14,drugs
תפ_49808-06-16,תפ_520-05-14,drugs
תפ_49808-06-16,תפ_36187-12-15,drugs
תפ_38312-03-10,עפ_6029-03,drugs
תפ_38312-03-10,תפ_63092-12-13,drugs
תפ_64232-11-22,עפ_6029-03,drugs
תפ_64232-11-22,תפ_43983-05-19,drugs
תפ_41933-08-22,תפ_51149-02-22,drugs
תפ_41933-08-22,תפ_5775-02-18,drugs
תפ_42790-07-18,תפ_38435-11-17,drugs
תפ_42790-07-18,תפ_2200-02-18,drugs
תפ_42790-07-18,תפ_42806-07-18,drugs
תפ_42790-07-18,תפ_50497-04-17,drugs
תפ_42790-07-18,תפ_40484-05-16,drugs
תפ_42790-07-18,תפ_1969-02-17,drugs
תפ_42790-07-18,תפ_29577-11-16,drugs
תפ_62866-06-20,תפ_34271-10-18,drugs
תפ_42779-07-18,תפ_42806-07-18,drugs
תפ_42779-07-18,תפ_21355-08-18,drugs
תפ_42779-07-18,תפ_20589-02-18,drugs
תפ_42779-07-18,תפ_42790-07-18,drugs
תפ_60454-06-16,תפ_1108-05-15,drugs
תפ_60454-06-16,תפ_19214-08-15,drugs
תפ_60454-06-16,עפ_6029-03,drugs
תפ_60454-06-16,תפ_6929-10-15,drugs
תפ_60454-06-16,תפ_41105-10-10,drugs
תפ_60454-06-16,תפ_60882-12-14,drugs
תפ_60454-06-16,תפ_7871-06-14,drugs
תפ_32174-07-20,עפ_6029-03,drugs
תפ_32174-07-20,תפ_30039-04-20,drugs
תפ_32174-07-20,תפ_53517-08-15,drugs
תפ_32174-07-20,תפ_33338-02-20,drugs
תפ_32174-07-20,תפ_74036-12-19,drugs
תפ_32174-07-20,תפ_38574-12-18,drugs
תפ_32174-07-20,תפ_58591-08-18,drugs
תפ_10139-03-21,תפ_11608-07-16,drugs
תפ_10139-03-21,תפ_24514-09-15,drugs
תפ_10139-03-21,תפ_11739-03-21,drugs
תפ_10139-03-21,תפ_16231-03-21,drugs
תפ_10139-03-21,תפ_53090-10-19,drugs
תפ_10139-03-21,תפ_6788-06-16,drugs
תפ_10139-03-21,תפ_73652-01-18,drugs
תפ_10139-03-21,תפ_54460-03-21,drugs
תפ_10139-03-21,תפ_35274-02-19,drugs
תפ_10139-03-21,תפ_10603-12-18,drugs
תפ_41783-12-17,תפ_15277-01-16,drugs
תפ_41783-12-17,תפ_19214-08-15,drugs
תפ_41783-12-17,עפ_6029-03,drugs
תפ_41783-12-17,תפ_60882-12-14,drugs
תפ_41783-12-17,תפ_34607-03-17,drugs
תפ_41783-12-17,תפ_47067-01-16,drugs
תפ_43978-02-21,תפ_20685-11-16,drugs
תפ_43978-02-21,תפ_54134-05-18,drugs
תפ_43978-02-21,תפ_33125-01-14,drugs
תפ_43978-02-21,תפ_11845-11-16,drugs
תפ_43978-02-21,תפ_21678-03-18,drugs
תפ_50777-11-23,תפ_4435-07-19,drugs
תפ_50777-11-23,תפ_686-05-21,drugs
תפ_50777-11-23,תפ_60183-03-21,drugs
תפ_50777-11-23,תפ_16097-08-21,drugs
תפ_50777-11-23,תפ_30039-04-20,drugs
תפ_50777-11-23,תפ_51797-01-21,drugs
תפ_50777-11-23,תפ_14488-04-19,drugs
תפ_50777-11-23,תפ_28847-09-20,drugs
תפ_50777-11-23,תפ_49034-02-19,drugs
תפ_19830-10-20,תפ_20685-11-16,drugs
תפ_19830-10-20,תפ_10901-10-17,drugs
תפ_19830-10-20,תפ_53948-11-14,drugs
תפ_19830-10-20,תפ_33125-01-14,drugs
תפ_19830-10-20,תפ_59602-07-15,drugs
תפ_19830-10-20,תפ_7414-01-15,drugs
תפ_19830-10-20,תפ_42827-10-18,drugs
תפ_19830-10-20,תפ_42543-06-14,drugs
תפ_19830-10-20,תפ_14998-08-16,drugs
תפ_21503-07-23,עפ_6029-03,drugs
תפ_21503-07-23,תפ_21678-03-18,drugs
תפ_16015-05-21,תפ_11608-07-16,drugs
תפ_16015-05-21,עפ_6029-03,drugs
תפ_16015-05-21,תפ_701-12-16,drugs
תפ_16015-05-21,תפ_26524-10-14,drugs
תפ_16015-05-21,תפ_37176-11-17,drugs
תפ_802-12-22,תפ_6788-06-16,drugs
תפ_802-12-22,תפ_11220-12-18,drugs
תפ_802-12-22,תפ_47757-02-18,drugs
תפ_39491-09-17,תפ_36120-12-15,drugs
תפ_39491-09-17,עפ_6029-03,drugs
תפ_39491-09-17,תפ_6929-10-15,drugs
תפ_39491-09-17,תפ_1470-07-16,drugs
תפ_39491-09-17,תפ_60882-12-14,drugs
תפ_39491-09-17,תפ_7871-06-14,drugs
תפ_39491-09-17,תפ_33160-04-17,drugs
תפ_16273-02-16,תפ_24514-09-15,drugs
תפ_8127-05-22,תפ_15253-08-18,drugs
תפ_8127-05-22,תפ_16969-03-15,drugs
תפ_8127-05-22,תפ_16759-07-17,drugs
תפ_8127-05-22,תפ_48512-04-15,drugs
תפ_8127-05-22,תפ_5341-07-19,drugs
תפ_8127-05-22,תפ_64418-09-16,drugs
תפ_8127-05-22,תפ_69865-03-18,drugs
תפ_8127-05-22,תפ_41968-09-17,drugs
תפ_12158-04-23,עפ_6029-03,drugs
תפ_16759-07-17,תפ_48512-04-15,drugs
תפ_16759-07-17,תפ_5119-09-13,drugs
תפ_16759-07-17,תפ_44091-11-15,drugs
תפ_16759-07-17,תפ_13365-08-13,drugs
תפ_54460-03-21,תפ_58524-11-19,drugs
תפ_15091-06-21,תפ_3781-11-11,drugs
תפ_15091-06-21,תפ_20685-11-16,drugs
תפ_15091-06-21,תפ_10901-10-17,drugs
תפ_15091-06-21,תפ_53948-11-14,drugs
תפ_15091-06-21,תפ_59602-07-15,drugs
תפ_15091-06-21,תפ_7414-01-15,drugs
תפ_15091-06-21,תפ_42543-06-14,drugs
תפ_31628-07-15,עפ_6029-03,drugs
תפ_31628-07-15,תפ_63092-12-13,drugs
תפ_57084-03-22,תפ_63434-06-19,drugs
תפ_39201-05-18,תפ_17410-08-13,drugs
תפ_27475-05-21,עפ_6029-03,drugs
תפ_27475-05-21,תפ_49034-02-19,drugs
תפ_27475-05-21,תפ_4435-07-19,drugs
תפ_7342-04-19,תפ_4001-11-12,drugs
תפ_7342-04-19,תפ_44601-05-14,drugs
תפ_7342-04-19,תפ_49458-10-13,drugs
תפ_7342-04-19,תפ_34094-12-13,drugs
תפ_7342-04-19,תפ_36431-04-15,drugs
תפ_22679-09-16,תפ_15787-01-17,drugs
תפ_22679-09-16,תפ_737-10-13,drugs
תפ_22679-09-16,עפ_6029-03,drugs
תפ_22679-09-16,תפ_41280-09-16,drugs
תפ_22679-09-16,תפ_33745-01-13,drugs
תפ_24248-09-22,תפ_44015-11-21,drugs
תפ_24248-09-22,תפ_39829-08-21,drugs
תפ_24248-09-22,תפ_34271-10-18,drugs
תפ_24248-09-22,תפ_15091-06-21,drugs
תפ_24248-09-22,תפ_8330-12-21,drugs
תפ_24248-09-22,תפ_7414-01-15,drugs
תפ_24079-11-19,תפ_37255-05-14,drugs
תפ_24079-11-19,תפ_28270-11-15,drugs
תפ_30310-09-23,תפ_19469-12-19,drugs
תפ_30310-09-23,תפ_45055-01-22,drugs
תפ_10108-11-21,תפ_1108-05-15,drugs
תפ_10108-11-21,עפ_6029-03,drugs
תפ_10108-11-21,תפ_55035-10-18,drugs
תפ_10108-11-21,תפ_63473-06-19,drugs
תפ_10108-11-21,תפ_30538-02-19,drugs
תפ_10108-11-21,תפ_27890-10-18,drugs
תפ_10108-11-21,תפ_19468-03-18,drugs
תפ_44015-11-21,תפ_20685-11-16,drugs
תפ_44015-11-21,תפ_10901-10-17,drugs
תפ_44015-11-21,תפ_53948-11-14,drugs
תפ_44015-11-21,תפ_33125-01-14,drugs
תפ_44015-11-21,תפ_59602-07-15,drugs
תפ_44015-11-21,תפ_7414-01-15,drugs
תפ_44015-11-21,תפ_42827-10-18,drugs
תפ_44015-11-21,תפ_42543-06-14,drugs
תפ_27255-08-16,תפ_46051-06-15,drugs
תפ_21806-01-19,תפ_3781-11-11,drugs
תפ_21806-01-19,תפ_20685-11-16,drugs
תפ_21806-01-19,תפ_53948-11-14,drugs
תפ_21806-01-19,תפ_36827-11-15,drugs
תפ_21806-01-19,תפ_59602-07-15,drugs
תפ_21806-01-19,תפ_7414-01-15,drugs
תפ_21806-01-19,תפ_42543-06-14,drugs
תפ_21806-01-19,תפ_31236-09-14,drugs
תפ_63997-02-19,תפ_51354-02-17,drugs
תפ_63997-02-19,תפ_17781-08-14,drugs
תפ_1136-11-21,עפ_6029-03,drugs
תפ_76171-01-23,תפ_43983-05-19,drugs
תפ_16406-07-22,תפ_17242-03-22,drugs
תפ_16406-07-22,תפ_64995-06-19,drugs
תפ_16406-07-22,תפ_15091-06-21,drugs
תפ_16406-07-22,תפ_21530-01-20,drugs
תפ_16406-07-22,תפ_7414-01-15,drugs
תפ_16406-07-22,תפ_34771-07-20,drugs
תפ_16406-07-22,תפ_68386-11-20,drugs
תפ_16406-07-22,תפ_19830-10-20,drugs
תפ_8887-10-21,תפ_5341-07-19,drugs
תפ_8887-10-21,תפ_76327-07-19,drugs
תפ_8887-10-21,תפ_39829-08-21,drugs
תפ_8887-10-21,תפ_41968-09-17,drugs
תפ_58591-08-18,תפ_22140-04-18,drugs
תפ_58591-08-18,תפ_11608-07-16,drugs
תפ_58591-08-18,תפ_17667-07-19,drugs
תפ_58591-08-18,תפ_6788-06-16,drugs
תפ_58591-08-18,תפ_8843-02-15,drugs
תפ_24350-06-23,תפ_61841-07-22,drugs
תפ_21284-10-19,תפ_51933-05-12,drugs
תפ_21284-10-19,תפ_26709-06-14,drugs
תפ_21284-10-19,תפ_21873-05-14,drugs
תפ_19469-12-19,תפ_11608-07-16,drugs
תפ_19469-12-19,תפ_15457-09-18,drugs
תפ_19469-12-19,תפ_66437-07-20,drugs
תפ_19469-12-19,תפ_61065-07-18,drugs
תפ_19469-12-19,תפ_44877-06-13,drugs
תפ_19469-12-19,תפ_58591-08-18,drugs
תפ_56566-08-20,תפ_39829-08-21,drugs
תפ_56566-08-20,תפ_58530-05-18,drugs
תפ_29731-05-21,תפ_19005-11-20,drugs
תפ_29731-05-21,תפ_36724-02-20,drugs
