verdict,domain,in_deg,out_deg,low,high,year,court
תפ_47589-10-22,drugs,2,3,9.0,24.0,2022,תפ
תפק_62837-11-19,weapon,0,0,3.0,15.0,2019,תפק
תפ_630-02-18,weapon,0,3,12.0,36.0,2018,תפ
תפ_37055-07-12,drugs,0,0,0.0,18.0,2012,תפ
תפ_26521-10-19,drugs,0,2,28.0,40.0,2019,תפ
תפ_41407-10-15,weapon,0,0,7.0,18.0,2015,תפ
תפ_48176-01-22,weapon,1,6,72.0,48.0,2022,תפ
תפ_49902-09-14,drugs,0,0,0.0,10.0,2014,תפ
תפ_45136-02-13,drugs,3,0,8.0,18.0,2013,תפ
תפ_22165-08-13,drugs,0,0,6.0,12.0,2013,תפ
תפ_30580-02-21,drugs,0,6,120.0,180.0,2021,תפ
תפ_38450-09-20,drugs,1,0,12.0,30.0,2020,תפ
תפ_45171-02-14,drugs,0,0,9.0,24.0,2014,תפ
תפ_63434-06-19,drugs,0,0,1.0,12.0,2019,תפ
תפ_45447-12-24,drugs,0,0,4.0,16.0,2024,תפ
תפ_50406-08-15,weapon,1,0,1.0,12.0,2015,תפ
תפ_67009-02-23,drugs,0,0,3.0,12.0,2023,תפ
תפ_50319-08-18,drugs,0,0,10.0,36.0,2018,תפ
תפח_12866-10-12,drugs,0,0,12.0,24.0,2012,תפח
תפ_58325-11-15,drugs,0,0,8.0,20.0,2015,תפ
תפ_14593-04-20,weapon,1,0,16.0,36.0,2020,תפ
תפ_60869-07-13,drugs,0,0,6.0,24.0,2013,תפ
תפ_70274-07-20,drugs,1,0,0.0,6.0,2020,תפ
תפ_44415-01-17,drugs,0,2,6.0,18.0,2017,תפ
תפ_59541-10-18,drugs,2,1,9.0,18.0,2018,תפ
תפ_29731-05-21,drugs,0,0,22.0,48.0,2021,תפ
תפ_37454-03-20,drugs,0,3,54.0,90.0,2020,תפ
תפ_43983-05-19,drugs,10,0,18.0,42.0,2019,תפ
תפ_21503-07-23,drugs,1,2,12.0,24.0,2023,תפ
תפ_28107-06-20,drugs,0,6,3.0,18.0,2020,תפ
תפ_13519-11-23,drugs,0,1,1.0,12.0,2023,תפ
תפ_52223-10-23,weapon,0,9,24.0,42.0,2023,תפ
תפ_35007-04-13,weapon,14,0,7.0,30.0,2013,תפ
תפ_53833-03-23,drugs,0,3,6.0,24.0,2023,תפ
תפ_72283-01-23,weapon,0,2,24.0,55.0,2023,תפ
תפ_13706-08-12,weapon,0,0,12.0,48.0,2012,תפ
תפ_76750-01-23,weapon,0,1,35.0,70.0,2023,תפ
תפ_51306-12-18,weapon,3,6,84.0,144.0,2018,תפ
תפ_49734-12-22,weapon,0,8,84.0,108.0,2022,תפ
תפח_35192-06-12,weapon,0,0,120.0,168.0,2012,תפח
תפ_47493-03-18,weapon,0,0,2.0,10.0,2018,תפ
תפ_45759-12-17,drugs,2,2,5.0,10.0,2017,תפ
תפ_40011-04-14,weapon,5,1,12.0,50.0,2014,תפ
תפ_43643-10-15,weapon,0,2,8.0,24.0,2015,תפ
תפ_28480-03-20,drugs,0,1,8.0,18.0,2020,תפ
תפ_4795-12-17,weapon,3,12,60.0,144.0,2017,תפ
תפ_35694-09-11,weapon,0,0,1.0,7.0,2011,תפ
תפ_73906-12-20,drugs,0,4,30.0,54.0,2020,תפ
תפ_19272-12-19,weapon,0,4,14.0,36.0,2019,תפ
תפ_45672-02-10,drugs,0,0,0.0,15.0,2010,תפ
תפ_19528-06-20,weapon,0,0,8.0,24.0,2020,תפ
תפ_66475-11-16,drugs,2,0,5.0,12.0,2016,תפ
תפ_49441-09-11,drugs,0,0,12.0,24.0,2011,תפ
תפ_69797-03-23,weapon,4,2,28.0,48.0,2023,תפ
תפ_3020-10-12,weapon,0,0,1.0,9.0,2012,תפ
תפ_28055-06-14,drugs,0,0,12.0,24.0,2014,תפ
תפ_30913-02-21,drugs,0,3,14.0,30.0,2021,תפ
תפ_1578-04-13,weapon,1,1,30.0,60.0,2013,תפ
תפ_5578-08-19,weapon,2,0,6.0,18.0,2019,תפ
תפח_2690-09-19,weapon,2,6,216.0,300.0,2019,תפח
תפ_49625-04-17,drugs,4,0,30.0,60.0,2017,תפ
תפ_61299-06-24,drugs,0,0,12.0,24.0,2024,תפ
תפ_3244-06-16,weapon,2,0,18.0,36.0,2016,תפ
תפ_15316-10-12,weapon,0,0,8.0,30.0,2012,תפ
תפ_6881-05-15,weapon,0,0,3.0,12.0,2015,תפ
תפ_21009-03-15,weapon,1,2,8.0,30.0,2015,תפ
תפ_42704-01-20,drugs,0,0,15.0,30.0,2020,תפ
תפ_35295-09-23,weapon,0,5,24.0,60.0,2023,תפ
תפ_23015-03-15,drugs,0,0,0.0,10.0,2015,תפ
תפ_63696-02-18,drugs,1,0,8.0,20.0,2018,תפ
תפ_56230-11-15,drugs,4,0,36.0,60.0,2015,תפ
תפ_47957-02-14,drugs,0,0,3.0,12.0,2014,תפ
תפ_51912-09-23,weapon,0,4,54.0,84.0,2023,תפ
תפ_69561-01-23,drugs,0,0,12.0,24.0,2023,תפ
תפח_34802-06-19,weapon,1,1,264.0,360.0,2019,תפח
תפ_21678-03-18,drugs,4,0,0.0,9.0,2018,תפ
תפ_30966-07-22,weapon,1,3,21.0,24.0,2022,תפ
תפ_35431-03-21,weapon,2,6,28.0,50.0,2021,תפ
תפ_48512-04-15,drugs,4,0,0.0,12.0,2015,תפ
תפ_1480-07,drugs,0,0,12.0,30.0,2007,תפ
תפ_70450-03-23,weapon,3,3,60.0,96.0,2023,תפ
תפ_70531-11-19,drugs,0,4,10.0,24.0,2019,תפ
תפ_49187-12-11,drugs,0,0,15.0,45.0,2011,תפ
תפ_57931-05-20,drugs,0,0,16.0,36.0,2020,תפ
תפ_66974-11-17,drugs,1,0,14.0,26.0,2017,תפ
תפ_37342-09-15,weapon,0,0,2.0,12.0,2015,תפ
תפ_7626-04-20,weapon,6,5,24.0,48.0,2020,תפ
תפ_41446-08-24,drugs,0,0,32.0,48.0,2024,תפ
תפ_43840-06-22,drugs,0,0,5.0,12.0,2022,תפ
תפ_17822-05-15,drugs,2,5,12.0,36.0,2015,תפ
תפ_47532-04-14,drugs,0,0,0.0,3.0,2014,תפ
תפ_42276-07-17,drugs,1,0,20.0,36.0,2017,תפ
תפ_54083-05-20,weapon,0,2,15.0,30.0,2020,תפ
תפ_59602-07-15,drugs,6,0,0.0,12.0,2015,תפ
תפ_19505-01-18,drugs,0,1,6.0,20.0,2018,תפ
תפ_30340-08-20,weapon,4,4,30.0,60.0,2020,תפ
תפ_10095-08-22,drugs,0,0,6.0,12.0,2022,תפ
תפ_23320-10-15,drugs,0,0,8.0,30.0,2015,תפ
תפ_52225-03-18,weapon,1,1,13.0,36.0,2018,תפ
תפ_12466-10-21,weapon,2,1,22.0,45.0,2021,תפ
תפ_11112-06-13,drugs,0,0,0.0,12.0,2013,תפ
תפ_14398-01-17,weapon,0,0,0.0,12.0,2017,תפ
תפ_16127-05-22,drugs,0,0,0.0,12.0,2022,תפ
תפח_20615-12-22,weapon,0,0,72.0,120.0,2022,תפח
תפ_46183-11-15,weapon,1,1,42.0,84.0,2015,תפ
תפ_3424-10-13,weapon,2,0,10.0,24.0,2013,תפ
תפ_68577-08-21,drugs,0,1,4.0,12.0,2021,תפ
תפ_542-12-12,drugs,0,0,4.0,12.0,2012,תפ
תפ_10054-09-19,drugs,0,0,6.0,14.0,2019,תפ
תפ_41276-06-17,weapon,7,2,10.0,30.0,2017,תפ
תפ_19610-08-21,weapon,3,6,24.0,50.0,2021,תפ
תפ_49845-03-24,weapon,0,0,24.0,48.0,2024,תפ
תפ_70062-03-23,weapon,3,14,40.0,70.0,2023,תפ
תפ_9582-10-20,drugs,0,1,8.0,20.0,2020,תפ
תפ_5188-10-21,drugs,1,0,8.0,24.0,2021,תפ
תפ_9407-10-23,drugs,0,1,12.0,24.0,2023,תפ
עפ_6235-22,weapon,4,0,48.0,84.0,2022,עפ
תפ_16520-01-18,weapon,0,4,60.0,108.0,2018,תפ
תפ_26600-01-18,weapon,0,0,15.0,30.0,2018,תפ
עפ_3877-16,weapon,78,0,24.0,48.0,2016,עפ
תפ_32174-07-20,drugs,1,8,12.0,36.0,2020,תפ
תפ_31103-09-17,drugs,0,0,24.0,50.0,2017,תפ
תפ_47452-04-24,weapon,0,0,8.0,20.0,2024,תפ
תפ_15277-01-16,drugs,1,0,6.0,12.0,2016,תפ
תפ_10853-08-16,drugs,0,1,0.0,12.0,2016,תפ
תפ_57939-01-21,drugs,2,4,6.0,18.0,2021,תפ
תפ_34669-01-23,weapon,0,6,42.0,50.0,2023,תפ
תפ_51810-03-15,drugs,0,1,3.0,8.0,2015,תפ
עפ_5806-22,weapon,1,0,108.0,180.0,2022,עפ
תפ_62457-11-16,drugs,1,0,10.0,20.0,2016,תפ
תפ_30065-03-18,weapon,0,0,6.0,15.0,2018,תפ
תפ_43400-05-13,weapon,0,0,4.0,20.0,2013,תפ
תפ_35552-12-11,weapon,2,0,12.0,24.0,2011,תפ
תפ_44642-02-16,drugs,0,0,9.0,24.0,2016,תפ
תפ_63305-08-22,weapon,0,5,34.0,46.0,2022,תפ
תפ_20414-08-12,drugs,0,0,8.0,18.0,2012,תפ
תפ_25852-11-10,weapon,5,2,4.0,8.0,2010,תפ
תפ_17916-05-19,weapon,0,5,10.0,24.0,2019,תפ
תפ_50301-09-22,weapon,1,2,18.0,36.0,2022,תפ
תפ_52676-03-16,drugs,0,0,12.0,36.0,2016,תפ
תפ_36892-08-19,drugs,0,0,10.0,30.0,2019,תפ
תפ_47357-06-16,weapon,0,0,15.0,36.0,2016,תפ
תפ_20513-06-20,drugs,0,6,25.0,45.0,2020,תפ
תפ_10639-08-22,drugs,0,0,15.0,36.0,2022,תפ
תפ_43575-05-18,drugs,0,0,12.0,24.0,2018,תפ
תפ_24079-11-19,drugs,0,1,10.0,22.0,2019,תפ
תפ_29159-08-22,drugs,0,0,16.0,30.0,2022,תפ
תפ_18846-06-20,drugs,1,6,12.0,28.0,2020,תפ
תפ_37188-06-23,weapon,0,0,10.0,24.0,2023,תפ
תפ_20997-02-24,weapon,0,0,21.0,40.0,2024,תפ
תפ_7867-04-22,drugs,1,5,27.0,55.0,2022,תפ
תפ_61106-05-20,weapon,1,12,16.0,36.0,2020,תפ
תפ_8450-07-12,weapon,1,0,12.0,24.0,2012,תפ
תפ_55179-03-18,drugs,0,0,6.0,18.0,2018,תפ
תפ_12380-06-20,weapon,0,0,6.0,15.0,2020,תפ
תפ_14375-02-23,weapon,0,1,60.0,96.0,2023,תפ
תפ_21108-02-24,weapon,0,3,20.0,36.0,2024,תפ
תפ_54664-10-22,weapon,0,2,42.0,84.0,2022,תפ
תפ_31736-06-21,drugs,0,1,9.0,20.0,2021,תפ
תפ_51953-01-23,drugs,4,0,12.0,24.0,2023,תפ
עפ_8820-14,drugs,46,0,36.0,60.0,2014,עפ
תפ_54351-11-21,drugs,0,1,6.0,18.0,2021,תפ
תפ_68529-11-21,weapon,0,11,36.0,72.0,2021,תפ
תפ_38735-11-23,drugs,0,0,9.0,18.0,2023,תפ
תפ_14751-12-20,drugs,2,5,12.0,24.0,2020,תפ
תפ_23851-06-15,weapon,0,0,36.0,84.0,2015,תפ
תפ_7902-07-23,drugs,0,0,6.0,18.0,2023,תפ
תפ_20068-10-22,weapon,1,3,38.0,66.0,2022,תפ
תפ_47450-01-23,weapon,0,0,30.0,52.0,2023,תפ
תפ_33745-01-13,drugs,5,0,42.0,72.0,2013,תפ
תפ_18145-11-20,drugs,0,0,5.0,15.0,2020,תפ
תפ_15209-10-23,weapon,0,4,19.0,40.0,2023,תפ
תפ_53725-11-14,drugs,0,0,8.0,24.0,2014,תפ
תפ_58617-01-20,drugs,0,1,6.0,18.0,2020,תפ
תפ_21923-08-22,drugs,0,0,2.0,12.0,2022,תפ
תפ_47304-02-18,drugs,0,4,12.0,30.0,2018,תפ
תפח_39974-12-12,weapon,2,2,120.0,156.0,2012,תפח
תפ_37480-02-17,drugs,0,0,6.0,20.0,2017,תפ
תפ_56064-01-14,weapon,0,0,11.0,30.0,2014,תפ
תפ_4730-11-21,drugs,4,1,27.0,54.0,2021,תפ
תפ_12672-11-21,drugs,1,5,20.0,40.0,2021,תפ
עפג_4007-01-16,weapon,0,0,18.0,36.0,2016,עפג
תפ_52402-08-19,drugs,0,3,9.0,20.0,2019,תפ
עפ_7952-15,weapon,4,0,42.0,66.0,2015,עפ
תפ_31015-09-17,drugs,0,0,16.0,40.0,2017,תפ
תפ_45117-01-18,drugs,0,0,36.0,60.0,2018,תפ
תפ_20201-11-14,drugs,1,0,12.0,24.0,2014,תפ
תפ_10096-02-22,drugs,0,0,12.0,24.0,2022,תפ
תפ_41959-02-13,drugs,0,0,8.0,20.0,2013,תפ
תפ_67356-12-21,weapon,3,11,30.0,42.0,2021,תפ
תפ_13770-05-14,drugs,0,0,11.0,24.0,2014,תפ
תפ_39998-08-15,weapon,3,3,24.0,48.0,2015,תפ
תפ_25502-05-22,drugs,1,3,30.0,60.0,2022,תפ
תפ_51471-12-21,weapon,0,2,32.0,72.0,2021,תפ
תפ_16191-10-12,weapon,0,1,12.0,24.0,2012,תפ
תפ_33888-10-14,drugs,0,2,42.0,66.0,2014,תפ
תפ_34232-05-24,drugs,0,0,14.0,28.0,2024,תפ
תפ_61841-07-22,weapon,1,3,46.0,60.0,2022,תפ
תפ_10596-12-20,drugs,1,0,7.0,14.0,2020,תפ
תפ_37495-01-20,drugs,3,5,30.0,54.0,2020,תפ
תפ_60015-05-22,drugs,0,4,16.0,32.0,2022,תפ
תפ_32308-03-24,weapon,0,0,24.0,40.0,2024,תפ
תפ_42533-11-13,drugs,0,0,6.0,12.0,2013,תפ
תפ_37696-03-23,drugs,0,2,8.0,24.0,2023,תפ
תפ_1870-04-16,drugs,0,2,8.0,30.0,2016,תפ
תפ_6660-07-15,drugs,2,2,4.0,14.0,2015,תפ
תפ_28730-05-21,weapon,0,0,10.0,30.0,2021,תפ
תפ_50626-09-22,weapon,2,9,36.0,84.0,2022,תפ
תפ_32560-12-16,weapon,4,0,18.0,42.0,2016,תפ
תפ_36801-10-22,drugs,0,1,20.0,50.0,2022,תפ
תפ_26565-12-20,weapon,0,4,20.0,40.0,2020,תפ
תפ_16599-08-18,drugs,0,0,0.0,18.0,2018,תפ
תפ_60835-04-21,drugs,1,0,9.0,24.0,2021,תפ
תפ_7441-02-20,drugs,0,0,2.0,8.0,2020,תפ
תפ_36558-10-12,drugs,0,0,8.0,18.0,2012,תפ
תפ_22030-04-19,weapon,1,0,54.0,90.0,2019,תפ
תפ_18320-05-19,drugs,1,5,6.0,12.0,2019,תפ
תפ_56878-01-14,drugs,0,3,6.0,18.0,2014,תפ
תפ_37825-05-15,drugs,3,1,16.0,36.0,2015,תפ
תפ_27544-05-22,drugs,0,0,18.0,54.0,2022,תפ
תפ_60226-03-19,weapon,0,0,12.0,24.0,2019,תפ
תפ_6800-09-13,drugs,6,0,6.0,18.0,2013,תפ
תפ_45480-02-19,drugs,11,6,22.0,46.0,2019,תפ
תפ_31006-01-18,drugs,0,0,0.0,12.0,2018,תפ
תפ_16129-03-22,weapon,1,4,20.0,36.0,2022,תפ
תפ_59284-06-21,drugs,0,0,1.0,12.0,2021,תפ
תפ_16651-01-24,weapon,0,5,60.0,96.0,2024,תפ
תפ_16240-11-11,drugs,2,0,12.0,30.0,2011,תפ
תפ_4632-02-22,drugs,0,1,30.0,48.0,2022,תפ
תפ_43354-03-21,drugs,1,0,6.0,18.0,2021,תפ
תפ_6399-03-17,drugs,1,0,1.0,12.0,2017,תפ
תפ_24215-06-13,weapon,8,1,24.0,48.0,2013,תפ
תפ_17137-11-21,weapon,0,3,20.0,40.0,2021,תפ
תפ_23707-03-19,weapon,1,0,24.0,48.0,2019,תפ
תפח_657-09,weapon,0,0,144.0,240.0,2009,תפח
תפ_46108-06-20,weapon,0,7,10.0,36.0,2020,תפ
תפ_1562-02-24,drugs,0,0,22.0,50.0,2024,תפ
תפ_41326-11-15,weapon,0,2,15.0,40.0,2015,תפ
תפח_1057-07,weapon,1,0,12.0,36.0,2007,תפח
פל_13776-06-21,drugs,0,0,4.0,15.0,2021,פל
תפ_8689-04-21,drugs,0,2,6.0,18.0,2021,תפ
תפ_50725-10-14,drugs,0,0,48.0,72.0,2014,תפ
תפ_62452-10-20,weapon,0,1,30.0,60.0,2020,תפ
תפ_27128-11-14,weapon,1,0,1.0,12.0,2014,תפ
תפ_36827-11-15,drugs,3,0,6.0,18.0,2015,תפ
עפ_7779-15,weapon,0,0,12.0,36.0,2015,עפ
תפ_29779-11-18,drugs,0,1,10.0,24.0,2018,תפ
תפ_10283-03-16,drugs,0,0,42.0,78.0,2016,תפ
תפ_33495-01-21,drugs,2,1,6.0,18.0,2021,תפ
תפ_60450-12-23,drugs,0,1,9.0,24.0,2023,תפ
תפ_45095-04-16,weapon,2,0,10.0,24.0,2016,תפ
תפ_36187-12-15,drugs,0,0,6.0,18.0,2015,תפ
תפ_48938-01-15,drugs,6,0,10.0,30.0,2015,תפ
תפ_58298-06-15,drugs,0,0,7.0,15.0,2015,תפ
תפ_5486-09-21,drugs,2,0,15.0,30.0,2021,תפ
תפח_21297-07-14,weapon,0,0,60.0,96.0,2014,תפח
תפ_1436-03-22,drugs,0,0,1.0,8.0,2022,תפ
תפ_31135-10-23,weapon,0,0,22.0,40.0,2023,תפ
תפ_44882-08-13,drugs,2,1,14.0,30.0,2013,תפ
תפ_47668-06-16,weapon,2,0,24.0,48.0,2016,תפ
תפ_21547-12-21,drugs,0,0,9.0,18.0,2021,תפ
תפ_48527-07-15,drugs,0,0,8.0,18.0,2015,תפ
תפח_22343-07-11,weapon,2,0,72.0,144.0,2011,תפח
תפ_55717-02-24,drugs,0,0,18.0,36.0,2024,תפ
תפ_68386-11-20,drugs,0,0,0.0,6.0,2020,תפ
תפ_49591-09-23,weapon,0,0,18.0,42.0,2023,תפ
תפ_11145-05-20,drugs,0,0,1.0,9.0,2020,תפ
תפ_61660-05-23,weapon,0,0,20.0,54.0,2023,תפ
תפ_45433-09-17,drugs,0,3,24.0,30.0,2017,תפ
תפ_59313-02-19,drugs,0,0,10.0,20.0,2019,תפ
תפ_19425-03-21,drugs,0,0,10.0,24.0,2021,תפ
תפ_5151-10-19,weapon,1,4,18.0,42.0,2019,תפ
עפ_7907-14,drugs,6,0,30.0,60.0,2014,עפ
תפ_54370-07-12,drugs,0,0,6.0,15.0,2012,תפ
תפ_35396-04-22,weapon,3,1,20.0,40.0,2022,תפ
תפ_25594-07-22,drugs,0,0,24.0,42.0,2022,תפ
תפ_38416-02-23,drugs,0,0,9.0,24.0,2023,תפ
תפ_24302-08-20,drugs,0,3,6.0,15.0,2020,תפ
תפ_50864-05-23,drugs,0,1,8.0,18.0,2023,תפ
תפ_51199-04-23,weapon,0,3,36.0,58.0,2023,תפ
תפ_10086-06-18,weapon,0,0,16.0,36.0,2018,תפ
תפ_33160-04-17,drugs,0,0,14.0,24.0,2017,תפ
עפ_4522-18,drugs,34,0,60.0,84.0,2018,עפ
תפ_9355-10-19,weapon,0,2,20.0,46.0,2019,תפ
תפ_21139-04-17,weapon,8,0,18.0,36.0,2017,תפ
תפ_37764-03-21,drugs,0,0,23.0,48.0,2021,תפ
תפ_37810-09-13,drugs,0,0,40.0,60.0,2013,תפ
תפ_15148-03-12,weapon,20,0,24.0,48.0,2012,תפ
תפ_60101-01-17,drugs,0,3,0.0,24.0,2017,תפ
תפ_31087-09-14,weapon,2,0,6.0,12.0,2014,תפ
תפ_1506-02-24,drugs,0,5,9.0,18.0,2024,תפ
תפ_1588-10-22,weapon,0,0,20.0,28.0,2022,תפ
תפ_45092-04-14,weapon,1,0,3.0,12.0,2014,תפ
תפ_65677-11-15,weapon,1,0,24.0,48.0,2015,תפ
תפ_17707-04-14,weapon,2,3,36.0,60.0,2014,תפ
תפח_12074-08-16,weapon,0,2,120.0,168.0,2016,תפח
תפ_31122-11-15,drugs,0,0,15.0,36.0,2015,תפ
תפ_27277-01-15,weapon,5,3,6.0,36.0,2015,תפ
תפ_45610-04-14,weapon,0,0,6.0,18.0,2014,תפ
תפ_24296-05-20,drugs,0,0,0.0,12.0,2020,תפ
תפ_13177-04-21,weapon,5,7,24.0,50.0,2021,תפ
תפ_14684-07-24,weapon,0,4,18.0,30.0,2024,תפ
תפ_33125-01-14,weapon,1,0,6.0,18.0,2014,תפ
תפ_58944-08-21,drugs,0,0,8.0,24.0,2021,תפ
תפ_6089-07-14,weapon,1,0,6.0,18.0,2014,תפ
תפ_29269-02-14,drugs,0,2,12.0,30.0,2014,תפ
תפ_54202-01-23,weapon,3,5,20.0,50.0,2023,תפ
תפ_33040-09-24,drugs,0,2,24.0,48.0,2024,תפ
תפ_54230-03-21,weapon,1,5,12.0,36.0,2021,תפ
תפ_46978-01-22,drugs,1,4,54.0,78.0,2022,תפ
תפ_1515-12-18,drugs,1,2,18.0,36.0,2018,תפ
תפח_49705-06-20,weapon,2,0,120.0,180.0,2020,תפח
תפק_19437-12-16,drugs,0,0,1.0,10.0,2016,תפק
תפ_49910-06-21,drugs,0,1,8.0,16.0,2021,תפ
תפ_62794-11-21,drugs,0,4,12.0,36.0,2021,תפ
עפ_4235-14,weapon,1,0,30.0,60.0,2014,עפ
תפ_3593-09-21,drugs,2,1,18.0,36.0,2021,תפ
תפ_14991-07-15,weapon,1,0,20.0,84.0,2015,תפ
תפ_34197-11-12,weapon,0,1,5.0,15.0,2012,תפ
תפ_27330-02-19,weapon,1,2,21.0,48.0,2019,תפ
תפ_22722-05-13,drugs,1,0,6.0,10.0,2013,תפ
תפ_52438-02-24,drugs,0,0,40.0,60.0,2024,תפ
תפ_41751-11-22,drugs,0,0,10.0,20.0,2022,תפ
תפ_45465-11-15,weapon,0,1,24.0,60.0,2015,תפ
תפ_54408-10-19,drugs,0,0,24.0,40.0,2019,תפ
תפ_40528-12-15,weapon,0,0,5.0,15.0,2015,תפ
תפ_65386-09-19,drugs,1,0,24.0,40.0,2019,תפ
תפ_14734-11-19,drugs,0,0,18.0,36.0,2019,תפ
תפ_59967-01-13,weapon,0,1,10.0,24.0,2013,תפ
תפח_53504-02-24,weapon,0,0,96.0,144.0,2024,תפח
תפח_25581-12-12,weapon,0,0,120.0,192.0,2012,תפח
תפ_30637-02-21,drugs,0,0,72.0,108.0,2021,תפ
תפ_1722-05-21,drugs,0,0,6.0,20.0,2021,תפ
תפ_34938-09-18,weapon,0,1,36.0,60.0,2018,תפ
תפ_50038-01-19,drugs,0,0,15.0,40.0,2019,תפ
תפ_51778-06-24,drugs,0,4,24.0,36.0,2024,תפ
תפ_18593-06-21,drugs,0,2,6.0,18.0,2021,תפ
תפ_23537-02-14,weapon,1,3,6.0,24.0,2014,תפ
תפ_39520-12-21,weapon,1,0,14.0,28.0,2021,תפ
תפ_22526-03-22,weapon,0,0,18.0,36.0,2022,תפ
תפ_24253-04-16,drugs,0,0,36.0,60.0,2016,תפ
תפ_15263-09-18,drugs,0,6,40.0,72.0,2018,תפ
תפ_18327-03-24,drugs,0,3,0.0,15.0,2024,תפ
תפ_11027-10-23,weapon,0,1,12.0,36.0,2023,תפ
תפ_28779-02-12,weapon,1,0,2.0,7.0,2012,תפ
תפ_31177-02-21,drugs,0,0,1.0,12.0,2021,תפ
תפ_8066-09-21,drugs,1,0,24.0,48.0,2021,תפ
תפ_39850-07-16,weapon,1,0,18.0,40.0,2016,תפ
תפ_21126-09-11,drugs,0,0,10.0,18.0,2011,תפ
תפ_14611-12-21,drugs,0,4,0.0,12.0,2021,תפ
תפ_63473-06-19,drugs,1,0,10.0,20.0,2019,תפ
תפ_35568-01-23,drugs,0,4,14.0,24.0,2023,תפ
תפ_45008-08-24,weapon,0,0,15.0,36.0,2024,תפ
תפ_30865-01-14,drugs,0,0,5.0,15.0,2014,תפ
תפ_47843-02-15,drugs,0,0,36.0,72.0,2015,תפ
תפ_57177-05-22,drugs,0,0,36.0,96.0,2022,תפ
תפ_36323-09-15,weapon,0,0,54.0,72.0,2015,תפ
תפ_18510-10-14,weapon,3,3,6.0,18.0,2014,תפ
תפ_37533-12-15,drugs,0,0,6.0,18.0,2015,תפ
תפ_25100-12-12,weapon,0,0,24.0,36.0,2012,תפ
עפ_5613-20,weapon,10,0,11.0,33.0,2020,עפ
תפ_24494-06-21,drugs,0,0,8.0,20.0,2021,תפ
תפ_61181-02-19,drugs,0,1,4.0,12.0,2019,תפ
תפ_58193-03-23,drugs,0,6,24.0,55.0,2023,תפ
תפ_21981-08-16,weapon,0,0,8.0,18.0,2016,תפ
תפ_50913-11-21,drugs,0,0,12.0,30.0,2021,תפ
תפ_5391-02-20,drugs,0,1,24.0,54.0,2020,תפ
פל_5568-11-15,drugs,0,0,12.0,36.0,2015,פל
תפ_32302-02-23,drugs,0,0,2.0,12.0,2023,תפ
תפ_49932-08-21,drugs,0,10,10.0,18.0,2021,תפ
תפ_2816-11-22,drugs,1,1,9.0,24.0,2022,תפ
תפ_12167-01-21,drugs,0,0,1.0,14.0,2021,תפ
תפ_46735-02-20,drugs,0,0,18.0,36.0,2020,תפ
תפ_38135-04-15,weapon,0,2,20.0,45.0,2015,תפ
תפ_61962-06-20,drugs,0,0,8.0,18.0,2020,תפ
תפ_37259-10-15,drugs,0,0,10.0,30.0,2015,תפ
תפ_8417-04-22,drugs,0,1,12.0,24.0,2022,תפ
תפ_36367-09-19,drugs,0,0,9.0,20.0,2019,תפ
עפ_7681-13,drugs,1,0,6.0,12.0,2013,עפ
תפ_31355-10-13,weapon,0,0,4.0,20.0,2013,תפ
תפ_27470-02-18,drugs,0,1,12.0,24.0,2018,תפ
תפ_51017-08-24,drugs,0,0,4.0,10.0,2024,תפ
תפ_30706-05-21,weapon,0,1,36.0,72.0,2021,תפ
תפ_56694-07-20,drugs,0,1,6.0,20.0,2020,תפ
תפ_25121-07-14,weapon,0,0,8.0,24.0,2014,תפ
תפח_26175-10-16,weapon,2,0,24.0,60.0,2016,תפח
תפ_53886-06-16,drugs,1,1,6.0,18.0,2016,תפ
תפ_50607-03-19,drugs,0,0,15.0,30.0,2019,תפ
תפ_17959-03-18,drugs,2,0,0.0,12.0,2018,תפ
תפ_49416-04-18,weapon,7,2,18.0,42.0,2018,תפ
תפ_32945-06-20,drugs,0,0,10.0,24.0,2020,תפ
תפ_809-09-18,drugs,5,0,24.0,42.0,2018,תפ
תפ_44279-06-21,drugs,5,0,8.0,20.0,2021,תפ
תפ_36111-05-22,weapon,1,2,24.0,45.0,2022,תפ
תפ_61118-07-23,weapon,1,3,20.0,40.0,2023,תפ
תפ_1990-11-22,drugs,0,8,48.0,78.0,2022,תפ
תפ_50986-12-16,weapon,2,3,15.0,42.0,2016,תפ
תפ_11720-07-16,drugs,3,2,24.0,42.0,2016,תפ
תפ_11267-01-18,drugs,2,0,6.0,18.0,2018,תפ
תפ_10182-01-24,weapon,0,11,24.0,36.0,2024,תפ
תפ_13164-08-21,weapon,0,0,16.0,45.0,2021,תפ
תפ_54640-06-24,weapon,0,0,26.0,40.0,2024,תפ
תפ_32198-01-22,weapon,0,0,16.0,48.0,2022,תפ
תפ_44666-10-18,drugs,1,2,5.0,18.0,2018,תפ
תפ_39183-11-13,weapon,0,3,36.0,72.0,2013,תפ
תפ_46833-10-10,weapon,0,0,3.0,10.0,2010,תפ
תפ_28953-06-18,drugs,0,0,18.0,24.0,2018,תפ
תפ_11362-10-15,weapon,2,3,12.0,36.0,2015,תפ
תפ_15627-03-19,weapon,4,0,24.0,48.0,2019,תפ
תפ_45424-06-15,weapon,0,0,2.0,9.0,2015,תפ
תפ_58626-07-22,weapon,1,4,30.0,60.0,2022,תפ
תפ_32787-10-18,weapon,0,2,17.0,40.0,2018,תפ
