verdict,domain,in_deg,out_deg,low,high,year,court
תפ_26685-05-13,drugs,0,0,18.0,36.0,2013,תפ
תפ_54141-03-22,drugs,0,0,5.0,10.0,2022,תפ
תפח_41965-05-16,weapon,0,0,24.0,48.0,2016,תפח
תפ_63355-02-23,weapon,1,2,30.0,50.0,2023,תפ
תפ_9705-01-21,drugs,0,2,0.0,10.0,2021,תפ
תפ_3622-10-13,weapon,4,0,8.0,24.0,2013,תפ
תפ_73367-01-19,drugs,1,0,6.0,18.0,2019,תפ
תפ_811-04-23,weapon,0,1,15.0,26.0,2023,תפ
תפ_32907-12-20,weapon,0,7,14.0,30.0,2020,תפ
תפ_6415-10-23,weapon,0,2,48.0,72.0,2023,תפ
תפ_16446-10-14,weapon,1,0,36.0,96.0,2014,תפ
תפ_5911-11-16,drugs,0,5,6.0,12.0,2016,תפ
תפ_25034-03-13,drugs,0,0,18.0,42.0,2013,תפ
תפ_19975-03-16,drugs,0,0,6.0,18.0,2016,תפ
תפ_30506-01-22,drugs,0,0,18.0,36.0,2022,תפ
תפ_4261-09-22,drugs,0,0,18.0,36.0,2022,תפ
תפ_9369-01-13,drugs,4,0,3.0,10.0,2013,תפ
תפ_30989-10-13,drugs,0,0,12.0,40.0,2013,תפ
תפ_69865-03-18,drugs,0,0,0.0,8.0,2018,תפ
תפ_55857-12-19,drugs,0,0,9.0,18.0,2019,תפ
תפ_45791-03-13,drugs,0,0,6.0,12.0,2013,תפ
תפ_41269-05-16,drugs,0,2,10.0,24.0,2016,תפ
תפ_30406-04-16,weapon,0,0,24.0,48.0,2016,תפ
תפ_46497-09-16,drugs,4,1,24.0,54.0,2016,תפ
תפ_9211-05-21,weapon,2,3,12.0,24.0,2021,תפ
תפ_15392-04-17,drugs,0,1,33.0,54.0,2017,תפ
תפק_7171-03-21,drugs,0,0,4.0,12.0,2021,תפק
תפ_27605-10-20,drugs,1,0,1.0,8.0,2020,תפ
תפ_53910-06-12,drugs,1,0,6.0,18.0,2012,תפ
תפ_54134-05-18,weapon,0,0,4.0,12.0,2018,תפ
תפ_2679-03-18,drugs,1,0,5.0,15.0,2018,תפ
תפ_49772-11-16,weapon,0,4,7.0,24.0,2016,תפ
תפ_41186-05-15,drugs,0,0,15.0,36.0,2015,תפ
תפ_59503-07-15,drugs,0,0,6.0,10.0,2015,תפ
תפ_10686-05-20,weapon,5,1,28.0,60.0,2020,תפ
תפ_64990-12-16,weapon,1,0,24.0,60.0,2016,תפ
תפ_52515-03-20,weapon,15,0,7.0,20.0,2020,תפ
תפ_10140-10-19,drugs,0,0,5.0,16.0,2019,תפ
תפ_24047-02-18,weapon,0,3,18.0,40.0,2018,תפ
תפ_65412-06-23,weapon,0,0,6.0,12.0,2023,תפ
תפ_57425-01-22,drugs,0,3,24.0,50.0,2022,תפ
תפ_34581-05-24,drugs,0,0,20.0,40.0,2024,תפ
תפ_9632-08-23,weapon,0,6,8.0,18.0,2023,תפ
תפ_35684-04-18,weapon,4,1,40.0,80.0,2018,תפ
תפ_41061-11-14,drugs,1,0,0.0,12.0,2014,תפ
תפח_18488-12-15,weapon,0,2,72.0,120.0,2015,תפח
תפ_44336-03-19,drugs,0,0,36.0,48.0,2019,תפ
תפ_24243-07-20,drugs,0,0,3.0,8.0,2020,תפ
תפ_55366-02-17,drugs,2,3,20.0,50.0,2017,תפ
תפ_16379-07-21,drugs,0,0,1.0,12.0,2021,תפ
תפ_53339-09-22,weapon,0,3,30.0,60.0,2022,תפ
תפ_46090-03-14,drugs,1,0,6.0,24.0,2014,תפ
תפ_26839-11-16,drugs,0,1,10.0,36.0,2016,תפ
עפג_33195-09-21,weapon,0,0,24.0,48.0,2021,עפג
תפח_34398-05-11,weapon,1,3,36.0,84.0,2011,תפח
תפ_24634-04-23,weapon,0,9,54.0,72.0,2023,תפ
תפ_25854-09-13,weapon,2,0,0.0,9.0,2013,תפ
תפ_65630-05-23,weapon,0,5,42.0,78.0,2023,תפ
תפ_21584-01-23,drugs,0,0,10.0,20.0,2023,תפ
תפ_1318-11-12,drugs,0,0,12.0,27.0,2012,תפ
תפ_59572-07-15,drugs,2,0,7.0,14.0,2015,תפ
תפ_16273-02-16,drugs,1,3,36.0,72.0,2016,תפ
תפ_45070-04-17,drugs,0,0,0.0,12.0,2017,תפ
תפ_63092-12-13,drugs,2,0,0.0,7.0,2013,תפ
תפ_73989-12-19,weapon,0,0,0.0,12.0,2019,תפ
תפ_37386-11-13,weapon,0,2,7.0,18.0,2013,תפ
תפ_10552-11-21,weapon,0,3,24.0,36.0,2021,תפ
תפ_17780-09-16,drugs,0,3,66.0,108.0,2016,תפ
תפ_29523-10-15,drugs,0,0,6.0,24.0,2015,תפ
תפ_33458-08-14,weapon,2,1,48.0,84.0,2014,תפ
תפ_18397-02-16,weapon,0,5,12.0,36.0,2016,תפ
תפ_6944-03-22,drugs,0,3,30.0,54.0,2022,תפ
תפ_41522-05-18,weapon,9,3,16.0,40.0,2018,תפ
תפ_64832-01-15,weapon,1,2,36.0,84.0,2015,תפ
תפ_27512-06-23,drugs,0,0,16.0,36.0,2023,תפ
תפ_16470-03-21,weapon,0,0,3.0,15.0,2021,תפ
תפ_41901-08-23,weapon,0,2,20.0,45.0,2023,תפ
תפ_49210-05-22,drugs,0,0,8.0,20.0,2022,תפ
תפ_13481-02-13,weapon,1,1,8.0,24.0,2013,תפ
תפ_56159-09-14,drugs,2,0,6.0,14.0,2014,תפ
תפ_38435-11-17,drugs,0,3,6.0,24.0,2017,תפ
תפ_50729-04-21,drugs,1,0,0.0,9.0,2021,תפ
תפ_66755-06-20,drugs,0,0,12.0,24.0,2020,תפ
תפ_45593-12-23,drugs,0,0,6.0,12.0,2023,תפ
תפ_47346-03-19,weapon,0,0,4.0,15.0,2019,תפ
תפ_29243-03-15,weapon,0,0,96.0,144.0,2015,תפ
תפ_42397-03-12,drugs,0,0,10.0,24.0,2012,תפ
תפ_15486-01-18,drugs,0,3,1.0,16.0,2018,תפ
תפ_50693-02-18,drugs,0,0,5.0,15.0,2018,תפ
תפ_25902-05-16,weapon,1,0,15.0,36.0,2016,תפ
תפ_27992-01-24,drugs,0,6,26.0,56.0,2024,תפ
תפ_37364-07-15,drugs,1,0,2.0,5.0,2015,תפ
תפ_68319-11-22,weapon,0,0,13.0,36.0,2022,תפ
תפ_63303-06-22,weapon,0,3,15.0,30.0,2022,תפ
תפ_24000-05-20,weapon,0,1,20.0,40.0,2020,תפ
תפ_39933-09-18,drugs,0,0,8.0,24.0,2018,תפ
תפ_36328-09-15,weapon,2,5,24.0,48.0,2015,תפ
פרק_5182-17,weapon,0,0,24.0,48.0,2017,פרק
תפ_13065-08-15,drugs,1,2,8.0,24.0,2015,תפ
תפ_43525-01-21,drugs,1,2,10.0,30.0,2021,תפ
תפ_6968-02-22,weapon,3,3,14.0,30.0,2022,תפ
תפ_58505-11-19,weapon,1,7,20.0,40.0,2019,תפ
תפ_3295-04-18,weapon,1,3,18.0,36.0,2018,תפ
תפ_27471-07-16,drugs,0,0,6.0,12.0,2016,תפ
תפ_13861-04-17,drugs,4,0,24.0,48.0,2017,תפ
תפ_57001-11-21,weapon,1,2,36.0,72.0,2021,תפ
תפ_40602-04-24,weapon,0,0,40.0,64.0,2024,תפ
תפ_21128-09-12,weapon,2,0,24.0,96.0,2012,תפ
תפח_39587-07-21,weapon,0,2,16.0,36.0,2021,תפח
תפ_38368-09-21,weapon,2,7,26.0,52.0,2021,תפ
עפ_2892-13,weapon,64,0,12.0,36.0,2013,עפ
תפ_32546-04-16,drugs,0,0,8.0,20.0,2016,תפ
תפ_36887-07-17,drugs,1,0,0.0,8.0,2017,תפ
תפח_24905-02-18,weapon,0,0,20.0,44.0,2018,תפח
תפ_42613-02-23,weapon,0,4,19.0,32.0,2023,תפ
תפ_59578-12-21,drugs,1,0,0.0,6.0,2021,תפ
תפ_11799-09-13,weapon,0,0,12.0,40.0,2013,תפ
תפ_54607-07-19,weapon,25,2,20.0,30.0,2019,תפ
עפ_370-14,weapon,3,0,18.0,45.0,2014,עפ
תפ_1245-01-22,drugs,0,0,10.0,24.0,2022,תפ
תפ_62059-03-14,drugs,3,0,12.0,48.0,2014,תפ
תפ_48404-07-21,drugs,0,0,0.0,8.0,2021,תפ
תפ_27050-03-20,weapon,2,2,15.0,40.0,2020,תפ
תפ_11294-08-22,weapon,0,0,60.0,108.0,2022,תפ
תפ_10971-03-11,drugs,2,0,4.0,8.0,2011,תפ
תפ_42197-05-22,weapon,5,5,14.0,30.0,2022,תפ
תפ_16047-09-14,weapon,0,0,6.0,24.0,2014,תפ
עפ_3793-18,weapon,7,0,8.0,24.0,2018,עפ
תפ_32586-12-23,drugs,0,0,9.0,18.0,2023,תפ
תפ_7074-11-23,weapon,0,7,16.0,32.0,2023,תפ
תפ_49856-07-11,drugs,0,0,6.0,16.0,2011,תפ
תפ_63018-07-21,drugs,0,0,15.0,30.0,2021,תפ
תפ_41216-03-22,weapon,2,2,14.0,24.0,2022,תפ
תפ_20487-10-16,drugs,0,0,6.0,24.0,2016,תפ
תפ_39612-02-20,drugs,0,2,20.0,40.0,2020,תפ
תפ_31394-12-15,drugs,0,0,12.0,24.0,2015,תפ
תפ_28615-01-22,drugs,1,2,12.0,30.0,2022,תפ
תפ_17337-09-21,weapon,0,0,6.0,18.0,2021,תפ
תפ_37387-04-18,weapon,7,4,18.0,36.0,2018,תפ
תפ_40994-08-16,drugs,0,0,12.0,36.0,2016,תפ
תפ_12012-07-24,drugs,0,0,12.0,24.0,2024,תפ
תפ_6047-11-19,drugs,0,5,14.0,24.0,2019,תפ
תד_7172-07-20,drugs,0,0,16.0,30.0,2020,תד
תפ_54179-09-14,drugs,5,0,0.0,18.0,2014,תפ
תפ_61861-11-15,drugs,0,0,10.0,24.0,2015,תפ
תפח_26481-08-13,weapon,0,1,60.0,96.0,2013,תפח
תפ_50330-07-18,weapon,1,8,15.0,30.0,2018,תפ
תפ_44449-10-19,drugs,0,1,12.0,24.0,2019,תפ
תפ_35569-02-23,drugs,0,1,36.0,60.0,2023,תפ
תפ_20940-03-16,drugs,0,0,0.0,12.0,2016,תפ
תפ_34752-02-21,drugs,0,0,9.0,24.0,2021,תפ
תפ_49530-03-15,weapon,0,0,10.0,20.0,2015,תפ
תפ_33131-05-20,drugs,0,0,22.0,42.0,2020,תפ
תפ_66877-03-22,drugs,0,1,18.0,36.0,2022,תפ
תפ_38631-06-20,drugs,0,2,12.0,36.0,2020,תפ
תפ_12480-04-16,weapon,3,0,18.0,45.0,2016,תפ
תפ_38225-07-14,weapon,1,0,6.0,18.0,2014,תפ
תפ_56159-05-13,drugs,0,0,0.0,12.0,2013,תפ
תפ_10580-03-16,drugs,0,0,6.0,12.0,2016,תפ
תפ_51352-12-21,drugs,5,1,12.0,24.0,2021,תפ
תפ_58966-01-18,drugs,11,2,54.0,90.0,2018,תפ
תפ_56792-09-17,weapon,0,0,24.0,42.0,2017,תפ
תפ_46568-04-21,weapon,0,1,10.0,24.0,2021,תפ
תפ_31661-09-17,weapon,1,0,6.0,30.0,2017,תפ
תפ_17260-12-23,weapon,0,6,12.0,28.0,2023,תפ
תפ_52348-08-20,drugs,0,0,0.0,18.0,2020,תפ
תפ_43544-05-21,drugs,0,0,6.0,18.0,2021,תפ
תפ_185-11-12,weapon,1,0,36.0,60.0,2012,תפ
תפ_9115-10-16,weapon,1,4,12.0,36.0,2016,תפ
תפ_67911-11-22,drugs,0,0,9.0,24.0,2022,תפ
תפ_33230-07-13,drugs,0,0,0.0,15.0,2013,תפ
תפ_59243-05-13,drugs,0,0,18.0,40.0,2013,תפ
תפ_45971-11-13,weapon,0,2,15.0,35.0,2013,תפ
תפ_31552-11-24,weapon,0,0,12.0,30.0,2024,תפ
תפ_7111-02-16,weapon,0,0,24.0,60.0,2016,תפ
תפ_44840-06-16,weapon,1,4,6.0,20.0,2016,תפ
תפ_54202-12-21,weapon,0,2,24.0,50.0,2021,תפ
תפ_53375-08-15,drugs,1,0,10.0,24.0,2015,תפ
תפ_35695-12-15,weapon,1,3,12.0,24.0,2015,תפ
תפ_36797-07-23,drugs,0,2,9.0,24.0,2023,תפ
תפ_69400-07-20,drugs,0,0,8.0,24.0,2020,תפ
תפ_15458-12-19,drugs,2,1,18.0,36.0,2019,תפ
עפ_8048-19,weapon,2,0,24.0,42.0,2019,עפ
תפ_12376-04-20,weapon,0,5,14.0,36.0,2020,תפ
עפג_59106-03-14,drugs,7,0,0.0,12.0,2014,עפג
תפ_6514-03-23,weapon,1,1,12.0,36.0,2023,תפ
תפ_3201-02-19,drugs,0,0,10.0,24.0,2019,תפ
תפ_13864-11-15,weapon,0,1,36.0,72.0,2015,תפ
תפ_62092-06-16,drugs,0,2,7.0,18.0,2016,תפ
תפ_54418-06-19,weapon,2,2,12.0,24.0,2019,תפ
תפ_53805-09-16,drugs,1,1,14.0,36.0,2016,תפ
עפ_5769-14,weapon,7,0,18.0,36.0,2014,עפ
תפ_63404-02-24,drugs,0,3,18.0,32.0,2024,תפ
תפ_60803-01-19,drugs,1,3,9.0,18.0,2019,תפ
תפ_39568-06-21,drugs,0,6,8.0,24.0,2021,תפ
תפ_22347-09-17,drugs,1,0,0.0,9.0,2017,תפ
תפ_45061-05-15,drugs,0,0,30.0,60.0,2015,תפ
תפ_24257-09-22,weapon,1,3,24.0,48.0,2022,תפ
תפ_32587-07-18,drugs,0,0,20.0,40.0,2018,תפ
תפ_33577-04-12,weapon,2,0,24.0,72.0,2012,תפ
תפ_3122-10-22,drugs,0,0,8.0,18.0,2022,תפ
תפ_23253-12-15,weapon,0,3,28.0,54.0,2015,תפ
תפ_48535-10-12,drugs,0,0,4.0,18.0,2012,תפ
תפ_10860-08-20,weapon,0,0,8.0,24.0,2020,תפ
תפ_36831-09-13,drugs,0,2,24.0,55.0,2013,תפ
תפ_12519-04-14,weapon,0,0,36.0,72.0,2014,תפ
תפ_9056-06-12,drugs,1,0,6.0,12.0,2012,תפ
תפ_48367-01-19,weapon,0,0,2.0,12.0,2019,תפ
תפח_58697-01-16,weapon,0,0,96.0,156.0,2016,תפח
תפח_1010-09,weapon,3,1,36.0,60.0,2009,תפח
תפ_31872-04-12,weapon,0,0,12.0,48.0,2012,תפ
תפ_4411-07-19,weapon,0,5,60.0,96.0,2019,תפ
תפ_18833-05-13,weapon,1,2,8.0,18.0,2013,תפ
תפ_35512-06-17,weapon,8,2,12.0,24.0,2017,תפ
תפ_67527-03-18,drugs,1,6,54.0,90.0,2018,תפ
תפ_737-10-13,drugs,7,0,60.0,90.0,2013,תפ
תפ_10814-01-20,drugs,0,2,8.0,20.0,2020,תפ
תפ_59165-12-19,drugs,0,0,12.0,24.0,2019,תפ
תפ_30343-04-19,drugs,0,0,9.0,24.0,2019,תפ
תפ_60454-06-16,drugs,1,6,8.0,18.0,2016,תפ
תפ_35104-12-21,drugs,0,0,12.0,24.0,2021,תפ
תפ_61720-01-23,drugs,1,4,8.0,18.0,2023,תפ
תפ_63172-11-20,drugs,0,0,9.0,30.0,2020,תפ
תפ_16783-12-21,drugs,0,0,5.0,14.0,2021,תפ
תפ_57272-12-20,weapon,1,2,20.0,48.0,2020,תפ
תפ_45339-12-20,weapon,0,4,36.0,72.0,2020,תפ
תפ_23062-12-21,drugs,0,0,21.0,48.0,2021,תפ
תפ_986-06-21,drugs,0,2,10.0,20.0,2021,תפ
תפ_22325-12-13,drugs,0,0,12.0,24.0,2013,תפ
תפ_49079-07-16,weapon,1,1,15.0,28.0,2016,תפ
תפ_64144-09-17,drugs,0,2,6.0,24.0,2017,תפ
תפ_9258-10-11,weapon,0,1,5.0,12.0,2011,תפ
תפ_58453-07-22,weapon,0,0,18.0,36.0,2022,תפ
תפ_50359-08-19,drugs,0,2,10.0,20.0,2019,תפ
תפ_49269-08-21,drugs,0,0,0.0,12.0,2021,תפ
תפ_69004-03-24,drugs,0,0,14.0,36.0,2024,תפ
תפ_66139-03-16,drugs,0,0,10.0,20.0,2016,תפ
תפ_26478-04-22,weapon,3,8,15.0,36.0,2022,תפ
תפ_28360-02-13,weapon,4,0,6.0,24.0,2013,תפ
תפ_28100-07-20,weapon,0,8,14.0,36.0,2020,תפ
תפ_20743-11-22,weapon,0,0,6.0,18.0,2022,תפ
תפ_20585-05-12,drugs,0,0,6.0,18.0,2012,תפ
תפ_55908-09-17,weapon,0,1,48.0,84.0,2017,תפ
תפ_57498-03-19,weapon,0,5,24.0,48.0,2019,תפ
תפ_53715-12-15,weapon,1,1,14.0,36.0,2015,תפ
תפ_20330-11-23,drugs,0,0,16.0,36.0,2023,תפ
תפ_17378-04-24,weapon,0,0,14.0,42.0,2024,תפ
תפ_3986-06-22,weapon,0,3,12.0,36.0,2022,תפ
תפ_36422-07-13,drugs,1,1,24.0,55.0,2013,תפ
תפ_22464-07-12,drugs,5,0,8.0,18.0,2012,תפ
תפח_53763-12-15,weapon,1,0,60.0,108.0,2015,תפח
תפ_34222-02-20,drugs,0,0,6.0,14.0,2020,תפ
תפ_18680-05-23,drugs,0,0,6.0,42.0,2023,תפ
תפ_42359-08-18,drugs,0,3,16.0,36.0,2018,תפ
תפ_61087-12-18,weapon,2,0,9.0,24.0,2018,תפ
תפ_6852-03-21,weapon,0,3,18.0,40.0,2021,תפ
תפ_6553-05-14,drugs,2,0,6.0,12.0,2014,תפ
תפק_6666-09-19,drugs,1,0,6.0,12.0,2019,תפק
תפ_24670-05-23,weapon,1,0,24.0,42.0,2023,תפ
תפ_60379-07-18,weapon,0,0,10.0,30.0,2018,תפ
תפ_54205-05-15,drugs,3,1,6.0,18.0,2015,תפ
תפ_40234-09-12,weapon,0,0,12.0,48.0,2012,תפ
תפ_864-02-17,drugs,1,0,8.0,20.0,2017,תפ
תפ_524-11-23,weapon,0,2,7.0,22.0,2023,תפ
תפ_15744-02-20,weapon,0,6,30.0,54.0,2020,תפ
תפק_16525-10-19,drugs,0,0,18.0,18.0,2019,תפק
תפ_40327-10-19,drugs,2,2,28.0,50.0,2019,תפ
תפ_38315-12-15,drugs,0,0,84.0,132.0,2015,תפ
תפ_37694-03-15,drugs,4,4,16.0,36.0,2015,תפ
תפ_56256-11-15,weapon,0,1,18.0,36.0,2015,תפ
תפ_30560-02-21,weapon,0,0,14.0,30.0,2021,תפ
תפ_37065-10-15,weapon,2,0,24.0,60.0,2015,תפ
תפ_54879-08-16,weapon,1,3,12.0,36.0,2016,תפ
תפ_54838-11-22,drugs,0,0,10.0,20.0,2022,תפ
תפ_13153-08-15,weapon,4,3,9.0,36.0,2015,תפ
תפ_35019-12-13,weapon,0,1,4.0,8.0,2013,תפ
תפ_31842-04-21,weapon,1,3,36.0,60.0,2021,תפ
תפ_1641-04-19,weapon,2,1,15.0,36.0,2019,תפ
תפ_10603-12-18,drugs,2,0,25.0,50.0,2018,תפ
תפ_74036-12-19,drugs,2,4,18.0,48.0,2019,תפ
תפ_20216-02-22,weapon,0,1,18.0,36.0,2022,תפ
תפ_27103-01-18,drugs,0,11,9.0,24.0,2018,תפ
תפ_10896-06-20,weapon,1,4,22.0,48.0,2020,תפ
תפ_19827-06-15,drugs,0,1,7.0,18.0,2015,תפ
תפ_16505-02-18,weapon,3,0,10.0,30.0,2018,תפ
תפ_24358-07-20,drugs,0,0,0.0,6.0,2020,תפ
תפ_4325-02-21,weapon,1,1,22.0,46.0,2021,תפ
תפ_62688-01-20,weapon,0,10,30.0,60.0,2020,תפ
תפ_22978-11-21,drugs,0,4,9.0,20.0,2021,תפ
תפ_48354-10-23,weapon,0,0,9.0,24.0,2023,תפ
תפ_1178-06-21,weapon,1,4,20.0,42.0,2021,תפ
תפ_6997-06-18,drugs,2,6,36.0,60.0,2018,תפ
תפ_28190-05-12,weapon,0,0,18.0,36.0,2012,תפ
תפ_24053-04-20,drugs,1,1,8.0,18.0,2020,תפ
תפ_48799-06-16,drugs,0,0,24.0,60.0,2016,תפ
עפ_9821-16,weapon,10,0,36.0,72.0,2016,עפ
תפ_42987-06-16,weapon,0,4,24.0,48.0,2016,תפ
תפ_27467-02-18,drugs,0,0,3.0,15.0,2018,תפ
תפ_6999-09-22,weapon,2,2,12.0,24.0,2022,תפ
תפ_18455-09-22,drugs,0,0,12.0,24.0,2022,תפ
תפ_44826-05-13,weapon,0,0,18.0,40.0,2013,תפ
תפ_23520-10-11,drugs,1,0,7.0,24.0,2011,תפ
תפ_68166-11-21,drugs,0,0,8.0,20.0,2021,תפ
תפ_19302-10-22,weapon,0,0,20.0,50.0,2022,תפ
תפ_7244-01-24,drugs,0,0,3.0,18.0,2024,תפ
תפ_27149-12-21,drugs,0,0,6.0,14.0,2021,תפ
תפ_48984-02-17,drugs,0,0,0.0,12.0,2017,תפ
תפ_15842-11-20,weapon,1,5,48.0,84.0,2020,תפ
תפ_7833-06-21,drugs,0,0,8.0,16.0,2021,תפ
תפ_48046-03-21,drugs,0,0,5.0,18.0,2021,תפ
תפ_11680-11-22,drugs,0,0,0.0,5.0,2022,תפ
תפ_46325-02-16,drugs,0,0,20.0,50.0,2016,תפ
תפ_59571-08-20,drugs,0,0,12.0,48.0,2020,תפ
תפ_32637-10-10,weapon,0,0,12.0,36.0,2010,תפ
תפ_55487-03-15,drugs,0,0,18.0,36.0,2015,תפ
תפ_9308-12-16,drugs,0,0,0.0,8.0,2016,תפ
תפ_53377-09-22,weapon,1,7,40.0,66.0,2022,תפ
תפ_3256-16,drugs,2,3,12.0,36.0,2016,תפ
תפ_44352-03-12,weapon,0,0,24.0,48.0,2012,תפ
תפ_8960-10-20,drugs,0,0,24.0,48.0,2020,תפ
תפ_3951-03-22,weapon,0,0,24.0,48.0,2022,תפ
תפ_6749-09-22,drugs,0,1,12.0,24.0,2022,תפ
תפ_42779-07-18,drugs,0,4,8.0,22.0,2018,תפ
תפ_8510-09-23,weapon,0,0,10.0,24.0,2023,תפ
תפ_30003-03-22,weapon,0,6,30.0,60.0,2022,תפ
תפ_2531-11-18,drugs,0,0,10.0,20.0,2018,תפ
תפ_25603-08-15,drugs,1,0,12.0,36.0,2015,תפ
תפ_35202-05-15,drugs,0,2,0.0,12.0,2015,תפ
תפ_19384-05-16,weapon,2,9,40.0,60.0,2016,תפ
תפ_7196-03-21,weapon,3,4,72.0,120.0,2021,תפ
תפ_77446-12-20,weapon,0,2,4.0,12.0,2020,תפ
תפ_29550-06-13,drugs,2,0,9.0,28.0,2013,תפ
תפ_23992-11-21,weapon,0,8,10.0,24.0,2021,תפ
תפ_44503-10-13,drugs,0,0,6.0,24.0,2013,תפ
תפ_3302-04-18,drugs,0,0,10.0,20.0,2018,תפ
תפ_69640-10-18,weapon,2,1,15.0,36.0,2018,תפ
תפ_48057-03-21,weapon,1,4,16.0,40.0,2021,תפ
תפ_28173-07-20,weapon,0,0,0.0,12.0,2020,תפ
תפ_31596-11-20,drugs,0,0,0.0,12.0,2020,תפ
תפ_46221-08-23,drugs,0,0,34.0,60.0,2023,תפ
תפ_4886-11-18,weapon,1,1,33.0,60.0,2018,תפ
תפ_16802-02-20,drugs,1,1,16.0,30.0,2020,תפ
תפ_17384-09-17,drugs,0,0,6.0,15.0,2017,תפ
תפ_19412-05-18,drugs,0,5,9.0,20.0,2018,תפ
תפ_53954-11-22,weapon,0,0,30.0,54.0,2022,תפ
תפ_66306-03-19,drugs,0,2,10.0,24.0,2019,תפ
תפ_9649-10-22,drugs,0,1,15.0,34.0,2022,תפ
תפ_3006-01-14,weapon,0,1,15.0,39.0,2014,תפ
תפ_50969-06-22,drugs,1,0,12.0,24.0,2022,תפ
תפ_17277-05-20,weapon,0,2,16.0,36.0,2020,תפ
תפ_66110-11-23,weapon,0,0,16.0,32.0,2023,תפ
תפ_47319-07-15,drugs,1,0,6.0,18.0,2015,תפ
תפ_31425-08-20,drugs,0,2,24.0,72.0,2020,תפ
תפ_13935-05-24,drugs,0,0,12.0,24.0,2024,תפ
תפ_20425-02-20,weapon,3,7,20.0,40.0,2020,תפ
תפ_65260-11-15,drugs,0,3,6.0,12.0,2015,תפ
תפ_50068-09-23,weapon,0,4,18.0,42.0,2023,תפ
תפ_43338-05-16,weapon,0,2,7.0,20.0,2016,תפ
תפ_68700-11-18,drugs,0,0,10.0,28.0,2018,תפ
תפ_11033-11-23,weapon,0,1,10.0,24.0,2023,תפ
תפ_53169-10-13,weapon,2,0,6.0,30.0,2013,תפ
תפ_3772-01-16,weapon,5,2,18.0,48.0,2016,תפ
תפ_40512-02-20,drugs,0,2,16.0,30.0,2020,תפ
תפ_35106-03-18,weapon,1,1,36.0,72.0,2018,תפ
תפ_9620-11-14,drugs,0,0,36.0,54.0,2014,תפ
תפ_33475-10-17,drugs,0,2,9.0,24.0,2017,תפ
תפ_38680-05-20,drugs,4,0,14.0,30.0,2020,תפ
תפ_25474-11-15,drugs,3,0,8.0,20.0,2015,תפ
תפ_51607-08-21,weapon,0,4,36.0,60.0,2021,תפ
תפ_44604-11-22,drugs,0,0,6.0,24.0,2022,תפ
תפ_8192-08-15,weapon,0,0,10.0,30.0,2015,תפ
עפ_5494-19,drugs,0,0,6.0,18.0,2019,עפ
תפ_1418-12-17,drugs,1,0,12.0,36.0,2017,תפ
תפ_45561-07-21,weapon,10,6,14.0,38.0,2021,תפ
תפ_16540-08-21,drugs,0,2,48.0,84.0,2021,תפ
תפ_18218-11-19,drugs,0,0,48.0,72.0,2019,תפ
תפח_32740-12-12,weapon,1,0,6.0,120.0,2012,תפח
תפ_7788-09-19,drugs,0,0,5.0,14.0,2019,תפ
תפ_33024-01-18,drugs,0,4,24.0,48.0,2018,תפ
תפ_45630-07-18,weapon,1,0,18.0,48.0,2018,תפ
תפ_30353-01-23,drugs,1,0,4.0,14.0,2023,תפ
תפ_47917-01-16,weapon,0,0,24.0,60.0,2016,תפ
תפ_51473-05-20,weapon,2,3,25.0,50.0,2020,תפ
תפ_9532-10-18,drugs,4,0,30.0,60.0,2018,תפ
תפח_16644-04-16,weapon,0,1,48.0,96.0,2016,תפח
תפ_31134-05-18,drugs,1,0,30.0,60.0,2018,תפ
תפ_47466-10-18,drugs,2,0,22.0,48.0,2018,תפ
תפ_40118-06-21,weapon,5,2,20.0,40.0,2021,תפ
תפ_9693-11-14,weapon,0,0,48.0,108.0,2014,תפ
תפ_45195-11-20,drugs,4,0,24.0,60.0,2020,תפ
תפ_20257-03-23,drugs,0,0,0.0,8.0,2023,תפ
תפ_45417-03-14,weapon,1,0,36.0,48.0,2014,תפ
תפ_34561-01-23,drugs,0,5,27.0,50.0,2023,תפ
תפ_60183-03-21,drugs,1,2,22.0,48.0,2021,תפ
תפ_13822-09-13,weapon,0,0,65.0,85.0,2013,תפ
תפ_1276-05-15,drugs,0,0,13.0,32.0,2015,תפ
תפ_57687-05-22,weapon,2,5,30.0,40.0,2022,תפ
תפ_51228-09-11,weapon,0,2,5.0,30.0,2011,תפ
תפ_22154-04-14,weapon,0,0,3.0,8.0,2014,תפ
תפ_34027-04-18,weapon,0,4,24.0,48.0,2018,תפ
תפ_61759-02-19,weapon,1,2,42.0,66.0,2019,תפ
תפ_6421-12-11,weapon,1,0,42.0,120.0,2011,תפ
תפ_6988-08-22,drugs,0,0,0.0,8.0,2022,תפ
תפ_17043-07-13,drugs,2,0,8.0,20.0,2013,תפ
תפ_40079-05-21,weapon,0,0,12.0,36.0,2021,תפ
תפ_8707-03-20,drugs,0,1,3.0,12.0,2020,תפ
תפ_3859-05-15,drugs,0,0,10.0,24.0,2015,תפ
תפח_10713-11-21,weapon,0,2,252.0,300.0,2021,תפח
תפ_7568-04-14,drugs,0,0,4.0,15.0,2014,תפ
תפ_69261-01-23,weapon,0,1,48.0,60.0,2023,תפ
תפ_44360-07-17,drugs,0,0,5.0,10.0,2017,תפ
