setup,domain,rep,model,QWK_Oracle,QWK_CV,C_index,Spearman
SWAPPED N=11,drugs,Raw-Facts,mistral_large_or,0.751271905031091,0.751271905031091,0.8662809917355372,0.722462214442458
SWAPPED N=11,drugs,Hybrid-Manual,gpt4,0.8260309278350515,0.7723187537447573,0.9145454545454546,0.7881006143368533
SWAPPED N=11,drugs,Hybrid-Manual,gpt5mini,0.8140111593304402,0.7342398022249691,0.9130578512396694,0.7896691984027838
SWAPPED N=11,drugs,Hybrid-Manual,gpt52,0.8070175438596492,0.7518159806295399,0.9082644628099174,0.7836337813546158
SWAPPED N=11,drugs,Hybrid-Manual,gpt51_thinking,0.8225901833234772,0.7784431137724551,0.9019834710743801,0.771400997808559
SWAPPED N=11,drugs,Hybrid-Manual,claude_sonnet_4_6,0.8114393463230672,0.7376267143709003,0.9181818181818182,0.7997880164923561
SWAPPED N=11,drugs,Hybrid-Manual,gemini_25_pro,0.7986974541148608,0.7455176402544823,0.8889256198347107,0.7682833710820847
SWAPPED N=11,drugs,Hybrid-Manual,gemini_3_flash,0.8211091234347048,0.7972570065593321,0.8930578512396694,0.7611710618604082
SWAPPED N=11,drugs,Hybrid-Manual,gemma4_31b_or,0.8302107728337237,0.8134110787172012,0.9171900826446281,0.7975259661854881
SWAPPED N=11,drugs,Hybrid-Manual,qwen3_vl_235b_or,0.7684085510688836,0.710509754562618,0.8915702479338843,0.7531922267145019
SWAPPED N=11,drugs,Hybrid-Manual,qwen3_235b_or,0.8260381593714927,0.8260381593714927,0.908099173553719,0.7835501205010684
SWAPPED N=11,drugs,Hybrid-Manual,mistral_large_or,0.7585394581861014,0.718562874251497,0.889090909090909,0.7577038502943546
SWAPPED N=11,drugs,Hybrid-Full,gpt4,0.8323085522638345,0.8260381593714927,0.8909090909090909,0.7580348923756505
SWAPPED N=11,drugs,Hybrid-Full,gpt5mini,0.8016119032858029,0.7422062350119905,0.891900826446281,0.7532259798482417
SWAPPED N=11,drugs,Hybrid-Full,gpt52,0.7749391727493917,0.6768178993163455,0.8877685950413223,0.7492478054196625
SWAPPED N=11,drugs,Hybrid-Full,gpt51_thinking,0.8128509045539614,0.7611940298507462,0.8928925619834711,0.7571605866973288
SWAPPED N=11,drugs,Hybrid-Full,claude_sonnet_4_6,0.8299939283545841,0.7700471698113207,0.9028099173553719,0.7761208046197515
SWAPPED N=11,drugs,Hybrid-Full,gemini_25_pro,0.8136284216656959,0.806338028169014,0.8811570247933884,0.7508978434077848
SWAPPED N=11,drugs,Hybrid-Full,gemini_3_flash,0.7830248883216337,0.7151515151515151,0.8975206611570248,0.7656480730439463
SWAPPED N=11,drugs,Hybrid-Full,gemma4_31b_or,0.8074534161490683,0.7644927536231884,0.9061157024793388,0.7750682438643484
SWAPPED N=11,drugs,Hybrid-Full,qwen3_vl_235b_or,0.8156115550092194,0.7553699284009547,0.9100826446280992,0.7854358877861799
SWAPPED N=11,drugs,Hybrid-Full,qwen3_235b_or,0.7870967741935484,0.7525380710659899,0.8948760330578512,0.7610313556494636
SWAPPED N=11,drugs,Hybrid-Full,mistral_large_or,0.830028328611898,0.8129251700680272,0.8961983471074381,0.7753095799618184
SWAPPED N=11,weapon,Manual,gpt4,0.7813953488372093,0.7640926640926641,0.9083247334021328,0.7735959595790263
SWAPPED N=11,weapon,Manual,gpt5mini,0.831942789034565,0.8117946851110303,0.9264705882352942,0.7995560819256838
SWAPPED N=11,weapon,Manual,gpt52,0.7652347652347653,0.751818272392149,0.9099587203302374,0.7698895230282614
SWAPPED N=11,weapon,Manual,gpt51_thinking,0.8019662921348314,0.7776488440596269,0.9200206398348814,0.7886434608059384
SWAPPED N=11,weapon,Manual,claude_sonnet_4_6,0.8106656435833492,0.7904632680752084,0.9213966288269694,0.797342643974608
SWAPPED N=11,weapon,Manual,gemini_25_pro,0.7332576617480135,0.708809293320426,0.8918128654970761,0.7504669876621117
SWAPPED N=11,weapon,Manual,gemini_3_flash,0.7897875512486023,0.7664425606547793,0.9137426900584795,0.7789814817266504
SWAPPED N=11,weapon,Manual,gemma4_31b_or,0.8077796964464237,0.7952069716775599,0.9275025799793601,0.8030896444431476
SWAPPED N=11,weapon,Manual,qwen3_vl_235b_or,0.7963408762638421,0.7721266280064645,0.9055727554179567,0.7681641893976208
SWAPPED N=11,weapon,Manual,qwen3_235b_or,0.7010178117048346,0.6482328482328482,0.8743550051599587,0.7078303780908348
SWAPPED N=11,weapon,Manual,mistral_large_or,0.6771528123444499,0.6379616827967609,0.8719470244238046,0.7132638396233454
SWAPPED N=11,weapon,GPT-Schema,gpt4,0.7350122157489194,0.6648432157858748,0.8888888888888888,0.7358358738589263
SWAPPED N=11,weapon,GPT-Schema,gpt5mini,0.7678800073166271,0.7357635110627494,0.892844857241142,0.74860006520095
SWAPPED N=11,weapon,GPT-Schema,gpt52,0.7276054905948144,0.6645595432300163,0.8853629170966633,0.7282465968985139
SWAPPED N=11,weapon,GPT-Schema,gpt51_thinking,0.768607008398494,0.7330591461026243,0.8980048159614723,0.7540113642238266
SWAPPED N=11,weapon,GPT-Schema,claude_sonnet_4_6,0.7975558449363919,0.7631904173400513,0.9108187134502924,0.7767042809664474
SWAPPED N=11,weapon,GPT-Schema,gemini_25_pro,0.7301388453909594,0.6924335378323108,0.8836429308565531,0.73650391668877
SWAPPED N=11,weapon,GPT-Schema,gemini_3_flash,0.793686373400579,0.7821810271446137,0.9021327829377365,0.7611433690975907
SWAPPED N=11,weapon,GPT-Schema,gemma4_31b_or,0.8149436864755975,0.7865022712524334,0.9229446164430685,0.7958610312900631
SWAPPED N=11,weapon,GPT-Schema,qwen3_vl_235b_or,0.7001518987341773,0.6828106391425168,0.8716030271757826,0.7146776223169303
SWAPPED N=11,weapon,GPT-Schema,qwen3_235b_or,0.6607547948030521,0.5688073394495412,0.8648950808393533,0.6968389701613259
SWAPPED N=11,weapon,GPT-Schema,mistral_large_or,0.6901691028948123,0.6901691028948123,0.8643790849673203,0.7051015718295699
SWAPPED N=11,weapon,GPT-Free,gpt4,0.728793998845932,0.7129979645245711,0.8485552115583075,0.6742957444522152
SWAPPED N=11,weapon,GPT-Free,gpt5mini,0.6999910096197068,0.6649824054858793,0.85921912624699,0.6893688288675239
SWAPPED N=11,weapon,GPT-Free,gpt52,0.7109838846480068,0.6482867270578968,0.8703990368077056,0.7103515898091126
SWAPPED N=11,weapon,GPT-Free,gpt51_thinking,0.7514716152848449,0.7391476709613478,0.8763329893360853,0.7212449134523727
SWAPPED N=11,weapon,GPT-Free,claude_sonnet_4_6,0.753791011855528,0.753791011855528,0.8699690402476781,0.7153946781502075
SWAPPED N=11,weapon,GPT-Free,gemini_25_pro,0.6516718372974837,0.5731490621915105,0.837891296869625,0.6567533411211136
SWAPPED N=11,weapon,GPT-Free,gemini_3_flash,0.7368217802664607,0.7122728597803907,0.867561059511524,0.7077989185032009
SWAPPED N=11,weapon,GPT-Free,gemma4_31b_or,0.7282753713421685,0.7087561742254154,0.8688510491916065,0.7148608276160527
SWAPPED N=11,weapon,GPT-Free,qwen3_vl_235b_or,0.6610902797807903,0.6610902797807903,0.8226694186446508,0.630359943638222
SWAPPED N=11,weapon,GPT-Free,qwen3_235b_or,0.6846217483224561,0.6719404374127502,0.8446852425180599,0.667891288978141
SWAPPED N=11,weapon,GPT-Free,mistral_large_or,0.5970523070995086,0.541301941845256,0.8034055727554179,0.6034687549882966
SWAPPED N=11,weapon,GPT-Law,gpt4,0.6987467712618387,0.6987467712618387,0.8614551083591331,0.6901158647193554
SWAPPED N=11,weapon,GPT-Law,gpt5mini,0.7791353383458647,0.7691290383525411,0.8704850361197111,0.7121031922788174
SWAPPED N=11,weapon,GPT-Law,gpt52,0.7153107818469854,0.6694071435096374,0.8749570003439973,0.7176990019774239
SWAPPED N=11,weapon,GPT-Law,gpt51_thinking,0.7482523831139356,0.7305344923247642,0.8780529755761954,0.721868321954886
SWAPPED N=11,weapon,GPT-Law,claude_sonnet_4_6,0.7464940668824165,0.7333724569640063,0.8797729618163055,0.7236219129317275
SWAPPED N=11,weapon,GPT-Law,gemini_25_pro,0.6901098901098901,0.6664037854889591,0.8461472308221534,0.6746625897706237
SWAPPED N=11,weapon,GPT-Law,gemini_3_flash,0.6998722860791826,0.6597364024503434,0.8556071551427589,0.6891017953326904
SWAPPED N=11,weapon,GPT-Law,gemma4_31b_or,0.7184523224982815,0.6848702749975707,0.8779669762641898,0.7234525818104224
SWAPPED N=11,weapon,GPT-Law,qwen3_vl_235b_or,0.6544769085768143,0.5878033856822353,0.8439972480220158,0.6677738947032499
SWAPPED N=11,weapon,GPT-Law,qwen3_235b_or,0.6335805286176079,0.6335805286176079,0.8246474028207774,0.6320209759979724
SWAPPED N=11,weapon,GPT-Law,mistral_large_or,0.5404444444444445,0.4817642069550466,0.7897316821465429,0.5725534265478119
SWAPPED N=11,weapon,Raw-Facts,gpt4,0.7134407134407135,0.6904267797527746,0.858703130374957,0.6902423323926955
SWAPPED N=11,weapon,Raw-Facts,gpt5mini,0.6186710485775906,0.5241844769403825,0.8448572411420708,0.6514532288969183
SWAPPED N=11,weapon,Raw-Facts,gpt52,0.7241244374877716,0.6757999616784824,0.8730650154798761,0.711952705030421
SWAPPED N=11,weapon,Raw-Facts,gpt51_thinking,0.6914853713428357,0.6786324786324787,0.8513931888544891,0.675120592777325
SWAPPED N=11,weapon,Raw-Facts,claude_sonnet_4_6,0.7510832932113625,0.7510832932113625,0.8693670450636395,0.710973367716081
SWAPPED N=11,weapon,Raw-Facts,gemini_25_pro,0.6626683708583228,0.6396894711305192,0.8377192982456141,0.6510488203276372
SWAPPED N=11,weapon,Raw-Facts,gemini_3_flash,0.7104555314533623,0.6815496872828353,0.8552631578947368,0.6789648613898274
SWAPPED N=11,weapon,Raw-Facts,gemma4_31b_or,0.6744707833382109,0.6407161536914101,0.8545751633986928,0.6791547120205044
SWAPPED N=11,weapon,Raw-Facts,qwen3_vl_235b_or,0.6922534501863604,0.6564063101192766,0.8555211558307534,0.686258739169761
SWAPPED N=11,weapon,Raw-Facts,qwen3_235b_or,0.6717398102783279,0.6065557236510337,0.8347093223254214,0.6637344229072301
SWAPPED N=11,weapon,Raw-Facts,mistral_large_or,0.5543978222097061,0.5303072756140843,0.7788957688338494,0.5531068371534871
SWAPPED N=11,weapon,Hybrid-Manual,gpt4,0.7857956703380174,0.7604116572088102,0.9114207086343309,0.7795485476867257
SWAPPED N=11,weapon,Hybrid-Manual,gpt5mini,0.7729916214884179,0.7312640392076781,0.9064327485380117,0.7652641499569152
SWAPPED N=11,weapon,Hybrid-Manual,gpt52,0.7549916396183731,0.7339968774395005,0.9044547643618851,0.7601149529291532
SWAPPED N=11,weapon,Hybrid-Manual,gpt51_thinking,0.8151468032561968,0.8151468032561968,0.9185586515307878,0.7841488928636252
SWAPPED N=11,weapon,Hybrid-Manual,claude_sonnet_4_6,0.7676488036385208,0.7202653917455362,0.9096147230822154,0.7765371434953173
SWAPPED N=11,weapon,Hybrid-Manual,gemini_25_pro,0.6732106339468302,0.6516337822319658,0.8551771585827314,0.6878283639580574
SWAPPED N=11,weapon,Hybrid-Manual,gemini_3_flash,0.7784937962873906,0.7616496029088126,0.9049707602339181,0.7626086356412277
SWAPPED N=11,weapon,Hybrid-Manual,gemma4_31b_or,0.7696884844242212,0.7696884844242212,0.9075507395940833,0.7680068275590928
SWAPPED N=11,weapon,Hybrid-Manual,qwen3_vl_235b_or,0.7348377997179125,0.7005773442166037,0.8949088407292741,0.7455085056106092
SWAPPED N=11,weapon,Hybrid-Manual,qwen3_235b_or,0.76643225503985,0.7403314917127071,0.9012727898176814,0.7574480061653
SWAPPED N=11,weapon,Hybrid-Manual,mistral_large_or,0.6777095021818506,0.6527634901337324,0.8611971104231166,0.6916728887566455
SWAPPED N=11,weapon,Hybrid-Full,gpt4,0.7759073659628296,0.7559145989613387,0.9031647746818026,0.7645876360951087
SWAPPED N=11,weapon,Hybrid-Full,gpt5mini,0.7365165281268123,0.6738283106759198,0.8921568627450981,0.7488600901191963
SWAPPED N=11,weapon,Hybrid-Full,gpt52,0.7350809698487967,0.7063039882374564,0.8984348125214998,0.7500854301836136
SWAPPED N=11,weapon,Hybrid-Full,gpt51_thinking,0.7819447129325343,0.7520256265309968,0.9050567595459237,0.763715764345679
SWAPPED N=11,weapon,Hybrid-Full,claude_sonnet_4_6,0.8049072963748731,0.7924181082075819,0.9019607843137255,0.7704153286816102
SWAPPED N=11,weapon,Hybrid-Full,gemini_25_pro,0.6688020499679692,0.5977683891236052,0.8557791537667698,0.6967483524863956
SWAPPED N=11,weapon,Hybrid-Full,gemini_3_flash,0.785551330798479,0.7460406185951183,0.9005847953216374,0.7648650196001677
SWAPPED N=11,weapon,Hybrid-Full,gemma4_31b_or,0.7906661502711076,0.7513227513227513,0.9019607843137255,0.767719219084681
SWAPPED N=11,weapon,Hybrid-Full,qwen3_vl_235b_or,0.736353829557713,0.7084367245657568,0.881578947368421,0.7345356760442028
SWAPPED N=11,weapon,Hybrid-Full,qwen3_235b_or,0.7352609838527976,0.7251461988304093,0.8933608531131751,0.7438008359354968
SWAPPED N=11,weapon,Hybrid-Full,mistral_large_or,0.6078450177423995,0.5369458128078817,0.8326453388372893,0.6388183186992288
