verdict_1,verdict_2,domain,similarity_score
תפ_46786-04-18,תפ_53090-10-19,drugs,95.499664
תפ_12158-04-23,תפ_2275-06-17,drugs,92.85762
תפ_3526-04-21,תפ_40055-03-18,drugs,93.02969
תפ_34974-01-12,תפ_36422-07-13,drugs,91.15226
תפ_23659-04-22,תפ_3122-10-22,drugs,95.47978
תפ_17415-10-21,תפ_5726-02-16,drugs,96.46118
תפ_60183-03-21,תפ_63287-04-21,drugs,98.23074
תפ_39214-12-15,תפ_49625-04-17,drugs,91.41248
תפ_27593-03-13,תפ_5775-02-18,drugs,92.73652
תפ_13236-03-18,תפ_39019-05-15,drugs,95.953476
תפ_30003-03-22,תפ_32895-05-22,drugs,91.92975
תפ_16015-05-21,תפ_4632-02-22,drugs,92.842415
תפ_26792-04-16,תפ_38531-11-18,drugs,94.03435
תפ_23282-05-17,תפ_64232-11-22,drugs,93.43381
תפ_11898-11-22,תפ_69941-03-23,weapon,93.66934
תפ_4730-11-21,תפ_7091-03-19,drugs,92.687035
תפ_16127-05-22,תפ_55331-06-21,drugs,95.60145
תפ_26620-12-16,תפ_30039-04-20,drugs,92.09321
תפ_19985-04-14,תפ_45644-11-22,drugs,90.991486
תפ_1788-06-17,תפ_45433-09-17,drugs,91.772865
תפ_3667-07-15,תפ_542-12-12,drugs,92.20344
תפ_12708-04-14,תפ_49875-05-23,drugs,92.99967
תפ_41783-12-17,תפ_64041-02-19,drugs,92.42769
תפ_27103-01-18,תפ_69865-03-18,drugs,94.93891
תפ_30206-12-12,תפ_7568-04-14,drugs,88.75124
תפ_3618-03-23,תפ_40892-01-24,drugs,93.57868
תפ_14460-04-22,תפ_34752-02-21,drugs,94.657425
תפ_3867-05-14,תפ_40239-09-17,drugs,92.91382
תפ_3024-03-24,תפ_33024-01-18,drugs,87.16983
תפ_15963-02-13,תפ_30678-02-22,drugs,94.28689
תפ_12480-04-16,תפ_20770-11-22,weapon,93.678314
תפ_28157-02-23,תפ_49625-04-17,drugs,93.99757
תפ_21339-07-21,תפ_30717-01-19,drugs,94.98255
תפ_21291-04-23,תפ_46735-02-20,drugs,94.54085
תפ_21322-10-19,תפ_46914-06-18,drugs,85.664665
תפ_50079-03-13,תפ_5775-02-18,drugs,94.699356
תפ_31837-04-21,תפ_61792-04-21,drugs,92.91612
תפ_23408-05-15,תפ_64041-02-19,drugs,90.66355
תפ_20534-02-12,תפ_29520-01-21,drugs,92.826515
תפ_7091-03-19,תפק_11489-02-23,drugs,92.35351
תפ_34053-04-18,תפ_65884-10-13,drugs,92.47878
תפ_29566-01-22,תפ_7133-07-20,weapon,95.23403
תפ_39299-11-18,תפ_45644-11-22,drugs,94.815506
תפ_25146-11-12,תפ_38014-02-22,drugs,94.2059
תפ_33658-01-18,תפ_41189-09-15,drugs,94.25987
תפ_17023-12-18,תפ_34607-03-17,drugs,94.96227
תפ_21806-01-19,תפ_54723-06-22,drugs,97.34915
תפ_43982-06-17,תפ_50079-03-13,drugs,92.325584
תפ_4258-07-15,תפ_56159-05-13,drugs,97.0721
תפ_28157-02-23,תפ_52417-01-13,drugs,94.079025
תפ_18846-06-20,תפ_55496-07-13,drugs,89.58552
תפ_26032-04-14,תפ_52417-01-13,drugs,92.533356
תפ_14460-04-22,תפ_25835-05-18,drugs,95.35911
תפ_33697-12-18,תפ_47474-01-14,drugs,86.43438
תפ_16209-03-13,תפ_28496-07-14,drugs,96.27259
תפ_46967-02-21,תפ_52417-01-13,drugs,93.75429
תפ_52145-01-20,תפ_54072-05-16,drugs,88.41527
תפ_3024-03-24,תפ_39299-11-18,drugs,95.3727
תפ_39936-04-12,תפ_47304-02-18,drugs,93.20067
תפ_33475-10-17,תפ_58944-08-21,drugs,92.08786
תפ_25934-06-19,תפ_27593-03-13,drugs,93.2175
תפ_32817-12-14,תפ_69865-03-18,drugs,97.38369
תפ_27593-03-13,תפ_35202-10-15,drugs,95.84069
תפ_32174-07-20,תפ_34974-01-12,drugs,91.34888
תפ_43978-02-21,תפ_44336-03-19,drugs,91.08417
תפ_32817-12-14,תפ_60394-12-12,drugs,93.606674
תפ_30003-03-22,תפ_58167-11-10,drugs,94.12465
תפ_26069-10-19,תפ_6153-02-21,weapon,94.495575
תפ_13194-11-18,תפ_5726-02-16,drugs,95.618355
תפ_53373-04-13,תפ_73367-01-19,drugs,95.48966
תפ_33125-01-14,תפ_48983-06-18,drugs,95.82665
תפ_1197-11-21,תפ_42956-04-22,drugs,95.03901
תפ_46735-02-20,תפ_52882-04-15,drugs,95.30192
תפ_39308-05-15,תפ_52145-01-20,drugs,87.13006
תפ_1463-04-19,תפ_36422-07-13,drugs,92.480545
תפ_7658-05-14,תפ_983-05-15,weapon,91.64612
תפ_31728-11-23,תפ_58061-02-19,weapon,92.189156
תפ_69612-01-23,תפ_70401-02-19,drugs,98.14682
תפ_16540-08-21,תפ_899-04-18,drugs,94.30113
תפ_14553-12-23,תפ_59009-05-21,drugs,93.96948
תפ_15747-08-22,תפ_4760-10-18,drugs,95.078674
תפ_12130-05-22,תפ_30003-03-22,drugs,93.40805
תפ_34752-02-21,תפ_47941-06-15,drugs,92.90635
תפ_49932-08-21,תפ_64041-02-19,drugs,92.01437
תפ_21127-08-21,תפ_24514-09-15,drugs,85.174904
תפ_41762-12-20,תפ_45098-05-24,weapon,96.17518
תפ_3618-03-23,תפ_50105-10-12,drugs,92.04832
תפ_40239-09-17,תפ_6659-02-21,drugs,91.68302
תפ_14825-04-13,תפ_4760-10-18,drugs,93.14723
תפ_48281-08-18,תפ_54176-01-13,drugs,84.453026
תפ_33024-01-18,תפ_60394-12-12,drugs,87.17089
תפ_39299-11-18,תפ_48479-07-22,drugs,95.24975
תפ_31628-07-15,תפ_69865-03-18,drugs,92.71258
תפ_42164-10-19,תפ_4911-12-16,drugs,94.80616
תפ_23613-02-22,תפ_46051-06-15,drugs,91.21495
תפ_35074-05-17,תפ_39699-03-13,drugs,95.214005
תפ_10150-06-13,תפ_42164-10-19,drugs,93.27418
תפ_4001-11-12,תפ_7091-03-19,drugs,95.00754
תפ_19985-04-14,תפ_44279-06-21,drugs,95.39568
תפ_5726-02-16,תפ_8633-04-15,drugs,94.085434
תפ_17021-03-13,תפ_42653-08-23,drugs,96.67231
תפ_40055-03-18,תפ_64041-02-19,drugs,91.81168
תפ_23282-05-17,תפ_3618-03-23,drugs,93.125916
תפ_41783-12-17,תפ_6681-09-21,drugs,92.332016
תפ_12708-04-14,תפ_24154-01-12,drugs,93.55093
תפ_14825-04-13,תפ_26792-04-16,drugs,94.72505
תפ_34018-04-22,תפ_45708-01-17,drugs,94.1068
תפ_41189-09-15,תפ_58167-11-10,drugs,94.71224
תפ_11370-07-16,תפ_4911-12-16,drugs,96.26526
תפ_17021-03-13,תפ_23282-05-17,drugs,93.22856
תפ_54487-02-16,תפ_809-09-18,drugs,94.55239
תפ_33666-05-15,תפ_3867-05-14,drugs,86.54848
תפ_429-03-17,תפ_6681-09-21,drugs,91.833565
תפ_40239-09-17,תפ_47757-02-18,drugs,92.15208
תפ_42712-02-12,תפ_52567-05-23,drugs,92.53305
תפ_22679-09-16,תפ_5687-03-23,drugs,92.79871
תפ_24239-05-17,תפ_43982-06-17,drugs,92.495255
תפ_14070-06-24,תפ_39727-12-20,weapon,94.84103
תפ_327-04-17,תפ_65884-10-13,drugs,93.99931
תפ_12143-06-20,תפ_15253-08-18,drugs,94.30109
תפ_27593-03-13,תפ_43875-08-17,drugs,95.27039
תפ_34974-01-12,תפ_41189-09-15,drugs,93.041145
תפ_327-04-17,תפ_45156-04-15,drugs,93.82224
תפ_38014-02-22,תפ_67029-11-18,drugs,95.187195
תפ_17917-05-14,תפ_70627-11-17,drugs,97.68738
תפ_60394-12-12,תפ_899-04-18,drugs,93.77511
תפ_13289-03-15,תפ_15253-08-18,drugs,93.18698
תפ_16980-01-14,תפ_67471-06-18,drugs,92.097885
תפ_33439-01-21,תפ_4760-10-18,drugs,92.445946
תפ_37002-02-16,תפ_61617-11-16,drugs,94.52049
תפ_26620-12-16,תפ_27295-12-17,drugs,93.419846
תפ_16540-08-21,תפ_41783-12-17,drugs,94.05445
תפ_39936-04-12,תפ_45644-11-22,drugs,92.38811
תפ_21291-04-23,תפ_32817-12-14,drugs,94.43509
תפ_41876-08-23,תפ_45644-11-22,drugs,86.08565
תפ_41783-12-17,תפ_73367-01-19,drugs,93.40377
תפ_31628-07-15,תפ_9369-01-13,drugs,92.268074
תפ_20853-12-22,תפ_27085-10-15,drugs,95.46333
תפ_18163-03-15,תפ_18846-06-20,drugs,89.443794
תפ_1062-06-18,תפ_20339-09-19,drugs,86.33793
תפ_20854-11-19,תפ_42543-06-14,drugs,90.62256
תפ_16603-06-16,תפ_47627-07-15,drugs,88.47614
תפ_61065-07-18,תפ_62794-11-21,drugs,84.92273
תפ_18163-03-15,תפ_52165-12-17,drugs,91.52329
תפ_15209-10-23,תפ_49685-01-24,weapon,95.100006
תפ_1681-12-15,תפ_27593-03-13,drugs,91.99257
תפ_46735-02-20,תפ_59971-01-17,drugs,94.53593
תפ_52567-05-23,תפ_59117-03-21,drugs,94.33619
תפ_20685-11-16,תפ_66889-01-22,drugs,96.48872
תפ_43875-08-17,תפ_43982-06-17,drugs,93.784325
תפ_30678-02-22,תפ_45156-04-15,drugs,95.20291
תפ_12699-03-18,תפ_47941-06-15,drugs,92.23977
תפ_13154-01-18,תפ_4029-07-24,weapon,93.737114
תפ_59117-03-21,תפ_59541-10-18,drugs,97.01561
תפ_43525-01-21,תפ_49055-02-18,drugs,93.57292
תפ_1136-11-21,תפ_31579-08-23,drugs,88.05261
תפ_52101-02-15,תפ_54444-04-22,weapon,94.07921
תפ_26792-04-16,תפ_52417-01-13,drugs,93.83458
תפ_30003-03-22,תפ_64041-02-19,drugs,91.059456
תפ_58237-07-21,תפ_60914-01-14,drugs,93.74246
תפ_44843-01-19,תפ_66982-09-16,drugs,95.13522
תפ_12130-05-22,תפ_17021-03-13,drugs,92.55196
תפ_327-04-17,תפ_36422-07-13,drugs,90.700386
תפ_33666-05-15,תפ_9369-01-13,drugs,88.24183
תפ_30197-04-17,תפ_40331-03-18,drugs,95.98279
תפ_53373-04-13,תפ_6681-09-21,drugs,91.3094
תפ_42956-04-22,תפ_57031-01-14,drugs,93.44923
תפ_18163-03-15,תפ_27683-01-21,drugs,95.43906
תפ_32817-12-14,תפ_8988-11-22,drugs,96.75169
תפ_22679-09-16,תפ_26839-11-16,drugs,91.33475
תפ_59464-09-23,תפ_67437-05-24,weapon,92.95495
תפ_17415-10-21,תפ_9369-01-13,drugs,93.80611
תפ_3781-11-11,תפ_48316-03-20,drugs,94.8456
תפ_22679-09-16,תפ_42761-01-18,drugs,96.75016
תפ_1108-05-15,תפ_42653-08-23,drugs,96.36385
תפ_30717-01-19,תפ_41950-02-19,drugs,93.118774
תפ_40239-09-17,תפ_40892-01-24,drugs,94.476265
תפ_899-04-18,תפ_9763-11-19,drugs,94.61167
תפ_26792-04-16,תפ_47304-02-18,drugs,95.04353
תפ_24154-01-12,תפ_42956-04-22,drugs,93.783104
תפ_4719-02-23,תפ_55331-06-21,drugs,95.54671
תפ_42653-08-23,תפ_7154-12-16,drugs,91.91804
תפ_39308-05-15,תפ_5391-02-20,drugs,95.80818
תפ_42164-10-19,תפ_43982-06-17,drugs,93.5407
תפ_22679-09-16,תפ_48152-02-20,drugs,92.12713
תפ_10150-06-13,תפ_47474-01-14,drugs,86.30478
תפ_17021-03-13,תפ_25934-06-19,drugs,92.335464
תפ_58944-08-21,תפ_59009-05-21,drugs,93.664345
תפ_49472-07-18,תפ_50219-07-15,drugs,97.3167
תפ_27683-01-21,תפ_39308-05-15,drugs,95.81812
תפ_42974-11-12,תפ_60842-12-14,drugs,89.02317
תפ_27683-01-21,תפ_9380-03-21,drugs,92.30224
תפ_37850-05-17,תפ_7154-12-16,drugs,92.68356
תפ_18320-05-19,תפ_2599-09-17,drugs,92.4577
תפ_20051-12-17,תפ_48281-08-18,drugs,84.18367
תפ_34053-04-18,תפ_48152-02-20,drugs,93.25388
תפ_4911-12-16,תפ_57425-01-22,drugs,94.62868
תפ_1463-04-19,תפ_15868-04-16,drugs,91.73478
תפ_80761-01-19,תפ_899-04-18,drugs,96.16707
תפ_48352-05-15,תפ_5341-07-19,drugs,97.21621
תפ_43983-05-19,תפ_47757-02-18,drugs,95.938225
תפ_18163-03-15,תפ_60394-12-12,drugs,92.78324
תפ_17415-10-21,תפ_58237-07-21,drugs,96.40404
תפ_42164-10-19,תפ_4760-10-18,drugs,93.67101
תפ_13935-05-24,תפ_7027-07-19,drugs,94.247856
תפ_34053-04-18,תפ_41189-09-15,drugs,92.183426
תפ_15963-02-13,תפ_30538-02-19,drugs,89.38434
תפ_18163-03-15,תפ_21291-04-23,drugs,94.7348
תפ_43084-09-20,תפ_60394-12-12,drugs,91.77193
תפ_1788-06-17,תפ_20538-11-17,drugs,92.90055
תפ_27295-12-17,תפ_7091-03-19,drugs,95.33802
תפ_22021-09-22,תפ_45156-04-15,drugs,93.11436
תפ_33697-12-18,תפ_66306-03-19,drugs,88.33365
תפ_13194-11-18,תפ_48152-02-20,drugs,90.969185
תפ_25537-07-24,תפ_47874-04-19,drugs,95.35696
תפ_39308-05-15,תפ_42956-04-22,drugs,94.3852
תפ_21162-10-19,תפ_4911-12-16,drugs,91.256004
תפ_38176-10-14,תפ_9369-01-13,drugs,91.68438
תפ_2275-06-17,תפ_52417-01-13,drugs,92.902626
תפ_30538-02-19,תפ_45644-11-22,drugs,89.135994
תפ_39936-04-12,תפ_45156-04-15,drugs,94.11722
תפ_1491-03-23,תפ_38531-11-18,drugs,93.89973
תפ_46896-11-15,תפ_60914-01-14,drugs,91.85214
תפ_10901-10-17,תפ_28496-07-14,drugs,92.60819
תפ_50105-10-12,תפ_59117-03-21,drugs,93.85086
תפ_25934-06-19,תפ_6681-09-21,drugs,89.856926
תפ_35299-09-23,תפ_44336-03-19,drugs,93.24714
תפ_39424-11-22,תפ_55496-07-13,drugs,93.56993
תפ_30615-08-19,תפ_3673-04-18,drugs,96.24889
תפ_15253-08-18,תפ_43084-09-20,drugs,91.36859
תפ_20354-10-21,תפ_45644-11-22,drugs,95.03968
תפ_40055-03-18,תפ_59009-05-21,drugs,92.08643
תפ_49808-06-16,תפ_53127-06-16,drugs,96.87702
תפ_43983-05-19,תפ_66982-09-16,drugs,92.683754
תפ_55331-06-21,תפ_64232-11-22,drugs,94.58789
תפ_34607-03-17,תפ_9369-01-13,drugs,94.31077
תפ_32174-07-20,תפ_47874-04-19,drugs,94.61127
תפ_37764-03-21,תפ_60914-01-14,drugs,92.590454
תפ_3468-11-23,תפ_9632-08-23,weapon,93.93877
תפ_21355-08-18,תפ_73367-01-19,drugs,95.91143
תפ_44843-01-19,תפ_47941-06-15,drugs,94.04287
תפ_13365-08-13,תפ_20161-12-21,drugs,97.38634
תפ_1136-11-21,תפ_21503-07-23,drugs,86.36182
תפ_6788-06-16,תפ_802-12-22,drugs,92.57823
תפ_27475-05-21,תפ_39019-05-15,drugs,92.20078
תפ_47941-06-15,תפ_5496-11-20,drugs,93.952576
תפ_22642-11-23,תפ_34366-04-24,weapon,93.13551
תפ_13289-03-15,תפ_22021-09-22,drugs,94.665215
תפ_33475-10-17,תפ_55287-10-23,drugs,92.48409
תפ_30678-02-22,תפ_31628-07-15,drugs,92.69386
תפ_23322-02-16,תפ_5581-02-17,drugs,94.37097
תפ_32895-05-22,תפ_38531-11-18,drugs,93.56653
תפ_14825-04-13,תפ_21280-11-18,drugs,95.41323
תפ_33024-01-18,תפ_44279-06-21,drugs,85.35699
תפ_24278-11-22,תפ_4760-10-18,drugs,93.81673
תפ_686-05-21,תפ_69612-01-23,drugs,97.73383
תפ_21503-07-23,תפ_73367-01-19,drugs,93.55054
תפ_10316-06-13,תפ_54072-05-16,drugs,93.63432
תפ_19827-06-15,תפ_69865-03-18,drugs,96.79431
תפ_34271-10-18,תפ_55331-06-21,drugs,95.745155
תפ_17415-10-21,תפ_327-04-17,drugs,97.014565
תפ_20534-02-12,תפ_70374-11-20,drugs,92.861465
תפ_14825-04-13,תפ_62794-11-21,drugs,85.511826
תפ_19985-04-14,תפ_46786-01-23,drugs,93.87375
תפ_1681-12-15,תפ_39424-11-22,drugs,92.41007
תפ_16980-01-14,תפ_36827-11-15,drugs,94.3829
תפ_30678-02-22,תפ_58237-07-21,drugs,94.21907
תפ_13194-11-18,תפ_69865-03-18,drugs,97.534546
תפ_45433-09-17,תפ_809-09-18,drugs,92.379425
תפ_47466-10-18,תפ_58591-08-18,drugs,94.08871
עפ_6029-03,תפ_57031-01-14,drugs,93.65058
תפ_59117-03-21,תפ_9380-03-21,drugs,92.22092
תפ_2330-02-20,תפ_59117-03-21,drugs,96.34564
תפ_42974-11-12,תפ_5391-02-20,drugs,94.50106
תפ_31579-08-23,תפ_3526-04-21,drugs,93.98696
תפ_24514-09-15,תפ_56691-03-21,drugs,94.67051
תפ_542-12-12,תפ_66982-09-16,drugs,95.8588
תפ_24248-09-22,תפ_33125-01-14,drugs,95.444565
תפ_48983-06-18,תפ_54072-05-16,drugs,95.40388
תפ_39491-09-17,תפ_6749-09-22,drugs,93.46021
תפ_26620-12-16,תפ_47304-02-18,drugs,92.50299
תפ_266-06-18,תפ_27683-01-21,drugs,94.81232
תפ_2275-06-17,תפ_48152-02-20,drugs,91.80024
תפ_4730-11-21,תפ_54072-05-16,drugs,89.727165
תפ_15963-02-13,תפ_29520-01-21,drugs,92.55413
תפ_18320-05-19,תפ_57912-07-14,drugs,94.618454
תפ_33658-01-18,תפ_33666-05-15,drugs,87.33977
תפ_12708-04-14,תפ_14963-02-23,drugs,92.926476
תפ_14825-04-13,תפ_31579-08-23,drugs,95.94254
תפ_17415-10-21,תפ_44279-06-21,drugs,94.12773
תפ_16540-08-21,תפ_30717-01-19,drugs,94.449905
תפ_10316-06-13,תפ_58237-07-21,drugs,92.40571
תפ_1108-05-15,תפ_52417-01-13,drugs,94.31741
תפ_10108-11-21,תפ_542-12-12,drugs,94.47011
תפ_13935-05-24,תפ_1681-12-15,drugs,93.06991
תפ_19408-11-14,תפ_8642-08-18,drugs,92.97515
תפ_36267-12-23,תפ_9211-05-21,weapon,96.246864
תפ_1491-03-23,תפ_33658-01-18,drugs,93.53749
תפ_33024-01-18,תפ_58944-08-21,drugs,86.00022
תפ_33666-05-15,תפ_41783-12-17,drugs,86.40029
תפ_305-12-12,תפ_737-10-13,drugs,91.80919
תפ_20538-11-17,תפ_64041-02-19,drugs,91.53824
תפ_27593-03-13,תפ_36801-10-22,drugs,92.86732
תפ_25269-01-20,תפ_54179-09-14,drugs,96.18762
תפ_3766-09-21,תפ_9369-01-13,drugs,93.4791
תפ_20513-06-20,תפ_54487-02-16,drugs,94.41749
תפ_13194-11-18,תפ_28157-02-23,drugs,92.98763
תפ_46896-11-15,תפ_60295-03-22,drugs,93.870735
תפ_45156-04-15,תפ_60394-12-12,drugs,94.33183
תפ_10316-06-13,תפ_67029-11-18,drugs,93.32992
תפ_18163-03-15,תפ_55331-06-21,drugs,96.053276
תפ_41876-08-23,תפ_9457-04-23,drugs,83.564255
תפ_48479-07-22,תפ_52882-04-15,drugs,94.472694
תפ_29159-08-22,תפ_8588-09-18,drugs,95.72205
תפ_13785-04-15,תפ_33945-10-21,weapon,96.547165
תפ_16759-07-17,תפ_33947-10-15,drugs,97.70475
תפ_13154-01-18,תפ_29566-01-22,weapon,92.560265
תפ_41189-09-15,תפ_60394-12-12,drugs,93.84403
תפ_19965-05-12,תפ_27103-01-18,drugs,93.26523
תפ_38700-04-24,תפ_48135-05-14,drugs,94.02378
תפ_19965-05-12,תפ_62794-11-21,drugs,82.245
תפ_1788-06-17,תפ_62573-05-18,drugs,94.21917
תפ_14553-12-23,תפ_69865-03-18,drugs,96.23074
תפ_10150-06-13,תפ_39034-01-18,drugs,92.35702
תפ_30876-03-17,תפ_46662-04-15,drugs,96.22216
תפ_36422-07-13,תפ_39299-11-18,drugs,91.41272
תפ_27295-12-17,תפ_35568-01-23,drugs,86.92056
תפ_49932-08-21,תפ_58167-11-10,drugs,94.353134
תפ_25835-05-18,תפ_3867-05-14,drugs,95.15359
תפ_11220-12-18,תפ_13289-03-15,drugs,93.084724
תפ_1788-06-17,תפ_26685-11-18,drugs,95.06059
תפ_51207-09-12,תפ_983-05-15,weapon,91.06101
תפ_21162-10-19,תפ_48152-02-20,drugs,91.273155
תפ_13935-05-24,תפ_25934-06-19,drugs,91.16337
תפ_23142-09-14,תפ_60295-03-22,drugs,92.60683
תפ_27475-05-21,תפ_28157-02-23,drugs,93.91603
תפ_46548-03-17,תפ_46662-04-15,drugs,95.83481
תפ_25639-03-21,תפ_58453-07-22,weapon,93.57657
תפ_39491-09-17,תפ_6681-09-21,drugs,92.52711
תפ_12158-04-23,תפ_49055-02-18,drugs,93.28882
תפ_29216-07-16,תפ_42956-04-22,drugs,93.317215
תפ_18163-03-15,תפ_305-12-12,drugs,95.532295
תפ_34752-02-21,תפ_35299-09-23,drugs,94.624405
תפ_43982-06-17,תפ_5726-02-16,drugs,96.761986
תפ_52567-05-23,תפ_5775-02-18,drugs,93.02909
תפ_33475-10-17,תפ_69865-03-18,drugs,93.08262
תפ_23282-05-17,תפ_45644-11-22,drugs,92.66674
תפ_33658-01-18,תפ_38176-10-14,drugs,93.46202
תפ_15747-08-22,תפ_39308-05-15,drugs,93.16914
תפ_17021-03-13,תפ_57341-02-23,drugs,93.4029
תפ_47941-06-15,תפ_58237-07-21,drugs,91.85652
תפ_55496-07-13,תפ_67029-11-18,drugs,93.67393
תפ_49625-04-17,תפ_64041-02-19,drugs,94.69483
תפ_18510-10-14,תפ_59329-02-18,drugs,94.139114
תפ_30197-04-17,תפ_43875-08-17,drugs,96.32142
תפ_3618-03-23,תפ_57341-02-23,drugs,95.246315
תפ_12699-03-18,תפ_45433-09-17,drugs,93.19123
תפ_14998-08-16,תפ_16406-07-22,drugs,96.41842
תפ_30717-01-19,תפ_5649-09-21,drugs,93.31146
תפ_34974-01-12,תפ_73367-01-19,drugs,92.2528
תפ_24278-11-22,תפ_4911-12-16,drugs,93.551155
תפ_34752-02-21,תפ_52417-01-13,drugs,94.42741
תפ_24278-11-22,תפ_3618-03-23,drugs,94.619995
תפ_52569-05-16,תפק_11489-02-23,drugs,95.92117
תפ_33475-10-17,תפ_65292-07-23,drugs,91.53295
תפ_17410-08-13,תפ_36782-07-17,drugs,93.95415
תפ_44279-06-21,תפ_7027-07-19,drugs,94.52359
תפ_45008-08-24,תפ_5151-10-19,weapon,93.37758
תפ_19827-06-15,תפ_9380-03-21,drugs,96.44556
תפ_49808-06-16,תפ_52882-04-15,drugs,95.26787
תפ_25146-11-12,תפ_8633-04-15,drugs,95.77581
תפ_37551-01-16,תפ_40055-03-18,drugs,92.02498
תפ_31579-08-23,תפ_48152-02-20,drugs,92.35435
תפ_15148-03-12,תפח_2690-09-19,weapon,89.16266
תפ_47304-02-18,תפ_8988-11-22,drugs,94.278206
תפ_33125-01-14,תפ_6308-11-18,drugs,94.22382
תפ_1064-10-21,תפ_12320-10-17,drugs,94.27875
תפ_45098-05-24,תפ_49995-09-17,weapon,95.89239
תפ_5486-09-21,תפ_58944-08-21,drugs,97.587746
תפ_40055-03-18,תפ_49932-08-21,drugs,94.6368
תפ_12158-04-23,תפ_49244-01-22,drugs,93.7124
תפ_13935-05-24,תפ_45433-09-17,drugs,92.58957
תפ_42879-09-21,תפ_54487-02-16,drugs,91.94976
תפ_13236-03-18,תפ_14963-02-23,drugs,94.96788
תפ_38176-10-14,תפ_43875-08-17,drugs,93.833725
תפ_21605-07-13,תפ_38176-10-14,drugs,93.97575
תפ_15963-02-13,תפ_60454-06-16,drugs,94.71744
תפ_45433-09-17,תפ_52552-05-20,drugs,92.72119
תפ_14460-04-22,תפ_21605-07-13,drugs,95.1286
תפ_18584-01-22,תפ_6988-08-22,drugs,96.50905
תפ_34366-04-24,תפ_7074-11-23,weapon,92.54849
תפ_21605-07-13,תפ_37850-05-17,drugs,95.07797
תפ_34079-05-20,תפ_5119-09-13,drugs,95.77757
תפ_10108-11-21,תפ_60295-03-22,drugs,94.83993
תפ_52882-04-15,תפ_67029-11-18,drugs,93.6024
תפ_58944-08-21,תפ_73906-12-20,drugs,97.461655
תפ_15253-08-18,תפ_36801-10-22,drugs,95.99332
תפ_13535-03-19,תפ_73620-12-18,drugs,94.14221
תפ_36422-07-13,תפ_73367-01-19,drugs,91.05917
תפ_30343-04-19,תפ_63672-03-19,drugs,95.61137
תפ_13935-05-24,תפ_60454-06-16,drugs,95.430084
תפ_18163-03-15,תפ_66306-03-19,drugs,87.43054
תפ_14825-04-13,תפ_55331-06-21,drugs,95.24299
תפ_59329-02-18,תפ_73367-01-19,drugs,95.62901
תפ_305-12-12,תפ_37850-05-17,drugs,93.8676
תפ_33697-12-18,תפ_39424-11-22,drugs,94.03496
תפ_1094-05-15,תפ_1756-04-15,weapon,92.28887
תפ_5085-07-17,תפ_74569-05-24,weapon,92.36373
תפ_12480-04-16,תפ_29529-07-20,weapon,92.85824
תפ_10108-11-21,תפ_27593-03-13,drugs,94.71751
תפ_34053-04-18,תפ_899-04-18,drugs,92.98572
תפ_5726-02-16,תפ_737-10-13,drugs,91.31984
תפ_21503-07-23,תפ_31628-07-15,drugs,92.82915
תפ_21291-04-23,תפ_60454-06-16,drugs,96.14056
תפ_32174-07-20,תפ_4911-12-16,drugs,95.86104
תפ_42879-09-21,תפ_52165-12-17,drugs,91.030556
תפ_30717-01-19,תפ_38531-11-18,drugs,95.61973
תפ_263-10-24,תפ_33772-09-24,weapon,96.11126
תפ_48281-08-18,תפ_59602-07-15,drugs,85.14316
תפ_3024-03-24,תפ_53961-10-19,drugs,95.91024
תפ_15253-08-18,תפ_59329-02-18,drugs,95.39421
תפ_686-05-21,תפק_11489-02-23,drugs,95.715485
תפ_52402-08-19,תפ_54134-05-18,drugs,94.85398
תפ_12699-03-18,תפ_48479-07-22,drugs,94.26939
תפ_1681-12-15,תפ_809-09-18,drugs,92.36353
תפ_1484-03-24,תפ_25458-11-18,drugs,96.87231
תפ_46173-08-15,תפ_8988-11-22,drugs,95.57622
תפ_20414-08-12,תפ_67029-11-18,drugs,94.78404
תפ_32895-05-22,תפ_59971-01-17,drugs,95.714935
תפ_10767-02-15,תפ_55331-06-21,drugs,93.618965
תפ_59619-10-20,תפ_9705-01-21,drugs,94.721176
תפ_46735-02-20,תפ_49055-02-18,drugs,95.2225
תפ_42956-04-22,תפ_5391-02-20,drugs,92.80154
תפ_5496-11-20,תפ_67029-11-18,drugs,94.95799
תפ_10108-11-21,תפ_64232-11-22,drugs,94.46825
תפ_30003-03-22,תפ_42653-08-23,drugs,93.63697
תפ_43983-05-19,תפ_7091-03-19,drugs,96.55974
תפ_40063-03-18,תפ_542-12-12,drugs,92.69179
תפ_5726-02-16,תפ_7091-03-19,drugs,94.27172
תפ_40239-09-17,תפ_49875-05-23,drugs,94.39834
תפ_10108-11-21,תפ_32895-05-22,drugs,92.36817
תפ_52882-04-15,תפ_7154-12-16,drugs,93.319275
תפ_33125-01-14,תפ_46903-02-13,drugs,95.84343
תפ_15148-03-12,תפ_37104-06-22,weapon,93.31095
תפ_49244-01-22,תפ_54487-02-16,drugs,94.120926
תפ_1136-11-21,תפ_23282-05-17,drugs,86.962074
תפ_33697-12-18,תפ_50079-03-13,drugs,93.17324
תפ_28615-08-17,תפ_48598-11-20,weapon,94.3517
תפ_26792-04-16,תפ_54072-05-16,drugs,95.76798
תפ_19827-06-15,תפ_43982-06-17,drugs,96.51406
תפ_38312-03-10,תפ_46786-01-23,drugs,92.345825
