A,B,n,delta,dz,wins,p,p_fdr,p_bonf,effect,sig_fdr,sig_bonf,domain,task,metric
GPT-Law,Hybrid-Manual,11,-0.05657139297036113,-1.611622133942122,0,1.0,1.0,1.0,Large,,,weapon,1,AP_PR
GPT-Law,Hybrid-Full,11,-0.03343359476019983,-0.903401843799352,3,0.9931640625,1.0,1.0,Large,,,weapon,1,AP_PR
Raw-Facts,Manual,11,-0.01297552916002182,-0.2787268973224215,5,0.8173828125,0.8173828125,1.0,Small,,,weapon,1,AP_PR
Raw-Facts,GPT-Schema,11,0.05353219001597114,0.9268870269222197,9,0.0068359375,0.013671875,0.041015625,Large,✓,✓,weapon,1,AP_PR
Raw-Facts,GPT-Free,11,0.03383414008578688,0.8299850525589337,10,0.0048828125,0.013671875,0.029296875,Large,✓,✓,weapon,1,AP_PR
Raw-Facts,GPT-Law,11,0.04923435012223767,0.934277298788269,9,0.0048828125,0.013671875,0.029296875,Large,✓,✓,weapon,1,AP_PR
Raw-Facts,Hybrid-Manual,11,-0.0073370428481234614,-0.1675270119214719,4,0.79345703125,0.8173828125,1.0,Negligible,,,weapon,1,AP_PR
Raw-Facts,Hybrid-Full,11,0.015800755362037833,0.2569104361736254,5,0.31884765625,0.478271484375,1.0,Small,,,weapon,1,AP_PR
Hybrid-Manual,Manual,11,-0.0056384863118983585,-0.19696062369030093,5,0.740234375,0.740234375,1.0,Negligible,,,weapon,1,AP_PR
Hybrid-Manual,GPT-Schema,11,0.060869232864094604,1.6008584802549957,10,0.0009765625,0.001953125,0.005859375,Large,✓,✓,weapon,1,AP_PR
Hybrid-Manual,GPT-Free,11,0.04117118293391034,2.0750153557199935,11,0.00048828125,0.00146484375,0.0029296875,Large,✓,✓,weapon,1,AP_PR
Hybrid-Manual,GPT-Law,11,0.05657139297036113,1.611622133942122,11,0.00048828125,0.00146484375,0.0029296875,Large,✓,✓,weapon,1,AP_PR
Hybrid-Manual,Raw-Facts,11,0.0073370428481234614,0.1675270119214719,7,0.232421875,0.27890624999999997,1.0,Negligible,,,weapon,1,AP_PR
Hybrid-Manual,Hybrid-Full,11,0.023137798210161296,0.6295642127619,9,0.04150390625,0.062255859375,0.2490234375,Medium,,,weapon,1,AP_PR
Hybrid-Full,Manual,11,-0.028776284522059655,-0.6450458083645941,2,0.96630859375,0.96630859375,1.0,Medium,,,weapon,1,AP_PR
Hybrid-Full,GPT-Schema,11,0.03773143465393331,1.1700003087128983,10,0.0009765625,0.005859375,0.005859375,Large,✓,✓,weapon,1,AP_PR
Hybrid-Full,GPT-Free,11,0.018033384723749046,0.5415206565222602,8,0.0615234375,0.123046875,0.369140625,Medium,,,weapon,1,AP_PR
Hybrid-Full,GPT-Law,11,0.03343359476019983,0.903401843799352,8,0.00927734375,0.02783203125,0.0556640625,Large,✓,,weapon,1,AP_PR
Hybrid-Full,Raw-Facts,11,-0.015800755362037833,-0.2569104361736254,6,0.71142578125,0.96630859375,1.0,Small,,,weapon,1,AP_PR
Hybrid-Full,Hybrid-Manual,11,-0.023137798210161296,-0.6295642127619,2,0.96630859375,0.96630859375,1.0,Medium,,,weapon,1,AP_PR
