canonical_id,domain,csv_path,docx_path,csv_source,docx_source,csv_size,docx_size,verdict,sentencing_range_low,sentencing_range_high,sentencing_classification,sentencing_confidence,citations_count,domain_unified
עפ_1552-15,unknown,csv/עפ_1552-15.csv,,downloaded_pipeline,,21608.0,,,,,,,,
עפ_1987-15,unknown,csv/עפ_1987-15.csv,,downloaded_pipeline,,21364.0,,,,,,,,
עפ_4235-14,unknown,csv/עפ_4235-14.csv,,downloaded_pipeline,,21184.0,,,,,,,,
עפ_49-80,unknown,csv/עפ_49-80.csv,,downloaded_pipeline,,20986.0,,,,,,,,
עפ_5353-17,unknown,csv/עפ_5353-17.csv,,downloaded_pipeline,,20652.0,,,,,,,,
עפ_100-14,unknown,csv/עפ_100-14.csv,,downloaded_pipeline,,20598.0,,,,,,,,
עפ_792-10,unknown,csv/עפ_792-10.csv,,downloaded_pipeline,,20568.0,,,,,,,,
עפ_1332-04,unknown,csv/עפ_1332-04.csv,,downloaded_pipeline,,20405.0,,,,,,,,
עפ_2468-16,unknown,csv/עפ_2468-16.csv,,downloaded_pipeline,,19887.0,,,,,,,,
עפ_617-15,unknown,csv/עפ_617-15.csv,,downloaded_pipeline,,19813.0,,,,,,,,
ME-15-11-12819-637,unknown,csv/ME-15-11-12819-637.csv,,downloaded_pipeline,,19797.0,,,,,,,,
עפ_6886-17,unknown,csv/עפ_6886-17.csv,,downloaded_pipeline,,19751.0,,,,,,,,
עפ_3877-12,unknown,csv/עפ_3877-12.csv,,downloaded_pipeline,,19736.0,,,,,,,,
SH-13-02-48198-154,unknown,csv/SH-13-02-48198-154.csv,,downloaded_pipeline,,19684.0,,,,,,,,
עפ_4659-12,unknown,csv/עפ_4659-12.csv,,downloaded_pipeline,,19653.0,,,,,,,,
עפ_2000-06,unknown,csv/עפ_2000-06.csv,,downloaded_pipeline,,19570.0,,,,,,,,
עפ_5354-12,unknown,csv/עפ_5354-12.csv,,downloaded_pipeline,,19483.0,,,,,,,,
עפ_2422-14,unknown,csv/עפ_2422-14.csv,,downloaded_pipeline,,19328.0,,,,,,,,
תפ_19214-08-15,unknown,csv/תפ_19214-08-15.csv,,downloaded_pipeline,,18819.0,,,,,,,,
עפ_2482-22,unknown,csv/עפ_2482-22.csv,,downloaded_pipeline,,18795.0,,,,,,,,
ME-21-09-33195-887,unknown,csv/ME-21-09-33195-887.csv,,downloaded_pipeline,,18779.0,,,,,,,,
עפ_1505-14,unknown,csv/עפ_1505-14.csv,,downloaded_pipeline,,18635.0,,,,,,,,
עפ_5613-20,unknown,csv/עפ_5613-20.csv,,downloaded_pipeline,,18133.0,,,,,,,,
עפ_5753-04,unknown,csv/עפ_5753-04.csv,,downloaded_pipeline,,18065.0,,,,,,,,
עפ_6758-07,unknown,csv/עפ_6758-07.csv,,downloaded_pipeline,,17975.0,,,,,,,,
עפ_3877-16,unknown,csv/עפ_3877-16.csv,,downloaded_pipeline,,17808.0,,,,,,,,
עפ_2283-22,unknown,csv/עפ_2283-22.csv,,downloaded_pipeline,,17722.0,,,,,,,,
עפ_7044-11,unknown,csv/עפ_7044-11.csv,,downloaded_pipeline,,17348.0,,,,,,,,
עפ_8087-03,unknown,csv/עפ_8087-03.csv,,downloaded_pipeline,,17329.0,,,,,,,,
עפ_5494-19,unknown,csv/עפ_5494-19.csv,,downloaded_pipeline,,17171.0,,,,,,,,
עפ_3255-14,unknown,csv/עפ_3255-14.csv,,downloaded_pipeline,,16856.0,,,,,,,,
עפ_6210-13,unknown,csv/עפ_6210-13.csv,,downloaded_pipeline,,16852.0,,,,,,,,
עפ_1830-16,unknown,csv/עפ_1830-16.csv,,downloaded_pipeline,,16581.0,,,,,,,,
SH-13-11-10078-869,unknown,csv/SH-13-11-10078-869.csv,,downloaded_pipeline,,16465.0,,,,,,,,
עפ_6373-06,unknown,csv/עפ_6373-06.csv,,downloaded_pipeline,,16369.0,,,,,,,,
תפ_3869-07-15,unknown,csv/תפ_3869-07-15.csv,,downloaded_pipeline,,16270.0,,,,,,,,
עפ_7005-14,unknown,csv/עפ_7005-14.csv,,downloaded_pipeline,,16192.0,,,,,,,,
עפ_5717-14,unknown,csv/עפ_5717-14.csv,,downloaded_pipeline,,16186.0,,,,,,,,
עפ_322-15,unknown,csv/עפ_322-15.csv,,downloaded_pipeline,,16143.0,,,,,,,,
עפ_2047-07,unknown,csv/עפ_2047-07.csv,,downloaded_pipeline,,16029.0,,,,,,,,
תפח_13-03,unknown,csv/תפח_13-03.csv,docx/תפח_13-03.docx,data_master_csv,data_master_docx,15369.0,20598.0,,,,,,,
עפ_8507-09,unknown,csv/עפ_8507-09.csv,,downloaded_pipeline,,15358.0,,,,,,,,
עפ_2596-18,unknown,csv/עפ_2596-18.csv,,downloaded_pipeline,,15335.0,,,,,,,,
עפ_972-11,unknown,csv/עפ_972-11.csv,,downloaded_pipeline,,15259.0,,,,,,,,
ME-16-01-4007-205,unknown,csv/ME-16-01-4007-205.csv,,downloaded_pipeline,,15007.0,,,,,,,,
עפ_1901-19,unknown,csv/עפ_1901-19.csv,,downloaded_pipeline,,14686.0,,,,,,,,
ME-18-07-1393-801,unknown,csv/ME-18-07-1393-801.csv,,downloaded_pipeline,,13806.0,,,,,,,,
עפ_2933-19,unknown,csv/עפ_2933-19.csv,,downloaded_pipeline,,13768.0,,,,,,,,
עפ_4460-11,unknown,csv/עפ_4460-11.csv,,downloaded_pipeline,,13689.0,,,,,,,,
תפ_4354-02,unknown,csv/תפ_4354-02.csv,docx/תפ_4354-02.docx,data_master_csv,data_master_docx,13678.0,22559.0,,,,,,,
SH-14-01-726-102,unknown,csv/SH-14-01-726-102.csv,,downloaded_pipeline,,13619.0,,,,,,,,
עפ_3627-13,unknown,csv/עפ_3627-13.csv,,downloaded_pipeline,,13616.0,,,,,,,,
עפ_8340-14,unknown,csv/עפ_8340-14.csv,,downloaded_pipeline,,13500.0,,,,,,,,
SH-16-01-33806-980,unknown,csv/SH-16-01-33806-980.csv,,downloaded_pipeline,,13482.0,,,,,,,,
ME-11-06-49086-141,unknown,csv/ME-11-06-49086-141.csv,,downloaded_pipeline,,13229.0,,,,,,,,
ME-15-12-43046-59,unknown,csv/ME-15-12-43046-59.csv,,downloaded_pipeline,,13137.0,,,,,,,,
עפ_8012-04,unknown,csv/עפ_8012-04.csv,,downloaded_pipeline,,13047.0,,,,,,,,
עפ_1211-12,unknown,csv/עפ_1211-12.csv,,downloaded_pipeline,,12773.0,,,,,,,,
עפ_7720-12,unknown,csv/עפ_7720-12.csv,,downloaded_pipeline,,12732.0,,,,,,,,
עפ_1238-19,unknown,csv/עפ_1238-19.csv,,downloaded_pipeline,,12727.0,,,,,,,,
תפ_7303-04,unknown,csv/תפ_7303-04.csv,docx/תפ_7303-04.docx,data_master_csv,data_master_docx,12503.0,21656.0,,,,,,,
עפ_5297-07,unknown,csv/עפ_5297-07.csv,,downloaded_pipeline,,12483.0,,,,,,,,
עפ_11640-05,unknown,csv/עפ_11640-05.csv,,downloaded_pipeline,,12424.0,,,,,,,,
עפ_7502-12,unknown,csv/עפ_7502-12.csv,,downloaded_pipeline,,12231.0,,,,,,,,
עפ_9349-07,unknown,csv/עפ_9349-07.csv,,downloaded_pipeline,,12189.0,,,,,,,,
תפ_4986-01,unknown,csv/תפ_4986-01.csv,docx/תפ_4986-01.docx,data_master_csv,data_master_docx,12119.0,20819.0,,,,,,,
ME-10-05-730-597,unknown,csv/ME-10-05-730-597.csv,,downloaded_pipeline,,11692.0,,,,,,,,
SH-17-04-16673-403,unknown,csv/SH-17-04-16673-403.csv,,downloaded_pipeline,,11690.0,,,,,,,,
ME-21-08-59103-886,unknown,csv/ME-21-08-59103-886.csv,,downloaded_pipeline,,11685.0,,,,,,,,
ME-19-10-39067-427,unknown,csv/ME-19-10-39067-427.csv,,downloaded_pipeline,,11265.0,,,,,,,,
תפ_40326-03,unknown,csv/תפ_40326-03.csv,docx/תפ_40326-03.docx,data_master_csv,data_master_docx,11157.0,20724.0,,,,,,,
ME-15-11-62780-577,unknown,csv/ME-15-11-62780-577.csv,,downloaded_pipeline,,11115.0,,,,,,,,
ME-23-02-9036-421,unknown,csv/ME-23-02-9036-421.csv,,downloaded_pipeline,,11106.0,,,,,,,,
SH-09-10-3981-973,unknown,csv/SH-09-10-3981-973.csv,,downloaded_pipeline,,11053.0,,,,,,,,
עפ_1048-05,unknown,csv/עפ_1048-05.csv,,downloaded_pipeline,,10913.0,,,,,,,,
תפ_1182-02,unknown,csv/תפ_1182-02.csv,docx/תפ_1182-02.docx,data_master_csv,data_master_docx,10829.0,19115.0,,,,,,,
תפ_174-03,unknown,csv/תפ_174-03.csv,docx/תפ_174-03.docx,data_master_csv,data_master_docx,10668.0,18943.0,,,,,,,
תפ_3110-07,unknown,csv/תפ_3110-07.csv,docx/תפ_3110-07.docx,data_master_csv,data_master_docx,10526.0,18532.0,,,,,,,
ME-12-01-27305-598,unknown,csv/ME-12-01-27305-598.csv,,downloaded_pipeline,,10460.0,,,,,,,,
עפ_2277-21,unknown,csv/עפ_2277-21.csv,,downloaded_pipeline,,10301.0,,,,,,,,
תפ_40065-04,unknown,csv/תפ_40065-04.csv,docx/תפ_40065-04.docx,data_master_csv,data_master_docx,10274.0,18813.0,,,,,,,
ME-14-10-42358-416,unknown,csv/ME-14-10-42358-416.csv,,downloaded_pipeline,,10228.0,,,,,,,,
עפ_4311-12,unknown,csv/עפ_4311-12.csv,,downloaded_pipeline,,10167.0,,,,,,,,
שפ_1866-07,unknown,csv/שפ_1866-07.csv,,downloaded_pipeline,,9952.0,,,,,,,,
עפ_3172-13,unknown,csv/עפ_3172-13.csv,,downloaded_pipeline,,9875.0,,,,,,,,
עפ_636-21,unknown,csv/עפ_636-21.csv,,downloaded_pipeline,,9476.0,,,,,,,,
תפ_1023-05,unknown,csv/תפ_1023-05.csv,docx/תפ_1023-05.docx,data_master_csv,data_master_docx,9453.0,19738.0,,,,,,,
עפ_4381-05,unknown,csv/עפ_4381-05.csv,,downloaded_pipeline,,9338.0,,,,,,,,
תפ_8506-04-15,unknown,csv/תפ_8506-04-15.csv,,downloaded_pipeline,,9299.0,,,,,,,,
תפ_175-08,unknown,csv/תפ_175-08.csv,docx/תפ_175-08.docx,data_master_csv,data_master_docx,8465.0,16149.0,,,,,,,
ME-17-10-33947-768,unknown,csv/ME-17-10-33947-768.csv,,downloaded_pipeline,,8425.0,,,,,,,,
עפ_262-06,unknown,csv/עפ_262-06.csv,,downloaded_pipeline,,8338.0,,,,,,,,
עפ_6277-14,unknown,csv/עפ_6277-14.csv,,downloaded_pipeline,,8081.0,,,,,,,,
תפ_120-06,unknown,csv/תפ_120-06.csv,docx/תפ_120-06.docx,data_master_csv,data_master_docx,7966.0,18397.0,,,,,,,
ME-15-04-23775-504,unknown,csv/ME-15-04-23775-504.csv,,downloaded_pipeline,,7716.0,,,,,,,,
עפ_5827-02,unknown,csv/עפ_5827-02.csv,,downloaded_pipeline,,7588.0,,,,,,,,
ME-10-07-47551-33,unknown,csv/ME-10-07-47551-33.csv,,downloaded_pipeline,,7505.0,,,,,,,,
תפ_138-08,unknown,csv/תפ_138-08.csv,,5k_archive,,7501.0,,,,,,,,
עפ_2718-04,unknown,csv/עפ_2718-04.csv,,downloaded_pipeline,,7411.0,,,,,,,,
עפ_6583-06,unknown,csv/עפ_6583-06.csv,,downloaded_pipeline,,7159.0,,,,,,,,
ME-17-09-24112-501,unknown,csv/ME-17-09-24112-501.csv,,downloaded_pipeline,,7071.0,,,,,,,,
תפ_1019-04,unknown,csv/תפ_1019-04.csv,docx/תפ_1019-04.docx,data_master_csv,data_master_docx,6978.0,17842.0,,,,,,,
SH-15-10-875-707,unknown,csv/SH-15-10-875-707.csv,,downloaded_pipeline,,6656.0,,,,,,,,
ME-14-06-47767-908,unknown,csv/ME-14-06-47767-908.csv,,downloaded_pipeline,,6548.0,,,,,,,,
ME-14-12-51920-990,unknown,csv/ME-14-12-51920-990.csv,,downloaded_pipeline,,6184.0,,,,,,,,
תפ_988-05,unknown,csv/תפ_988-05.csv,docx/תפ_988-05.docx,data_master_csv,data_master_docx,6168.0,15904.0,,,,,,,
תפ_359-04,unknown,csv/תפ_359-04.csv,docx/תפ_359-04.docx,data_master_csv,data_master_docx,6090.0,17038.0,,,,,,,
תפ_1347-02,unknown,csv/תפ_1347-02.csv,docx/תפ_1347-02.docx,data_master_csv,data_master_docx,5901.0,15953.0,,,,,,,
ME-17-02-49266-22,unknown,csv/ME-17-02-49266-22.csv,,downloaded_pipeline,,5900.0,,,,,,,,
תפ_288-08,unknown,csv/תפ_288-08.csv,docx/תפ_288-08.docx,data_master_csv,data_master_docx,5891.0,15332.0,,,,,,,
ME-13-08-37359-291,unknown,csv/ME-13-08-37359-291.csv,,downloaded_pipeline,,5792.0,,,,,,,,
SH-13-08-25179-536,unknown,csv/SH-13-08-25179-536.csv,,downloaded_pipeline,,5669.0,,,,,,,,
ME-09-04-4986-722,unknown,csv/ME-09-04-4986-722.csv,,downloaded_pipeline,,5410.0,,,,,,,,
עפ_5833-07,unknown,csv/עפ_5833-07.csv,,downloaded_pipeline,,5289.0,,,,,,,,
עפ_5004-17,unknown,csv/עפ_5004-17.csv,,downloaded_pipeline,,4872.0,,,,,,,,
ME-14-04-1079-22,unknown,csv/ME-14-04-1079-22.csv,,downloaded_pipeline,,4867.0,,,,,,,,
ME-16-11-41900-196,unknown,csv/ME-16-11-41900-196.csv,,downloaded_pipeline,,4843.0,,,,,,,,
עפ_7070-03,unknown,csv/עפ_7070-03.csv,,downloaded_pipeline,,4731.0,,,,,,,,
תפ_1022-04,unknown,csv/תפ_1022-04.csv,docx/תפ_1022-04.docx,data_master_csv,data_master_docx,4553.0,13896.0,,,,,,,
עפ_761-07,unknown,csv/עפ_761-07.csv,,downloaded_pipeline,,4466.0,,,,,,,,
עפ_6260-05,unknown,csv/עפ_6260-05.csv,,downloaded_pipeline,,4266.0,,,,,,,,
ME-13-02-28435-968,unknown,csv/ME-13-02-28435-968.csv,,downloaded_pipeline,,4216.0,,,,,,,,
SH-12-10-26626-242,unknown,csv/SH-12-10-26626-242.csv,,downloaded_pipeline,,4201.0,,,,,,,,
עא_3430-09,unknown,csv/עא_3430-09.csv,,downloaded_pipeline,,4089.0,,,,,,,,
