A,B,n,delta,dz,wins,p,p_fdr,p_bonf,effect,sig_fdr,sig_bonf,domain,task,metric
Raw-Facts,Hybrid-Manual,11,-0.006149395517569756,-0.21849265039786392,4,0.751953125,1.0,1.0,Small,,,drugs,0,F1
Raw-Facts,Hybrid-Full,11,-0.018081674124087857,-0.5016060548000133,4,0.916015625,1.0,1.0,Medium,,,drugs,0,F1
Hybrid-Manual,Manual,11,-0.031922906749544254,-1.6455810549675929,1,0.99951171875,0.99951171875,1.0,Large,,,drugs,0,F1
Hybrid-Manual,GPT-Schema,11,0.01174680653433184,0.33048112995244383,5,0.1875,0.5625,1.0,Small,,,drugs,0,F1
Hybrid-Manual,GPT-Free,11,0.001341529402091777,0.07620966139441554,5,0.41015625,0.615234375,1.0,Negligible,,,drugs,0,F1
Hybrid-Manual,GPT-Law,11,0.013240961168684723,0.4699900164496369,7,0.08740234375,0.5244140625,0.5244140625,Small,,,drugs,0,F1
Hybrid-Manual,Raw-Facts,11,0.006149395517569756,0.21849265039786392,5,0.28515625,0.5703125,1.0,Small,,,drugs,0,F1
Hybrid-Manual,Hybrid-Full,11,-0.011932278606518102,-0.4958118870658957,4,0.92626953125,0.99951171875,1.0,Small,,,drugs,0,F1
Hybrid-Full,Manual,11,-0.019990628143026153,-1.0465289489954248,3,0.9951171875,0.9951171875,1.0,Large,,,drugs,0,F1
Hybrid-Full,GPT-Schema,11,0.023679085140849942,0.5113020964955364,7,0.1201171875,0.18017578125,0.720703125,Medium,,,drugs,0,F1
Hybrid-Full,GPT-Free,11,0.013273808008609878,0.44986586199063217,7,0.16015625,0.19218749999999998,0.9609375,Small,,,drugs,0,F1
Hybrid-Full,GPT-Law,11,0.025173239775202826,0.7278262768047385,8,0.0185546875,0.111328125,0.111328125,Medium,,,drugs,0,F1
Hybrid-Full,Raw-Facts,11,0.018081674124087857,0.5016060548000133,7,0.0908203125,0.18017578125,0.544921875,Medium,,,drugs,0,F1
Hybrid-Full,Hybrid-Manual,11,0.011932278606518102,0.4958118870658957,7,0.08740234375,0.18017578125,0.5244140625,Small,,,drugs,0,F1
Manual,GPT-Schema,11,0.013796590609898603,0.5372372717068327,8,0.05078125,0.05078125,0.3046875,Medium,,,drugs,1,F1
Manual,GPT-Free,11,0.0396233301808951,1.7058351599141157,11,0.00048828125,0.00146484375,0.0029296875,Large,✓,✓,drugs,1,F1
Manual,GPT-Law,11,0.05085395810003841,2.6000270857650696,11,0.00048828125,0.00146484375,0.0029296875,Large,✓,✓,drugs,1,F1
Manual,Raw-Facts,11,0.03476111179273586,1.5830969019986527,10,0.0009765625,0.00146484375,0.005859375,Large,✓,✓,drugs,1,F1
Manual,Hybrid-Manual,11,0.027673636602840813,1.4553945554067667,10,0.0009765625,0.00146484375,0.005859375,Large,✓,✓,drugs,1,F1
Manual,Hybrid-Full,11,0.028108247376320287,1.2088123808329874,10,0.00341796875,0.0041015625,0.0205078125,Large,✓,✓,drugs,1,F1
GPT-Schema,Manual,11,-0.013796590609898603,-0.5372372717068327,3,0.95849609375,0.95849609375,1.0,Medium,,,drugs,1,F1
GPT-Schema,GPT-Free,11,0.0258267395709965,1.1299944086743132,10,0.0048828125,0.009765625,0.029296875,Large,✓,✓,drugs,1,F1
GPT-Schema,GPT-Law,11,0.03705736749013981,2.325218710893397,11,0.00048828125,0.0029296875,0.0029296875,Large,✓,✓,drugs,1,F1
GPT-Schema,Raw-Facts,11,0.020964521182837256,1.108926551190794,10,0.00341796875,0.009765625,0.0205078125,Large,✓,✓,drugs,1,F1
GPT-Schema,Hybrid-Manual,11,0.01387704599294221,0.587551560920464,7,0.07373046875,0.0884765625,0.4423828125,Medium,,,drugs,1,F1
GPT-Schema,Hybrid-Full,11,0.014311656766421684,0.7529711109533529,9,0.02685546875,0.040283203125,0.1611328125,Medium,✓,,drugs,1,F1
GPT-Free,Manual,11,-0.0396233301808951,-1.7058351599141157,0,1.0,1.0,1.0,Large,,,drugs,1,F1
GPT-Free,GPT-Schema,11,-0.0258267395709965,-1.1299944086743132,1,0.99658203125,1.0,1.0,Large,,,drugs,1,F1
GPT-Free,GPT-Law,11,0.01123062791914331,0.6521898201220659,8,0.00390625,0.0234375,0.0234375,Medium,✓,✓,drugs,1,F1
GPT-Free,Raw-Facts,11,-0.004862218388159246,-0.19868191533848314,3,0.91259765625,1.0,1.0,Negligible,,,drugs,1,F1
GPT-Free,Hybrid-Manual,11,-0.01194969357805429,-0.7831901895586751,2,0.986328125,1.0,1.0,Medium,,,drugs,1,F1
GPT-Free,Hybrid-Full,11,-0.011515082804574816,-0.5734568838457887,3,0.95849609375,1.0,1.0,Medium,,,drugs,1,F1
GPT-Law,Manual,11,-0.05085395810003841,-2.6000270857650696,0,1.0,1.0,1.0,Large,,,drugs,1,F1
GPT-Law,GPT-Schema,11,-0.03705736749013981,-2.325218710893397,0,1.0,1.0,1.0,Large,,,drugs,1,F1
GPT-Law,GPT-Free,11,-0.01123062791914331,-0.6521898201220659,1,0.998046875,1.0,1.0,Medium,,,drugs,1,F1
GPT-Law,Raw-Facts,11,-0.016092846307302556,-1.1361104641964446,1,0.99658203125,1.0,1.0,Large,,,drugs,1,F1
GPT-Law,Hybrid-Manual,11,-0.0231803214971976,-1.342399512539552,1,0.99951171875,1.0,1.0,Large,,,drugs,1,F1
GPT-Law,Hybrid-Full,11,-0.022745710723718126,-1.5604351201313391,0,1.0,1.0,1.0,Large,,,drugs,1,F1
Raw-Facts,Manual,11,-0.03476111179273586,-1.5830969019986527,1,0.99951171875,0.99951171875,1.0,Large,,,drugs,1,F1
Raw-Facts,GPT-Schema,11,-0.020964521182837256,-1.108926551190794,1,0.99755859375,0.99951171875,1.0,Large,,,drugs,1,F1
Raw-Facts,GPT-Free,11,0.004862218388159246,0.19868191533848314,8,0.10302734375,0.30908203125,0.6181640625,Negligible,,,drugs,1,F1
Raw-Facts,GPT-Law,11,0.016092846307302556,1.1361104641964446,10,0.0048828125,0.029296875,0.029296875,Large,✓,✓,drugs,1,F1
Raw-Facts,Hybrid-Manual,11,-0.0070874751898950435,-0.340735545597771,4,0.8388671875,0.99951171875,1.0,Small,,,drugs,1,F1
Raw-Facts,Hybrid-Full,11,-0.006652864416415569,-0.3002511698543486,5,0.767578125,0.99951171875,1.0,Small,,,drugs,1,F1
Hybrid-Manual,Manual,11,-0.027673636602840813,-1.4553945554067667,0,1.0,1.0,1.0,Large,,,drugs,1,F1
Hybrid-Manual,GPT-Schema,11,-0.01387704599294221,-0.587551560920464,4,0.9384765625,1.0,1.0,Medium,,,drugs,1,F1
Hybrid-Manual,GPT-Free,11,0.01194969357805429,0.7831901895586751,8,0.0185546875,0.0556640625,0.111328125,Medium,,,drugs,1,F1
Hybrid-Manual,GPT-Law,11,0.0231803214971976,1.342399512539552,10,0.0009765625,0.005859375,0.005859375,Large,✓,✓,drugs,1,F1
Hybrid-Manual,Raw-Facts,11,0.0070874751898950435,0.340735545597771,6,0.1875,0.375,1.0,Small,,,drugs,1,F1
Hybrid-Manual,Hybrid-Full,11,0.0004346107734794743,0.02561013451584907,6,0.51708984375,0.775634765625,1.0,Negligible,,,drugs,1,F1
Hybrid-Full,Manual,11,-0.028108247376320287,-1.2088123808329874,1,0.99755859375,0.99755859375,1.0,Large,,,drugs,1,F1
Hybrid-Full,GPT-Schema,11,-0.014311656766421684,-0.7529711109533529,2,0.97900390625,0.99755859375,1.0,Medium,,,drugs,1,F1
Hybrid-Full,GPT-Free,11,0.011515082804574816,0.5734568838457887,8,0.05078125,0.15234375,0.3046875,Medium,,,drugs,1,F1
Hybrid-Full,GPT-Law,11,0.022745710723718126,1.5604351201313391,11,0.00048828125,0.0029296875,0.0029296875,Large,✓,✓,drugs,1,F1
Hybrid-Full,Raw-Facts,11,0.006652864416415569,0.3002511698543486,6,0.259765625,0.51953125,1.0,Small,,,drugs,1,F1
Hybrid-Full,Hybrid-Manual,11,-0.0004346107734794743,-0.02561013451584907,5,0.51708984375,0.775634765625,1.0,Negligible,,,drugs,1,F1
Manual,GPT-Schema,11,0.027162542833704287,0.8599377882091114,9,0.00927734375,0.0185546875,0.0556640625,Large,✓,,weapon,0,F1
Manual,GPT-Free,11,0.0506595296330578,1.4337107287908102,10,0.00146484375,0.00439453125,0.0087890625,Large,✓,✓,weapon,0,F1
Manual,GPT-Law,11,0.051049101504596524,1.3071627166068784,10,0.00146484375,0.00439453125,0.0087890625,Large,✓,✓,weapon,0,F1
Manual,Raw-Facts,11,0.042203271352274925,0.7341187864488349,9,0.01611328125,0.0193359375,0.0966796875,Medium,✓,,weapon,0,F1
Manual,Hybrid-Manual,11,0.02335279475853055,0.87284789569255,7,0.013671875,0.0193359375,0.08203125,Large,✓,,weapon,0,F1
Manual,Hybrid-Full,11,0.023530441198617167,0.6045162081789883,7,0.03369140625,0.03369140625,0.2021484375,Medium,✓,,weapon,0,F1
GPT-Schema,Manual,11,-0.027162542833704287,-0.8599377882091114,2,0.9931640625,0.9931640625,1.0,Large,,,weapon,0,F1
GPT-Schema,GPT-Free,11,0.023496986799353515,1.6042915880184498,10,0.0009765625,0.005859375,0.005859375,Large,✓,✓,weapon,0,F1
GPT-Schema,GPT-Law,11,0.023886558670892236,1.0361417666593487,8,0.0068359375,0.0205078125,0.041015625,Large,✓,✓,weapon,0,F1
GPT-Schema,Raw-Facts,11,0.015040728518570634,0.3459013754850169,8,0.1201171875,0.240234375,0.720703125,Small,,,weapon,0,F1
GPT-Schema,Hybrid-Manual,11,-0.0038097480751737374,-0.1012754940145418,5,0.64990234375,0.8173828125,1.0,Negligible,,,weapon,0,F1
GPT-Schema,Hybrid-Full,11,-0.003632101635087123,-0.13319314482249883,6,0.68115234375,0.8173828125,1.0,Negligible,,,weapon,0,F1
GPT-Free,Manual,11,-0.0506595296330578,-1.4337107287908102,1,0.9990234375,0.99951171875,1.0,Large,,,weapon,0,F1
GPT-Free,GPT-Schema,11,-0.023496986799353515,-1.6042915880184498,1,0.99951171875,0.99951171875,1.0,Large,,,weapon,0,F1
GPT-Free,GPT-Law,11,0.00038957187153872266,0.017435101825017153,5,0.51708984375,0.99951171875,1.0,Negligible,,,weapon,0,F1
GPT-Free,Raw-Facts,11,-0.00845625828078288,-0.23629258335008696,5,0.79345703125,0.99951171875,1.0,Small,,,weapon,0,F1
GPT-Free,Hybrid-Manual,11,-0.027306734874527252,-0.6827855411737934,3,0.97314453125,0.99951171875,1.0,Medium,,,weapon,0,F1
GPT-Free,Hybrid-Full,11,-0.02712908843444064,-0.9054675897626142,3,0.9931640625,0.99951171875,1.0,Large,,,weapon,0,F1
GPT-Law,Manual,11,-0.051049101504596524,-1.3071627166068784,1,0.9990234375,0.9990234375,1.0,Large,,,weapon,0,F1
GPT-Law,GPT-Schema,11,-0.023886558670892236,-1.0361417666593487,3,0.9951171875,0.9990234375,1.0,Large,,,weapon,0,F1
GPT-Law,GPT-Free,11,-0.00038957187153872266,-0.017435101825017153,6,0.51708984375,0.9990234375,1.0,Negligible,,,weapon,0,F1
GPT-Law,Raw-Facts,11,-0.008845830152321604,-0.21917864245960114,4,0.767578125,0.9990234375,1.0,Small,,,weapon,0,F1
GPT-Law,Hybrid-Manual,11,-0.027696306746065977,-0.7149857728139618,3,0.97900390625,0.9990234375,1.0,Medium,,,weapon,0,F1
GPT-Law,Hybrid-Full,11,-0.02751866030597936,-0.6880323188341497,3,0.97900390625,0.9990234375,1.0,Medium,,,weapon,0,F1
Raw-Facts,Manual,11,-0.042203271352274925,-0.7341187864488349,2,0.98779296875,0.98779296875,1.0,Medium,,,weapon,0,F1
Raw-Facts,GPT-Schema,11,-0.015040728518570634,-0.3459013754850169,3,0.89697265625,0.98779296875,1.0,Small,,,weapon,0,F1
Raw-Facts,GPT-Free,11,0.00845625828078288,0.23629258335008696,6,0.232421875,0.779296875,1.0,Small,,,weapon,0,F1
Raw-Facts,GPT-Law,11,0.008845830152321604,0.21917864245960114,7,0.259765625,0.779296875,1.0,Small,,,weapon,0,F1
Raw-Facts,Hybrid-Manual,11,-0.01885047659374437,-0.3444138835066245,3,0.92626953125,0.98779296875,1.0,Small,,,weapon,0,F1
Raw-Facts,Hybrid-Full,11,-0.018672830153657758,-0.3806433683200627,3,0.92626953125,0.98779296875,1.0,Small,,,weapon,0,F1
Hybrid-Manual,Manual,11,-0.02335279475853055,-0.87284789569255,3,0.990234375,0.990234375,1.0,Large,,,weapon,0,F1
Hybrid-Manual,GPT-Schema,11,0.0038097480751737374,0.1012754940145418,6,0.38232421875,0.573486328125,1.0,Negligible,,,weapon,0,F1
Hybrid-Manual,GPT-Free,11,0.027306734874527252,0.6827855411737934,8,0.03369140625,0.10107421875,0.2021484375,Medium,,,weapon,0,F1
Hybrid-Manual,GPT-Law,11,0.027696306746065977,0.7149857728139618,8,0.02685546875,0.10107421875,0.1611328125,Medium,,,weapon,0,F1
Hybrid-Manual,Raw-Facts,11,0.01885047659374437,0.3444138835066245,8,0.08740234375,0.1748046875,0.5244140625,Small,,,weapon,0,F1
Hybrid-Manual,Hybrid-Full,11,0.0001776464400866146,0.004686205679996732,5,0.51708984375,0.6205078125,1.0,Negligible,,,weapon,0,F1
Hybrid-Full,Manual,11,-0.023530441198617167,-0.6045162081789883,4,0.97314453125,0.97314453125,1.0,Medium,,,weapon,0,F1
Hybrid-Full,GPT-Schema,11,0.003632101635087123,0.13319314482249883,5,0.35009765625,0.525146484375,1.0,Negligible,,,weapon,0,F1
Hybrid-Full,GPT-Free,11,0.02712908843444064,0.9054675897626142,8,0.00927734375,0.0556640625,0.0556640625,Large,,,weapon,0,F1
Hybrid-Full,GPT-Law,11,0.02751866030597936,0.6880323188341497,8,0.02685546875,0.08056640625,0.1611328125,Medium,,,weapon,0,F1
Hybrid-Full,Raw-Facts,11,0.018672830153657758,0.3806433683200627,8,0.08740234375,0.1748046875,0.5244140625,Small,,,weapon,0,F1
Hybrid-Full,Hybrid-Manual,11,-0.0001776464400866146,-0.004686205679996732,6,0.51708984375,0.6205078125,1.0,Negligible,,,weapon,0,F1
Manual,GPT-Schema,11,0.02611188283493301,1.1500598279014909,10,0.0048828125,0.00732421875,0.029296875,Large,✓,✓,weapon,1,F1
Manual,GPT-Free,11,0.039269516224035156,2.586213499259347,11,0.00048828125,0.0029296875,0.0029296875,Large,✓,✓,weapon,1,F1
Manual,GPT-Law,11,0.032344655717924,1.829262745553762,10,0.0009765625,0.0029296875,0.005859375,Large,✓,✓,weapon,1,F1
Manual,Raw-Facts,11,0.04104131694011736,1.3383900639084163,9,0.00244140625,0.0048828125,0.0146484375,Large,✓,✓,weapon,1,F1
Manual,Hybrid-Manual,11,0.017614439106991786,0.8763927862478348,9,0.00927734375,0.0111328125,0.0556640625,Large,✓,,weapon,1,F1
Manual,Hybrid-Full,11,0.0109685858983938,0.5408666653897957,7,0.05078125,0.05078125,0.3046875,Medium,,,weapon,1,F1
GPT-Schema,Manual,11,-0.02611188283493301,-1.1500598279014909,1,0.99658203125,0.99658203125,1.0,Large,,,weapon,1,F1
GPT-Schema,GPT-Free,11,0.013157633389102141,0.5689719127128934,8,0.04150390625,0.2490234375,0.2490234375,Medium,,,weapon,1,F1
GPT-Schema,GPT-Law,11,0.006232772882990986,0.21623868046904057,4,0.51708984375,0.99658203125,1.0,Small,,,weapon,1,F1
GPT-Schema,Raw-Facts,11,0.014929434105184346,0.3662660338249345,8,0.10302734375,0.30908203125,0.6181640625,Small,,,weapon,1,F1
GPT-Schema,Hybrid-Manual,11,-0.008497443727941227,-0.2990141642201511,4,0.8125,0.99658203125,1.0,Small,,,weapon,1,F1
GPT-Schema,Hybrid-Full,11,-0.015143296936539213,-0.49012011808586486,2,0.94921875,0.99658203125,1.0,Small,,,weapon,1,F1
GPT-Free,Manual,11,-0.039269516224035156,-2.586213499259347,0,1.0,1.0,1.0,Large,,,weapon,1,F1
GPT-Free,GPT-Schema,11,-0.013157633389102141,-0.5689719127128934,3,0.96630859375,1.0,1.0,Medium,,,weapon,1,F1
GPT-Free,GPT-Law,11,-0.006924860506111155,-0.29499275174848305,6,0.740234375,1.0,1.0,Small,,,weapon,1,F1
GPT-Free,Raw-Facts,11,0.0017718007160822038,0.05343446876041609,7,0.28857421875,1.0,1.0,Negligible,,,weapon,1,F1
GPT-Free,Hybrid-Manual,11,-0.021655077117043366,-1.275916760814678,1,0.99853515625,1.0,1.0,Large,,,weapon,1,F1
GPT-Free,Hybrid-Full,11,-0.028300930325641353,-1.1274400616893099,2,0.99755859375,1.0,1.0,Large,,,weapon,1,F1
GPT-Law,Manual,11,-0.032344655717924,-1.829262745553762,1,0.99951171875,0.99951171875,1.0,Large,,,weapon,1,F1
GPT-Law,GPT-Schema,11,-0.006232772882990986,-0.21623868046904057,7,0.51708984375,0.99951171875,1.0,Small,,,weapon,1,F1
GPT-Law,GPT-Free,11,0.006924860506111155,0.29499275174848305,5,0.28857421875,0.86572265625,1.0,Small,,,weapon,1,F1
GPT-Law,Raw-Facts,11,0.008696661222193359,0.28519916642799786,6,0.2158203125,0.86572265625,1.0,Small,,,weapon,1,F1
GPT-Law,Hybrid-Manual,11,-0.014730216610932212,-0.5533260672963363,3,0.94921875,0.99951171875,1.0,Medium,,,weapon,1,F1
GPT-Law,Hybrid-Full,11,-0.021376069819530198,-0.9540356882191582,2,0.9951171875,0.99951171875,1.0,Large,,,weapon,1,F1
Raw-Facts,Manual,11,-0.04104131694011736,-1.3383900639084163,2,0.99853515625,1.0,1.0,Large,,,weapon,1,F1
Raw-Facts,GPT-Schema,11,-0.014929434105184346,-0.3662660338249345,3,0.91259765625,1.0,1.0,Small,,,weapon,1,F1
Raw-Facts,GPT-Free,11,-0.0017718007160822038,-0.05343446876041609,4,0.740234375,1.0,1.0,Negligible,,,weapon,1,F1
Raw-Facts,GPT-Law,11,-0.008696661222193359,-0.28519916642799786,4,0.8125,1.0,1.0,Small,,,weapon,1,F1
Raw-Facts,Hybrid-Manual,11,-0.02342687783312557,-0.6803185789292504,2,0.98388671875,1.0,1.0,Medium,,,weapon,1,F1
Raw-Facts,Hybrid-Full,11,-0.030072731041723557,-1.6733796110702552,0,1.0,1.0,1.0,Large,,,weapon,1,F1
Hybrid-Manual,Manual,11,-0.017614439106991786,-0.8763927862478348,2,0.9931640625,0.9931640625,1.0,Large,,,weapon,1,F1
Hybrid-Manual,GPT-Schema,11,0.008497443727941227,0.2990141642201511,6,0.2158203125,0.32373046875,1.0,Small,,,weapon,1,F1
Hybrid-Manual,GPT-Free,11,0.021655077117043366,1.275916760814678,10,0.00244140625,0.0146484375,0.0146484375,Large,✓,✓,weapon,1,F1
Hybrid-Manual,GPT-Law,11,0.014730216610932212,0.5533260672963363,8,0.0615234375,0.123046875,0.369140625,Medium,,,weapon,1,F1
Hybrid-Manual,Raw-Facts,11,0.02342687783312557,0.6803185789292504,9,0.02099609375,0.06298828125,0.1259765625,Medium,,,weapon,1,F1
Hybrid-Manual,Hybrid-Full,11,-0.006645853208597987,-0.2612751883497869,3,0.71142578125,0.8537109374999999,1.0,Small,,,weapon,1,F1
Hybrid-Full,Manual,11,-0.0109685858983938,-0.5408666653897957,4,0.95849609375,0.95849609375,1.0,Medium,,,weapon,1,F1
Hybrid-Full,GPT-Schema,11,0.015143296936539213,0.49012011808586486,9,0.0615234375,0.09228515625,0.369140625,Small,,,weapon,1,F1
Hybrid-Full,GPT-Free,11,0.028300930325641353,1.1274400616893099,9,0.00341796875,0.01025390625,0.0205078125,Large,✓,✓,weapon,1,F1
Hybrid-Full,GPT-Law,11,0.021376069819530198,0.9540356882191582,9,0.0068359375,0.013671875,0.041015625,Large,✓,✓,weapon,1,F1
Hybrid-Full,Raw-Facts,11,0.030072731041723557,1.6733796110702552,11,0.00048828125,0.0029296875,0.0029296875,Large,✓,✓,weapon,1,F1
Hybrid-Full,Hybrid-Manual,11,0.006645853208597987,0.2612751883497869,8,0.31884765625,0.38261718749999996,1.0,Small,,,weapon,1,F1
