domain,query,pick,category,sources,n_sources
drugs,תפ_8336-04-14,תפ_49187-12-11,sup100_only,simcse,1
drugs,תפ_8336-04-14,תפ_63172-11-20,sup100_only,simcse,1
drugs,תפ_8336-04-14,תפ_17948-09-17,NEITHER,filtered,1
drugs,תפ_8336-04-14,תפ_20796-10-23,NEITHER,simcse,1
drugs,תפ_8336-04-14,תפ_31602-06-20,NEITHER,simcse,1
drugs,תפ_8336-04-14,תפ_42032-10-17,NEITHER,simcse,1
drugs,תפ_8336-04-14,תפ_39201-05-18,sup100_only,5fold,1
drugs,תפ_8336-04-14,תפ_1516-10-16,NEITHER,5fold,1
drugs,תפ_8336-04-14,תפ_20928-07-12,NEITHER,5fold,1
drugs,תפ_8336-04-14,תפ_63672-03-19,NEITHER,5fold,1
drugs,תפ_13781-01-24,תפ_19412-05-18,both,hist:extended,1
drugs,תפ_13781-01-24,תפ_30377-04-18,cit_only,hist:extended,1
drugs,תפ_13781-01-24,תפ_40639-10-17,NEITHER,hist:extended,1
drugs,תפ_13781-01-24,תפ_25332-01-18,cit_only,hist:extended,1
drugs,תפ_13781-01-24,תפ_54272-11-23,NEITHER,5fold_v2,1
drugs,תפ_13781-01-24,תפ_21503-07-23,NEITHER,5fold,1
drugs,תפ_13781-01-24,תפ_60321-05-21,both,5fold|current_union|supervised_baseline,3
drugs,תפ_13781-01-24,תפ_6749-09-22,NEITHER,simcse,1
drugs,תפ_13781-01-24,תפ_16379-07-21,cit_only,hist:extended,1
drugs,תפ_13781-01-24,תפ_63584-03-18,cit_only,hist:extended,1
drugs,תפ_23062-12-21,תפ_29731-05-21,sup100_only,hist:extended,1
drugs,תפ_23062-12-21,תפ_32243-08-21,cit_only,hist:extended,1
drugs,תפ_23062-12-21,תפ_38578-12-20,NEITHER,5fold_v2,1
drugs,תפ_23062-12-21,תפ_21991-04-20,both,current_union|filtered|supervised_baseline,3
drugs,תפ_23062-12-21,תפ_63287-04-21,both,hist:extended,1
drugs,תפ_23062-12-21,תפ_37764-03-21,sup100_only,hist:extended,1
drugs,תפ_23062-12-21,תפ_51899-07-21,cit_only,hist:extended,1
drugs,תפ_23062-12-21,תפ_70401-02-19,cit_only,hist:extended,1
drugs,תפ_23062-12-21,תפ_33439-01-21,cit_only,hist:extended,1
drugs,תפ_23062-12-21,תפ_42808-01-24,both,hist:extended,1
drugs,תפ_1276-05-15,תפ_37606-11-22,NEITHER,5fold_v2,1
drugs,תפ_1276-05-15,תפ_39019-05-15,NEITHER,simcse,1
drugs,תפ_1276-05-15,תפ_27952-06-19,NEITHER,5fold,1
drugs,תפ_1276-05-15,תפ_35204-09-21,NEITHER,5fold,1
drugs,תפ_1276-05-15,תפ_64384-03-16,NEITHER,simcse,1
drugs,תפ_1276-05-15,תפ_39491-09-17,cit_only,hist:extended,1
drugs,תפ_1276-05-15,תפ_42734-08-23,NEITHER,hist:extended,1
drugs,תפ_1276-05-15,תפ_73652-01-18,NEITHER,5fold,1
drugs,תפ_1276-05-15,תפ_1108-05-15,NEITHER,5fold,1
drugs,תפ_1276-05-15,תפ_32991-05-19,NEITHER,5fold_v2,1
drugs,תפ_63025-03-15,תפ_44449-10-19,sup100_only,simcse,1
drugs,תפ_63025-03-15,תפ_39593-07-15,both,current_union|supervised_baseline,2
drugs,תפ_63025-03-15,תפ_52165-12-17,both,current_union|supervised_baseline,2
drugs,תפ_63025-03-15,תפ_49845-08-20,both,current_union|filtered|supervised_baseline,3
drugs,תפ_63025-03-15,תפ_28811-02-18,both,current_union|simcse|supervised_baseline,3
drugs,תפ_63025-03-15,תפ_9582-10-20,NEITHER,5fold|current_union|supervised_baseline,3
drugs,תפ_63025-03-15,תפ_63596-02-18,both,hist:extended,1
drugs,תפ_63025-03-15,תפ_23774-03-17,cit_only,hist:extended,1
drugs,תפ_63025-03-15,תפ_61099-12-18,cit_only,current_union|filtered|supervised_baseline,3
drugs,תפ_63025-03-15,תפ_15425-02-14,both,hist:extended,1
drugs,תפ_809-09-18,תפ_24514-09-15,NEITHER,hist:extended,1
drugs,תפ_809-09-18,תפ_26019-02-18,cit_only,hist:extended,1
drugs,תפ_809-09-18,תפ_21052-05-20,NEITHER,5fold,1
drugs,תפ_809-09-18,תפ_63997-02-19,cit_only,hist:extended,1
drugs,תפ_809-09-18,תפ_3618-03-23,cit_only,hist:extended,1
drugs,תפ_809-09-18,תפ_40186-04-19,sup100_only,current_union|filtered|supervised_baseline,3
drugs,תפ_809-09-18,תפ_52876-12-23,cit_only,hist:extended,1
drugs,תפ_809-09-18,תפ_6678-12-20,cit_only,hist:extended,1
drugs,תפ_809-09-18,תפ_31579-08-23,cit_only,hist:extended,1
drugs,תפ_809-09-18,תפ_51515-06-23,NEITHER,filtered,1
drugs,תפ_50607-03-19,תפ_48167-02-13,cit_only,hist:extended,1
drugs,תפ_50607-03-19,תפ_52882-04-15,NEITHER,5fold,1
drugs,תפ_50607-03-19,תפ_19468-03-18,cit_only,current_union|filtered|supervised_baseline,3
drugs,תפ_50607-03-19,תפ_1108-05-15,NEITHER,5fold,1
drugs,תפ_50607-03-19,תפ_42431-08-23,sup100_only,5fold,1
drugs,תפ_50607-03-19,תפ_19412-05-18,NEITHER,simcse,1
drugs,תפ_50607-03-19,תפ_53219-03-14,cit_only,hist:extended,1
drugs,תפ_50607-03-19,תפ_35204-09-21,NEITHER,simcse,1
drugs,תפ_50607-03-19,תפ_46424-05-24,NEITHER,simcse,1
drugs,תפ_50607-03-19,תפ_42827-10-18,cit_only,hist:extended,1
drugs,תפ_7629-11-17,תפ_47714-01-17,both,hist:extended,1
drugs,תפ_7629-11-17,תפ_8633-04-15,both,hist:extended,1
drugs,תפ_7629-11-17,תפ_6336-02-15,both,current_union|simcse|supervised_baseline,3
drugs,תפ_7629-11-17,תפ_55925-11-17,sup100_only,filtered,1
drugs,תפ_7629-11-17,תפ_45195-11-20,cit_only,hist:extended,1
drugs,תפ_7629-11-17,תפ_13223-02-22,NEITHER,simcse,1
drugs,תפ_7629-11-17,תפ_16015-05-21,NEITHER,simcse,1
drugs,תפ_7629-11-17,תפ_37987-11-23,NEITHER,5fold_v2,1
drugs,תפ_7629-11-17,תפ_61065-07-18,both,5fold|current_union|supervised_baseline,3
drugs,תפ_7629-11-17,תפ_59888-08-22,NEITHER,filtered,1
drugs,תפ_4606-08-20,תפ_57778-06-20,NEITHER,filtered,1
drugs,תפ_4606-08-20,תפ_14611-12-21,cit_only,hist:main,1
drugs,תפ_4606-08-20,תפ_59199-09-19,NEITHER,5fold,1
drugs,תפ_4606-08-20,תפ_50729-04-21,cit_only,hist:extended,1
drugs,תפ_4606-08-20,תפ_57939-01-21,NEITHER,5fold,1
drugs,תפ_4606-08-20,תפ_43978-02-21,cit_only,hist:extended,1
drugs,תפ_4606-08-20,תפ_24248-09-22,cit_only,hist:extended,1
drugs,תפ_4606-08-20,תפ_39829-08-21,cit_only,hist:extended,1
drugs,תפ_4606-08-20,תפ_61181-02-19,NEITHER,5fold,1
drugs,תפ_4606-08-20,תפ_27506-03-21,NEITHER,simcse,1
drugs,תפ_19985-04-14,תפ_37634-03-15,cit_only,hist:extended,1
drugs,תפ_19985-04-14,תפ_49932-08-21,both,hist:extended,1
drugs,תפ_19985-04-14,תפ_44314-05-16,NEITHER,filtered,1
drugs,תפ_19985-04-14,תפ_47168-03-18,NEITHER,simcse,1
drugs,תפ_19985-04-14,תפ_39647-01-20,NEITHER,simcse,1
drugs,תפ_19985-04-14,תפ_47284-03-19,NEITHER,simcse,1
drugs,תפ_19985-04-14,תפ_50998-12-18,NEITHER,filtered,1
drugs,תפ_19985-04-14,תפ_59571-08-20,NEITHER,simcse,1
drugs,תפ_19985-04-14,תפ_64314-11-16,NEITHER,5fold,1
drugs,תפ_19985-04-14,תפ_36599-04-15,NEITHER,simcse,1
drugs,תפ_18011-01-20,תפ_54696-06-17,cit_only,hist:extended,1
drugs,תפ_18011-01-20,תפ_48751-01-23,NEITHER,filtered,1
drugs,תפ_18011-01-20,תפ_65828-06-20,NEITHER,filtered,1
drugs,תפ_18011-01-20,תפ_60270-11-21,NEITHER,5fold|current_union|supervised_baseline,3
drugs,תפ_18011-01-20,תפ_20068-07-22,NEITHER,simcse,1
drugs,תפ_18011-01-20,תפ_28954-08-20,sup100_only,filtered,1
drugs,תפ_18011-01-20,תד_7172-07-20,NEITHER,filtered,1
drugs,תפ_18011-01-20,תפ_63637-06-17,NEITHER,simcse,1
drugs,תפ_18011-01-20,תפ_24689-03-15,NEITHER,filtered,1
drugs,תפ_18011-01-20,תפ_11392-02-14,sup100_only,current_union|supervised_baseline,2
drugs,תפ_16982-03-21,תפ_43665-08-21,cit_only,5fold|current_union|supervised_baseline,3
drugs,תפ_16982-03-21,תפ_14236-12-21,NEITHER,5fold_v2|current_union|supervised_baseline,3
drugs,תפ_16982-03-21,תפ_38315-12-15,cit_only,hist:extended,1
drugs,תפ_16982-03-21,תפ_58075-11-22,cit_only,current_union|filtered|supervised_baseline,3
drugs,תפ_16982-03-21,תפ_24689-03-15,NEITHER,current_union|supervised_baseline,2
drugs,תפ_16982-03-21,תפ_56824-09-20,NEITHER,simcse,1
drugs,תפ_16982-03-21,תפ_30551-02-21,cit_only,hist:extended,1
drugs,תפ_16982-03-21,תפ_48751-01-23,NEITHER,current_union|supervised_baseline,2
drugs,תפ_16982-03-21,תפ_30849-07-19,sup100_only,5fold|current_union|supervised_baseline,3
drugs,תפ_16982-03-21,תפ_62866-06-20,sup100_only,current_union|supervised_baseline,2
drugs,תפ_64660-01-22,תפ_34053-04-18,cit_only,hist:extended,1
drugs,תפ_64660-01-22,תפ_15709-10-19,cit_only,hist:extended,1
drugs,תפ_64660-01-22,תפ_7420-05-19,cit_only,hist:main,1
drugs,תפ_64660-01-22,תפ_63584-03-18,cit_only,hist:extended,1
drugs,תפ_64660-01-22,תפ_43149-04-22,sup100_only,current_union|supervised_baseline,2
drugs,תפ_64660-01-22,תפ_6749-09-22,both,current_union|filtered|supervised_baseline,3
drugs,תפ_64660-01-22,תפ_22021-09-22,sup100_only,simcse,1
drugs,תפ_64660-01-22,תפ_60835-04-21,both,hist:extended,1
drugs,תפ_64660-01-22,תפ_59117-03-21,both,current_union|supervised_baseline,2
drugs,תפ_64660-01-22,תפ_43884-01-23,both,current_union|supervised_baseline,2
drugs,תפ_44694-10-18,תפ_51649-06-24,sup100_only,5fold,1
drugs,תפ_44694-10-18,תפ_21629-02-23,NEITHER,5fold_v2,1
drugs,תפ_44694-10-18,תפ_39019-05-15,NEITHER,5fold_v2,1
drugs,תפ_44694-10-18,תפ_42734-08-23,cit_only,hist:main,1
drugs,תפ_44694-10-18,תפ_73652-01-18,NEITHER,current_union|simcse|supervised_baseline,3
drugs,תפ_44694-10-18,תפ_1108-05-15,NEITHER,filtered,1
drugs,תפ_44694-10-18,תפ_43084-09-20,NEITHER,5fold,1
drugs,תפ_44694-10-18,תפ_32991-05-19,NEITHER,5fold,1
drugs,תפ_44694-10-18,תפ_63473-06-19,sup100_only,simcse,1
drugs,תפ_44694-10-18,תפ_27864-06-19,both,hist:retry2,1
drugs,תפ_29019-03-10,גמר_1463-10-23,NEITHER,simcse,1
drugs,תפ_29019-03-10,תפ_36216-09-12,NEITHER,filtered,1
drugs,תפ_29019-03-10,תפ_65828-06-20,NEITHER,simcse,1
drugs,תפ_29019-03-10,תפ_45061-05-15,NEITHER,current_union|supervised_baseline,2
drugs,תפ_29019-03-10,תפ_43575-05-18,NEITHER,filtered,1
drugs,תפ_29019-03-10,תפ_9460-10-19,NEITHER,simcse,1
drugs,תפ_29019-03-10,תפ_31812-10-22,NEITHER,filtered,1
drugs,תפ_29019-03-10,תפ_70717-07-24,NEITHER,simcse,1
drugs,תפ_29019-03-10,תפ_1582-08-23,sup100_only,current_union|supervised_baseline,2
drugs,תפ_29019-03-10,תפ_34635-11-22,NEITHER,current_union|filtered|supervised_baseline,3
drugs,תפ_13048-04-21,תפ_3750-08-20,NEITHER,5fold_v2,1
drugs,תפ_13048-04-21,תפ_14313-09-19,cit_only,hist:extended,1
drugs,תפ_13048-04-21,תפ_37495-01-20,cit_only,hist:main,1
drugs,תפ_13048-04-21,תפ_40327-10-19,NEITHER,hist:main,1
drugs,תפ_13048-04-21,תפ_42808-01-24,NEITHER,simcse,1
drugs,תפ_13048-04-21,תפ_34197-11-21,both,hist:retry1,1
drugs,תפ_13048-04-21,תפ_21059-03-16,cit_only,hist:main,1
drugs,תפ_13048-04-21,תפ_14553-12-23,cit_only,hist:main,1
drugs,תפ_13048-04-21,תפ_1484-03-24,NEITHER,hist:extended,1
drugs,תפ_13048-04-21,תפ_10812-12-21,NEITHER,hist:main,1
drugs,תפ_27103-01-18,תפ_45708-01-17,NEITHER,hist:extended,1
drugs,תפ_27103-01-18,תפ_44658-09-22,NEITHER,filtered,1
drugs,תפ_27103-01-18,תפ_40063-03-18,sup100_only,hist:retry1,1
drugs,תפ_27103-01-18,תפ_18218-11-19,cit_only,hist:extended,1
drugs,תפ_27103-01-18,תפ_64232-11-22,cit_only,hist:extended,1
drugs,תפ_27103-01-18,תפ_40055-03-18,cit_only,hist:extended,1
drugs,תפ_27103-01-18,תפ_34771-07-20,cit_only,hist:extended,1
drugs,תפ_27103-01-18,תפ_50774-11-15,NEITHER,5fold,1
drugs,תפ_27103-01-18,תפ_40567-08-16,NEITHER,5fold_v2,1
drugs,תפ_27103-01-18,תפ_59571-08-20,cit_only,hist:extended,1
drugs,תפ_39308-05-15,תפ_29522-12-16,NEITHER,5fold_v2,1
drugs,תפ_39308-05-15,תפ_66475-11-16,NEITHER,5fold_v2,1
drugs,תפ_39308-05-15,תפ_39019-05-15,sup100_only,hist:extended,1
drugs,תפ_39308-05-15,תפ_45136-02-13,NEITHER,filtered,1
drugs,תפ_39308-05-15,תפ_3867-05-14,cit_only,hist:extended,1
drugs,תפ_39308-05-15,תפ_33541-02-20,cit_only,current_union|supervised_baseline,2
drugs,תפ_39308-05-15,תפ_69225-11-16,sup100_only,5fold_v2|current_union|supervised_baseline,3
drugs,תפ_39308-05-15,תפ_1108-05-15,both,hist:extended,1
drugs,תפ_39308-05-15,תפ_43084-09-20,cit_only,hist:extended,1
drugs,תפ_39308-05-15,תפ_46424-05-24,NEITHER,5fold_v2,1
drugs,תפ_27683-01-21,תפ_44843-01-19,cit_only,hist:extended,1
drugs,תפ_27683-01-21,תפ_30717-01-19,cit_only,hist:extended,1
drugs,תפ_27683-01-21,תפ_9216-06-20,cit_only,hist:extended,1
drugs,תפ_27683-01-21,תפ_39259-05-22,cit_only,hist:extended,1
drugs,תפ_27683-01-21,תפ_26688-12-20,sup100_only,5fold_v2,1
drugs,תפ_27683-01-21,תפ_31234-07-19,NEITHER,filtered,1
drugs,תפ_27683-01-21,תפ_1463-04-19,cit_only,hist:extended,1
drugs,תפ_27683-01-21,תפ_3526-04-21,both,hist:extended,1
drugs,תפ_27683-01-21,תפ_30197-04-17,cit_only,hist:extended,1
drugs,תפ_27683-01-21,תפ_40331-03-18,both,hist:extended,1
drugs,תפ_25137-02-20,תפ_8127-05-22,NEITHER,filtered,1
drugs,תפ_25137-02-20,תפ_60606-10-20,NEITHER,simcse,1
drugs,תפ_25137-02-20,תפ_34925-03-14,NEITHER,current_union|supervised_baseline,2
drugs,תפ_25137-02-20,תפ_43978-02-21,cit_only,hist:extended,1
drugs,תפ_25137-02-20,תפ_3908-11-14,NEITHER,current_union|supervised_baseline,2
drugs,תפ_25137-02-20,תפ_27021-01-14,NEITHER,current_union|supervised_baseline,2
drugs,תפ_25137-02-20,תפ_5464-01-22,sup100_only,current_union|supervised_baseline,2
drugs,תפ_25137-02-20,תפ_516-03-20,NEITHER,current_union|supervised_baseline,2
drugs,תפ_25137-02-20,תפ_38149-09-17,sup100_only,current_union|filtered|supervised_baseline,3
drugs,תפ_25137-02-20,תפ_52725-01-21,sup100_only,filtered,1
drugs,תפ_4435-07-19,תפ_17677-04-17,both,hist:retry1,1
drugs,תפ_4435-07-19,תפ_60015-05-22,cit_only,hist:extended,1
drugs,תפ_4435-07-19,תפ_28397-10-19,sup100_only,5fold_v2,1
drugs,תפ_4435-07-19,תפ_29731-05-21,both,hist:extended,1
drugs,תפ_4435-07-19,תפ_70401-02-19,both,current_union|simcse|supervised_baseline,3
drugs,תפ_4435-07-19,תפ_4460-04-18,both,hist:main,1
drugs,תפ_4435-07-19,תפ_19005-11-20,cit_only,hist:extended,1
drugs,תפ_4435-07-19,תפ_32174-07-20,cit_only,hist:main,1
drugs,תפ_4435-07-19,תפ_60183-03-21,sup100_only,filtered,1
drugs,תפ_4435-07-19,תפ_38578-12-20,both,5fold|current_union|supervised_baseline,3
drugs,תפ_54673-05-17,תפ_59039-12-17,NEITHER,5fold_v2,1
drugs,תפ_54673-05-17,תפ_9460-10-19,NEITHER,simcse,1
drugs,תפ_54673-05-17,תפ_64144-09-17,sup100_only,5fold_v2,1
drugs,תפ_54673-05-17,תפ_48751-01-23,sup100_only,current_union|supervised_baseline,2
drugs,תפ_54673-05-17,תפ_56754-10-20,cit_only,5fold|current_union|supervised_baseline,3
drugs,תפ_54673-05-17,תפק_21392-04-21,NEITHER,current_union|filtered|supervised_baseline,3
drugs,תפ_54673-05-17,תפ_50454-12-12,NEITHER,current_union|filtered|supervised_baseline,3
drugs,תפ_54673-05-17,תפ_2531-11-18,sup100_only,filtered,1
drugs,תפ_54673-05-17,תפ_58075-11-22,NEITHER,simcse,1
drugs,תפ_54673-05-17,תפ_60029-08-18,NEITHER,simcse,1
drugs,תפ_6681-09-21,תפ_39201-05-18,NEITHER,simcse,1
drugs,תפ_6681-09-21,תפ_30580-02-21,sup100_only,current_union|simcse|supervised_baseline,3
drugs,תפ_6681-09-21,תפ_23142-09-14,cit_only,hist:extended,1
drugs,תפ_6681-09-21,תפ_737-10-13,cit_only,hist:extended,1
drugs,תפ_6681-09-21,תפ_18828-06-20,NEITHER,simcse,1
drugs,תפ_6681-09-21,תפ_40239-09-17,cit_only,hist:extended,1
drugs,תפ_6681-09-21,תפ_46786-04-18,NEITHER,simcse,1
drugs,תפ_6681-09-21,תפ_25859-10-19,sup100_only,current_union|filtered|supervised_baseline,3
drugs,תפ_6681-09-21,תפ_68958-01-19,NEITHER,simcse,1
drugs,תפ_6681-09-21,תפ_68942-01-19,NEITHER,5fold,1
drugs,תפ_893-03-22,תפ_16802-02-20,sup100_only,current_union|supervised_baseline,2
drugs,תפ_893-03-22,תפ_43084-09-20,NEITHER,filtered,1
drugs,תפ_893-03-22,תפ_18203-04-19,NEITHER,5fold_v2,1
drugs,תפ_893-03-22,תפ_31387-10-18,NEITHER,5fold,1
drugs,תפ_893-03-22,תפ_43841-11-19,sup100_only,current_union|supervised_baseline,2
drugs,תפ_893-03-22,תפ_69225-11-16,NEITHER,filtered,1
drugs,תפ_893-03-22,תפ_26494-03-13,NEITHER,current_union|supervised_baseline,2
drugs,תפ_893-03-22,תפ_10603-12-18,NEITHER,filtered,1
drugs,תפ_893-03-22,תפ_32991-05-19,NEITHER,filtered,1
drugs,תפ_893-03-22,תפ_39214-12-15,sup100_only,5fold_v2|current_union|supervised_baseline,3
drugs,תפ_45644-11-22,תפ_31579-08-23,cit_only,hist:extended,1
drugs,תפ_45644-11-22,תפ_1047-02-24,NEITHER,filtered,1
drugs,תפ_45644-11-22,תפ_52282-01-22,sup100_only,simcse,1
drugs,תפ_45644-11-22,תפ_11627-04-25,sup100_only,current_union|supervised_baseline,2
drugs,תפ_45644-11-22,תפ_42253-12-23,NEITHER,filtered,1
drugs,תפ_45644-11-22,תפ_25154-10-16,sup100_only,5fold,1
drugs,תפ_45644-11-22,תפ_12194-06-23,NEITHER,hist:extended,1
drugs,תפ_45644-11-22,תפ_16015-05-21,cit_only,hist:extended,1
drugs,תפ_45644-11-22,תפ_43983-05-19,NEITHER,hist:extended,1
drugs,תפ_45644-11-22,תפ_49293-04-21,cit_only,current_union|supervised_baseline,2
drugs,תפ_16097-08-21,תפ_34197-11-21,both,hist:main,1
drugs,תפ_16097-08-21,תפ_28544-01-21,cit_only,current_union|simcse|supervised_baseline,3
drugs,תפ_16097-08-21,תפ_7867-04-22,cit_only,hist:main,1
drugs,תפ_16097-08-21,תפ_32243-08-21,both,hist:extended,1
drugs,תפ_16097-08-21,תפ_6970-05-22,cit_only,hist:retry1,1
drugs,תפ_16097-08-21,תפ_1187-04-22,cit_only,hist:extended,1
drugs,תפ_16097-08-21,תפ_29731-05-21,cit_only,current_union|simcse|supervised_baseline,3
drugs,תפ_16097-08-21,תפ_51899-07-21,both,hist:extended,1
drugs,תפ_16097-08-21,תפ_4460-04-18,cit_only,hist:main,1
drugs,תפ_16097-08-21,תפ_19005-11-20,NEITHER,5fold_v2,1
drugs,תפ_49510-11-23,תפ_56285-05-24,cit_only,hist:extended,1
drugs,תפ_49510-11-23,תפ_76171-01-23,NEITHER,hist:extended,1
drugs,תפ_49510-11-23,תפ_64232-11-22,cit_only,hist:extended,1
drugs,תפ_49510-11-23,תפ_48479-07-22,both,hist:extended,1
drugs,תפ_49510-11-23,תפ_51036-08-15,sup100_only,filtered,1
drugs,תפ_49510-11-23,תפ_19468-03-18,both,current_union|filtered|supervised_baseline,3
drugs,תפ_49510-11-23,תפ_9220-06-20,sup100_only,5fold_v2,1
drugs,תפ_49510-11-23,תפ_3818-01-24,cit_only,hist:extended,1
drugs,תפ_49510-11-23,תפ_73261-01-23,cit_only,hist:extended,1
drugs,תפ_49510-11-23,תפ_26856-05-16,sup100_only,current_union|supervised_baseline,2
drugs,תפ_55372-10-17,תפ_54472-09-22,NEITHER,5fold,1
drugs,תפ_55372-10-17,תפ_43916-09-17,NEITHER,current_union|filtered|supervised_baseline,3
drugs,תפ_55372-10-17,תפ_8887-10-21,NEITHER,simcse,1
drugs,תפ_55372-10-17,תפ_2531-11-18,NEITHER,current_union|supervised_baseline,2
drugs,תפ_55372-10-17,תפ_22325-12-13,NEITHER,current_union|supervised_baseline,2
drugs,תפ_55372-10-17,תפ_19464-05-21,cit_only,hist:extended,1
drugs,תפ_55372-10-17,תפ_5434-11-18,NEITHER,5fold,1
drugs,תפ_55372-10-17,תפ_7902-07-23,sup100_only,current_union|supervised_baseline,2
drugs,תפ_55372-10-17,תפק_21392-04-21,NEITHER,current_union|supervised_baseline,2
drugs,תפ_55372-10-17,תפ_66974-11-17,NEITHER,simcse,1
drugs,תפ_60484-03-22,תפ_45199-01-22,cit_only,hist:extended,1
drugs,תפ_60484-03-22,תפ_12699-03-18,cit_only,hist:extended,1
drugs,תפ_60484-03-22,תפ_60380-03-22,cit_only,hist:extended,1
drugs,תפ_60484-03-22,תפ_54208-06-22,cit_only,hist:extended,1
drugs,תפ_60484-03-22,תפ_35274-02-19,cit_only,hist:extended,1
drugs,תפ_60484-03-22,תפ_29707-03-22,cit_only,hist:extended,1
drugs,תפ_60484-03-22,תפ_44877-06-13,NEITHER,5fold,1
drugs,תפ_60484-03-22,תפ_46221-08-23,sup100_only,5fold|current_union|supervised_baseline,3
drugs,תפ_60484-03-22,תפ_1108-05-15,cit_only,hist:main,1
drugs,תפ_60484-03-22,תפ_30408-02-19,cit_only,hist:extended,1
drugs,תפ_24895-03-20,תפ_31736-06-21,NEITHER,filtered,1
drugs,תפ_24895-03-20,תפ_40146-05-21,sup100_only,current_union|simcse|supervised_baseline,3
drugs,תפ_24895-03-20,תפ_50520-12-17,both,hist:retry2,1
drugs,תפ_24895-03-20,תפ_47113-02-22,both,current_union|supervised_baseline,2
drugs,תפ_24895-03-20,תפ_4719-02-23,both,hist:retry2,1
drugs,תפ_24895-03-20,תפ_39612-02-20,NEITHER,simcse,1
drugs,תפ_24895-03-20,תפ_33040-09-24,NEITHER,simcse,1
drugs,תפ_24895-03-20,תפ_61370-10-20,cit_only,hist:extended,1
drugs,תפ_24895-03-20,תפ_42174-04-25,both,current_union|supervised_baseline,2
drugs,תפ_24895-03-20,תפ_62977-07-24,NEITHER,current_union|supervised_baseline,2
drugs,תפ_30637-02-21,תפ_46786-04-18,NEITHER,simcse,1
drugs,תפ_30637-02-21,תפ_30580-02-21,both,hist:extended,1
drugs,תפ_30637-02-21,תפ_4415-02-18,NEITHER,5fold_v2,1
drugs,תפ_30637-02-21,תפ_5775-02-18,cit_only,hist:extended,1
drugs,תפ_30637-02-21,תפ_40239-09-17,NEITHER,hist:extended,1
drugs,תפ_30637-02-21,תפ_18218-11-19,NEITHER,simcse,1
drugs,תפ_30637-02-21,תפ_68942-01-19,NEITHER,5fold_v2,1
drugs,תפ_30637-02-21,תפ_3667-07-15,sup100_only,5fold,1
drugs,תפ_30637-02-21,תפ_55366-02-17,sup100_only,current_union|supervised_baseline,2
drugs,תפ_30637-02-21,תפ_42231-01-20,both,hist:extended,1
drugs,תפ_18216-09-16,תפ_65684-07-17,NEITHER,simcse,1
drugs,תפ_18216-09-16,תפ_64418-09-16,NEITHER,simcse,1
drugs,תפ_18216-09-16,תפ_29504-09-13,both,current_union|supervised_baseline,2
drugs,תפ_18216-09-16,תפ_13336-05-15,NEITHER,filtered,1
drugs,תפ_18216-09-16,תפ_13748-03-15,NEITHER,5fold_v2,1
drugs,תפ_18216-09-16,תפ_53298-06-20,NEITHER,filtered,1
drugs,תפ_18216-09-16,תפ_52725-01-21,sup100_only,current_union|supervised_baseline,2
drugs,תפ_18216-09-16,תפ_33382-01-16,cit_only,hist:extended,1
drugs,תפ_18216-09-16,תפ_38435-11-17,NEITHER,5fold,1
drugs,תפ_18216-09-16,תפ_15616-09-14,sup100_only,simcse,1
drugs,תפ_9109-02-16,תפ_32174-07-20,cit_only,hist:main,1
drugs,תפ_9109-02-16,תפ_9582-10-20,cit_only,hist:retry1,1
drugs,תפ_9109-02-16,תפ_45117-01-18,both,hist:extended,1
drugs,תפ_9109-02-16,תפ_56230-11-15,cit_only,current_union|supervised_baseline,2
drugs,תפ_9109-02-16,תפ_22062-04-13,sup100_only,current_union|supervised_baseline,2
drugs,תפ_9109-02-16,תפ_46896-11-15,NEITHER,simcse,1
drugs,תפ_9109-02-16,תפ_29005-11-20,both,hist:extended,1
drugs,תפ_9109-02-16,תפ_40650-03-22,cit_only,hist:extended,1
drugs,תפ_9109-02-16,תפ_9160-02-15,both,hist:extended,1
drugs,תפ_9109-02-16,תפ_10283-03-16,sup100_only,5fold|current_union|supervised_baseline,3
drugs,תפ_62070-05-20,תפ_3818-01-24,NEITHER,filtered,1
drugs,תפ_62070-05-20,תפ_14488-04-19,NEITHER,filtered,1
drugs,תפ_62070-05-20,תפ_14578-04-19,cit_only,hist:main,1
drugs,תפ_62070-05-20,תפ_33439-01-21,cit_only,hist:main,1
drugs,תפ_62070-05-20,תפ_17677-04-17,cit_only,hist:main,1
drugs,תפ_62070-05-20,תפ_6970-05-22,cit_only,hist:main,1
drugs,תפ_62070-05-20,תפ_38551-01-20,NEITHER,5fold_v2,1
drugs,תפ_62070-05-20,תפ_7867-04-22,cit_only,hist:retry1,1
drugs,תפ_62070-05-20,תפ_34079-05-20,both,current_union|supervised_baseline,2
drugs,תפ_62070-05-20,תפ_21471-09-22,cit_only,hist:main,1
drugs,תפ_53692-11-14,תפ_70231-02-19,cit_only,hist:main,1
drugs,תפ_53692-11-14,תפ_42118-11-23,cit_only,hist:main,1
drugs,תפ_53692-11-14,תפ_54026-01-20,sup100_only,current_union|supervised_baseline,2
drugs,תפ_53692-11-14,תפ_67471-06-18,NEITHER,filtered,1
drugs,תפ_53692-11-14,תפ_59165-12-19,NEITHER,filtered,1
drugs,תפ_53692-11-14,תפ_1175-08-21,NEITHER,filtered,1
drugs,תפ_53692-11-14,תפ_9460-10-19,NEITHER,current_union|supervised_baseline,2
drugs,תפ_53692-11-14,תפ_56694-07-20,NEITHER,simcse,1
