domain,query,pick,category,sources,n_sources
drugs,תפ_4712-02-24,תפ_57318-09-16,sup100_only,5fold|current_union|supervised_baseline,3
drugs,תפ_4712-02-24,תפ_58562-06-21,sup100_only,current_union|simcse|supervised_baseline,3
drugs,תפ_4712-02-24,תפ_4606-08-20,NEITHER,current_union|supervised_baseline,2
drugs,תפ_4712-02-24,תפ_9369-01-13,NEITHER,5fold,1
drugs,תפ_4712-02-24,תפ_52781-10-18,NEITHER,5fold,1
drugs,תפ_49034-02-19,תפ_45012-03-20,both,hist:main,1
drugs,תפ_49034-02-19,תפ_30039-04-20,sup100_only,5fold,1
drugs,תפ_49034-02-19,תפ_37495-01-20,sup100_only,hist:retry1,1
drugs,תפ_49034-02-19,תפ_14553-12-23,sup100_only,current_union|supervised_baseline,2
drugs,תפ_49034-02-19,תפ_1187-04-22,both,hist:extended,1
drugs,תפ_49034-02-19,תפ_23190-04-21,both,hist:main,1
drugs,תפ_49034-02-19,תפ_16097-08-21,sup100_only,current_union|supervised_baseline,2
drugs,תפ_49034-02-19,תפ_14313-09-19,sup100_only,current_union|simcse|supervised_baseline,3
drugs,תפ_49034-02-19,תפ_39513-02-21,sup100_only,5fold,1
drugs,תפ_49034-02-19,תפ_45480-02-19,sup100_only,current_union|filtered|supervised_baseline,3
drugs,תפ_13780-01-13,תפ_49156-08-15,sup100_only,5fold_v2,1
drugs,תפ_13780-01-13,תפ_27961-04-18,NEITHER,filtered,1
drugs,תפ_13780-01-13,תפ_48316-03-20,NEITHER,simcse,1
drugs,תפ_13780-01-13,תפ_67160-08-21,sup100_only,current_union|supervised_baseline,2
drugs,תפ_13780-01-13,תפ_40146-05-21,sup100_only,5fold_v2|current_union|supervised_baseline,3
drugs,תפ_13780-01-13,תפ_15963-02-13,sup100_only,current_union|filtered|supervised_baseline,3
drugs,תפ_13780-01-13,תפ_17610-09-15,NEITHER,simcse,1
drugs,תפ_13780-01-13,תפ_21280-11-18,sup100_only,5fold_v2|current_union|supervised_baseline,3
drugs,תפ_13780-01-13,תפ_27255-08-16,sup100_only,current_union|supervised_baseline,2
drugs,תפ_13780-01-13,תפ_50520-12-17,sup100_only,current_union|simcse|supervised_baseline,3
drugs,תפ_9733-02-21,תפ_60028-09-23,sup100_only,5fold|current_union|supervised_baseline,3
drugs,תפ_9733-02-21,תפ_30913-02-21,NEITHER,simcse,1
drugs,תפ_9733-02-21,תפ_47640-06-18,sup100_only,5fold_v2|current_union|supervised_baseline,3
drugs,תפ_9733-02-21,תפ_44501-11-16,NEITHER,current_union|supervised_baseline,2
drugs,תפ_9733-02-21,תפ_19674-02-14,NEITHER,5fold,1
drugs,תפ_9733-02-21,תפ_19705-09-23,sup100_only,current_union|supervised_baseline,2
drugs,תפ_9733-02-21,תפ_30013-04-21,NEITHER,5fold,1
drugs,תפ_9733-02-21,תפ_2816-11-22,sup100_only,current_union|supervised_baseline,2
drugs,תפ_9733-02-21,תפ_56936-07-24,NEITHER,current_union|supervised_baseline,2
drugs,תפ_9733-02-21,תפ_34055-07-13,sup100_only,5fold_v2,1
drugs,תפ_72418-01-20,תפ_68908-02-19,sup100_only,current_union|simcse|supervised_baseline,3
drugs,תפ_72418-01-20,תפ_31963-09-22,sup100_only,5fold_v2|current_union|supervised_baseline,3
drugs,תפ_72418-01-20,תפ_34792-10-18,sup100_only,5fold_v2,1
drugs,תפ_72418-01-20,תפ_8624-05-19,sup100_only,current_union|simcse|supervised_baseline,3
drugs,תפ_72418-01-20,תפ_20854-11-19,sup100_only,current_union|simcse|supervised_baseline,3
drugs,תפ_72418-01-20,תפ_11680-11-22,sup100_only,current_union|simcse|supervised_baseline,3
drugs,תפ_72418-01-20,תפ_31170-11-21,sup100_only,current_union|supervised_baseline,2
drugs,תפ_72418-01-20,תפ_19965-12-18,sup100_only,current_union|simcse|supervised_baseline,3
drugs,תפ_72418-01-20,תפ_19883-06-19,sup100_only,5fold,1
drugs,תפ_72418-01-20,תפ_37803-08-20,sup100_only,5fold|current_union|supervised_baseline,3
drugs,תפ_26520-04-14,תפ_9860-10-15,NEITHER,simcse,1
drugs,תפ_26520-04-14,תפ_60454-06-16,sup100_only,current_union|supervised_baseline,2
drugs,תפ_26520-04-14,תפ_22715-06-17,sup100_only,current_union|supervised_baseline,2
drugs,תפ_26520-04-14,תפ_40908-02-21,sup100_only,current_union|supervised_baseline,2
drugs,תפ_26520-04-14,תפ_32179-09-21,NEITHER,filtered,1
drugs,תפ_26520-04-14,תפ_21800-08-23,NEITHER,5fold,1
drugs,תפ_26520-04-14,תפ_41061-11-14,NEITHER,simcse,1
drugs,תפ_26520-04-14,תפ_27917-03-16,NEITHER,5fold,1
drugs,תפ_26520-04-14,תפ_39333-05-22,NEITHER,5fold,1
drugs,תפ_26520-04-14,תפ_25806-05-22,NEITHER,5fold_v2,1
drugs,תפ_46051-06-15,תפ_17610-09-15,sup100_only,5fold|current_union|supervised_baseline,3
drugs,תפ_46051-06-15,תפ_57185-01-24,sup100_only,current_union|supervised_baseline,2
drugs,תפ_46051-06-15,תפ_49156-08-15,sup100_only,current_union|supervised_baseline,2
drugs,תפ_46051-06-15,תפ_22160-02-14,sup100_only,current_union|simcse|supervised_baseline,3
drugs,תפ_46051-06-15,תפ_27961-04-18,sup100_only,5fold,1
drugs,תפ_46051-06-15,תפ_34680-04-13,NEITHER,5fold,1
drugs,תפ_46051-06-15,תפ_57318-09-16,NEITHER,5fold,1
drugs,תפ_46051-06-15,תפ_12202-10-14,sup100_only,5fold|current_union|supervised_baseline,3
drugs,תפ_46051-06-15,תפ_79708-01-25,NEITHER,current_union|supervised_baseline,2
drugs,תפ_46051-06-15,תפ_61720-01-23,sup100_only,5fold_v2,1
drugs,תפ_607-10-13,תפ_33745-01-13,sup100_only,current_union|simcse|supervised_baseline,3
drugs,תפ_607-10-13,תפ_22140-04-18,both,hist:extended,1
drugs,תפ_607-10-13,תפ_13718-09-16,sup100_only,simcse,1
drugs,תפ_607-10-13,תפ_737-10-13,both,current_union|simcse|supervised_baseline,3
drugs,תפ_607-10-13,תפ_22537-01-18,both,hist:main,1
drugs,תפ_607-10-13,תפ_22433-05-18,both,hist:retry1,1
drugs,תפ_607-10-13,תפ_16826-04-18,both,hist:retry1,1
drugs,תפ_607-10-13,תפ_17780-09-16,NEITHER,hist:main,1
drugs,תפ_607-10-13,תפ_4435-11-17,sup100_only,hist:main,1
drugs,תפ_607-10-13,תפ_15787-01-17,sup100_only,hist:extended,1
drugs,תפ_47532-04-14,תפ_53481-06-12,sup100_only,current_union|supervised_baseline,2
drugs,תפ_47532-04-14,תפ_46460-12-15,sup100_only,current_union|supervised_baseline,2
drugs,תפ_47532-04-14,תפ_28785-07-19,sup100_only,5fold_v2,1
drugs,תפ_47532-04-14,תפ_34839-10-20,sup100_only,5fold|current_union|supervised_baseline,3
drugs,תפ_47532-04-14,תפ_6163-03-19,sup100_only,5fold|current_union|supervised_baseline,3
drugs,תפ_47532-04-14,תפ_57360-05-13,sup100_only,5fold_v2,1
drugs,תפ_47532-04-14,תפ_48984-02-17,sup100_only,5fold|current_union|supervised_baseline,3
drugs,תפ_47532-04-14,תפ_34792-10-18,sup100_only,5fold|current_union|supervised_baseline,3
drugs,תפ_47532-04-14,תפ_58215-01-19,sup100_only,5fold_v2|current_union|supervised_baseline,3
drugs,תפ_47532-04-14,תפ_26550-11-19,sup100_only,current_union|supervised_baseline,2
drugs,תפ_47319-07-15,תפ_48527-07-15,NEITHER,current_union|filtered|supervised_baseline,3
drugs,תפ_47319-07-15,תפ_50664-07-15,NEITHER,current_union|supervised_baseline,2
drugs,תפ_47319-07-15,תפ_16678-03-17,NEITHER,simcse,1
drugs,תפ_47319-07-15,תפ_60454-06-16,NEITHER,5fold,1
drugs,תפ_47319-07-15,תפ_34866-09-22,NEITHER,5fold,1
drugs,תפ_47319-07-15,תפ_50330-07-16,NEITHER,filtered,1
drugs,תפ_47319-07-15,תפ_53127-06-16,NEITHER,5fold,1
drugs,תפ_47319-07-15,תפ_26717-06-14,NEITHER,simcse,1
drugs,תפ_47319-07-15,תפק_7171-03-21,NEITHER,5fold_v2,1
drugs,תפ_47319-07-15,תפ_39333-05-22,sup100_only,filtered,1
drugs,תפ_19606-08-16,תפ_35907-11-14,NEITHER,filtered,1
drugs,תפ_19606-08-16,תפ_54845-01-19,NEITHER,simcse,1
drugs,תפ_19606-08-16,תפ_64418-09-16,NEITHER,simcse,1
drugs,תפ_19606-08-16,תפ_53298-06-20,sup100_only,5fold,1
drugs,תפ_19606-08-16,תפ_10140-10-19,sup100_only,current_union|supervised_baseline,2
drugs,תפ_19606-08-16,תפ_19932-03-17,sup100_only,5fold|current_union|supervised_baseline,3
drugs,תפ_19606-08-16,תפ_5188-10-21,NEITHER,filtered,1
drugs,תפ_19606-08-16,תפ_46173-08-15,sup100_only,current_union|supervised_baseline,2
drugs,תפ_19606-08-16,תפ_13322-07-22,NEITHER,5fold,1
drugs,תפ_19606-08-16,תפ_54072-05-16,sup100_only,filtered,1
drugs,תפ_51139-10-18,תפ_29832-08-15,sup100_only,simcse,1
drugs,תפ_51139-10-18,תפ_542-12-12,sup100_only,current_union|supervised_baseline,2
drugs,תפ_51139-10-18,תפ_21605-07-13,sup100_only,simcse,1
drugs,תפ_51139-10-18,תפ_36187-12-15,NEITHER,simcse,1
drugs,תפ_51139-10-18,תפ_4413-05-13,sup100_only,filtered,1
drugs,תפ_51139-10-18,תפ_25277-02-13,NEITHER,5fold_v2,1
drugs,תפ_51139-10-18,תפ_57334-05-13,NEITHER,simcse,1
drugs,תפ_51139-10-18,תפ_2315-05-13,NEITHER,current_union|supervised_baseline,2
drugs,תפ_51139-10-18,תפ_12546-04-16,sup100_only,current_union|supervised_baseline,2
drugs,תפ_51139-10-18,תפ_9620-04-14,sup100_only,current_union|filtered|supervised_baseline,3
drugs,תפ_68604-02-20,תפ_19691-03-18,NEITHER,simcse,1
drugs,תפ_68604-02-20,תפ_44591-05-18,NEITHER,simcse,1
drugs,תפ_68604-02-20,תפ_28032-06-19,NEITHER,simcse,1
drugs,תפ_68604-02-20,תפ_27495-05-20,sup100_only,5fold_v2,1
drugs,תפ_68604-02-20,תפ_59284-06-21,NEITHER,simcse,1
drugs,תפ_68604-02-20,תפ_54676-12-22,sup100_only,current_union|simcse|supervised_baseline,3
drugs,תפ_68604-02-20,תפ_11145-05-20,NEITHER,simcse,1
drugs,תפ_68604-02-20,תפ_15587-10-21,NEITHER,simcse,1
drugs,תפ_68604-02-20,תפ_62866-06-20,NEITHER,simcse,1
drugs,תפ_68604-02-20,תפ_15315-06-23,sup100_only,5fold_v2,1
drugs,תפ_16379-07-21,תפ_13781-01-24,cit_only,hist:extended,1
drugs,תפ_16379-07-21,תפ_59284-06-21,NEITHER,simcse,1
drugs,תפ_16379-07-21,תפ_34196-02-24,sup100_only,current_union|simcse|supervised_baseline,3
drugs,תפ_16379-07-21,תפ_264-07-22,sup100_only,current_union|filtered|supervised_baseline,3
drugs,תפ_16379-07-21,תפ_2791-06-18,NEITHER,simcse,1
drugs,תפ_16379-07-21,תפ_44314-05-16,sup100_only,current_union|supervised_baseline,2
drugs,תפ_16379-07-21,תפ_62866-06-20,cit_only,hist:extended,1
drugs,תפ_16379-07-21,תפ_19691-03-18,NEITHER,simcse,1
drugs,תפ_16379-07-21,תפ_29798-07-16,NEITHER,filtered,1
drugs,תפ_16379-07-21,תפ_25085-02-19,sup100_only,5fold_v2|current_union|supervised_baseline,3
drugs,תפ_39587-11-22,תפ_18584-01-22,NEITHER,current_union|supervised_baseline,2
drugs,תפ_39587-11-22,תפ_21459-04-15,both,current_union|supervised_baseline,2
drugs,תפ_39587-11-22,תפ_55324-11-21,sup100_only,current_union|supervised_baseline,2
drugs,תפ_39587-11-22,תפ_48247-07-15,sup100_only,current_union|supervised_baseline,2
drugs,תפ_39587-11-22,תפ_70627-11-17,cit_only,hist:extended,1
drugs,תפ_39587-11-22,תפ_50308-06-16,both,current_union|supervised_baseline,2
drugs,תפ_39587-11-22,תפ_35639-06-16,both,current_union|supervised_baseline,2
drugs,תפ_39587-11-22,תפ_13583-12-21,cit_only,hist:extended,1
drugs,תפ_39587-11-22,תפ_52725-01-21,both,hist:extended,1
drugs,תפ_39587-11-22,תפ_10853-08-16,both,current_union|supervised_baseline,2
drugs,תפ_16759-07-17,תפ_17268-12-15,cit_only,hist:extended,1
drugs,תפ_16759-07-17,תפ_7786-05-16,both,hist:extended,1
drugs,תפ_16759-07-17,תפ_3908-11-14,cit_only,hist:extended,1
drugs,תפ_16759-07-17,תפ_5119-09-13,NEITHER,hist:extended,1
drugs,תפ_16759-07-17,תפ_13365-08-13,NEITHER,hist:extended,1
drugs,תפ_16759-07-17,תפ_55462-06-20,cit_only,hist:extended,1
drugs,תפ_16759-07-17,תפ_70627-11-17,cit_only,hist:extended,1
drugs,תפ_16759-07-17,תפ_35481-05-14,cit_only,hist:extended,1
drugs,תפ_16759-07-17,תפ_6988-08-22,cit_only,hist:extended,1
drugs,תפ_16759-07-17,תפ_40484-05-16,cit_only,hist:extended,1
drugs,תפ_17242-03-22,תפ_21806-01-19,both,hist:extended,1
drugs,תפ_17242-03-22,תפ_54723-06-22,both,current_union|supervised_baseline,2
drugs,תפ_17242-03-22,תפ_44015-11-21,cit_only,hist:extended,1
drugs,תפ_17242-03-22,תפ_51933-05-12,NEITHER,hist:extended,1
drugs,תפ_17242-03-22,תפ_22981-12-22,cit_only,hist:extended,1
drugs,תפ_17242-03-22,תפ_24248-09-22,cit_only,hist:extended,1
drugs,תפ_17242-03-22,תפ_40677-02-16,cit_only,hist:extended,1
drugs,תפ_17242-03-22,תפ_20685-11-16,sup100_only,hist:extended,1
drugs,תפ_17242-03-22,תפ_19830-10-20,NEITHER,hist:extended,1
drugs,תפ_17242-03-22,תפ_15091-06-21,sup100_only,hist:extended,1
drugs,תפ_30746-12-19,תפ_35798-12-16,cit_only,hist:extended,1
drugs,תפ_30746-12-19,תפ_38312-03-10,cit_only,hist:extended,1
drugs,תפ_30746-12-19,תפ_28736-03-20,sup100_only,current_union|supervised_baseline,2
drugs,תפ_30746-12-19,תפ_58075-11-22,sup100_only,current_union|supervised_baseline,2
drugs,תפ_30746-12-19,תפ_54673-05-17,sup100_only,current_union|supervised_baseline,2
drugs,תפ_30746-12-19,תפ_54723-06-22,sup100_only,current_union|supervised_baseline,2
drugs,תפ_30746-12-19,תפ_39297-02-18,cit_only,hist:extended,1
drugs,תפ_30746-12-19,תפ_42707-08-21,sup100_only,current_union|supervised_baseline,2
drugs,תפ_30746-12-19,תפ_33183-03-18,cit_only,hist:extended,1
drugs,תפ_30746-12-19,תפ_42533-11-13,sup100_only,current_union|supervised_baseline,2
drugs,תפ_8061-02-22,תפ_13781-01-24,cit_only,hist:extended,1
drugs,תפ_8061-02-22,תפ_40639-10-17,sup100_only,hist:extended,1
drugs,תפ_8061-02-22,תפ_30197-04-17,cit_only,hist:extended,1
drugs,תפ_8061-02-22,תפ_20484-05-16,cit_only,current_union|supervised_baseline,2
drugs,תפ_8061-02-22,תפ_62866-06-20,cit_only,hist:extended,1
drugs,תפ_8061-02-22,תפ_6047-11-19,cit_only,hist:extended,1
drugs,תפ_8061-02-22,תפ_31234-07-19,NEITHER,current_union|supervised_baseline,2
drugs,תפ_8061-02-22,תפ_63584-03-18,NEITHER,hist:extended,1
drugs,תפ_8061-02-22,תפ_46914-06-18,cit_only,hist:extended,1
drugs,תפ_8061-02-22,תפ_29832-08-15,sup100_only,current_union|supervised_baseline,2
drugs,תפ_41968-09-17,תפ_7786-05-16,both,hist:extended,1
drugs,תפ_41968-09-17,תפ_36469-02-12,both,hist:extended,1
drugs,תפ_41968-09-17,תפ_13365-08-13,NEITHER,hist:extended,1
drugs,תפ_41968-09-17,תפ_6399-03-17,sup100_only,current_union|supervised_baseline,2
drugs,תפ_41968-09-17,תפ_20615-02-13,sup100_only,current_union|supervised_baseline,2
drugs,תפ_41968-09-17,תפ_36786-12-18,sup100_only,current_union|supervised_baseline,2
drugs,תפ_41968-09-17,תפ_13583-12-21,both,current_union|supervised_baseline,2
drugs,תפ_41968-09-17,תפ_17659-07-15,cit_only,hist:extended,1
drugs,תפ_41968-09-17,תפ_6988-08-22,both,hist:extended,1
drugs,תפ_41968-09-17,תפ_47753-11-14,cit_only,hist:extended,1
drugs,תפ_4878-05-23,תפ_56960-06-22,both,hist:extended,1
drugs,תפ_4878-05-23,תפ_35581-05-22,both,current_union|supervised_baseline,2
drugs,תפ_4878-05-23,תפ_21530-01-20,NEITHER,hist:extended,1
drugs,תפ_4878-05-23,תפ_30964-11-18,cit_only,hist:extended,1
drugs,תפ_4878-05-23,תפ_16127-05-22,both,current_union|supervised_baseline,2
drugs,תפ_4878-05-23,תפ_6163-03-19,NEITHER,current_union|supervised_baseline,2
drugs,תפ_4878-05-23,תפ_29380-02-18,cit_only,hist:extended,1
drugs,תפ_4878-05-23,תפק_6666-09-19,NEITHER,hist:extended,1
drugs,תפ_4878-05-23,תפ_16935-09-13,sup100_only,current_union|supervised_baseline,2
drugs,תפ_4878-05-23,תפ_7221-08-22,both,hist:extended,1
drugs,תפ_16969-03-15,תפ_70627-11-17,cit_only,hist:extended,1
drugs,תפ_16969-03-15,תפ_17659-07-15,both,hist:extended,1
drugs,תפ_16969-03-15,תפ_47753-11-14,both,hist:extended,1
drugs,תפ_16969-03-15,תפ_13365-08-13,NEITHER,hist:extended,1
drugs,תפ_16969-03-15,תפ_17268-12-15,both,hist:extended,1
drugs,תפ_16969-03-15,תפ_55462-06-20,sup100_only,hist:extended,1
drugs,תפ_16969-03-15,תפ_21459-04-15,both,hist:extended,1
drugs,תפ_16969-03-15,תפ_3908-11-14,both,hist:extended,1
drugs,תפ_16969-03-15,תפ_16458-07-14,both,hist:extended,1
drugs,תפ_16969-03-15,תפ_60427-08-20,sup100_only,current_union|supervised_baseline,2
drugs,תפ_17541-12-21,תפק_7171-03-21,cit_only,hist:extended,1
drugs,תפ_17541-12-21,תפ_57164-07-22,cit_only,hist:extended,1
drugs,תפ_17541-12-21,תפ_42003-03-20,sup100_only,current_union|supervised_baseline,2
drugs,תפ_17541-12-21,תפ_40908-02-21,cit_only,hist:extended,1
drugs,תפ_17541-12-21,תפ_32179-09-21,sup100_only,current_union|supervised_baseline,2
drugs,תפ_17541-12-21,תפ_9620-04-14,NEITHER,current_union|supervised_baseline,2
drugs,תפ_17541-12-21,תפ_4136-01-20,NEITHER,current_union|supervised_baseline,2
drugs,תפ_17541-12-21,תפ_60587-02-24,sup100_only,current_union|supervised_baseline,2
drugs,תפ_17541-12-21,תפ_63473-06-19,sup100_only,current_union|supervised_baseline,2
drugs,תפ_17541-12-21,תפ_24079-11-19,both,current_union|supervised_baseline,2
drugs,תפ_29068-03-16,תפ_17268-12-15,both,hist:extended,1
drugs,תפ_29068-03-16,תפ_21459-04-15,both,hist:extended,1
drugs,תפ_29068-03-16,תפ_42230-07-18,sup100_only,current_union|supervised_baseline,2
drugs,תפ_29068-03-16,תפ_13365-08-13,cit_only,hist:extended,1
drugs,תפ_29068-03-16,תפ_35639-06-16,both,current_union|supervised_baseline,2
drugs,תפ_29068-03-16,תפ_10853-08-16,sup100_only,current_union|supervised_baseline,2
drugs,תפ_29068-03-16,תפ_6988-08-22,sup100_only,current_union|supervised_baseline,2
drugs,תפ_29068-03-16,תפ_47753-11-14,both,hist:extended,1
drugs,תפ_29068-03-16,תפ_7786-05-16,both,hist:extended,1
drugs,תפ_29068-03-16,תפ_55324-11-21,NEITHER,current_union|supervised_baseline,2
drugs,תפ_60519-03-19,תפ_45996-07-21,cit_only,hist:extended,1
drugs,תפ_60519-03-19,תפ_39259-05-22,cit_only,hist:extended,1
drugs,תפ_60519-03-19,תפ_27495-05-20,cit_only,hist:extended,1
drugs,תפ_60519-03-19,תפ_44314-05-16,sup100_only,current_union|supervised_baseline,2
drugs,תפ_60519-03-19,תפ_9705-01-21,cit_only,hist:extended,1
drugs,תפ_60519-03-19,תפ_13667-09-17,both,hist:extended,1
drugs,תפ_60519-03-19,תפ_24272-09-18,sup100_only,current_union|supervised_baseline,2
drugs,תפ_60519-03-19,תפ_27467-02-18,sup100_only,current_union|supervised_baseline,2
drugs,תפ_60519-03-19,תפ_36782-07-17,cit_only,hist:extended,1
drugs,תפ_60519-03-19,תפ_40577-09-18,NEITHER,current_union|supervised_baseline,2
drugs,תפ_60855-05-22,תפ_52781-10-18,cit_only,hist:extended,1
drugs,תפ_60855-05-22,תפ_61720-01-23,both,hist:extended,1
drugs,תפ_60855-05-22,תפ_55217-12-19,cit_only,hist:extended,1
drugs,תפ_60855-05-22,תפ_17610-09-15,cit_only,hist:extended,1
drugs,תפ_60855-05-22,תפ_51526-11-19,cit_only,hist:extended,1
drugs,תפ_60855-05-22,תפ_49156-08-15,sup100_only,current_union|supervised_baseline,2
drugs,תפ_60855-05-22,תפ_25474-11-15,cit_only,hist:extended,1
drugs,תפ_60855-05-22,תפ_54068-08-20,cit_only,hist:extended,1
drugs,תפ_60855-05-22,תפ_22160-02-14,sup100_only,current_union|supervised_baseline,2
drugs,תפ_60855-05-22,תפ_57185-01-24,cit_only,hist:extended,1
drugs,תפ_29892-08-17,תפ_55741-12-18,cit_only,current_union|supervised_baseline,2
drugs,תפ_29892-08-17,תפ_13289-03-15,sup100_only,current_union|supervised_baseline,2
drugs,תפ_29892-08-17,תפ_8123-04-14,sup100_only,current_union|supervised_baseline,2
drugs,תפ_29892-08-17,תפ_19591-11-15,sup100_only,current_union|supervised_baseline,2
drugs,תפ_29892-08-17,תפ_48788-04-15,both,hist:extended,1
drugs,תפ_29892-08-17,תפ_47012-03-17,sup100_only,current_union|supervised_baseline,2
drugs,תפ_29892-08-17,תפ_50860-02-20,sup100_only,hist:extended,1
drugs,תפ_29892-08-17,תפ_65573-01-18,cit_only,hist:extended,1
drugs,תפ_29892-08-17,תפ_1746-01-23,sup100_only,current_union|supervised_baseline,2
drugs,תפ_29892-08-17,תפ_30865-01-14,NEITHER,current_union|supervised_baseline,2
drugs,תפ_62983-12-20,תפ_62580-12-18,sup100_only,current_union|supervised_baseline,2
drugs,תפ_62983-12-20,תפ_28785-07-19,NEITHER,current_union|supervised_baseline,2
drugs,תפ_62983-12-20,תפ_37305-11-20,NEITHER,current_union|supervised_baseline,2
drugs,תפ_62983-12-20,תפ_51504-02-20,sup100_only,current_union|supervised_baseline,2
drugs,תפ_62983-12-20,תפ_36849-09-20,NEITHER,current_union|supervised_baseline,2
drugs,תפ_62983-12-20,תפ_16332-07-21,sup100_only,current_union|supervised_baseline,2
drugs,תפ_62983-12-20,תפ_67913-02-19,NEITHER,current_union|supervised_baseline,2
drugs,תפ_62983-12-20,תפ_5581-02-17,sup100_only,current_union|supervised_baseline,2
drugs,תפ_62983-12-20,תפ_55353-01-21,sup100_only,current_union|supervised_baseline,2
drugs,תפ_62983-12-20,תפ_14449-06-13,sup100_only,current_union|supervised_baseline,2
drugs,תפ_5787-10-14,תפ_37340-06-12,NEITHER,hist:extended,1
drugs,תפ_5787-10-14,תפ_16020-10-22,sup100_only,current_union|supervised_baseline,2
drugs,תפ_5787-10-14,תפ_71059-03-19,cit_only,hist:extended,1
drugs,תפ_5787-10-14,תפ_59329-02-18,cit_only,hist:extended,1
drugs,תפ_5787-10-14,תפ_63029-12-20,NEITHER,current_union|supervised_baseline,2
drugs,תפ_5787-10-14,תפ_9675-11-17,both,current_union|supervised_baseline,2
drugs,תפ_5787-10-14,תפ_64711-01-19,both,hist:extended,1
drugs,תפ_5787-10-14,תפ_56726-02-23,sup100_only,current_union|supervised_baseline,2
drugs,תפ_5787-10-14,תפ_20685-11-16,cit_only,hist:extended,1
drugs,תפ_5787-10-14,תפ_54826-08-16,cit_only,hist:extended,1
drugs,תפ_17998-07-23,תפ_59699-09-23,cit_only,hist:extended,1
drugs,תפ_17998-07-23,תפ_14474-03-20,both,current_union|supervised_baseline,2
drugs,תפ_17998-07-23,תפ_28292-09-20,sup100_only,current_union|supervised_baseline,2
drugs,תפ_17998-07-23,תפ_1969-02-17,NEITHER,current_union|supervised_baseline,2
drugs,תפ_17998-07-23,תפ_54340-08-19,sup100_only,current_union|supervised_baseline,2
drugs,תפ_17998-07-23,תפ_36797-07-23,sup100_only,current_union|supervised_baseline,2
drugs,תפ_17998-07-23,תפ_33522-09-21,both,current_union|supervised_baseline,2
drugs,תפ_17998-07-23,תפ_41368-09-22,both,current_union|supervised_baseline,2
drugs,תפ_17998-07-23,תפ_29177-05-21,both,current_union|supervised_baseline,2
drugs,תפ_17998-07-23,תפ_3919-12-20,cit_only,hist:extended,1
drugs,תפ_60760-03-22,תפ_13535-03-19,cit_only,hist:extended,1
drugs,תפ_60760-03-22,תפ_50474-02-21,NEITHER,current_union|supervised_baseline,2
drugs,תפ_60760-03-22,תפ_34266-09-18,NEITHER,current_union|supervised_baseline,2
drugs,תפ_60760-03-22,תפ_44015-11-21,cit_only,hist:extended,1
drugs,תפ_60760-03-22,תפ_20767-09-16,NEITHER,current_union|supervised_baseline,2
drugs,תפ_60760-03-22,תפ_21806-01-19,cit_only,hist:extended,1
drugs,תפ_60760-03-22,תפ_54723-06-22,NEITHER,current_union|supervised_baseline,2
drugs,תפ_60760-03-22,תפ_43978-02-21,cit_only,hist:extended,1
drugs,תפ_60760-03-22,תפ_34792-10-18,cit_only,hist:extended,1
drugs,תפ_60760-03-22,תפ_50359-12-17,NEITHER,current_union|supervised_baseline,2
drugs,תפ_37634-03-15,תפ_19985-04-14,both,hist:extended,1
drugs,תפ_37634-03-15,תפ_13781-01-24,cit_only,hist:extended,1
drugs,תפ_37634-03-15,תפ_36782-07-17,cit_only,hist:extended,1
drugs,תפ_37634-03-15,תפ_3867-05-14,cit_only,hist:extended,1
drugs,תפ_37634-03-15,תפ_68973-07-20,sup100_only,current_union|supervised_baseline,2
drugs,תפ_37634-03-15,תפ_3990-12-12,sup100_only,current_union|supervised_baseline,2
drugs,תפ_37634-03-15,תפ_58269-02-19,sup100_only,current_union|supervised_baseline,2
drugs,תפ_37634-03-15,תפ_42827-10-18,both,current_union|supervised_baseline,2
drugs,תפ_37634-03-15,תפ_29798-07-16,NEITHER,current_union|supervised_baseline,2
drugs,תפ_37634-03-15,תפ_6840-09-18,NEITHER,current_union|supervised_baseline,2
drugs,תפ_59619-10-20,תפ_73620-12-18,cit_only,hist:extended,1
drugs,תפ_59619-10-20,תפ_34266-09-18,cit_only,hist:extended,1
drugs,תפ_59619-10-20,תפ_20854-11-19,cit_only,hist:extended,1
drugs,תפ_59619-10-20,תפ_54826-08-16,sup100_only,current_union|supervised_baseline,2
drugs,תפ_59619-10-20,תפ_15091-06-21,both,current_union|supervised_baseline,2
drugs,תפ_59619-10-20,תפ_28736-03-20,sup100_only,hist:extended,1
drugs,תפ_59619-10-20,תפ_54134-05-18,sup100_only,current_union|supervised_baseline,2
drugs,תפ_59619-10-20,תפ_54723-06-22,both,hist:extended,1
drugs,תפ_59619-10-20,תפ_13939-07-18,sup100_only,current_union|supervised_baseline,2
drugs,תפ_59619-10-20,תפ_13549-10-21,sup100_only,current_union|supervised_baseline,2
drugs,תפ_9216-06-20,תפ_27683-01-21,both,hist:extended,1
drugs,תפ_9216-06-20,תפ_49932-08-21,cit_only,hist:extended,1
drugs,תפ_9216-06-20,תפ_40639-10-17,cit_only,hist:extended,1
drugs,תפ_9216-06-20,תפ_41950-02-19,cit_only,hist:extended,1
drugs,תפ_9216-06-20,תפ_40331-03-18,cit_only,hist:extended,1
drugs,תפ_9216-06-20,תפ_26685-11-18,cit_only,hist:extended,1
drugs,תפ_9216-06-20,תפ_19639-05-19,cit_only,hist:extended,1
