v1,v2,domain,cit_type,d_lo,d_hi
תפ_22297-11-20,תפ_371-10-15,weapon,cocite,72.0,120.0
תפ_43643-10-15,תפ_63953-01-24,weapon,cocite,4.0,0.0
תפ_23992-11-21,תפ_4612-07-22,weapon,cocite,28.0,36.0
תפ_24044-06-22,תפ_31498-01-16,weapon,cocite,12.0,10.0
תפ_30003-03-22,תפ_35843-03-22,weapon,cocite,4.0,2.0
תפ_18484-07-23,תפ_73275-01-23,weapon,cocite,36.0,24.0
תפ_6047-11-19,תפ_67473-10-21,drugs,cocite,6.0,6.0
תפ_12411-02-21,תפ_41754-05-22,weapon,cocite,4.0,8.0
תפ_1127-05-20,תפ_45055-01-22,drugs,cocite,8.0,2.0
תפ_27330-02-19,תפ_66893-12-21,weapon,cocite,9.0,6.0
תפ_32775-09-23,תפ_44620-01-22,weapon,cocite,40.0,48.0
תפ_52205-06-22,תפ_53517-08-15,drugs,cocite,6.0,12.0
תפ_19908-10-21,תפ_34242-02-16,weapon,cocite,6.0,6.0
תפ_2599-09-17,תפ_46896-11-15,drugs,cocite,18.0,48.0
תפ_45713-07-17,תפח_54962-08-15,weapon,cocite,96.0,120.0
תפ_45432-11-15,תפ_4795-12-17,weapon,cocite,36.0,84.0
תפ_16097-08-21,תפ_21471-09-22,drugs,cocite,0.0,0.0
תפ_20477-02-20,תפ_30575-03-20,weapon,cocite,2.0,6.0
תפ_35512-06-17,תפ_54272-09-14,weapon,cocite,36.0,72.0
תפ_189-01-16,תפ_66542-05-20,weapon,cocite,4.0,12.0
תפ_52479-01-18,תפח_34802-06-19,weapon,cocite,252.0,324.0
תפ_33024-01-18,תפ_8900-11-22,drugs,cocite,18.0,36.0
תפ_20770-11-22,תפ_36091-07-15,weapon,cocite,34.0,54.0
תפ_35299-09-23,תפ_59329-02-18,drugs,cocite,14.0,19.0
תפ_43338-05-16,תפ_6904-12-14,weapon,cocite,5.0,16.0
תפ_27277-01-15,תפ_61452-12-22,weapon,cocite,18.0,8.0
תפ_33916-02-22,תפ_54845-01-19,drugs,cocite,19.0,32.0
תפ_48176-01-22,תפ_52789-09-22,weapon,"2hop,cocite",12.0,48.0
תפ_38014-02-22,תפ_46786-01-23,drugs,cocite,9.0,14.0
תפ_16690-05-19,תפ_46039-04-17,drugs,cocite,3.0,6.0
תפ_15744-02-20,תפ_4795-12-17,weapon,cocite,30.0,90.0
תפ_51886-02-24,תפ_72132-02-19,drugs,cocite,28.0,29.0
תפ_24044-06-22,תפ_6968-01-24,weapon,cocite,6.0,4.0
תפ_15710-09-21,תפ_28796-07-22,weapon,cocite,53.0,102.0
תפ_18912-06-23,תפ_44169-08-22,weapon,cocite,2.0,8.0
תפ_12158-04-23,תפח_52360-06-20,weapon,cocite,64.0,72.0
תפ_40650-03-22,תפ_59888-08-22,drugs,cocite,4.0,6.0
תפ_17677-04-17,תפ_27735-02-21,drugs,cocite,2.0,2.0
תפ_19384-05-16,תפ_60765-03-22,weapon,cocite,10.0,18.0
תפ_17655-10-22,תפ_2144-04-21,weapon,cocite,12.0,20.0
תפ_18210-05-23,תפ_808-06-16,weapon,cocite,6.0,6.0
תפ_21813-09-16,תפ_51523-10-17,weapon,"1hop,cocite",1.0,0.0
תפ_16420-10-16,תפ_51506-01-22,weapon,2hop,44.0,62.0
תפ_25624-03-22,תפ_30003-03-22,weapon,cocite,0.0,0.0
תפ_34737-09-21,תפ_6904-12-14,weapon,cocite,0.0,12.0
תפ_21991-04-20,תפ_38574-12-18,drugs,cocite,15.0,20.0
תפ_26552-06-23,תפ_46930-03-22,weapon,cocite,20.0,16.0
תפ_4734-12-22,תפ_70062-03-23,weapon,cocite,2.0,14.0
תפ_37083-11-14,תפ_57965-03-15,weapon,cocite,5.0,6.0
תפ_2077-10-23,תפ_28845-04-22,weapon,cocite,6.0,5.0
תפ_12834-03-18,תפ_37495-01-20,drugs,cocite,2.0,2.0
תפ_47284-06-18,תפ_52091-02-20,weapon,cocite,3.0,12.0
תפ_50556-08-17,תפ_9179-04-16,weapon,cocite,13.0,0.0
תפ_23408-05-15,תפ_59329-02-18,drugs,cocite,24.0,31.0
תפ_30433-06-22,תפ_50556-08-17,weapon,cocite,14.0,18.0
תפ_61452-12-22,תפ_9785-12-15,weapon,cocite,8.0,4.0
תפ_14802-02-23,תפ_24044-06-22,weapon,cocite,13.0,22.0
תפ_37722-09-23,תפ_66430-05-20,weapon,none,10.0,20.0
תפ_11220-12-18,תפ_54036-06-19,drugs,cocite,14.0,24.0
תפ_16129-03-22,תפ_7467-12-20,weapon,cocite,22.0,24.0
תפ_29772-11-13,תפ_51523-10-17,weapon,cocite,3.0,6.0
תפ_1847-05-14,תפח_866-07-14,weapon,cocite,100.0,120.0
תפ_18846-06-20,תפ_47474-01-14,drugs,cocite,54.0,74.0
תפ_3256-16,תפ_6659-02-21,drugs,cocite,3.0,0.0
תפ_54432-02-17,תפ_57267-09-20,weapon,cocite,8.0,10.0
תפ_50474-09-22,תפ_58774-07-22,weapon,cocite,22.0,8.0
תפ_36422-07-13,תפ_40063-03-18,drugs,cocite,18.0,31.0
תפ_57965-03-15,תפ_950-09-17,weapon,cocite,3.0,0.0
תפ_31276-05-19,תפ_3526-04-21,drugs,cocite,2.0,0.0
תפ_18833-05-13,תפ_39071-12-15,weapon,cocite,2.0,2.0
תפ_60820-07-14,תפ_6852-03-21,weapon,cocite,30.0,44.0
תפ_31216-01-22,תפח_34198-06-18,weapon,cocite,16.0,24.0
תפ_29529-07-20,תפח_55639-05-17,weapon,cocite,198.0,200.0
תפ_12411-02-21,תפח_30145-08-13,weapon,cocite,98.0,128.0
תפ_1631-01-22,תפ_52848-09-22,weapon,cocite,22.0,32.0
תפ_19412-05-18,תפ_54179-08-22,drugs,cocite,1.0,4.0
תפ_13301-07-18,תפ_182-11-12,weapon,cocite,18.0,34.0
תפ_27929-03-19,תפ_5013-12,weapon,cocite,27.0,36.0
תפ_38014-02-22,תפ_50860-02-20,drugs,cocite,16.0,22.0
תפ_4632-02-22,תפ_7027-07-19,drugs,cocite,6.0,2.0
תפ_14963-02-23,תפ_36422-07-13,drugs,cocite,10.0,27.0
תפ_35695-12-15,תפ_44579-08-15,weapon,"1hop,cocite",5.0,6.0
תפ_25639-03-21,תפ_40932-03-18,weapon,cocite,12.0,24.0
תפ_43844-05-15,תפ_53715-12-15,weapon,cocite,2.0,4.0
תפ_15747-08-22,תפ_33439-01-21,drugs,cocite,4.0,32.0
תפ_39808-05-23,תפ_54607-07-19,weapon,cocite,16.0,24.0
תפ_10180-01-24,תפ_13471-01-22,weapon,cocite,19.0,12.0
תפ_40999-01-21,תפ_41276-06-17,weapon,cocite,62.0,114.0
תפ_40922-11-15,תפ_63328-04-21,weapon,cocite,1.0,6.0
תפ_19130-12-21,תפ_41952-02-22,weapon,cocite,14.0,2.0
תפ_31425-08-20,תפ_44422-01-17,drugs,cocite,18.0,54.0
תפ_22021-09-22,תפ_4730-11-21,drugs,cocite,9.0,24.0
תפ_12035-06-20,תפ_46550-12-16,weapon,cocite,0.0,4.0
תפ_33420-12-20,תפ_50986-12-16,weapon,cocite,7.0,8.0
תפ_21594-06-16,תפ_7735-04-19,weapon,cocite,4.0,18.0
תפ_1118-10-18,תפ_60581-11-15,weapon,cocite,0.0,12.0
תפ_12233-08-12,תפ_57474-07-15,weapon,cocite,13.0,18.0
תפ_47757-02-18,תפ_52145-01-20,drugs,cocite,30.0,42.0
תפ_10896-06-20,תפ_46930-03-22,weapon,cocite,20.0,12.0
תפ_19908-10-21,תפ_6968-01-24,weapon,cocite,6.0,12.0
תפ_2144-04-21,תפ_40536-10-20,weapon,cocite,4.0,10.0
תפ_38355-09-23,תפ_69933-03-23,weapon,1hop,14.0,6.0
תפ_22297-11-20,תפ_32907-12-20,weapon,cocite,10.0,18.0
תפ_22338-06-09,תפ_44862-06-20,weapon,cocite,4.0,6.0
תא_40004-08-18,תפ_9582-10-20,drugs,cocite,0.0,2.0
תפ_12606-07-22,תפ_5275-07-21,weapon,cocite,54.0,60.0
תפ_17766-12-20,תפח_30145-08-13,weapon,cocite,102.0,132.0
תפ_16651-01-24,תפ_43471-12-22,weapon,cocite,42.0,60.0
תפ_29898-02-14,תפ_53669-03-22,weapon,cocite,28.0,32.0
תפ_6904-12-14,תפח_30145-08-13,weapon,cocite,108.0,132.0
תפ_11104-07-19,תפ_44381-05-20,weapon,cocite,4.0,9.0
תפ_24551-06-22,תפ_62070-05-20,drugs,cocite,16.0,24.0
תפ_31419-11-20,תפ_44422-01-17,drugs,cocite,22.0,32.0
תפ_64941-05-17,תפ_9983-05-16,weapon,cocite,3.0,18.0
תפ_30015-07-16,תפ_43471-12-22,weapon,cocite,6.0,6.0
תפ_21355-08-18,תפ_54036-06-19,drugs,cocite,4.0,18.0
תפ_26478-04-22,תפ_9264-02-21,weapon,cocite,1.0,0.0
תפ_57539-11-15,תפ_9873-02-17,weapon,cocite,8.0,12.0
תפ_12154-12-14,תפ_395-05-17,weapon,cocite,26.0,48.0
תפ_11104-07-19,תפ_57498-03-19,weapon,cocite,15.0,18.0
תפ_23648-12-19,תפ_53715-12-15,weapon,cocite,2.0,12.0
תפ_34668-04-22,תפ_34866-09-22,drugs,2hop,3.0,3.0
תפ_21384-01-23,תפ_39034-01-18,drugs,cocite,8.0,6.0
תפ_14373-03-22,תפ_7317-01-15,weapon,cocite,12.0,36.0
תפ_23992-11-21,תפ_59004-08-23,weapon,cocite,7.0,6.0
תפ_51306-12-18,תפח_34398-05-11,weapon,cocite,48.0,60.0
תפ_57539-11-15,תפ_57965-03-15,weapon,cocite,6.0,0.0
תפ_31249-06-14,תפ_4475-11-18,weapon,cocite,12.0,24.0
תפ_6968-01-24,תפ_70111-03-23,weapon,cocite,25.0,43.0
תפ_4133-01-20,תפ_61841-07-22,weapon,cocite,30.0,24.0
תפ_12615-11-21,תפ_15387-01-21,weapon,"2hop,cocite",8.0,10.0
תפ_32339-12-19,תפ_44381-05-20,weapon,cocite,7.0,11.0
תפ_26417-03-17,תפ_34938-09-18,weapon,cocite,21.0,30.0
תפ_19759-07-21,תפ_52091-02-20,weapon,cocite,2.0,6.0
תפ_27330-02-19,תפ_68389-07-20,weapon,cocite,6.0,8.0
תפ_32907-12-20,תפ_950-09-17,weapon,cocite,5.0,6.0
תפ_63355-02-23,תפח_39094-05-12,weapon,cocite,210.0,274.0
תפ_37987-11-23,תפ_44129-09-19,drugs,cocite,12.0,6.0
תפ_39998-08-15,תפ_57539-11-15,weapon,cocite,6.0,12.0
תפ_23872-02-19,תפ_28100-07-20,weapon,cocite,4.0,0.0
תפ_1631-01-22,תפ_7196-03-21,weapon,cocite,62.0,90.0
תפ_2058-09-17,תפ_26565-12-20,weapon,cocite,10.0,20.0
תפ_45456-12-21,תפ_68389-07-20,weapon,cocite,57.0,80.0
תפ_40650-03-22,תפ_45055-01-22,drugs,cocite,16.0,34.0
תפ_6431-05-13,תפ_69158-11-16,weapon,cocite,16.0,32.0
תפ_17935-01-20,תפ_40313-09-15,weapon,cocite,6.0,4.0
תפ_38687-04-20,תפ_41754-05-22,weapon,cocite,10.0,8.0
תפ_44840-06-16,תפ_50809-07-17,weapon,cocite,6.0,16.0
תפ_15710-09-21,תפ_47348-11-21,weapon,cocite,9.0,6.0
תפ_34027-04-18,תפ_39998-08-15,weapon,cocite,0.0,0.0
תפ_40892-01-24,תפ_70374-11-20,drugs,cocite,20.0,28.0
תפ_12606-07-22,תפ_26702-01-23,weapon,cocite,6.0,0.0
תפ_4248-06-16,תפ_52091-02-20,weapon,cocite,8.0,12.0
תפ_19610-08-21,תפ_4133-01-20,weapon,cocite,8.0,14.0
תפ_43643-10-15,תפ_52479-01-18,weapon,cocite,4.0,12.0
תפ_24548-06-13,תפ_59067-10-21,weapon,cocite,4.0,8.0
תפ_5013-12,תפ_57965-03-15,weapon,cocite,24.0,36.0
תפ_28991-04-22,תפ_36287-01-22,weapon,cocite,16.0,36.0
תפ_32264-10-17,תפ_7108-02-16,weapon,2hop,0.0,6.0
תפ_42697-05-18,תפ_44620-01-22,weapon,cocite,2.0,24.0
תפ_40256-11-14,תפח_12074-08-16,weapon,cocite,90.0,108.0
תפ_10316-06-13,תפ_25537-07-24,drugs,cocite,5.0,2.0
תפ_24350-06-23,תפח_17033-01-22,weapon,cocite,18.0,12.0
תפ_18957-11-20,תפ_39183-11-13,weapon,cocite,24.0,42.0
תפ_19835-04-13,תפ_53669-03-22,weapon,cocite,30.0,35.0
תפ_17030-02-22,תפ_38883-05-22,weapon,cocite,2.0,6.0
תפ_49293-04-21,תפ_8900-11-22,drugs,cocite,9.0,18.0
תפ_24215-06-13,תפ_9111-02-15,weapon,cocite,14.0,12.0
תפ_10650-11-21,תפ_15209-10-23,weapon,cocite,11.0,20.0
תפ_68389-07-20,תפ_9632-08-23,weapon,cocite,7.0,22.0
תפ_1139-06-23,תפ_40983-10-20,weapon,cocite,36.0,8.0
תפ_69278-05-18,תפ_7867-04-22,drugs,"2hop,cocite",9.0,7.0
תפ_25546-11-23,תפ_633-05-17,weapon,cocite,18.0,32.0
תפ_23282-05-17,תפ_47474-01-14,drugs,cocite,58.0,82.0
תפ_4459-03-24,תפ_7089-08-23,weapon,cocite,10.0,20.0
תפ_3986-06-22,תפ_50716-11-19,weapon,cocite,1.0,0.0
תפ_2724-08-19,תפ_4795-12-17,weapon,cocite,51.0,108.0
תפ_26036-08-21,תפ_47348-11-21,weapon,"1hop,cocite",10.0,14.0
תפ_6047-11-19,תפ_71830-10-21,drugs,cocite,6.0,4.0
תפ_19759-07-21,תפ_44381-05-20,weapon,cocite,3.0,9.0
תפ_26478-04-22,תפ_53339-09-22,weapon,cocite,15.0,24.0
תפ_4730-11-21,תפ_67473-10-21,drugs,cocite,19.0,36.0
תפ_17707-04-14,תפ_40011-04-14,weapon,cocite,24.0,10.0
תפ_13995-12-22,תפ_51663-11-23,weapon,cocite,15.0,24.0
תפ_43643-10-15,תפ_52077-12-20,weapon,cocite,20.0,34.0
תפ_12035-06-20,תפ_18210-05-23,weapon,cocite,18.0,18.0
תפ_32883-03-22,תפ_7089-08-23,weapon,cocite,62.0,100.0
תפ_14373-03-22,תפ_39345-03-20,weapon,cocite,18.0,36.0
תפ_17860-01-19,תפ_69158-11-16,weapon,cocite,4.0,4.0
תפ_43597-08-21,תפ_70166-03-23,weapon,cocite,48.0,66.0
תפ_30039-04-20,תפ_34108-01-23,drugs,cocite,10.0,22.0
תפ_26839-11-16,תפ_52145-01-20,drugs,cocite,4.0,18.0
תפ_53496-03-18,תפ_998-08-14,weapon,cocite,3.0,6.0
תפ_17701-07-21,תפ_30966-07-22,weapon,cocite,12.0,0.0
תפ_17715-07-18,תפ_33040-09-24,drugs,cocite,4.0,4.0
תפ_52848-09-22,תפח_39094-05-12,weapon,cocite,208.0,262.0
תפ_27929-03-19,תפ_57539-11-15,weapon,cocite,9.0,0.0
תפ_33024-01-18,תפ_48983-06-18,drugs,cocite,24.0,40.0
תפ_37175-07-20,תפ_46366-09-19,weapon,cocite,0.0,0.0
תפ_16779-09-22,תפ_8188-06-23,weapon,cocite,14.0,12.0
תפ_40898-11-19,תפ_44620-01-22,weapon,cocite,20.0,42.0
תפ_18833-05-13,תפ_19384-05-16,weapon,cocite,32.0,42.0
תפ_182-11-12,תפ_22338-06-09,weapon,cocite,34.0,54.0
תפ_17856-06-17,תפ_17860-01-19,weapon,cocite,12.0,24.0
תפ_20387-03-23,תפ_50474-09-22,weapon,cocite,4.0,10.0
תפ_34027-04-18,תפ_53496-03-18,weapon,cocite,9.0,12.0
תפ_70062-03-23,תפ_7617-07-23,weapon,cocite,22.0,34.0
תפ_24548-06-13,תפ_40898-11-19,weapon,cocite,18.0,30.0
תפ_12233-08-12,תפ_28100-07-20,weapon,cocite,9.0,6.0
תפ_18039-10-21,תפ_58774-07-22,weapon,cocite,14.0,10.0
תפ_31216-01-22,תפ_4612-07-22,weapon,cocite,10.0,12.0
תפ_23872-02-19,תפ_28787-04-22,weapon,cocite,2.0,0.0
תפ_12035-06-20,תפ_36698-12-18,weapon,cocite,0.0,0.0
תפ_15747-08-22,תפ_22021-09-22,drugs,cocite,6.0,42.0
תפ_11739-03-21,תפ_66922-03-22,drugs,cocite,42.0,78.0
תפ_27929-03-19,תפח_34398-05-11,weapon,cocite,27.0,48.0
תפ_13-05-32,תפ_32882-09-21,weapon,cocite,36.0,36.0
תפ_50330-07-18,תפ_70166-03-23,weapon,cocite,51.0,72.0
תפ_30340-08-20,תפ_7108-02-16,weapon,cocite,10.0,18.0
תפ_21594-06-16,תפ_5085-07-17,weapon,cocite,1.0,12.0
תפ_25639-03-21,תפ_8868-12-21,weapon,"1hop,cocite",8.0,16.0
תפ_12761-11-15,תפ_16779-09-22,weapon,"1hop,2hop,cocite",2.0,2.0
תפ_40567-08-16,תפ_47301-07-16,drugs,"1hop,cocite",0.0,0.0
תפ_20387-03-23,תפ_31498-01-16,weapon,cocite,24.0,36.0
תפ_17137-11-21,תפ_6832-11-23,weapon,cocite,0.0,4.0
תפ_17098-06-12,תפ_28107-06-20,drugs,"1hop,cocite",33.0,54.0
תפ_33337-07-23,תפ_41754-05-22,weapon,cocite,4.0,6.0
תפ_37104-06-22,תפ_57996-05-20,weapon,cocite,8.0,0.0
תפ_17655-10-22,תפ_30617-02-22,weapon,cocite,10.0,20.0
תפ_14885-06-24,תפ_60484-03-22,weapon,cocite,34.0,47.0
תפ_48057-03-21,תפ_61118-07-23,weapon,cocite,4.0,0.0
תפ_23328-12-22,תפח_52360-06-20,weapon,cocite,78.0,108.0
תפ_18203-04-19,תפ_19412-05-18,drugs,cocite,6.0,16.0
תפ_23253-12-15,תפ_42697-05-18,weapon,cocite,10.0,30.0
תפ_49344-11-23,תפ_7196-03-21,weapon,cocite,42.0,72.0
תפ_13048-04-21,תפ_14578-04-19,drugs,cocite,2.0,2.0
תפ_25425-02-22,תפ_60820-07-14,weapon,cocite,6.0,12.0
תפ_41832-08-24,תפ_6968-01-24,weapon,cocite,2.0,10.0
תפ_49875-05-23,תפ_5775-02-18,drugs,cocite,18.0,36.0
תפ_17137-11-21,תפ_30350-12-20,weapon,cocite,52.0,80.0
תפ_33439-01-21,תפ_34353-03-17,drugs,cocite,10.0,4.0
תפ_48978-07-21,תפ_72146-11-20,weapon,cocite,12.0,12.0
תפ_19408-11-14,תפ_48281-08-18,drugs,cocite,4.0,5.0
תפ_30350-12-20,תפ_43245-08-20,weapon,cocite,52.0,36.0
תפ_6929-10-15,תפ_9860-10-15,drugs,1hop,1.0,3.0
תפ_18327-09-22,תפ_6968-02-22,weapon,cocite,0.0,6.0
תפ_12158-04-23,תפ_48905-12-20,weapon,cocite,12.0,22.0
תפ_29529-07-20,תפ_48978-07-21,weapon,cocite,6.0,8.0
תפ_12540-12-18,תפ_59067-10-21,weapon,cocite,4.0,2.0
תפ_2724-08-19,תפ_395-05-17,weapon,cocite,27.0,36.0
תפ_12154-12-14,תפ_31249-06-14,weapon,cocite,14.0,36.0
תפ_4459-03-24,תפ_50474-09-22,weapon,cocite,14.0,32.0
תפ_31842-04-21,תפ_59067-10-21,weapon,cocite,14.0,16.0
תפ_16753-02-22,תפ_33420-12-20,weapon,cocite,8.0,2.0
תפ_13142-02-15,תפ_20451-09-20,weapon,cocite,2.0,8.0
תפ_28234-05-21,תפ_37495-01-20,drugs,cocite,6.0,6.0
תפ_63100-02-24,תפ_7811-10-23,weapon,cocite,6.0,8.0
תפ_14553-12-23,תפ_66306-03-19,drugs,cocite,18.0,24.0
תפ_52091-02-20,תפ_66542-05-20,weapon,cocite,10.0,12.0
תפ_21339-07-21,תפ_33024-01-18,drugs,cocite,24.0,40.0
תפ_3526-04-21,תפ_47474-01-14,drugs,cocite,62.0,90.0
תפ_16779-09-22,תפ_41052-11-19,weapon,cocite,2.0,4.0
תפ_10896-06-20,תפ_69980-11-20,weapon,cocite,4.0,12.0
תפ_31216-01-22,תפ_61452-02-16,weapon,cocite,4.0,12.0
תפ_26856-05-16,תפ_32156-02-19,drugs,"1hop,cocite",0.0,4.0
תפ_24278-11-22,תפ_59888-08-22,drugs,1hop,6.0,0.0
תפ_1410-03-24,תפ_44169-08-22,weapon,cocite,12.0,18.0
תפ_27685-11-15,תפ_40634-03-20,weapon,cocite,19.0,30.0
תפ_40082-02-22,תפ_6514-03-23,weapon,cocite,4.0,4.0
תפ_20451-09-20,תפ_54432-02-17,weapon,cocite,8.0,10.0
תפ_44725-12-14,תפח_46412-12-15,weapon,cocite,17.0,24.0
תפ_23872-02-19,תפח_30145-08-13,weapon,cocite,102.0,132.0
תפ_35389-01-21,תפ_45055-01-22,drugs,cocite,2.0,4.0
תפ_25332-01-18,תפ_3526-04-21,drugs,cocite,2.0,3.0
תפ_47284-06-18,תפ_51523-10-17,weapon,"2hop,cocite",12.0,24.0
תפ_11843-03-20,תפ_46379-02-21,weapon,cocite,22.0,26.0
תפ_32907-12-20,תפ_39500-07-20,weapon,cocite,2.0,10.0
תפ_31425-08-20,תפ_5391-02-20,drugs,cocite,0.0,18.0
תפ_55035-10-18,תפח_31041-04-13,weapon,cocite,54.0,132.0
תפ_22464-07-12,תפ_61720-01-23,drugs,2hop,0.0,0.0
תפ_33024-01-18,תפ_50970-11-21,drugs,cocite,18.0,24.0
תפ_17655-10-22,תפ_3910-02-23,weapon,cocite,6.0,8.0
תפ_17916-05-19,תפ_24350-06-23,weapon,cocite,32.0,72.0
תפ_1363-04-22,תפ_16651-01-24,weapon,cocite,48.0,66.0
תפ_1197-11-21,תפ_7027-07-19,drugs,cocite,16.0,26.0
תפ_13749-03-17,תפ_40650-03-22,drugs,cocite,3.0,12.0
תפ_57914-10-13,תפ_7626-04-20,weapon,cocite,18.0,36.0
תפ_11843-03-20,תפ_27625-02-21,weapon,cocite,2.0,0.0
תפ_61299-12-19,תפח_34802-06-19,weapon,cocite,248.0,324.0
תפ_13632-08-17,תפ_31811-03-21,weapon,cocite,3.0,10.0
תפ_21162-10-19,תפ_32817-12-14,drugs,cocite,19.0,36.0
תפ_17766-12-20,תפ_23992-11-21,weapon,cocite,8.0,12.0
תפ_17474-08-14,תפ_20387-03-23,weapon,cocite,12.0,24.0
תפ_12109-06-15,תפ_4102-11-20,weapon,cocite,16.0,24.0
תפ_44380-08-16,תפ_6153-02-21,weapon,cocite,22.0,34.0
תפ_24350-06-23,תפ_57283-05-21,weapon,cocite,6.0,0.0
תפ_58027-12-21,תפ_7467-12-20,weapon,cocite,14.0,10.0
תפ_10180-01-24,תפ_1139-06-23,weapon,cocite,22.0,20.0
תפ_13270-02-20,תפ_633-05-17,weapon,cocite,24.0,48.0
תפ_14115-07-19,תפ_52416-06-20,weapon,"1hop,2hop,cocite",3.0,4.0
תפ_1783-04-23,תפ_21108-02-24,weapon,"1hop,cocite",6.0,2.0
תפ_48983-06-18,תפ_49875-05-23,drugs,cocite,12.0,16.0
תפ_25631-03-22,תפ_46737-07-22,weapon,cocite,4.0,54.0
תפ_17860-01-19,תפ_66542-05-20,weapon,cocite,4.0,12.0
תפ_3772-01-16,תפ_57474-07-15,weapon,cocite,0.0,0.0
תפ_35186-03-18,תפ_56762-03-21,weapon,cocite,4.0,18.0
תפ_48057-03-21,תפ_52322-10-23,weapon,cocite,12.0,8.0
תפ_44862-06-20,תפ_52789-09-22,weapon,cocite,48.0,60.0
תפ_1715-07-21,תפ_6875-02-22,weapon,"1hop,cocite",7.0,2.0
תפ_27625-02-21,תפ_34027-04-18,weapon,cocite,18.0,24.0
תפ_26478-04-22,תפ_60429-12-21,weapon,cocite,3.0,0.0
תפ_6852-03-21,תפ_7467-12-20,weapon,cocite,24.0,20.0
תפ_27986-11-22,תפ_63355-02-23,weapon,cocite,2.0,4.0
תפ_1990-11-22,תפ_40650-03-22,drugs,cocite,36.0,54.0
תפ_17573-10-22,תפ_4612-07-22,weapon,cocite,18.0,24.0
תפ_30575-03-20,תפ_66893-12-21,weapon,cocite,18.0,6.0
תפ_28100-07-20,תפ_44620-01-22,weapon,cocite,6.0,12.0
תפ_1363-04-22,תפ_28796-07-22,weapon,cocite,60.0,114.0
תפ_39345-03-20,תפ_9111-02-15,weapon,cocite,20.0,24.0
תפ_44840-06-16,תפ_53496-03-18,weapon,cocite,9.0,16.0
תפ_1580-11-23,תפ_44169-08-22,weapon,cocite,0.0,10.0
תפ_19610-08-21,תפ_28100-07-20,weapon,cocite,10.0,14.0
תפ_28845-04-22,תפ_30617-02-22,weapon,cocite,10.0,20.0
תפ_43844-05-15,תפ_50716-11-19,weapon,cocite,3.0,4.0
תפ_12743-08-22,תפ_50809-07-17,weapon,cocite,60.0,72.0
תפ_18846-06-20,תפ_41189-09-15,drugs,cocite,7.0,16.0
תפ_35227-05-17,תפ_43338-05-16,weapon,cocite,5.0,16.0
תפ_43009-08-20,תפ_57687-05-22,weapon,2hop,12.0,4.0
תפ_17856-06-17,תפ_19908-10-21,weapon,cocite,0.0,6.0
תפ_25546-11-23,תפ_35473-12-21,weapon,cocite,6.0,5.0
תפ_18327-09-22,תפ_28615-08-17,weapon,cocite,2.0,4.0
תפ_52000-02-15,תפ_61299-12-19,weapon,cocite,8.0,22.0
תפ_3384-12-23,תפ_40313-09-15,weapon,cocite,6.0,4.0
תפ_33458-08-14,תפח_41585-03-16,weapon,cocite,0.0,0.0
תפ_19705-09-23,תפ_67471-06-18,drugs,cocite,1.0,4.0
תפ_49212-08-19,תפ_8008-07-19,weapon,cocite,10.0,22.0
תפ_10300-06-20,תפ_32227-11-20,weapon,cocite,6.0,0.0
תפ_17701-07-21,תפ_42118-11-23,weapon,cocite,21.0,36.0
תפ_23992-11-21,תפ_50330-07-18,weapon,cocite,5.0,6.0
תפ_19827-06-15,תפ_5649-09-21,drugs,cocite,29.0,54.0
תפ_54432-02-17,תפ_7735-04-19,weapon,cocite,2.0,6.0
תפ_63155-05-23,תפח_34398-05-11,weapon,cocite,2.0,34.0
תפ_27961-04-18,תפ_33024-01-18,drugs,cocite,18.0,30.0
תפ_25806-05-22,תפ_8203-05-23,drugs,cocite,14.0,36.0
תפ_45025-05-22,תפ_46250-11-21,weapon,cocite,8.0,0.0
תפ_57965-03-15,תפ_66893-12-21,weapon,cocite,18.0,6.0
תפ_17707-04-14,תפ_62279-07-22,weapon,cocite,14.0,14.0
תפ_522-05-17,תפח_46412-12-15,weapon,cocite,24.0,48.0
תפ_35364-01-18,תפ_3742-07-18,weapon,cocite,36.0,54.0
תפ_22021-09-22,תפ_45433-09-17,drugs,cocite,6.0,0.0
תפ_17057-08-20,תפ_6968-01-24,weapon,cocite,12.0,6.0
תפ_3295-04-18,תפ_41967-08-17,weapon,cocite,6.0,12.0
תפ_17573-10-22,תפ_33337-07-23,weapon,cocite,10.0,6.0
תפ_10347-10-23,תפ_60765-03-22,weapon,cocite,6.0,6.0
תפ_27330-02-19,תפ_3531-12-13,weapon,cocite,27.0,48.0
תפ_29457-07-16,תפ_33024-01-18,drugs,cocite,0.0,6.0
תפ_2058-09-17,תפ_31498-01-16,weapon,cocite,18.0,24.0
תפ_12154-12-14,תפ_45432-11-15,weapon,cocite,14.0,36.0
תפ_59422-07-14,תפ_70166-03-23,weapon,cocite,18.0,18.0
תפ_13142-02-15,תפח_51122-01-13,weapon,cocite,16.0,24.0
תפ_13785-04-15,תפ_60429-12-21,weapon,2hop,2.0,0.0
תפ_17474-08-14,תפ_18957-11-20,weapon,cocite,12.0,18.0
תפ_59045-12-20,תפ_62794-11-21,drugs,cocite,9.0,24.0
תפ_49212-08-19,תפ_54432-02-17,weapon,cocite,8.0,22.0
תפ_7053-03-21,תפ_9355-10-19,weapon,cocite,2.0,16.0
תפ_39500-07-20,תפ_43338-05-16,weapon,cocite,9.0,20.0
