domain,config,pool_base,mae_lo,mae_hi
drugs,sup_top_50_∪_citation,50,5.607592190889371,8.92646420824295
drugs,sup_top_100_∪_citation,100,5.5720173535791755,8.874403470715835
drugs,sup_top_200_∪_citation,200,5.545770065075922,8.895661605206074
drugs,sup_top_500_∪_citation,500,5.477006507592191,8.740130151843818
weapon,sup_top_50_∪_citation,50,11.66509730069052,17.3857501569366
weapon,sup_top_100_∪_citation,100,11.386691776522285,17.011927181418706
weapon,sup_top_200_∪_citation,200,11.052102950408035,16.404896421845574
weapon,sup_top_500_∪_citation,500,11.022284996861268,16.26302573760201
